Methods called,Number of times(Original),Number of times(Modified),Modified - Original,Percentage(Gain/Loss),Number of times(Original-Normalized),Number of times(Modified-Normalized),Modified - Original,Percentage(Gain/Loss)
"public static java.lang.String org.jsoup.helper.HttpConnection$Response.getRequestCookieString(org.jsoup.Connection$Request)",1,1,0,"0.0%",3.863390511512904e-05,4.001760774740886e-05,1.3837026322798226e-06,"3.58%"
"public java.util.Map org.jsoup.helper.HttpConnection$Base.cookies()",15042,3640,-11402,"-75.8%",0.5811312007417709,0.14566409220056825,-0.4354671085412027,"-74.93%"
"public static void org.jsoup.helper.HttpConnection$Response.serialiseRequestUrl(org.jsoup.Connection$Request) throws java.io.IOException",1,1,0,"0.0%",3.863390511512904e-05,4.001760774740886e-05,1.3837026322798226e-06,"3.58%"
"public java.nio.ByteBuffer org.jsoup.helper.HttpConnection$Response.byteData",4929,4917,-12,"-0.24%",0.19042651831247104,0.19676657729400937,0.006340058981538332,"3.33%"
"public java.lang.String org.jsoup.helper.HttpConnection$Response.statusMessage",7183,2594,-4589,"-63.89%",0.2775073404419719,0.10380567449677858,-0.17370166594519332,"-62.59%"
"public byte[] org.jsoup.helper.HttpConnection$Response.bodyAsBytes()",1038,775,-263,"-25.34%",0.04010199350950394,0.031013646004241866,-0.009088347505262075,"-22.66%"
"public java.lang.String org.jsoup.helper.HttpConnection$Response.body()",1030,842,-188,"-18.25%",0.03979292226858291,0.03369482572331826,-0.00609809654526465,"-15.32%"
"public static java.util.regex.Pattern org.jsoup.helper.HttpConnection$Response.xmlContentTypeRxp",1,1,0,"0.0%",3.863390511512904e-05,4.001760774740886e-05,1.3837026322798226e-06,"3.58%"
"public java.lang.String org.jsoup.helper.HttpConnection$Response.charset()",7392,16798,9406,"127.25%",0.2855818266110338,0.6722157749409741,0.38663394832994025,"135.38%"
"public static int org.jsoup.helper.HttpConnection$Response.MAX_REDIRECTS",1,65,64,"6400.0%",3.863390511512904e-05,0.002601144503581576,0.002562510598466447,"6632.8%"
"public int org.jsoup.helper.HttpConnection$Response.statusCode()",6803,3854,-2949,"-43.35%",0.26282645649822284,0.15422786025851373,-0.1085985962397091,"-41.32%"
"public org.jsoup.Connection$Base org.jsoup.helper.HttpConnection$Base.cookie(java.lang.String|java.lang.String)",3444,3830,386,"11.21%",0.1330551692165044,0.15326743767257595,0.020212268456071547,"15.19%"
"public java.lang.String org.jsoup.helper.HttpConnection$Base.cookie(java.lang.String)",5148,2216,-2932,"-56.95%",0.19888734353268428,0.08867901876825804,-0.11020832476442624,"-55.41%"
"public org.jsoup.Connection$Base org.jsoup.helper.HttpConnection$Base.method(org.jsoup.Connection$Method)",1044,859,-185,"-17.72%",0.04033379694019471,0.034375125055024214,-0.005958671885170498,"-14.77%"
"public org.jsoup.Connection$Method org.jsoup.helper.HttpConnection$Base.method()",6533,5004,-1529,"-23.4%",0.252395302117138,0.20024810916803393,-0.05214719294910408,"-20.66%"
"public static java.lang.String org.jsoup.helper.HttpConnection$Response.setOutputContentType(org.jsoup.Connection$Request)",1,1,0,"0.0%",3.863390511512904e-05,4.001760774740886e-05,1.3837026322798226e-06,"3.58%"
"public boolean org.jsoup.helper.HttpConnection$Base.hasHeader(java.lang.String)",4936,3433,-1503,"-30.45%",0.19069695564827693,0.13738044739685462,-0.05331650825142231,"-27.96%"
"public boolean org.jsoup.helper.HttpConnection$Base.hasHeaderWithValue(java.lang.String|java.lang.String)",2490,2726,236,"9.48%",0.0961984237366713,0.10908799871943656,0.012889574982765259,"13.4%"
"public java.lang.String org.jsoup.helper.HttpConnection$Base.getHeaderCaseInsensitive(java.lang.String)",5753,3391,-2362,"-41.06%",0.22226085612733734,0.13569970787146343,-0.08656114825587391,"-38.95%"
"public static org.jsoup.helper.HttpConnection$Response org.jsoup.helper.HttpConnection$Response.execute(org.jsoup.Connection$Request|org.jsoup.helper.HttpConnection$Response) throws java.io.IOException",961,780,-181,"-18.83%",0.037127182815639,0.031213734042978912,-0.00591344877266009,"-15.93%"
"public static org.jsoup.helper.HttpConnection$Response org.jsoup.helper.HttpConnection$Response.execute(org.jsoup.Connection$Request) throws java.io.IOException",1,1,0,"0.0%",3.863390511512904e-05,4.001760774740886e-05,1.3837026322798226e-06,"3.58%"
"public boolean org.jsoup.helper.HttpConnection$Response.executed",6458,3524,-2934,"-45.43%",0.2494977592335033,0.14102204970186882,-0.10847570953163449,"-43.48%"
"public org.jsoup.Connection$Base org.jsoup.helper.HttpConnection$Base.removeHeader(java.lang.String)",7222,1714,-5508,"-76.27%",0.2790140627414619,0.06859017967905878,-0.21042388306240312,"-75.42%"
"public int org.jsoup.helper.HttpConnection$Response.numRedirects",4448,2100,-2348,"-52.79%",0.17184360995209397,0.08403697626955861,-0.08780663368253536,"-51.1%"
"public static java.lang.String org.jsoup.helper.HttpConnection$Response.LOCATION",1,1,0,"0.0%",3.863390511512904e-05,4.001760774740886e-05,1.3837026322798226e-06,"3.58%"
"public java.lang.String org.jsoup.helper.HttpConnection$Response.charset",6192,4191,-2001,"-32.32%",0.23922114047287898,0.16771379406939052,-0.07150734640348846,"-29.89%"
"public int org.jsoup.helper.HttpConnection$Response.statusCode",7175,5087,-2088,"-29.1%",0.27719826920105084,0.20356957061106887,-0.07362869858998197,"-26.56%"
"public org.jsoup.Connection$Base org.jsoup.helper.HttpConnection$Base.removeCookie(java.lang.String)",4253,2626,-1627,"-38.26%",0.1643099984546438,0.10508623794469567,-0.05922376050994814,"-36.04%"
"public java.lang.String org.jsoup.helper.HttpConnection$Response.contentType()",4392,7113,2721,"61.95%",0.16968011126564672,0.2846452439073192,0.11496513264167249,"67.75%"
"public java.util.Map org.jsoup.helper.HttpConnection$Base.headers()",5671,4217,-1454,"-25.64%",0.21909287590789678,0.16875425187082316,-0.05033862403707362,"-22.98%"
"public final native java.lang.Class java.lang.Object.getClass()",1014,811,-203,"-20.02%",0.039174779786740846,0.032454279883148585,-0.006720499903592261,"-17.16%"
"public org.jsoup.Connection$Request org.jsoup.helper.HttpConnection$Response.req",6417,2600,-3817,"-59.48%",0.24791376912378305,0.10404578014326303,-0.14386798898052,"-58.03%"
"public java.lang.String org.jsoup.helper.HttpConnection$Response.contentType",11818,2973,-8845,"-74.84%",0.45657549065059494,0.11897234783304654,-0.3376031428175484,"-73.94%"
"public boolean org.jsoup.helper.HttpConnection$Base.hasCookie(java.lang.String)",2542,3552,1010,"39.73%",0.09820738680265802,0.14214254271879628,0.043935155916138266,"44.74%"
"public org.jsoup.Connection$Base org.jsoup.helper.HttpConnection$Base.url(java.net.URL)",1003,820,-183,"-18.25%",0.03874980683047442,0.032814438352875265,-0.005935368477599158,"-15.32%"
"public java.net.URL org.jsoup.helper.HttpConnection$Base.url()",7122,3313,-3809,"-53.48%",0.275150672229949,0.13257833446716555,-0.14257233776278344,"-51.82%"
"public static void org.jsoup.helper.HttpConnection$Response.writePost(org.jsoup.Connection$Request|java.io.OutputStream|java.lang.String) throws java.io.IOException",2,2,0,"0.0%",7.726781023025808e-05,8.003521549481773e-05,2.7674052645596453e-06,"3.58%"
"public void org.jsoup.helper.HttpConnection$Response.setupFromConnection(java.net.HttpURLConnection|org.jsoup.Connection$Response) throws java.io.IOException",1009,816,-193,"-19.13%",0.0389816102611652,0.03265436792188563,-0.0063272423392795735,"-16.23%"
"public static java.net.HttpURLConnection org.jsoup.helper.HttpConnection$Response.createConnection(org.jsoup.Connection$Request) throws java.io.IOException",1,1,0,"0.0%",3.863390511512904e-05,4.001760774740886e-05,1.3837026322798226e-06,"3.58%"
"public java.lang.String org.jsoup.helper.HttpConnection$Response.statusMessage()",5090,4540,-550,"-10.81%",0.1966465770360068,0.18167993917323622,-0.014966637862770582,"-7.61%"
"public org.jsoup.nodes.Document org.jsoup.helper.HttpConnection$Response.parse() throws java.io.IOException",958,784,-174,"-18.16%",0.03701128110029362,0.03137380447396854,-0.0056374766263250775,"-15.23%"
"public java.util.Map$Entry org.jsoup.helper.HttpConnection$Base.scanHeaders(java.lang.String)",13202,5723,-7479,"-56.65%",0.5100448153299335,0.2290207691384209,-0.2810240461915126,"-55.1%"
"org.jsoup.helper.HttpConnection$Response(org.jsoup.helper.HttpConnection$Response)",30842,125218,94376,"306.0%",1.1915469015608098,5.0109248069150425,3.8193779053542327,"320.54%"
"public org.jsoup.Connection$Base org.jsoup.helper.HttpConnection$Base.header(java.lang.String|java.lang.String)",3617,2412,-1205,"-33.31%",0.13973883480142174,0.09652246988675017,-0.04321636491467157,"-30.93%"
"public java.lang.String org.jsoup.helper.HttpConnection$Base.header(java.lang.String)",7285,8886,1601,"21.98%",0.281447998763715,0.35559646244347515,0.07414846367976013,"26.35%"
"public static final int java.net.HttpURLConnection.HTTP_SEE_OTHER",0,1,1,"INF%",0.0,4.001760774740886e-05,4.001760774740886e-05,"INF%"
"public static java.lang.String java.net.URLConnection.getDefaultRequestProperty(java.lang.String)",0,2,2,"INF%",0.0,8.003521549481773e-05,8.003521549481773e-05,"INF%"
"public static final int java.net.HttpURLConnection.HTTP_RESET",0,1,1,"INF%",0.0,4.001760774740886e-05,4.001760774740886e-05,"INF%"
"public static final int java.net.HttpURLConnection.HTTP_PAYMENT_REQUIRED",0,1,1,"INF%",0.0,4.001760774740886e-05,4.001760774740886e-05,"INF%"
"public static synchronized void java.net.URLConnection.setContentHandlerFactory(java.net.ContentHandlerFactory)",0,1,1,"INF%",0.0,4.001760774740886e-05,4.001760774740886e-05,"INF%"
"public static final int java.net.HttpURLConnection.HTTP_BAD_GATEWAY",0,1,1,"INF%",0.0,4.001760774740886e-05,4.001760774740886e-05,"INF%"
"public static final int java.net.HttpURLConnection.HTTP_MOVED_PERM",0,1,1,"INF%",0.0,4.001760774740886e-05,4.001760774740886e-05,"INF%"
"public static final int java.net.HttpURLConnection.HTTP_MOVED_TEMP",0,1,1,"INF%",0.0,4.001760774740886e-05,4.001760774740886e-05,"INF%"
"public static final int java.net.HttpURLConnection.HTTP_OK",0,1,1,"INF%",0.0,4.001760774740886e-05,4.001760774740886e-05,"INF%"
"public static final int java.net.HttpURLConnection.HTTP_CONFLICT",0,1,1,"INF%",0.0,4.001760774740886e-05,4.001760774740886e-05,"INF%"
"public static final int java.net.HttpURLConnection.HTTP_CREATED",0,1,1,"INF%",0.0,4.001760774740886e-05,4.001760774740886e-05,"INF%"
"public static final int java.net.HttpURLConnection.HTTP_NOT_IMPLEMENTED",0,1,1,"INF%",0.0,4.001760774740886e-05,4.001760774740886e-05,"INF%"
"public static final int java.net.HttpURLConnection.HTTP_PARTIAL",0,1,1,"INF%",0.0,4.001760774740886e-05,4.001760774740886e-05,"INF%"
"public static final int java.net.HttpURLConnection.HTTP_ACCEPTED",0,1,1,"INF%",0.0,4.001760774740886e-05,4.001760774740886e-05,"INF%"
"public static final int java.net.HttpURLConnection.HTTP_REQ_TOO_LONG",0,1,1,"INF%",0.0,4.001760774740886e-05,4.001760774740886e-05,"INF%"
"public static final int java.net.HttpURLConnection.HTTP_BAD_METHOD",0,1,1,"INF%",0.0,4.001760774740886e-05,4.001760774740886e-05,"INF%"
"public static void java.net.HttpURLConnection.setFollowRedirects(boolean)",0,2,2,"INF%",0.0,8.003521549481773e-05,8.003521549481773e-05,"INF%"
"public static final int java.net.HttpURLConnection.HTTP_GONE",0,1,1,"INF%",0.0,4.001760774740886e-05,4.001760774740886e-05,"INF%"
"public static final int java.net.HttpURLConnection.HTTP_PROXY_AUTH",0,1,1,"INF%",0.0,4.001760774740886e-05,4.001760774740886e-05,"INF%"
"public static final int java.net.HttpURLConnection.HTTP_NOT_ACCEPTABLE",0,1,1,"INF%",0.0,4.001760774740886e-05,4.001760774740886e-05,"INF%"
"public static boolean java.net.HttpURLConnection.getFollowRedirects()",0,1,1,"INF%",0.0,4.001760774740886e-05,4.001760774740886e-05,"INF%"
"public static void java.net.URLConnection.setDefaultAllowUserInteraction(boolean)",0,2,2,"INF%",0.0,8.003521549481773e-05,8.003521549481773e-05,"INF%"
"public static final int java.net.HttpURLConnection.HTTP_PRECON_FAILED",0,1,1,"INF%",0.0,4.001760774740886e-05,4.001760774740886e-05,"INF%"
"public static void java.net.URLConnection.setFileNameMap(java.net.FileNameMap)",0,48,48,"INF%",0.0,0.0019208451718756253,0.0019208451718756253,"INF%"
"public static final int java.net.HttpURLConnection.HTTP_SERVER_ERROR",0,1,1,"INF%",0.0,4.001760774740886e-05,4.001760774740886e-05,"INF%"
"public static final int java.net.HttpURLConnection.HTTP_NOT_MODIFIED",0,1,1,"INF%",0.0,4.001760774740886e-05,4.001760774740886e-05,"INF%"
"public static final int java.net.HttpURLConnection.HTTP_NO_CONTENT",0,1,1,"INF%",0.0,4.001760774740886e-05,4.001760774740886e-05,"INF%"
"public static final int java.net.HttpURLConnection.HTTP_ENTITY_TOO_LARGE",0,1,1,"INF%",0.0,4.001760774740886e-05,4.001760774740886e-05,"INF%"
"public static java.lang.String java.net.URLConnection.guessContentTypeFromStream(java.io.InputStream) throws java.io.IOException",0,1,1,"INF%",0.0,4.001760774740886e-05,4.001760774740886e-05,"INF%"
"public static final int java.net.HttpURLConnection.HTTP_NOT_AUTHORITATIVE",0,1,1,"INF%",0.0,4.001760774740886e-05,4.001760774740886e-05,"INF%"
"public static final int java.net.HttpURLConnection.HTTP_UNAVAILABLE",0,1,1,"INF%",0.0,4.001760774740886e-05,4.001760774740886e-05,"INF%"
"public static final int java.net.HttpURLConnection.HTTP_USE_PROXY",0,1,1,"INF%",0.0,4.001760774740886e-05,4.001760774740886e-05,"INF%"
"public static java.net.FileNameMap java.net.URLConnection.getFileNameMap()",0,2,2,"INF%",0.0,8.003521549481773e-05,8.003521549481773e-05,"INF%"
"public static final int java.net.HttpURLConnection.HTTP_MULT_CHOICE",0,1,1,"INF%",0.0,4.001760774740886e-05,4.001760774740886e-05,"INF%"
"public static final int java.net.HttpURLConnection.HTTP_UNSUPPORTED_TYPE",0,1,1,"INF%",0.0,4.001760774740886e-05,4.001760774740886e-05,"INF%"
"public static final int java.net.HttpURLConnection.HTTP_NOT_FOUND",0,1,1,"INF%",0.0,4.001760774740886e-05,4.001760774740886e-05,"INF%"
"public static final int java.net.HttpURLConnection.HTTP_CLIENT_TIMEOUT",0,1,1,"INF%",0.0,4.001760774740886e-05,4.001760774740886e-05,"INF%"
"public static final int java.net.HttpURLConnection.HTTP_BAD_REQUEST",0,1,1,"INF%",0.0,4.001760774740886e-05,4.001760774740886e-05,"INF%"
"public static java.lang.String java.net.URLConnection.guessContentTypeFromName(java.lang.String)",0,2,2,"INF%",0.0,8.003521549481773e-05,8.003521549481773e-05,"INF%"
