Methods called,Number of times(Original),Number of times(Modified),Modified - Original,Percentage(Gain/Loss),Number of times(Original-Normalized),Number of times(Modified-Normalized),Modified - Original,Percentage(Gain/Loss)
"public static final org.slf4j.Logger org.atmosphere.cpr.AtmosphereConfig.logger",1,1,0,"0.0%",6.681812107443539e-05,6.766815536608472e-05,8.500342916493341e-07,"1.27%"
"org.atmosphere.cpr.AtmosphereConfig()",47388,41874,-5514,"-11.64%",3.1663771214753442,2.8335363377994316,-0.33284078367591263,"-10.51%"
"public org.atmosphere.cpr.AtmosphereFramework org.atmosphere.cpr.AtmosphereConfig.getframework()",5708,3058,-2650,"-46.43%",0.38139783509287717,0.20692921910948708,-0.17446861598339009,"-45.74%"
"org.atmosphere.cpr.AtmosphereConfig(org.atmosphere.cpr.AtmosphereFramework)",157,21810,21653,"13791.72%",0.010490445008686356,1.4758424685343077,1.4653520235256212,"13968.44%"
"public java.util.List org.atmosphere.cpr.AtmosphereConfig.startUpHook",4808,5531,723,"15.04%",0.3212615261258853,0.37427256732981456,0.05301104120392924,"16.5%"
"public boolean org.atmosphere.cpr.AtmosphereConfig.isThrowExceptionOnCloned()",4138,5895,1757,"42.46%",0.2764933850060136,0.3989037758830694,0.1224103908770558,"44.27%"
"public org.atmosphere.cpr.AtmosphereConfig org.atmosphere.cpr.AtmosphereConfig.startupHook(org.atmosphere.cpr.AtmosphereConfig$StartupHook)",10854,9047,-1807,"-16.65%",0.7252438861419217,0.6121938015969685,-0.11305008454495324,"-15.59%"
"public java.util.Map org.atmosphere.cpr.AtmosphereConfig.properties()",6236,26047,19811,"317.69%",0.4166778030201791,1.7625524428204087,1.3458746398002295,"323.0%"
"public java.util.Map org.atmosphere.cpr.AtmosphereConfig.handlers()",514,516,2,"0.39%",0.03434451423225979,0.034916768168899714,0.0005722539366399271,"1.67%"
"public java.util.Map org.atmosphere.cpr.AtmosphereConfig.getproperties()",9081,4386,-4695,"-51.7%",0.6067753574769478,0.2967925294356476,-0.3099828280413002,"-51.09%"
"public boolean org.atmosphere.cpr.AtmosphereConfig.sessionTimeoutRemovalAllowed",3864,5556,1692,"43.79%",0.25818521983161835,0.3759642712139667,0.11777905138234834,"45.62%"
"public org.atmosphere.cpr.AtmosphereConfig org.atmosphere.cpr.AtmosphereConfig.populate(org.atmosphere.cpr.AtmosphereConfig)",5182,7535,2353,"45.41%",0.34625150340772415,0.5098795506834484,0.16362804727572422,"47.26%"
"public org.atmosphere.cpr.AtmosphereFramework org.atmosphere.cpr.AtmosphereConfig.framework()",3319,6984,3665,"110.42%",0.22176934384605104,0.4725943970767357,0.2508250532306846,"113.1%"
"public java.lang.String org.atmosphere.cpr.AtmosphereConfig.getInitParameter(java.lang.String|java.lang.String)",5490,7412,1922,"35.01%",0.3668314846986503,0.5015563675734199,0.13472488287476964,"36.73%"
"public int org.atmosphere.cpr.AtmosphereConfig.getInitParameter(java.lang.String|int)",10680,6356,-4324,"-40.49%",0.7136175330749699,0.4300987955068345,-0.2835187375681354,"-39.73%"
"public java.lang.String org.atmosphere.cpr.AtmosphereConfig.getInitParameter(java.lang.String)",5395,7190,1795,"33.27%",0.36048376319657893,0.48653403708214915,0.12605027388557022,"34.97%"
"public boolean org.atmosphere.cpr.AtmosphereConfig.getInitParameter(java.lang.String|boolean)",3486,2906,-580,"-16.64%",0.23292797006548177,0.1966436594938422,-0.03628431057163958,"-15.58%"
"public java.util.Enumeration org.atmosphere.cpr.AtmosphereConfig.getInitParameterNames()",507,489,-18,"-3.55%",0.03387678738473874,0.03308972797401543,-0.0007870594107233092,"-2.32%"
"org.atmosphere.cpr.AtmosphereConfig$ShutdownHook[0]",905,491,-414,"-45.75%",0.060470399572364025,0.0332250642847476,-0.027245335287616426,"-45.06%"
"public java.lang.String org.atmosphere.cpr.AtmosphereConfig.getWebServerName()",531,485,-46,"-8.66%",0.03548042229052519,0.03281905535255109,-0.0026613669379740995,"-7.5%"
"public java.util.List org.atmosphere.cpr.AtmosphereConfig.getstartUpHook()",4080,4280,200,"4.9%",0.2726179339836964,0.2896197049668426,0.017001770983146203,"6.24%"
"public static boolean java.util.Collections.addAll(java.util.Collection|java.lang.Object[])",5352,2956,-2396,"-44.77%",0.3576105839903782,0.20002706726214645,-0.15758351672823176,"-44.07%"
"public javax.servlet.ServletContext org.atmosphere.cpr.AtmosphereConfig.getServletContext()",488,494,6,"1.23%",0.03260724308432447,0.03342806875084585,0.000820825666521377,"2.52%"
"public org.atmosphere.cpr.MetaBroadcaster org.atmosphere.cpr.AtmosphereConfig.metaBroadcaster()",501,492,-9,"-1.8%",0.03347587865829213,0.03329273244011368,-0.00018314621817844962,"-0.55%"
"public void org.atmosphere.cpr.AtmosphereConfig.setframework(org.atmosphere.cpr.AtmosphereFramework)",6506,5089,-1417,"-21.78%",0.4347186957102766,0.34436324265800516,-0.09035545305227144,"-20.78%"
"public void org.atmosphere.cpr.AtmosphereConfig.setSessionTimeoutRemovalAllowed(boolean)",7175,2956,-4219,"-58.8%",0.4794200187090739,0.20002706726214645,-0.27939295144692744,"-58.28%"
"public org.atmosphere.cpr.AtmosphereResourceSessionFactory org.atmosphere.cpr.AtmosphereConfig.sessionFactory()",496,495,-1,"-0.2%",0.03314178805291995,0.03349573690621194,0.00035394885329198544,"1.07%"
"public org.slf4j.Logger org.atmosphere.cpr.AtmosphereConfig.getlogger()",6409,7196,787,"12.28%",0.4282373379660564,0.48694004601434565,0.058702708048289254,"13.71%"
"public void org.atmosphere.cpr.AtmosphereConfig.destroy()",11529,3408,-8121,"-70.44%",0.7703461178671656,0.23061307348761673,-0.5397330443795488,"-70.06%"
"public boolean org.atmosphere.cpr.AtmosphereConfig.throwExceptionOnCloned",11718,2713,-9005,"-76.85%",0.7829747427502338,0.18358370550818784,-0.599391037242046,"-76.55%"
"public java.util.List org.atmosphere.cpr.AtmosphereConfig.getAtmosphereHandlerConfig()",31691,11514,-20177,"-63.67%",2.117533074969932,0.7791311408850995,-1.3384019340848323,"-63.21%"
"java.util.ArrayList()",5352,2956,-2396,"-44.77%",0.3576105839903782,0.20002706726214645,-0.15758351672823176,"-44.07%"
"org.atmosphere.cpr.AtmosphereConfig$StartupHook[0]",4417,2427,-1990,"-45.05%",0.2951356407857811,0.16423061307348763,-0.13090502771229345,"-44.35%"
"public org.atmosphere.cpr.BroadcasterFactory org.atmosphere.cpr.AtmosphereConfig.getBroadcasterFactory()",517,504,-13,"-2.51%",0.034544968595483096,0.0341047503045067,-0.0004402182909763949,"-1.27%"
"public final native java.lang.Class java.lang.Object.getClass()",564,555,-9,"-1.6%",0.037685420285981555,0.03755582622817702,-0.0001295940578045357,"-0.34%"
"public void org.atmosphere.cpr.AtmosphereConfig.setproperties(java.util.Map)",6435,4460,-1975,"-30.69%",0.4299746091139917,0.30179997293273786,-0.12817463618125385,"-29.81%"
"public void org.atmosphere.cpr.AtmosphereConfig.setshutdownHooks(java.util.List)",6832,5560,-1272,"-18.62%",0.45650140318054255,0.37623494383543105,-0.08026645934511151,"-17.58%"
"public boolean org.atmosphere.cpr.AtmosphereConfig.isSessionTimeoutRemovalAllowed()",8416,4760,-3656,"-43.44%",0.5623413069624482,0.32210041954256324,-0.24024088741988497,"-42.72%"
"public void org.atmosphere.cpr.AtmosphereConfig.setSupportSession(boolean)",3407,3973,566,"16.61%",0.22764933850060137,0.26884558126945457,0.0411962427688532,"18.1%"
"public java.util.List org.atmosphere.cpr.AtmosphereConfig.getshutdownHooks()",12024,4977,-7047,"-58.61%",0.8034210877990111,0.33678440925700365,-0.46663667854200747,"-58.08%"
"public java.util.List org.atmosphere.cpr.AtmosphereConfig.shutdownHooks",4329,3455,-874,"-20.19%",0.2892556461312308,0.2337934767898227,-0.055462169341408074,"-19.17%"
"public void org.atmosphere.cpr.AtmosphereConfig.initComplete()",10294,3852,-6442,"-62.58%",0.6878257383402379,0.26065773447015833,-0.4271680038700795,"-62.1%"
"public org.atmosphere.cpr.AtmosphereConfig org.atmosphere.cpr.AtmosphereConfig.shutdownHook(org.atmosphere.cpr.AtmosphereConfig$ShutdownHook)",24921,16367,-8554,"-34.32%",1.6651743952960043,1.1075246988767087,-0.5576496964192956,"-33.49%"
"public boolean org.atmosphere.cpr.AtmosphereConfig.supportSession",8563,4669,-3894,"-45.47%",0.5721635707603903,0.31594261740424956,-0.2562209533561407,"-44.78%"
"public boolean org.atmosphere.cpr.AtmosphereConfig.isSupportSession()",9687,5076,-4611,"-47.6%",0.6472671388480556,0.34348355663824603,-0.3037835822098096,"-46.93%"
"public void org.atmosphere.cpr.AtmosphereConfig.setstartUpHook(java.util.List)",6520,4806,-1714,"-26.29%",0.4356541494053187,0.32521315468940315,-0.11044099471591556,"-25.35%"
"public void org.atmosphere.cpr.AtmosphereConfig.setThrowExceptionOnCloned(boolean)",6615,10981,4366,"66.0%",0.44200187090739007,0.7430640140749764,0.3010621431675863,"68.11%"
"public org.atmosphere.util.UUIDProvider org.atmosphere.cpr.AtmosphereConfig.uuidProvider()",499,501,2,"0.4%",0.03334224241614326,0.033901745838408444,0.000559503422265184,"1.68%"
"public javax.servlet.ServletConfig org.atmosphere.cpr.AtmosphereConfig.getServletConfig()",495,502,7,"1.41%",0.03307496993184551,0.03396941399377453,0.0008944440619290187,"2.7%"
"org.atmosphere.config.AtmosphereHandlerConfig[0]",30,38,8,"26.67%",0.0020045436322330616,0.002571389903911219,0.0005668462716781576,"28.28%"
"public java.util.Map org.atmosphere.cpr.AtmosphereConfig.properties",2607,5134,2527,"96.93%",0.17419484164105306,0.34740830964947894,0.17321346800842588,"99.44%"
"public java.util.List org.atmosphere.cpr.AtmosphereConfig.atmosphereHandlerConfig",2697,3275,578,"21.43%",0.18020847253775224,0.22161320882392746,0.04140473628617522,"22.98%"
