Methods called,Number of times(Original),Number of times(Modified),Modified - Original,Percentage(Gain/Loss),Number of times(Original-Normalized),Number of times(Modified-Normalized),Modified - Original,Percentage(Gain/Loss)
"public void fitnesse.testsystems.slim.tables.SlimTableFactoryTest.commentTableShouldReturnNull()",2955,3009,54,"1.83%",0.09707302651029862,0.095275790006966,-0.0017972365033326193,"-1.85%"
"public void fitnesse.testsystems.slim.tables.SlimTableFactoryTest.settable(fitnesse.testsystems.slim.Table)",44590,38382,-6208,"-13.92%",1.464800762130022,1.2153125197897536,-0.24948824234026845,"-17.03%"
"public fitnesse.testsystems.slim.Table fitnesse.testsystems.slim.tables.SlimTableFactoryTest.table",27138,27070,-68,"-0.25%",0.8914950231595545,0.8571338103983281,-0.03436121276122639,"-3.85%"
"public void fitnesse.testsystems.slim.tables.SlimTableFactoryTest.checkTableTypeDefineUsedForTable()",2796,2858,62,"2.22%",0.0918498078249729,0.09049458552339941,-0.0013552223015734916,"-1.48%"
"public void fitnesse.testsystems.slim.tables.SlimTableFactoryTest.shouldCreateCorrectSlimTableForTablesType()",2890,2990,100,"3.46%",0.09493774843139187,0.09467418149578874,-0.0002635669356031295,"-0.28%"
"public java.util.Map fitnesse.testsystems.slim.tables.SlimTableFactoryTest.map",41696,23375,-18321,"-43.94%",1.3697316119706975,0.7401367867772782,-0.6295948251934192,"-45.96%"
"public void fitnesse.testsystems.slim.tables.SlimTableFactoryTest.tableTypeStartingWithcommentColonShouldReturnNull()",2866,2954,88,"3.07%",0.09414933806379554,0.0935342916851371,-0.000615046378658432,"-0.65%"
"public fitnesse.testsystems.slim.tables.SlimTableFactory fitnesse.testsystems.slim.tables.SlimTableFactoryTest.getslimTableFactory()",22157,24109,1952,"8.81%",0.7278670214513321,0.7633778734722311,0.035510852020898986,"4.88%"
"public fitnesse.testsystems.slim.tables.SlimTableFactory fitnesse.testsystems.slim.tables.SlimTableFactoryTest.slimTableFactory",40121,30324,-9797,"-24.42%",1.317992181597188,0.9601671838388955,-0.35782499775829246,"-27.15%"
"public fitnesse.testsystems.slim.Table fitnesse.testsystems.slim.tables.SlimTableFactoryTest.gettable()",34680,26138,-8542,"-24.63%",1.1392529811767025,0.8276233297447914,-0.3116296514319111,"-27.35%"
"fitnesse.testsystems.slim.tables.SlimTableFactoryTest()",30440,31582,1142,"3.75%",0.9999671495680168,1.0,3.2850431983200146e-05,"0.0%"
"public void fitnesse.testsystems.slim.tables.SlimTableFactoryTest.addTableTypeImport(java.lang.String|java.lang.String)",3137,3219,82,"2.61%",0.10305180513123748,0.1019251472357672,-0.0011266578954702705,"-1.09%"
"java.lang.Object()",1,0,-1,"-INF%",3.2850431983180576e-05,0.0,-3.2850431983180576e-05,"-INF%"
"public final native java.lang.Class java.lang.Object.getClass()",2904,3023,119,"4.1%",0.09539765447915641,0.09571908048888607,0.0003214260097296612,"0.34%"
"public void fitnesse.testsystems.slim.tables.SlimTableFactoryTest.checkTableTypeDefinesIgnoredIfDifferentSpecified()",2779,2905,126,"4.53%",0.09129135048125883,0.09198277499841682,0.000691424517157993,"0.76%"
"public java.util.Map fitnesse.testsystems.slim.tables.SlimTableFactoryTest.getmap()",20526,30746,10220,"49.79%",0.6742879668867645,0.9735292255082009,0.29924125862143636,"44.38%"
"public void fitnesse.testsystems.slim.tables.SlimTableFactoryTest.setslimTableFactory(fitnesse.testsystems.slim.tables.SlimTableFactory)",41353,19519,-21834,"-52.8%",1.3584639138004664,0.6180419226141473,-0.7404219911863191,"-54.5%"
