Methods called,Number of times(Original),Number of times(Modified),Modified - Original,Percentage(Gain/Loss),Number of times(Original-Normalized),Number of times(Modified-Normalized),Modified - Original,Percentage(Gain/Loss)
"public fitnesse.testsystems.slim.tables.SlimTable fitnesse.testsystems.slim.tables.SlimTableFactory.makeSlimTable(fitnesse.testsystems.slim.Table|java.lang.String|fitnesse.testsystems.slim.SlimTestContext)",2544,2563,19,"0.75%",0.13891770873150222,0.13769205973998067,-0.0012256489915215552,"-0.88%"
"public java.util.Map fitnesse.testsystems.slim.tables.SlimTableFactory.tableTypes",26424,29666,3242,"12.27%",1.4429094086168295,1.5937466423122382,0.1508372336954087,"10.45%"
"public java.lang.Class fitnesse.testsystems.slim.tables.SlimTableFactory.getTableType(java.lang.String)",42216,43978,1762,"4.17%",2.3052476382897393,2.362630278285162,0.05738263999542248,"2.49%"
"public java.lang.String fitnesse.testsystems.slim.tables.SlimTableFactory.getFullTableName(java.lang.String)",57437,20918,-36519,"-63.58%",3.1364058319226777,1.1237778016546685,-2.0126280302680093,"-64.17%"
"public boolean fitnesse.testsystems.slim.tables.SlimTableFactory.hasColon(java.lang.String)",26109,57252,31143,"119.28%",1.4257085130781413,3.075749435908456,1.6500409228303148,"115.73%"
"public java.util.Map fitnesse.testsystems.slim.tables.SlimTableFactory.tableTypeArrays",36584,35901,-683,"-1.87%",1.9977065472615083,1.9287095734393467,-0.06899697382216163,"-3.45%"
"public fitnesse.testsystems.slim.tables.SlimTableFactory fitnesse.testsystems.slim.tables.SlimTableFactory.copy()",65916,93705,27789,"42.16%",3.599410255010102,5.0341141076609,1.4347038526507983,"39.86%"
"public static java.util.logging.Logger fitnesse.testsystems.slim.tables.SlimTableFactory.LOG",8,1,-7,"-87.5%",0.0004368481406651013,5.372300419039433e-05,-0.00038312513647470697,"-87.7%"
"fitnesse.testsystems.slim.tables.SlimTableFactory()",54017,52295,-1722,"-3.19%",2.949653251788347,2.809444504136671,-0.140208747651676,"-4.75%"
"public final native java.lang.Class java.lang.Object.getClass()",2581,2634,53,"2.05%",0.1409381313820783,0.14150639303749865,0.0005682616554203435,"0.4%"
"java.lang.Object()",1,0,-1,"-INF%",5.460601758313766e-05,0.0,-5.460601758313766e-05,"-INF%"
"public void fitnesse.testsystems.slim.tables.SlimTableFactory.parseDefineTableTypeRow(fitnesse.testsystems.slim.Table|int)",2850,2902,52,"1.82%",0.15562715011194234,0.15590415816052433,0.0002770080485819948,"0.18%"
"public fitnesse.testsystems.slim.tables.SlimTable fitnesse.testsystems.slim.tables.SlimTableFactory.parseDefineTableTypeTable(fitnesse.testsystems.slim.Table)",2525,2530,5,"0.2%",0.1378801943974226,0.13591920060169765,-0.0019609937957249524,"-1.42%"
"public java.lang.String fitnesse.testsystems.slim.tables.SlimTableFactory.makeTableType(java.lang.String)",25913,17525,-8388,"-32.37%",1.4150057336318462,0.9414956484366606,-0.47351008519518567,"-33.46%"
