Classes of objects created,Number of objects created(Original),Number of objects created(Modified),Modified - Original,Percentage(Gain/Loss),Number of unique objects manipulated(Original),Number of unique objects manipulated(Modified),Modified - Original,Percentage(Gain/Loss),Number of objects created(Original-Normalized),Number of objects created(Modified-Normalized),Modified - Original,Percentage(Gain/Loss),Number of unique objects manipulated(Original-Normalized),Number of unique objects manipulated(Modified-Normalized),Modified - Original,Percentage(Gain/Loss)
class java.lang.Object,1,0,-1,"-INF%",1,0,-1,"-INF%",3.2850431983180576e-05,0.0,-3.2850431983180576e-05,"-INF%",3.2850431983180576e-05,0.0,-3.2850431983180576e-05,"-INF%"
class fitnesse.testsystems.slim.tables.SlimTableFactoryTest,30440,31582,1142,"3.75%",1,1,0,"0.0%",0.9999671495680168,1.0,3.2850431983200146e-05,"0.0%",3.2850431983180576e-05,3.166360585143436e-05,-1.186826131746215e-06,"-3.61%"
class java.lang.Class,2015,2064,49,"2.43%",2,1,-1,"-50.0%",0.06619362044610887,0.06535368247736052,-0.0008399379687483444,"-1.27%",6.570086396636115e-05,3.166360585143436e-05,-3.403725811492679e-05,"-51.81%"
