Methods called,Number of times(Original),Number of times(Modified),Modified - Original,Percentage(Gain/Loss),Number of times(Original-Normalized),Number of times(Modified-Normalized),Modified - Original,Percentage(Gain/Loss)
"public volatile long com.zaxxer.hikari.HikariConfig.idleTimeout",2258,1157,-1101,"-48.76%",0.09431519151246816,0.0479883865615927,-0.04632680495087546,"-49.12%"
"public void com.zaxxer.hikari.HikariConfig.setMaxLifetime(long)",6806,1475,-5331,"-78.33%",0.2842821937262437,0.06117793446702613,-0.22310425925921756,"-78.48%"
"public java.lang.String com.zaxxer.hikari.HikariConfig.jdbcUrl",1404,2030,626,"44.59%",0.058644166910321205,0.08419742845292409,0.025553261542602887,"43.57%"
"public static long com.zaxxer.hikari.HikariConfig.ACQUIRE_RETRY_DELAY",1,43,42,"4200.0%",4.176934965122593e-05,0.0017834923268353381,0.001741722977184112,"4169.86%"
"public void com.zaxxer.hikari.HikariConfig.setConnectionCustomizerClassName(java.lang.String)",10158,3410,-6748,"-66.43%",0.424293053757153,0.14143508917461634,-0.28285796458253665,"-66.67%"
"public long com.zaxxer.hikari.HikariConfig.getConnectionTimeout()",4901,2385,-2516,"-51.34%",0.20471158264065828,0.09892160929075072,-0.10578997334990756,"-51.68%"
"public void com.zaxxer.hikari.HikariConfig.setDriverClassName(java.lang.String)",464,415,-49,"-10.56%",0.019380978238168832,0.01721277478224803,-0.0021682034559208016,"-11.19%"
"public static long com.zaxxer.hikari.HikariConfig.CONNECTION_TIMEOUT",39,43,4,"10.26%",0.0016290046363978113,0.0017834923268353381,0.00015448769043752684,"9.48%"
"public volatile long com.zaxxer.hikari.HikariConfig.leakDetectionThreshold",2903,2317,-586,"-20.19%",0.12125642203750887,0.09610120282040648,-0.025155219217102398,"-20.75%"
"public boolean com.zaxxer.hikari.HikariConfig.isIsolateInternalQueries()",1862,1926,64,"3.44%",0.07777452905058269,0.079883865615927,0.0021093365653443163,"2.71%"
"public void com.zaxxer.hikari.HikariConfig.setConnectionTestQuery(java.lang.String)",20386,2584,-17802,"-87.32%",0.8515099619898918,0.10717544587308171,-0.7443345161168101,"-87.41%"
"public void com.zaxxer.hikari.HikariConfig.setDataSourceProperties(java.util.Properties)",3937,3600,-337,"-8.56%",0.16444592957687648,0.1493156366652841,-0.015130292911592375,"-9.2%"
"public void com.zaxxer.hikari.HikariConfig.setInitializationFailFast(boolean)",10511,2280,-8231,"-78.31%",0.43903763418403574,0.09456656988801328,-0.3444710642960225,"-78.46%"
"public void com.zaxxer.hikari.HikariConfig.setUseInstrumentation(boolean)",1882,1294,-588,"-31.24%",0.0786099160436072,0.05367067606802157,-0.024939239975585635,"-31.73%"
"public void com.zaxxer.hikari.HikariConfig.setLeakDetectionThreshold(long)",2230,3050,820,"36.77%",0.09314564972223383,0.12650352550808794,0.03335787578585411,"35.81%"
"public void com.zaxxer.hikari.HikariConfig.setIsolateInternalQueries(boolean)",1173,1282,109,"9.29%",0.048995447140888014,0.05317295727913729,0.0041775101382492755,"8.53%"
"public static int com.zaxxer.hikari.HikariConfig.poolNumber",25,26,1,"4.0%",0.0010442337412806483,0.0010783907092492741,3.4156967968625856e-05,"3.27%"
"public int com.zaxxer.hikari.HikariConfig.getMaximumPoolSize()",4881,1523,-3358,"-68.8%",0.20387619564763376,0.06316880962256326,-0.1407073860250705,"-69.02%"
"public long com.zaxxer.hikari.HikariConfig.getMaxLifetime()",2737,1345,-1392,"-50.86%",0.11432270999540538,0.05578598092077976,-0.05853672907462562,"-51.2%"
"public void com.zaxxer.hikari.HikariConfig.validate()",422,400,-22,"-5.21%",0.017626665552817344,0.01659062629614268,-0.0010360392566746632,"-5.88%"
"public volatile long com.zaxxer.hikari.HikariConfig.acquireRetryDelay",2088,1719,-369,"-17.67%",0.08721440207175975,0.07129821650767316,-0.015916185564086582,"-18.25%"
"public boolean com.zaxxer.hikari.HikariConfig.isJdbc4connectionTest",1911,1547,-364,"-19.05%",0.07982122718349276,0.06416424720033181,-0.015656979983160943,"-19.62%"
"public javax.sql.DataSource com.zaxxer.hikari.HikariConfig.dataSource",1919,1802,-117,"-6.1%",0.08015538198070256,0.07474077146412277,-0.005414610516579793,"-6.76%"
"public void com.zaxxer.hikari.HikariConfig.setTransactionIsolation(java.lang.String)",4516,7532,3016,"66.78%",0.18863038302493632,0.31240149315636667,0.12377111013143036,"65.62%"
"public int com.zaxxer.hikari.HikariConfig.transactionIsolation",1669,1685,16,"0.96%",0.06971304456789608,0.06988801327250103,0.00017496870460495528,"0.25%"
"public com.zaxxer.hikari.IConnectionCustomizer com.zaxxer.hikari.HikariConfig.connectionCustomizer",3381,1920,-1461,"-43.21%",0.14122217117079486,0.07963500622148487,-0.06158716494930999,"-43.61%"
"public final native java.lang.Class java.lang.Object.getClass()",425,390,-35,"-8.24%",0.01775197360177102,0.016175860638739114,-0.0015761129630319053,"-8.88%"
"public int com.zaxxer.hikari.HikariConfig.getMinimumPoolSize()",1276,1964,688,"53.92%",0.053297690154964286,0.08145997511406056,0.02816228495909627,"52.84%"
"public java.lang.String com.zaxxer.hikari.HikariConfig.getConnectionInitSql()",13939,1500,-12439,"-89.24%",0.5822229647884383,0.06221484861053505,-0.5200081161779032,"-89.31%"
"public java.lang.String com.zaxxer.hikari.HikariConfig.getPoolName()",2402,3274,872,"36.3%",0.10032997786224468,0.13579427623392784,0.03546429837168316,"35.35%"
"public java.lang.String com.zaxxer.hikari.HikariConfig.connectionCustomizerClassName",1378,1128,-250,"-18.14%",0.05755816381938933,0.04678556615512235,-0.010772597664266977,"-18.72%"
"public java.lang.String com.zaxxer.hikari.HikariConfig.connectionInitSql",2574,1812,-762,"-29.6%",0.10751430600225555,0.07515553712152634,-0.03235876888072921,"-30.1%"
"public void com.zaxxer.hikari.HikariConfig.setAcquireRetryDelay(long)",1154,1001,-153,"-13.26%",0.048201829497514725,0.041518042306097055,-0.00668378719141767,"-13.87%"
"public void com.zaxxer.hikari.HikariConfig.setAcquireIncrement(int)",878,1015,137,"15.6%",0.036673488993776364,0.042098714226462046,0.005425225232685682,"14.79%"
"public long com.zaxxer.hikari.HikariConfig.getAcquireRetryDelay()",1627,21295,19668,"1208.85%",0.06795873188254459,0.8832434674408959,0.8152847355583512,"1199.68%"
"public java.util.Properties com.zaxxer.hikari.HikariConfig.dataSourceProperties",4667,3287,-1380,"-29.57%",0.19493755482227143,0.13633347158855247,-0.05860408323371896,"-30.06%"
"public boolean com.zaxxer.hikari.HikariConfig.isAutoCommit",1255,1233,-22,"-1.75%",0.05242053381228854,0.05114060555785981,-0.0012799282544287277,"-2.44%"
"public java.lang.String com.zaxxer.hikari.HikariConfig.dataSourceClassName",1220,2532,1312,"107.54%",0.050958606574495635,0.10501866445458316,0.054060057880087525,"106.09%"
"public void com.zaxxer.hikari.HikariConfig.setConnectionTimeout(long)",1020,3640,2620,"256.86%",0.04260473664425045,0.15097469929489837,0.10836996265064792,"254.36%"
"public int com.zaxxer.hikari.HikariConfig.getAcquireIncrement()",1391,1355,-36,"-2.59%",0.05810116536485527,0.056200746578183323,-0.0019004187866719438,"-3.27%"
"public boolean com.zaxxer.hikari.HikariConfig.isReadOnly()",1925,1031,-894,"-46.44%",0.08040599807860992,0.042762339278307755,-0.03764365880030216,"-46.82%"
"public boolean com.zaxxer.hikari.HikariConfig.isJdbc4ConnectionTest()",1339,2375,1036,"77.37%",0.055929159182991524,0.09850684363334716,0.04257768445035564,"76.13%"
"public java.lang.String com.zaxxer.hikari.HikariConfig.connectionTestQuery",1223,5767,4544,"371.55%",0.051083914623449314,0.2391953546246371,0.1881114400011878,"368.24%"
"public java.util.Properties com.zaxxer.hikari.HikariConfig.getDataSourceProperties()",3574,7341,3767,"105.4%",0.14928365565348148,0.30447946909995854,0.15519581344647707,"103.96%"
"public boolean com.zaxxer.hikari.HikariConfig.isAutoCommit()",1689,1260,-429,"-25.4%",0.0705484315609206,0.05226047283284944,-0.01828795872807116,"-25.92%"
"public void com.zaxxer.hikari.HikariConfig.setRegisterMbeans(boolean)",1134,1534,400,"35.27%",0.04736644250449021,0.06362505184570717,0.016258609341216965,"34.33%"
"public boolean com.zaxxer.hikari.HikariConfig.isRegisterMbeans",7276,984,-6292,"-86.48%",0.3039137880623199,0.04081294068851099,-0.2631008473738089,"-86.57%"
"public void com.zaxxer.hikari.HikariConfig.setDataSource(javax.sql.DataSource)",1252,3149,1897,"151.52%",0.05229522576333487,0.13060970551638323,0.07831447975304837,"149.75%"
"public boolean com.zaxxer.hikari.HikariConfig.isRegisterMbeans()",1649,1063,-586,"-35.54%",0.06887765757487156,0.044089589381999174,-0.024788068192872388,"-35.99%"
"public long com.zaxxer.hikari.HikariConfig.getIdleTimeout()",3742,1790,-1952,"-52.16%",0.15630090639488742,0.0742430526752385,-0.08205785371964892,"-52.5%"
"public static long com.zaxxer.hikari.HikariConfig.IDLE_TIMEOUT",1,43,42,"4200.0%",4.176934965122593e-05,0.0017834923268353381,0.001741722977184112,"4169.86%"
