Methods called,Number of times(Original),Number of times(Modified),Modified - Original,Percentage(Gain/Loss),Number of times(Original-Normalized),Number of times(Modified-Normalized),Modified - Original,Percentage(Gain/Loss)
"public void org.activiti.engine.impl.persistence.entity.ExecutionEntity.removeEventSubscription(org.activiti.engine.impl.persistence.entity.EventSubscriptionEntity)",200,125,-75,"-37.5%",0.012029351617947793,0.01025010250102501,-0.0017792491169227823,"-14.79%"
"public boolean org.activiti.engine.impl.persistence.entity.VariableScopeImpl.hasVariableLocal(java.lang.String)",214,119,-95,"-44.39%",0.012871406231204138,0.00975809758097581,-0.003113308650228328,"-24.19%"
"public void org.activiti.engine.impl.persistence.entity.ExecutionEntity.setProcessDefinitionId(java.lang.String)",998,1125,127,"12.73%",0.060026464573559486,0.09225092250922509,0.032224457935665606,"53.68%"
"public boolean org.activiti.engine.impl.persistence.entity.ExecutionEntity.isConcurrent()",16882,10846,-6036,"-35.75%",1.0153975700709732,0.8893808938089381,-0.12601667626203505,"-12.41%"
"public org.activiti.engine.impl.pvm.PvmProcessElement org.activiti.engine.impl.persistence.entity.ExecutionEntity.getEventSource()",1723,4347,2624,"152.29%",0.10363286418862024,0.35645756457564576,0.25282470038702554,"243.96%"
"public void org.activiti.engine.impl.persistence.entity.VariableScopeImpl.removeVariableLocal(java.lang.String)",182,130,-52,"-28.57%",0.010946709972332491,0.01066010660106601,-0.00028660337126648096,"-2.62%"
"public java.lang.String org.activiti.engine.impl.persistence.entity.ExecutionEntity.updateProcessBusinessKey(java.lang.String)",264,1109,845,"320.08%",0.015878744135691087,0.0909389093890939,0.07506016525340281,"472.71%"
"public boolean org.activiti.engine.impl.persistence.entity.ExecutionEntity.isSuspended()",827,579,-248,"-29.99%",0.04974136894021412,0.04747847478474785,-0.002262894155466273,"-4.55%"
"public org.activiti.engine.impl.persistence.entity.ExecutionEntity org.activiti.engine.impl.persistence.entity.ExecutionEntity.getSuperExecution()",608,831,223,"36.68%",0.03656922891856129,0.06814268142681427,0.03157345250825298,"86.34%"
"public org.activiti.engine.impl.pvm.runtime.StartingExecution org.activiti.engine.impl.persistence.entity.ExecutionEntity.getStartingExecution()",5403,1710,-3693,"-68.35%",0.3249729339588596,0.14022140221402213,-0.1847515317448375,"-56.85%"
"org.activiti.engine.impl.bpmn.behavior.UserTaskActivityBehavior(org.activiti.engine.impl.task.TaskDefinition)",1228,417,-811,"-66.04%",0.07386021893419945,0.034194341943419436,-0.03966587699078001,"-53.7%"
"public java.lang.Integer org.activiti.engine.impl.persistence.entity.ExecutionEntity.getExecutionListenerIndex()",6,500,494,"8233.33%",0.00036088054853843375,0.04100041000410004,0.04063952945556161,"11261.21%"
