Classes of objects created,Number of objects created(Original),Number of objects created(Modified),Modified - Original,Percentage(Gain/Loss),Number of unique objects manipulated(Original),Number of unique objects manipulated(Modified),Modified - Original,Percentage(Gain/Loss),Number of objects created(Original-Normalized),Number of objects created(Modified-Normalized),Modified - Original,Percentage(Gain/Loss),Number of unique objects manipulated(Original-Normalized),Number of unique objects manipulated(Modified-Normalized),Modified - Original,Percentage(Gain/Loss)
class org.activiti.engine.impl.persistence.entity.ExecutionEntity,38497,60421,21924,"56.95%",35178,56250,21072,"59.9%",2.527874450062381,3.2944929116684842,0.7666184616061034,"30.33%",2.3099349924486177,3.0670665212649943,0.7571315288163767,"32.78%"
class java.util.ArrayList,10593,3984,-6609,"-62.39%",1104,490,-614,"-55.62%",0.6955807997898745,0.21723009814612868,-0.4783507016437458,"-68.77%",0.07249326942018518,0.026717557251908396,-0.04577571216827678,"-63.14%"
class java.util.HashMap,8606,6446,-2160,"-25.1%",52,55,3,"5.77%",0.5651060476722043,0.3514721919302072,-0.21363385574199711,"-37.8%",0.003414538052400026,0.0029989094874591058,-0.00041562856494092035,"-12.17%"
class java.lang.Integer,11783,16878,5095,"43.24%",18,16,-2,"-11.11%",0.7737211898351829,0.9202835332606325,0.1465623434254496,"18.94%",0.0011819554796769322,0.0008724100327153762,-0.00030954544696155603,"-26.19%"
class java.lang.Boolean,17673,33667,15994,"90.5%",2,2,0,"0.0%",1.1604832884628011,1.8357142857142856,0.6752309972514845,"58.19%",0.00013132838663077023,0.00010905125408942203,-2.2277132541348208e-05,"-16.96%"
class java.lang.Object,1,0,-1,"-INF%",1,0,-1,"-INF%",6.566419331538512e-05,0.0,-6.566419331538512e-05,"-INF%",6.566419331538512e-05,0.0,-6.566419331538512e-05,"-INF%"
class [Lorg.activiti.engine.impl.pvm.delegate.ActivityExecution;,1,0,-1,"-INF%",1,0,-1,"-INF%",6.566419331538512e-05,0.0,-6.566419331538512e-05,"-INF%",6.566419331538512e-05,0.0,-6.566419331538512e-05,"-INF%"
class [Ljava.lang.String;,336,428,92,"27.38%",225,362,137,"60.89%",0.0220631689539694,0.023336968375136314,0.001273799421166913,"5.77%",0.014774443495961652,0.019738276990185388,0.004963833494223736,"33.6%"
class org.activiti.engine.impl.bpmn.behavior.UserTaskActivityBehavior,441,563,122,"27.66%",441,563,122,"27.66%",0.02895790925208484,0.0306979280261723,0.0017400187740874602,"6.01%",0.02895790925208484,0.0306979280261723,0.0017400187740874602,"6.01%"
class java.lang.String,3398,6831,3433,"101.03%",7,11,4,"57.14%",0.22312692888567864,0.3724645583424209,0.14933762945674228,"66.93%",0.00045964935320769586,0.0005997818974918212,0.00014013254428412532,"30.49%"
class [Lorg.activiti.engine.impl.persistence.entity.VariableInstanceEntity;,3772,628,-3144,"-83.35%",1,1,0,"0.0%",0.24768533718563268,0.03424209378407852,-0.21344324340155416,"-86.18%",6.566419331538512e-05,5.452562704471101e-05,-1.1138566270674104e-05,"-16.96%"
class [Lorg.activiti.engine.impl.persistence.entity.ExecutionEntity;,641,0,-641,"-INF%",641,0,-641,"-INF%",0.04209074791516186,0.0,-0.04209074791516186,"-INF%",0.04209074791516186,0.0,-0.04209074791516186,"-INF%"
class [Lorg.activiti.engine.impl.pvm.PvmTransition;,133,182,49,"36.84%",1,1,0,"0.0%",0.008733337710946221,0.009923664122137405,0.0011903264111911838,"13.63%",6.566419331538512e-05,5.452562704471101e-05,-1.1138566270674104e-05,"-16.96%"
class org.activiti.engine.impl.pvm.runtime.StartingExecution,1357,1668,311,"22.92%",1,1,0,"0.0%",0.0891063103289776,0.09094874591057797,0.0018424355816003685,"2.07%",6.566419331538512e-05,5.452562704471101e-05,-1.1138566270674104e-05,"-16.96%"
class java.lang.Class,169,199,30,"17.75%",6,5,-1,"-16.67%",0.011097248670300085,0.010850599781897492,-0.00024664888840259316,"-2.22%",0.0003939851598923107,0.0002726281352235551,-0.00012135702466875564,"-30.8%"
