Classes of objects created,Number of objects created(Original),Number of objects created(Modified),Modified - Original,Percentage(Gain/Loss),Number of unique objects manipulated(Original),Number of unique objects manipulated(Modified),Modified - Original,Percentage(Gain/Loss),Number of objects created(Original-Normalized),Number of objects created(Modified-Normalized),Modified - Original,Percentage(Gain/Loss),Number of unique objects manipulated(Original-Normalized),Number of unique objects manipulated(Modified-Normalized),Modified - Original,Percentage(Gain/Loss)
class java.lang.String,13,12,-1,"-7.69%",13,10,-3,"-23.08%",0.008843537414965987,0.007380073800738007,-0.00146346361422798,"-16.55%",0.008843537414965987,0.006150061500615006,-0.002693475914350981,"-30.46%"
class org.activiti.engine.impl.task.TaskDefinition,3280,2239,-1041,"-31.74%",3280,2239,-1041,"-31.74%",2.2312925170068025,1.3769987699876998,-0.8542937470191028,"-38.29%",2.2312925170068025,1.3769987699876998,-0.8542937470191028,"-38.29%"
class java.lang.Integer,9,6,-3,"-33.33%",4,4,0,"0.0%",0.006122448979591836,0.0036900369003690036,-0.002432412079222833,"-39.73%",0.0027210884353741495,0.0024600246002460025,-0.00026106383512814694,"-9.59%"
class [Lorg.activiti.engine.impl.persistence.entity.IdentityLinkEntity;,1,0,-1,"-INF%",1,0,-1,"-INF%",0.0006802721088435374,0.0,-0.0006802721088435374,"-INF%",0.0006802721088435374,0.0,-0.0006802721088435374,"-INF%"
class java.util.Arrays$ArrayList,3,1,-2,"-66.67%",1,1,0,"0.0%",0.0020408163265306124,0.0006150061500615006,-0.001425810176469112,"-69.86%",0.0006802721088435374,0.0006150061500615006,-6.526595878203673e-05,"-9.59%"
class [Lorg.activiti.engine.impl.persistence.entity.TaskEntity;,2,1,-1,"-50.0%",1,1,0,"0.0%",0.0013605442176870747,0.0006150061500615006,-0.0007455380676255741,"-54.8%",0.0006802721088435374,0.0006150061500615006,-6.526595878203673e-05,"-9.59%"
class [Ljava.lang.String;,1,2,1,"100.0%",1,2,1,"100.0%",0.0006802721088435374,0.0012300123001230013,0.0005497401912794639,"80.81%",0.0006802721088435374,0.0012300123001230013,0.0005497401912794639,"80.81%"
class org.activiti.engine.impl.bpmn.behavior.UserTaskActivityBehavior,5938,5762,-176,"-2.96%",5938,5762,-176,"-2.96%",4.039455782312925,3.5436654366543667,-0.4957903456585582,"-12.27%",4.039455782312925,3.5436654366543667,-0.4957903456585582,"-12.27%"
class org.slf4j.helpers.NOPLogger,1,1,0,"0.0%",1,1,0,"0.0%",0.0006802721088435374,0.0006150061500615006,-6.526595878203673e-05,"-9.59%",0.0006802721088435374,0.0006150061500615006,-6.526595878203673e-05,"-9.59%"
class [Lorg.activiti.engine.impl.persistence.entity.VariableInstanceEntity;,1,1,0,"0.0%",1,1,0,"0.0%",0.0006802721088435374,0.0006150061500615006,-6.526595878203673e-05,"-9.59%",0.0006802721088435374,0.0006150061500615006,-6.526595878203673e-05,"-9.59%"
class org.activiti.engine.impl.bpmn.behavior.SerializedObjectSupporter,1487,1651,164,"11.03%",1,1,0,"0.0%",1.0115646258503401,1.0153751537515374,0.0038105279011972915,"0.38%",0.0006802721088435374,0.0006150061500615006,-6.526595878203673e-05,"-9.59%"
class java.util.HashSet,2,2,0,"0.0%",1,1,0,"0.0%",0.0013605442176870747,0.0012300123001230013,-0.00013053191756407347,"-9.59%",0.0006802721088435374,0.0006150061500615006,-6.526595878203673e-05,"-9.59%"
class org.activiti.engine.impl.persistence.entity.ExecutionEntity,3134,3991,857,"27.35%",3131,3987,856,"27.34%",2.1319727891156464,2.454489544895449,0.32251675577980254,"15.13%",2.1299319727891155,2.452029520295203,0.32209754750608743,"15.12%"
class java.lang.Boolean,31,20,-11,"-35.48%",2,2,0,"0.0%",0.02108843537414966,0.012300123001230012,-0.008788312372919646,"-41.67%",0.0013605442176870747,0.0012300123001230013,-0.00013053191756407347,"-9.59%"
class org.activiti.engine.impl.pvm.process.ActivityImpl,4,1,-3,"-75.0%",4,1,-3,"-75.0%",0.0027210884353741495,0.0006150061500615006,-0.002106082285312649,"-77.4%",0.0027210884353741495,0.0006150061500615006,-0.002106082285312649,"-77.4%"
class java.util.HashMap,2,2,0,"0.0%",1,1,0,"0.0%",0.0013605442176870747,0.0012300123001230013,-0.00013053191756407347,"-9.59%",0.0006802721088435374,0.0006150061500615006,-6.526595878203673e-05,"-9.59%"
class java.util.ArrayList,15,16,1,"6.67%",5,4,-1,"-20.0%",0.01020408163265306,0.00984009840098401,-0.0003639832316690503,"-3.57%",0.003401360544217687,0.0024600246002460025,-0.0009413359439716844,"-27.68%"
class java.lang.Long,0,2,2,"INF%",0,1,1,"INF%",0.0,0.0012300123001230013,0.0012300123001230013,"INF%",0.0,0.0006150061500615006,0.0006150061500615006,"INF%"
class org.activiti.engine.impl.persistence.entity.ProcessDefinitionEntity,0,3,3,"INF%",0,3,3,"INF%",0.0,0.0018450184501845018,0.0018450184501845018,"INF%",0.0,0.0018450184501845018,0.0018450184501845018,"INF%"
class java.util.HashMap$KeySet,0,2,2,"INF%",0,1,1,"INF%",0.0,0.0012300123001230013,0.0012300123001230013,"INF%",0.0,0.0006150061500615006,0.0006150061500615006,"INF%"
class java.lang.Class,0,3,3,"INF%",0,2,2,"INF%",0.0,0.0018450184501845018,0.0018450184501845018,"INF%",0.0,0.0012300123001230013,0.0012300123001230013,"INF%"
