Classes of objects created,Number of objects created(Original),Number of objects created(Modified),Modified - Original,Percentage(Gain/Loss),Number of unique objects manipulated(Original),Number of unique objects manipulated(Modified),Modified - Original,Percentage(Gain/Loss),Number of objects created(Original-Normalized),Number of objects created(Modified-Normalized),Modified - Original,Percentage(Gain/Loss),Number of unique objects manipulated(Original-Normalized),Number of unique objects manipulated(Modified-Normalized),Modified - Original,Percentage(Gain/Loss)
class java.lang.String,12,10,-2,"-16.67%",9,7,-2,"-22.22%",0.007352941176470588,0.007204610951008645,-0.00014833022546194286,"-2.02%",0.0055147058823529415,0.005043227665706052,-0.00047147821664688967,"-8.55%"
class java.lang.Long,1,0,-1,"-INF%",1,0,-1,"-INF%",0.0006127450980392157,0.0,-0.0006127450980392157,"-INF%",0.0006127450980392157,0.0,-0.0006127450980392157,"-INF%"
class java.lang.Integer,22,7,-15,"-68.18%",4,4,0,"0.0%",0.013480392156862746,0.005043227665706052,-0.008437164491156694,"-62.59%",0.0024509803921568627,0.002881844380403458,0.0004308639882465953,"17.58%"
class org.activiti.engine.impl.bpmn.behavior.UserTaskActivityBehavior,4786,4141,-645,"-13.48%",4786,4141,-645,"-13.48%",2.9325980392156863,2.98342939481268,0.0508313555969937,"1.73%",2.9325980392156863,2.98342939481268,0.0508313555969937,"1.73%"
class org.activiti.engine.impl.persistence.entity.ProcessDefinitionEntity,3,1,-2,"-66.67%",3,1,-2,"-66.67%",0.001838235294117647,0.0007204610951008645,-0.0011177741990167824,"-60.81%",0.001838235294117647,0.0007204610951008645,-0.0011177741990167824,"-60.81%"
class org.activiti.engine.impl.task.TaskDefinition,2433,2203,-230,"-9.45%",2433,2203,-230,"-9.45%",1.4908088235294117,1.5871757925072045,0.09636696897779284,"6.46%",1.4908088235294117,1.5871757925072045,0.09636696897779284,"6.46%"
class [Lorg.activiti.engine.impl.persistence.entity.IdentityLinkEntity;,1,0,-1,"-INF%",1,0,-1,"-INF%",0.0006127450980392157,0.0,-0.0006127450980392157,"-INF%",0.0006127450980392157,0.0,-0.0006127450980392157,"-INF%"
class java.util.HashMap$KeySet,1,0,-1,"-INF%",1,0,-1,"-INF%",0.0006127450980392157,0.0,-0.0006127450980392157,"-INF%",0.0006127450980392157,0.0,-0.0006127450980392157,"-INF%"
class org.activiti.engine.impl.bpmn.behavior.SerializedObjectSupporter,1587,1401,-186,"-11.72%",1,1,0,"0.0%",0.9724264705882353,1.0093659942363113,0.03693952364807607,"3.8%",0.0006127450980392157,0.0007204610951008645,0.00010771599706164883,"17.58%"
class org.activiti.engine.impl.persistence.entity.ExecutionEntity,4770,4911,141,"2.96%",4766,4910,144,"3.02%",2.922794117647059,3.538184438040346,0.6153903203932871,"21.05%",2.920343137254902,3.537463976945245,0.6171208396903429,"21.13%"
class java.lang.Boolean,52,23,-29,"-55.77%",2,2,0,"0.0%",0.031862745098039214,0.016570605187319884,-0.01529213991071933,"-47.99%",0.0012254901960784314,0.001440922190201729,0.00021543199412329766,"17.58%"
class java.lang.Class,3,1,-2,"-66.67%",2,1,-1,"-50.0%",0.001838235294117647,0.0007204610951008645,-0.0011177741990167824,"-60.81%",0.0012254901960784314,0.0007204610951008645,-0.0005050291009775668,"-41.21%"
class java.util.HashMap,5,3,-2,"-40.0%",4,2,-2,"-50.0%",0.0030637254901960784,0.002161383285302594,-0.0009023422048934845,"-29.45%",0.0024509803921568627,0.001440922190201729,-0.0010100582019551337,"-41.21%"
class java.util.ArrayList,16,9,-7,"-43.75%",1,2,1,"100.0%",0.00980392156862745,0.006484149855907781,-0.0033197717127196697,"-33.86%",0.0006127450980392157,0.001440922190201729,0.0008281770921625133,"135.16%"
class java.util.Arrays$ArrayList,1,1,0,"0.0%",1,1,0,"0.0%",0.0006127450980392157,0.0007204610951008645,0.00010771599706164883,"17.58%",0.0006127450980392157,0.0007204610951008645,0.00010771599706164883,"17.58%"
class [Lorg.activiti.engine.impl.persistence.entity.VariableInstanceEntity;,8,1,-7,"-87.5%",1,1,0,"0.0%",0.004901960784313725,0.0007204610951008645,-0.004181499689212861,"-85.3%",0.0006127450980392157,0.0007204610951008645,0.00010771599706164883,"17.58%"
class org.slf4j.helpers.NOPLogger,0,1,1,"INF%",0,1,1,"INF%",0.0,0.0007204610951008645,0.0007204610951008645,"INF%",0.0,0.0007204610951008645,0.0007204610951008645,"INF%"
class org.activiti.engine.impl.pvm.process.ActivityImpl,0,4,4,"INF%",0,4,4,"INF%",0.0,0.002881844380403458,0.002881844380403458,"INF%",0.0,0.002881844380403458,0.002881844380403458,"INF%"
class [Ljava.lang.String;,0,1,1,"INF%",0,1,1,"INF%",0.0,0.0007204610951008645,0.0007204610951008645,"INF%",0.0,0.0007204610951008645,0.0007204610951008645,"INF%"
