Classes of objects created,Number of objects created(Original),Number of objects created(Modified),Modified - Original,Percentage(Gain/Loss),Number of unique objects manipulated(Original),Number of unique objects manipulated(Modified),Modified - Original,Percentage(Gain/Loss),Number of objects created(Original-Normalized),Number of objects created(Modified-Normalized),Modified - Original,Percentage(Gain/Loss),Number of unique objects manipulated(Original-Normalized),Number of unique objects manipulated(Modified-Normalized),Modified - Original,Percentage(Gain/Loss)
class java.lang.String,55,105,50,"90.91%",3,3,0,"0.0%",0.36666666666666664,0.6441717791411042,0.2775051124744376,"75.68%",0.02,0.018404907975460124,-0.0015950920245398764,"-7.98%"
class com.netflix.simianarmy.basic.janitor.BasicJanitorMonkeyContext$BasicJanitorContext,88,154,66,"75.0%",49,113,64,"130.61%",0.5866666666666667,0.9447852760736196,0.35811860940695295,"61.04%",0.32666666666666666,0.6932515337423313,0.3665848670756646,"112.22%"
class com.netflix.simianarmy.aws.janitor.SimpleDBJanitorResourceTracker,89,232,143,"160.67%",80,143,63,"78.75%",0.5933333333333334,1.4233128834355828,0.8299795501022494,"139.88%",0.5333333333333333,0.8773006134969326,0.34396728016359923,"64.49%"
class com.netflix.simianarmy.basic.BasicCalendar,69,91,22,"31.88%",42,85,43,"102.38%",0.46,0.558282208588957,0.09828220858895703,"21.37%",0.28,0.5214723926380368,0.24147239263803677,"86.24%"
class com.amazonaws.auth.DefaultAWSCredentialsProviderChain,16,17,1,"6.25%",16,17,1,"6.25%",0.10666666666666667,0.10429447852760736,-0.002372188139059317,"-2.22%",0.10666666666666667,0.10429447852760736,-0.002372188139059317,"-2.22%"
class com.netflix.simianarmy.aws.SimpleDBRecorder,48,94,46,"95.83%",44,83,39,"88.64%",0.32,0.5766871165644172,0.2566871165644172,"80.21%",0.29333333333333333,0.50920245398773,0.21586912065439667,"73.59%"
class com.netflix.simianarmy.basic.BasicScheduler,5,97,92,"1840.0%",5,91,86,"1720.0%",0.03333333333333333,0.5950920245398773,0.561758691206544,"1685.28%",0.03333333333333333,0.558282208588957,0.5249488752556237,"1574.85%"
class com.netflix.simianarmy.janitor.JanitorEmailNotifier,72,226,154,"213.89%",62,214,152,"245.16%",0.48,1.3865030674846626,0.9065030674846626,"188.85%",0.41333333333333333,1.312883435582822,0.8995501022494887,"217.63%"
class com.netflix.simianarmy.basic.janitor.BasicJanitorMonkeyContext$1,33,10,-23,"-69.7%",1,1,0,"0.0%",0.22,0.06134969325153374,-0.15865030674846625,"-72.11%",0.006666666666666667,0.006134969325153374,-0.0005316973415132927,"-7.98%"
class com.netflix.simianarmy.basic.janitor.BasicJanitorMonkeyContext,208,293,85,"40.87%",208,293,85,"40.87%",1.3866666666666667,1.7975460122699387,0.410879345603272,"29.63%",1.3866666666666667,1.7975460122699387,0.410879345603272,"29.63%"
class com.netflix.simianarmy.client.aws.AWSClient,117,94,-23,"-19.66%",76,75,-1,"-1.32%",0.78,0.5766871165644172,-0.20331288343558285,"-26.07%",0.5066666666666667,0.4601226993865031,-0.046543967280163634,"-9.19%"
class java.util.ArrayList,67,49,-18,"-26.87%",47,43,-4,"-8.51%",0.44666666666666666,0.3006134969325153,-0.14605316973415133,"-32.7%",0.31333333333333335,0.26380368098159507,-0.049529652351738285,"-15.81%"
class java.lang.Class,10,12,2,"20.0%",6,7,1,"16.67%",0.06666666666666667,0.0736196319018405,0.00695296523517383,"10.43%",0.04,0.04294478527607362,0.0029447852760736207,"7.36%"
class com.netflix.simianarmy.basic.BasicConfiguration,63,38,-25,"-39.68%",1,1,0,"0.0%",0.42,0.2331288343558282,-0.18687116564417178,"-44.49%",0.006666666666666667,0.006134969325153374,-0.0005316973415132927,"-7.98%"
