Methods called,Number of times(Original),Number of times(Modified),Modified - Original,Percentage(Gain/Loss),Number of times(Original-Normalized),Number of times(Modified-Normalized),Modified - Original,Percentage(Gain/Loss)
"public com.netflix.simianarmy.janitor.JanitorResourceTracker com.netflix.simianarmy.basic.janitor.BasicJanitorMonkeyContext$BasicJanitorContext.resourceTracker",13759,2,-13757,"-99.99%",0.5915813913492132,0.011428571428571429,-0.5801528199206417,"-98.07%"
"public java.util.Set com.netflix.simianarmy.basic.janitor.BasicJanitorMonkeyContext.getPropertySet(java.lang.String)",0,5,5,"INF%",0.0,0.02857142857142857,0.02857142857142857,"INF%"
"public com.amazonaws.services.simpleemail.AmazonSimpleEmailServiceClient com.netflix.simianarmy.basic.janitor.BasicJanitorMonkeyContext.sesClient",0,1,1,"INF%",0.0,0.005714285714285714,0.005714285714285714,"INF%"
"public com.amazonaws.services.simpleemail.model.GetIdentityDkimAttributesResult com.amazonaws.services.simpleemail.AmazonSimpleEmailServiceClient.getIdentityDkimAttributes(com.amazonaws.services.simpleemail.model.GetIdentityDkimAttributesRequest)",0,2,2,"INF%",0.0,0.011428571428571429,0.011428571428571429,"INF%"
"public com.amazonaws.services.simpleemail.model.SetIdentityDkimEnabledResult com.amazonaws.services.simpleemail.AmazonSimpleEmailServiceClient.setIdentityDkimEnabled(com.amazonaws.services.simpleemail.model.SetIdentityDkimEnabledRequest)",0,3,3,"INF%",0.0,0.017142857142857144,0.017142857142857144,"INF%"
"public final void com.amazonaws.AmazonWebServiceClient.setSignerRegionOverride(java.lang.String)",0,16,16,"INF%",0.0,0.09142857142857143,0.09142857142857143,"INF%"
"public java.lang.String com.netflix.simianarmy.basic.BasicSimianArmyContext.getEventReport()",0,3,3,"INF%",0.0,0.017142857142857144,0.017142857142857144,"INF%"
"public java.lang.String com.netflix.simianarmy.basic.janitor.BasicJanitorMonkeyContext.monkeyRegion",0,1,1,"INF%",0.0,0.005714285714285714,0.005714285714285714,"INF%"
"public int com.netflix.simianarmy.basic.janitor.BasicJanitorMonkeyContext.daysBeforeTermination",0,86,86,"INF%",0.0,0.49142857142857144,0.49142857142857144,"INF%"
"public java.util.List com.netflix.simianarmy.basic.janitor.BasicJanitorMonkeyContext.janitors()",0,7,7,"INF%",0.0,0.04,0.04,"INF%"
"public com.netflix.simianarmy.janitor.JanitorResourceTracker com.netflix.simianarmy.basic.janitor.BasicJanitorMonkeyContext.janitorResourceTracker",0,9,9,"INF%",0.0,0.05142857142857143,0.05142857142857143,"INF%"
"public java.lang.String com.amazonaws.AmazonWebServiceClient.getServiceName()",0,12,12,"INF%",0.0,0.06857142857142857,0.06857142857142857,"INF%"
"public java.lang.String[] com.netflix.simianarmy.basic.janitor.BasicJanitorMonkeyContext.ccEmails",0,24,24,"INF%",0.0,0.13714285714285715,0.13714285714285715,"INF%"
"public void com.amazonaws.AmazonWebServiceClient.addRequestHandler(com.amazonaws.handlers.RequestHandler2)",0,7,7,"INF%",0.0,0.04,0.04,"INF%"
"public void com.amazonaws.AmazonWebServiceClient.addRequestHandler(com.amazonaws.handlers.RequestHandler)",0,1,1,"INF%",0.0,0.005714285714285714,0.005714285714285714,"INF%"
"com.amazonaws.services.simpleemail.AmazonSimpleEmailServiceClient(com.amazonaws.auth.AWSCredentialsProvider| com.amazonaws.ClientConfiguration| com.amazonaws.metrics.RequestMetricCollector)",0,1,1,"INF%",0.0,0.005714285714285714,0.005714285714285714,"INF%"
"com.amazonaws.services.simpleemail.AmazonSimpleEmailServiceClient()",0,28,28,"INF%",0.0,0.16,0.16,"INF%"
"com.amazonaws.services.simpleemail.AmazonSimpleEmailServiceClient(com.amazonaws.auth.AWSCredentials| com.amazonaws.ClientConfiguration)",0,1,1,"INF%",0.0,0.005714285714285714,0.005714285714285714,"INF%"
"com.amazonaws.services.simpleemail.AmazonSimpleEmailServiceClient(com.amazonaws.auth.AWSCredentialsProvider| com.amazonaws.ClientConfiguration)",0,1,1,"INF%",0.0,0.005714285714285714,0.005714285714285714,"INF%"
"com.amazonaws.services.simpleemail.AmazonSimpleEmailServiceClient(com.amazonaws.auth.AWSCredentials)",0,23,23,"INF%",0.0,0.13142857142857142,0.13142857142857142,"INF%"
"com.amazonaws.services.simpleemail.AmazonSimpleEmailServiceClient(com.amazonaws.ClientConfiguration)",0,1,1,"INF%",0.0,0.005714285714285714,0.005714285714285714,"INF%"
"com.amazonaws.services.simpleemail.AmazonSimpleEmailServiceClient(com.amazonaws.auth.AWSCredentialsProvider)",0,4,4,"INF%",0.0,0.022857142857142857,0.022857142857142857,"INF%"
"public java.lang.String com.netflix.simianarmy.basic.janitor.BasicJanitorMonkeyContext.ownerEmailDomain",0,6,6,"INF%",0.0,0.03428571428571429,0.03428571428571429,"INF%"
"public void com.netflix.simianarmy.basic.BasicSimianArmyContext.exportCredentials(java.lang.String|java.lang.String)",0,5,5,"INF%",0.0,0.02857142857142857,0.02857142857142857,"INF%"
"public java.lang.String com.netflix.simianarmy.basic.janitor.BasicJanitorMonkeyContext.sourceEmail",0,1,1,"INF%",0.0,0.005714285714285714,0.005714285714285714,"INF%"
"public static final boolean com.amazonaws.AmazonWebServiceClient.LOGGING_AWS_REQUEST_METRIC",0,1,1,"INF%",0.0,0.005714285714285714,0.005714285714285714,"INF%"
"public com.amazonaws.ResponseMetadata com.amazonaws.services.simpleemail.AmazonSimpleEmailServiceClient.getCachedResponseMetadata(com.amazonaws.AmazonWebServiceRequest)",0,10,10,"INF%",0.0,0.05714285714285714,0.05714285714285714,"INF%"
"public java.util.Collection com.netflix.simianarmy.janitor.AbstractJanitor.getFailedToCleanResources()",0,1,1,"INF%",0.0,0.005714285714285714,0.005714285714285714,"INF%"
"public final java.lang.String com.amazonaws.AmazonWebServiceClient.getSignerRegionOverride()",0,1,1,"INF%",0.0,0.005714285714285714,0.005714285714285714,"INF%"
"public com.amazonaws.auth.Signer com.amazonaws.AmazonWebServiceClient.getSignerByURI(java.net.URI)",0,3,3,"INF%",0.0,0.017142857142857144,0.017142857142857144,"INF%"
"public com.netflix.simianarmy.MonkeyScheduler com.netflix.simianarmy.basic.BasicSimianArmyContext.scheduler()",0,6,6,"INF%",0.0,0.03428571428571429,0.03428571428571429,"INF%"
"public com.amazonaws.services.simpleemail.model.GetSendStatisticsResult com.amazonaws.services.simpleemail.AmazonSimpleEmailServiceClient.getSendStatistics() throws com.amazonaws.AmazonServiceException|com.amazonaws.AmazonClientException",0,3,3,"INF%",0.0,0.017142857142857144,0.017142857142857144,"INF%"
"public com.amazonaws.services.simpleemail.model.GetSendStatisticsResult com.amazonaws.services.simpleemail.AmazonSimpleEmailServiceClient.getSendStatistics(com.amazonaws.services.simpleemail.model.GetSendStatisticsRequest)",0,4,4,"INF%",0.0,0.022857142857142857,0.022857142857142857,"INF%"
"public java.lang.String com.netflix.simianarmy.janitor.JanitorEmailNotifier.buildEmailSubject(java.lang.String)",0,1,1,"INF%",0.0,0.005714285714285714,0.005714285714285714,"INF%"
"public void com.netflix.simianarmy.aws.AWSEmailNotifier.sendEmail(java.lang.String|java.lang.String|java.lang.String)",0,1,1,"INF%",0.0,0.005714285714285714,0.005714285714285714,"INF%"
"public com.netflix.simianarmy.aws.janitor.EBSSnapshotJanitor com.netflix.simianarmy.basic.janitor.BasicJanitorMonkeyContext.getEBSSnapshotJanitor()",0,5,5,"INF%",0.0,0.02857142857142857,0.02857142857142857,"INF%"
"public com.netflix.simianarmy.MonkeyConfiguration com.netflix.simianarmy.basic.BasicSimianArmyContext.configuration()",0,8,8,"INF%",0.0,0.045714285714285714,0.045714285714285714,"INF%"
"public com.amazonaws.services.simpleemail.model.GetIdentityNotificationAttributesResult com.amazonaws.services.simpleemail.AmazonSimpleEmailServiceClient.getIdentityNotificationAttributes(com.amazonaws.services.simpleemail.model.GetIdentityNotificationAttributesRequest)",0,3,3,"INF%",0.0,0.017142857142857144,0.017142857142857144,"INF%"
"public com.amazonaws.services.simpleemail.model.SendRawEmailResult com.amazonaws.services.simpleemail.AmazonSimpleEmailServiceClient.sendRawEmail(com.amazonaws.services.simpleemail.model.SendRawEmailRequest)",0,1,1,"INF%",0.0,0.005714285714285714,0.005714285714285714,"INF%"
"public com.netflix.simianarmy.aws.janitor.InstanceJanitor com.netflix.simianarmy.basic.janitor.BasicJanitorMonkeyContext.getInstanceJanitor()",0,5,5,"INF%",0.0,0.02857142857142857,0.02857142857142857,"INF%"
"public com.amazonaws.services.simpleemail.model.VerifyEmailIdentityResult com.amazonaws.services.simpleemail.AmazonSimpleEmailServiceClient.verifyEmailIdentity(com.amazonaws.services.simpleemail.model.VerifyEmailIdentityRequest)",0,6,6,"INF%",0.0,0.03428571428571429,0.03428571428571429,"INF%"
"public com.netflix.simianarmy.MonkeyRecorder com.netflix.simianarmy.basic.BasicSimianArmyContext.recorder()",0,1,1,"INF%",0.0,0.005714285714285714,0.005714285714285714,"INF%"
"com.netflix.simianarmy.janitor.JanitorEmailNotifier(com.netflix.simianarmy.janitor.JanitorEmailNotifier$Context)",0,13,13,"INF%",0.0,0.07428571428571429,0.07428571428571429,"INF%"
"public void com.amazonaws.AmazonWebServiceClient.setEndpoint(java.lang.String) throws java.lang.IllegalArgumentException",0,5,5,"INF%",0.0,0.02857142857142857,0.02857142857142857,"INF%"
"java.lang.String[5]",0,16,16,"INF%",0.0,0.09142857142857143,0.09142857142857143,"INF%"
"public abstract void com.netflix.simianarmy.janitor.JanitorEmailBuilder.setEmailToResources(java.util.Map)",0,1,1,"INF%",0.0,0.005714285714285714,0.005714285714285714,"INF%"
"public com.netflix.simianarmy.MonkeyCalendar com.netflix.simianarmy.basic.janitor.BasicJanitorMonkeyContext.monkeyCalendar",0,6,6,"INF%",0.0,0.03428571428571429,0.03428571428571429,"INF%"
"public void com.amazonaws.AmazonWebServiceClient.setRegion(com.amazonaws.regions.Region) throws java.lang.IllegalArgumentException",0,4,4,"INF%",0.0,0.022857142857142857,0.022857142857142857,"INF%"
"public com.netflix.simianarmy.ResourceType com.netflix.simianarmy.janitor.AbstractJanitor.getResourceType()",0,2,2,"INF%",0.0,0.011428571428571429,0.011428571428571429,"INF%"
"public com.amazonaws.services.simpleemail.model.ListVerifiedEmailAddressesResult com.amazonaws.services.simpleemail.AmazonSimpleEmailServiceClient.listVerifiedEmailAddresses(com.amazonaws.services.simpleemail.model.ListVerifiedEmailAddressesRequest)",0,3,3,"INF%",0.0,0.017142857142857144,0.017142857142857144,"INF%"
"public com.netflix.simianarmy.CloudClient com.netflix.simianarmy.basic.BasicSimianArmyContext.cloudClient()",0,2,2,"INF%",0.0,0.011428571428571429,0.011428571428571429,"INF%"
"public com.amazonaws.services.simpleemail.model.ListVerifiedEmailAddressesResult com.amazonaws.services.simpleemail.AmazonSimpleEmailServiceClient.listVerifiedEmailAddresses() throws com.amazonaws.AmazonServiceException|com.amazonaws.AmazonClientException",0,5,5,"INF%",0.0,0.02857142857142857,0.02857142857142857,"INF%"
"public com.amazonaws.services.simpleemail.model.GetSendQuotaResult com.amazonaws.services.simpleemail.AmazonSimpleEmailServiceClient.getSendQuota() throws com.amazonaws.AmazonServiceException|com.amazonaws.AmazonClientException",0,3,3,"INF%",0.0,0.017142857142857144,0.017142857142857144,"INF%"
"public com.amazonaws.services.simpleemail.model.GetSendQuotaResult com.amazonaws.services.simpleemail.AmazonSimpleEmailServiceClient.getSendQuota(com.amazonaws.services.simpleemail.model.GetSendQuotaRequest)",0,1,1,"INF%",0.0,0.005714285714285714,0.005714285714285714,"INF%"
"public void com.amazonaws.AmazonWebServiceClient.shutdown()",0,9,9,"INF%",0.0,0.05142857142857143,0.05142857142857143,"INF%"
"public com.netflix.simianarmy.aws.janitor.EBSVolumeJanitor com.netflix.simianarmy.basic.janitor.BasicJanitorMonkeyContext.getEBSVolumeJanitor()",0,10,10,"INF%",0.0,0.05714285714285714,0.05714285714285714,"INF%"
"public java.util.Collection com.netflix.simianarmy.janitor.AbstractJanitor.getMarkedResources()",0,1,1,"INF%",0.0,0.005714285714285714,0.005714285714285714,"INF%"
"public com.amazonaws.services.simpleemail.model.SetIdentityFeedbackForwardingEnabledResult com.amazonaws.services.simpleemail.AmazonSimpleEmailServiceClient.setIdentityFeedbackForwardingEnabled(com.amazonaws.services.simpleemail.model.SetIdentityFeedbackForwardingEnabledRequest)",0,2,2,"INF%",0.0,0.011428571428571429,0.011428571428571429,"INF%"
"public com.netflix.simianarmy.janitor.JanitorResourceTracker com.netflix.simianarmy.basic.janitor.BasicJanitorMonkeyContext.resourceTracker()",0,1,1,"INF%",0.0,0.005714285714285714,0.005714285714285714,"INF%"
"public java.lang.String com.netflix.simianarmy.janitor.AbstractJanitor.getRegion()",0,5,5,"INF%",0.0,0.02857142857142857,0.02857142857142857,"INF%"
"public com.netflix.simianarmy.janitor.JanitorEmailBuilder com.netflix.simianarmy.basic.janitor.BasicJanitorMonkeyContext.janitorEmailBuilder",0,6,6,"INF%",0.0,0.03428571428571429,0.03428571428571429,"INF%"
"public com.netflix.simianarmy.janitor.JanitorEmailNotifier com.netflix.simianarmy.basic.janitor.BasicJanitorMonkeyContext.emailNotifier()",0,1,1,"INF%",0.0,0.005714285714285714,0.005714285714285714,"INF%"
"public java.util.Map com.netflix.simianarmy.janitor.JanitorEmailNotifier.getInvalidEmailToResources()",0,5,5,"INF%",0.0,0.02857142857142857,0.02857142857142857,"INF%"
"public com.netflix.simianarmy.aws.janitor.LaunchConfigJanitor com.netflix.simianarmy.basic.janitor.BasicJanitorMonkeyContext.getLaunchConfigJanitor()",0,21,21,"INF%",0.0,0.12,0.12,"INF%"
"public void com.amazonaws.AmazonWebServiceClient.removeRequestHandler(com.amazonaws.handlers.RequestHandler2)",0,22,22,"INF%",0.0,0.12571428571428572,0.12571428571428572,"INF%"
"public void com.amazonaws.AmazonWebServiceClient.removeRequestHandler(com.amazonaws.handlers.RequestHandler)",0,1,1,"INF%",0.0,0.005714285714285714,0.005714285714285714,"INF%"
"public com.amazonaws.services.simpleemail.model.GetIdentityVerificationAttributesResult com.amazonaws.services.simpleemail.AmazonSimpleEmailServiceClient.getIdentityVerificationAttributes(com.amazonaws.services.simpleemail.model.GetIdentityVerificationAttributesRequest)",0,1,1,"INF%",0.0,0.005714285714285714,0.005714285714285714,"INF%"
"public com.amazonaws.services.simpleemail.model.SetIdentityNotificationTopicResult com.amazonaws.services.simpleemail.AmazonSimpleEmailServiceClient.setIdentityNotificationTopic(com.amazonaws.services.simpleemail.model.SetIdentityNotificationTopicRequest)",0,3,3,"INF%",0.0,0.017142857142857144,0.017142857142857144,"INF%"
"public void com.netflix.simianarmy.janitor.AbstractJanitor.cleanupResources()",0,2,2,"INF%",0.0,0.011428571428571429,0.011428571428571429,"INF%"
"public void com.amazonaws.AmazonWebServiceClient.setConfiguration(com.amazonaws.ClientConfiguration)",0,1,1,"INF%",0.0,0.005714285714285714,0.005714285714285714,"INF%"
"public com.netflix.simianarmy.client.edda.EddaClient com.netflix.simianarmy.basic.janitor.BasicJanitorMonkeyContext.createEddaClient()",0,3,3,"INF%",0.0,0.017142857142857144,0.017142857142857144,"INF%"
"public com.amazonaws.services.simpleemail.model.ListIdentitiesResult com.amazonaws.services.simpleemail.AmazonSimpleEmailServiceClient.listIdentities() throws com.amazonaws.AmazonServiceException|com.amazonaws.AmazonClientException",0,2,2,"INF%",0.0,0.011428571428571429,0.011428571428571429,"INF%"
"public com.amazonaws.services.simpleemail.model.ListIdentitiesResult com.amazonaws.services.simpleemail.AmazonSimpleEmailServiceClient.listIdentities(com.amazonaws.services.simpleemail.model.ListIdentitiesRequest)",0,1,1,"INF%",0.0,0.005714285714285714,0.005714285714285714,"INF%"
"public com.netflix.simianarmy.client.aws.AWSClient com.netflix.simianarmy.basic.BasicSimianArmyContext.awsClient()",0,6,6,"INF%",0.0,0.03428571428571429,0.03428571428571429,"INF%"
"public com.amazonaws.services.simpleemail.model.DeleteIdentityResult com.amazonaws.services.simpleemail.AmazonSimpleEmailServiceClient.deleteIdentity(com.amazonaws.services.simpleemail.model.DeleteIdentityRequest)",0,1,1,"INF%",0.0,0.005714285714285714,0.005714285714285714,"INF%"
"public com.netflix.simianarmy.janitor.JanitorEmailNotifier com.netflix.simianarmy.basic.janitor.BasicJanitorMonkeyContext.emailNotifier",0,12,12,"INF%",0.0,0.06857142857142857,0.06857142857142857,"INF%"
"public com.amazonaws.services.simpleemail.model.SendEmailResult com.amazonaws.services.simpleemail.AmazonSimpleEmailServiceClient.sendEmail(com.amazonaws.services.simpleemail.model.SendEmailRequest)",0,8,8,"INF%",0.0,0.045714285714285714,0.045714285714285714,"INF%"
"public com.amazonaws.services.simpleemail.model.VerifyDomainIdentityResult com.amazonaws.services.simpleemail.AmazonSimpleEmailServiceClient.verifyDomainIdentity(com.amazonaws.services.simpleemail.model.VerifyDomainIdentityRequest)",0,3,3,"INF%",0.0,0.017142857142857144,0.017142857142857144,"INF%"
"public void com.amazonaws.services.simpleemail.AmazonSimpleEmailServiceClient.verifyEmailAddress(com.amazonaws.services.simpleemail.model.VerifyEmailAddressRequest)",0,4,4,"INF%",0.0,0.022857142857142857,0.022857142857142857,"INF%"
"public com.netflix.simianarmy.MonkeyCalendar com.netflix.simianarmy.basic.BasicSimianArmyContext.calendar()",0,2,2,"INF%",0.0,0.011428571428571429,0.011428571428571429,"INF%"
"public java.lang.String[] com.netflix.simianarmy.janitor.JanitorEmailNotifier.getCcAddresses(java.lang.String)",0,1,1,"INF%",0.0,0.005714285714285714,0.005714285714285714,"INF%"
"public com.netflix.simianarmy.janitor.JanitorEmailNotifier$Context com.netflix.simianarmy.basic.janitor.BasicJanitorMonkeyContext.getJanitorEmailNotifierContext()",0,24,24,"INF%",0.0,0.13714285714285715,0.13714285714285715,"INF%"
"public com.netflix.simianarmy.aws.janitor.ImageJanitor com.netflix.simianarmy.basic.janitor.BasicJanitorMonkeyContext.getImageJanitor()",0,2,2,"INF%",0.0,0.011428571428571429,0.011428571428571429,"INF%"
"public final void com.amazonaws.AmazonWebServiceClient.setServiceNameIntern(java.lang.String)",0,2,2,"INF%",0.0,0.011428571428571429,0.011428571428571429,"INF%"
"public java.lang.String com.netflix.simianarmy.basic.janitor.BasicJanitorMonkeyContext.defaultEmail",0,6,6,"INF%",0.0,0.03428571428571429,0.03428571428571429,"INF%"
"public void com.netflix.simianarmy.janitor.JanitorEmailNotifier.sendNotifications()",0,2,2,"INF%",0.0,0.011428571428571429,0.011428571428571429,"INF%"
"public com.amazonaws.services.simpleemail.model.VerifyDomainDkimResult com.amazonaws.services.simpleemail.AmazonSimpleEmailServiceClient.verifyDomainDkim(com.amazonaws.services.simpleemail.model.VerifyDomainDkimRequest)",0,1,1,"INF%",0.0,0.005714285714285714,0.005714285714285714,"INF%"
"public void com.amazonaws.AmazonWebServiceClient.setTimeOffset(int)",0,15,15,"INF%",0.0,0.08571428571428572,0.08571428571428572,"INF%"
"public java.util.Collection com.netflix.simianarmy.janitor.AbstractJanitor.getCleanedResources()",0,6,6,"INF%",0.0,0.03428571428571429,0.03428571428571429,"INF%"
"public java.util.List com.netflix.simianarmy.basic.janitor.BasicJanitorMonkeyContext.janitors",0,1,1,"INF%",0.0,0.005714285714285714,0.005714285714285714,"INF%"
"public void com.amazonaws.services.simpleemail.AmazonSimpleEmailServiceClient.deleteVerifiedEmailAddress(com.amazonaws.services.simpleemail.model.DeleteVerifiedEmailAddressRequest)",0,2,2,"INF%",0.0,0.011428571428571429,0.011428571428571429,"INF%"
"public com.amazonaws.metrics.RequestMetricCollector com.amazonaws.AmazonWebServiceClient.getRequestMetricsCollector()",0,5,5,"INF%",0.0,0.02857142857142857,0.02857142857142857,"INF%"
"public com.amazonaws.AmazonWebServiceClient com.amazonaws.AmazonWebServiceClient.withTimeOffset(int)",0,1,1,"INF%",0.0,0.005714285714285714,0.005714285714285714,"INF%"
