Classes of objects created,Number of objects created(Original),Number of objects created(Modified),Modified - Original,Percentage(Gain/Loss),Number of unique objects manipulated(Original),Number of unique objects manipulated(Modified),Modified - Original,Percentage(Gain/Loss),Number of objects created(Original-Normalized),Number of objects created(Modified-Normalized),Modified - Original,Percentage(Gain/Loss),Number of unique objects manipulated(Original-Normalized),Number of unique objects manipulated(Modified-Normalized),Modified - Original,Percentage(Gain/Loss)
class java.lang.String,22894,40,-22854,"-99.83%",2,5,3,"150.0%",0.9843494711497119,0.22857142857142856,-0.7557780425782834,"-76.78%",8.599191675982457e-05,0.02857142857142857,0.028485436654668746,"33125.71%"
class java.lang.Object,1,0,-1,"-INF%",1,0,-1,"-INF%",4.2995958379912286e-05,0.0,-4.2995958379912286e-05,"-INF%",4.2995958379912286e-05,0.0,-4.2995958379912286e-05,"-INF%"
class java.lang.Class,1384,2,-1382,"-99.86%",2,2,0,"0.0%",0.059506406397798604,0.011428571428571429,-0.04807783496922718,"-80.79%",8.599191675982457e-05,0.011428571428571429,0.011342579511811604,"13190.29%"
class com.netflix.simianarmy.basic.janitor.BasicJanitorMonkeyContext$BasicJanitorContext,23253,34,-23219,"-99.85%",3,8,5,"166.67%",0.9997850202081005,0.19428571428571428,-0.8054993059223862,"-80.57%",0.00012898787513973686,0.045714285714285714,0.04558529783914598,"35340.76%"
class [Ljava.lang.String;,0,17,17,"INF%",0,2,2,"INF%",0.0,0.09714285714285714,0.09714285714285714,"INF%",0.0,0.011428571428571429,0.011428571428571429,"INF%"
class java.lang.Boolean,0,1,1,"INF%",0,1,1,"INF%",0.0,0.005714285714285714,0.005714285714285714,"INF%",0.0,0.005714285714285714,0.005714285714285714,"INF%"
class com.netflix.simianarmy.aws.janitor.EBSVolumeJanitor,0,10,10,"INF%",0,10,10,"INF%",0.0,0.05714285714285714,0.05714285714285714,"INF%",0.0,0.05714285714285714,0.05714285714285714,"INF%"
class java.util.HashSet,0,5,5,"INF%",0,1,1,"INF%",0.0,0.02857142857142857,0.02857142857142857,"INF%",0.0,0.005714285714285714,0.005714285714285714,"INF%"
class java.util.ArrayList,0,10,10,"INF%",0,10,10,"INF%",0.0,0.05714285714285714,0.05714285714285714,"INF%",0.0,0.05714285714285714,0.05714285714285714,"INF%"
class com.netflix.simianarmy.aws.AWSResourceType,0,2,2,"INF%",0,2,2,"INF%",0.0,0.011428571428571429,0.011428571428571429,"INF%",0.0,0.011428571428571429,0.011428571428571429,"INF%"
class com.netflix.simianarmy.aws.SimpleDBRecorder,0,1,1,"INF%",0,1,1,"INF%",0.0,0.005714285714285714,0.005714285714285714,"INF%",0.0,0.005714285714285714,0.005714285714285714,"INF%"
class java.util.Collections$UnmodifiableCollection,0,8,8,"INF%",0,1,1,"INF%",0.0,0.045714285714285714,0.045714285714285714,"INF%",0.0,0.005714285714285714,0.005714285714285714,"INF%"
class java.util.Collections$UnmodifiableMap,0,5,5,"INF%",0,1,1,"INF%",0.0,0.02857142857142857,0.02857142857142857,"INF%",0.0,0.005714285714285714,0.005714285714285714,"INF%"
class com.netflix.simianarmy.aws.janitor.LaunchConfigJanitor,0,21,21,"INF%",0,21,21,"INF%",0.0,0.12,0.12,"INF%",0.0,0.12,0.12,"INF%"
class com.netflix.simianarmy.client.aws.AWSClient,0,8,8,"INF%",0,8,8,"INF%",0.0,0.045714285714285714,0.045714285714285714,"INF%",0.0,0.045714285714285714,0.045714285714285714,"INF%"
class com.netflix.simianarmy.client.edda.EddaClient,0,3,3,"INF%",0,3,3,"INF%",0.0,0.017142857142857144,0.017142857142857144,"INF%",0.0,0.017142857142857144,0.017142857142857144,"INF%"
class com.netflix.simianarmy.aws.janitor.EBSSnapshotJanitor,0,5,5,"INF%",0,5,5,"INF%",0.0,0.02857142857142857,0.02857142857142857,"INF%",0.0,0.02857142857142857,0.02857142857142857,"INF%"
class com.netflix.simianarmy.janitor.JanitorEmailNotifier,0,25,25,"INF%",0,25,25,"INF%",0.0,0.14285714285714285,0.14285714285714285,"INF%",0.0,0.14285714285714285,0.14285714285714285,"INF%"
class com.netflix.simianarmy.aws.janitor.SimpleDBJanitorResourceTracker,0,115,115,"INF%",0,112,112,"INF%",0.0,0.6571428571428571,0.6571428571428571,"INF%",0.0,0.64,0.64,"INF%"
class com.amazonaws.services.simpleemail.AmazonSimpleEmailServiceClient,0,85,85,"INF%",0,84,84,"INF%",0.0,0.4857142857142857,0.4857142857142857,"INF%",0.0,0.48,0.48,"INF%"
class com.netflix.simianarmy.basic.janitor.BasicJanitorMonkeyContext$1,0,24,24,"INF%",0,1,1,"INF%",0.0,0.13714285714285715,0.13714285714285715,"INF%",0.0,0.005714285714285714,0.005714285714285714,"INF%"
class com.netflix.simianarmy.basic.janitor.BasicJanitorEmailBuilder,0,6,6,"INF%",0,2,2,"INF%",0.0,0.03428571428571429,0.03428571428571429,"INF%",0.0,0.011428571428571429,0.011428571428571429,"INF%"
class com.netflix.simianarmy.basic.BasicScheduler,0,6,6,"INF%",0,6,6,"INF%",0.0,0.03428571428571429,0.03428571428571429,"INF%",0.0,0.03428571428571429,0.03428571428571429,"INF%"
class com.netflix.simianarmy.basic.BasicConfiguration,0,8,8,"INF%",0,1,1,"INF%",0.0,0.045714285714285714,0.045714285714285714,"INF%",0.0,0.005714285714285714,0.005714285714285714,"INF%"
class com.netflix.simianarmy.basic.janitor.BasicJanitorMonkeyContext,0,127,127,"INF%",0,127,127,"INF%",0.0,0.7257142857142858,0.7257142857142858,"INF%",0.0,0.7257142857142858,0.7257142857142858,"INF%"
class com.netflix.simianarmy.aws.janitor.InstanceJanitor,0,5,5,"INF%",0,5,5,"INF%",0.0,0.02857142857142857,0.02857142857142857,"INF%",0.0,0.02857142857142857,0.02857142857142857,"INF%"
class com.netflix.simianarmy.basic.BasicCalendar,0,22,22,"INF%",0,22,22,"INF%",0.0,0.12571428571428572,0.12571428571428572,"INF%",0.0,0.12571428571428572,0.12571428571428572,"INF%"
