Classes of objects created,Number of objects created(Original),Number of objects created(Modified),Modified - Original,Percentage(Gain/Loss),Number of unique objects manipulated(Original),Number of unique objects manipulated(Modified),Modified - Original,Percentage(Gain/Loss),Number of objects created(Original-Normalized),Number of objects created(Modified-Normalized),Modified - Original,Percentage(Gain/Loss),Number of unique objects manipulated(Original-Normalized),Number of unique objects manipulated(Modified-Normalized),Modified - Original,Percentage(Gain/Loss)
class java.lang.String,182,54,-128,"-70.33%",4,5,1,"25.0%",1.3284671532846715,0.5684210526315789,-0.7600461006530925,"-57.21%",0.029197080291970802,0.05263157894736842,0.023434498655397616,"80.26%"
class com.netflix.simianarmy.basic.janitor.BasicJanitorMonkeyContext$BasicJanitorContext,76,118,42,"55.26%",51,105,54,"105.88%",0.5547445255474452,1.2421052631578948,0.6873607376104496,"123.91%",0.3722627737226277,1.105263157894737,0.7330003841721092,"196.9%"
class com.netflix.simianarmy.basic.BasicScheduler,18,4,-14,"-77.78%",17,4,-13,"-76.47%",0.13138686131386862,0.042105263157894736,-0.08928159815597389,"-67.95%",0.12408759124087591,0.042105263157894736,-0.08198232808298117,"-66.07%"
class com.netflix.simianarmy.client.aws.AWSClient,253,91,-162,"-64.03%",137,83,-54,"-39.42%",1.8467153284671534,0.9578947368421052,-0.8888205916250481,"-48.13%",1.0,0.8736842105263158,-0.12631578947368416,"-12.63%"
class com.netflix.simianarmy.basic.BasicConfiguration,62,27,-35,"-56.45%",1,1,0,"0.0%",0.45255474452554745,0.28421052631578947,-0.16834421820975798,"-37.2%",0.0072992700729927005,0.010526315789473684,0.0032270457164809835,"44.21%"
class com.netflix.simianarmy.janitor.JanitorEmailNotifier,10,1,-9,"-90.0%",9,1,-8,"-88.89%",0.072992700729927,0.010526315789473684,-0.06246638494045332,"-85.58%",0.06569343065693431,0.010526315789473684,-0.05516711486746063,"-83.98%"
class com.amazonaws.auth.DefaultAWSCredentialsProviderChain,22,40,18,"81.82%",22,40,18,"81.82%",0.16058394160583941,0.42105263157894735,0.2604686899731079,"162.2%",0.16058394160583941,0.42105263157894735,0.2604686899731079,"162.2%"
class com.netflix.simianarmy.basic.BasicCalendar,78,270,192,"246.15%",67,220,153,"228.36%",0.5693430656934306,2.8421052631578947,2.272762197464464,"399.19%",0.48905109489051096,2.3157894736842106,1.8267383787936997,"373.53%"
class com.netflix.simianarmy.aws.janitor.SimpleDBJanitorResourceTracker,87,41,-46,"-52.87%",83,37,-46,"-55.42%",0.635036496350365,0.43157894736842106,-0.2034575489819439,"-32.04%",0.6058394160583942,0.3894736842105263,-0.2163657318478679,"-35.71%"
class java.util.ArrayList,17,13,-4,"-23.53%",15,12,-3,"-20.0%",0.12408759124087591,0.1368421052631579,0.01275451402228199,"10.28%",0.10948905109489052,0.12631578947368421,0.0168267383787937,"15.37%"
class com.netflix.simianarmy.basic.janitor.BasicJanitorMonkeyContext,206,249,43,"20.87%",206,249,43,"20.87%",1.5036496350364963,2.6210526315789475,1.1174029965424512,"74.31%",1.5036496350364963,2.6210526315789475,1.1174029965424512,"74.31%"
class com.netflix.simianarmy.aws.SimpleDBRecorder,29,173,144,"496.55%",26,164,138,"530.77%",0.2116788321167883,1.8210526315789475,1.609373799462159,"760.29%",0.1897810218978102,1.7263157894736842,1.536534767575874,"809.64%"
class com.netflix.simianarmy.basic.janitor.BasicJanitorMonkeyContext$1,37,10,-27,"-72.97%",1,1,0,"0.0%",0.27007299270072993,0.10526315789473684,-0.1648098348059931,"-61.02%",0.0072992700729927005,0.010526315789473684,0.0032270457164809835,"44.21%"
class java.lang.Class,6,4,-2,"-33.33%",4,3,-1,"-25.0%",0.043795620437956206,0.042105263157894736,-0.0016903572800614705,"-3.86%",0.029197080291970802,0.031578947368421054,0.0023818670764502517,"8.16%"
