Methods called,Number of times(Original),Number of times(Modified),Modified - Original,Percentage(Gain/Loss),Number of times(Original-Normalized),Number of times(Modified-Normalized),Modified - Original,Percentage(Gain/Loss)
"public com.netflix.simianarmy.janitor.JanitorResourceTracker com.netflix.simianarmy.basic.janitor.BasicJanitorMonkeyContext$BasicJanitorContext.janitorResourceTracker()",10,9,-1,"-10.0%",0.072992700729927,0.09473684210526316,0.02174414137533616,"29.79%"
"public com.netflix.simianarmy.MonkeyScheduler com.netflix.simianarmy.basic.BasicSimianArmyContext.scheduler()",18,4,-14,"-77.78%",0.13138686131386862,0.042105263157894736,-0.08928159815597389,"-67.95%"
"public static java.lang.String com.netflix.simianarmy.basic.BasicSimianArmyContext.GLOBAL_OWNER_TAGKEY",4,1,-3,"-75.0%",0.029197080291970802,0.010526315789473684,-0.01867076450249712,"-63.95%"
"com.netflix.simianarmy.basic.janitor.BasicJanitorMonkeyContext$BasicJanitorContext(java.lang.String| com.netflix.simianarmy.janitor.JanitorRuleEngine| com.netflix.simianarmy.janitor.JanitorCrawler| com.netflix.simianarmy.janitor.JanitorResourceTracker| com.netflix.simianarmy.MonkeyCalendar| com.netflix.simianarmy.MonkeyConfiguration| com.netflix.simianarmy.MonkeyRecorder)",76,118,42,"55.26%",0.5547445255474452,1.2421052631578948,0.6873607376104496,"123.91%"
"public com.netflix.simianarmy.client.aws.AWSClient com.netflix.simianarmy.basic.BasicSimianArmyContext.awsClient()",31,82,51,"164.52%",0.22627737226277372,0.8631578947368421,0.6368805224740683,"281.46%"
"public com.netflix.simianarmy.MonkeyCalendar com.netflix.simianarmy.basic.janitor.BasicJanitorMonkeyContext$BasicJanitorContext.calendar()",38,8,-30,"-78.95%",0.2773722627737226,0.08421052631578947,-0.19316173645793316,"-69.64%"
"public com.netflix.simianarmy.MonkeyRecorder com.netflix.simianarmy.basic.janitor.BasicJanitorMonkeyContext$BasicJanitorContext.recorder()",18,8,-10,"-55.56%",0.13138686131386862,0.08421052631578947,-0.04717633499807915,"-35.91%"
"public java.lang.String com.netflix.simianarmy.basic.janitor.BasicJanitorMonkeyContext$BasicJanitorContext.region()",33,5,-28,"-84.85%",0.24087591240875914,0.05263157894736842,-0.18824433346139072,"-78.15%"
"public com.netflix.simianarmy.CloudClient com.netflix.simianarmy.basic.BasicSimianArmyContext.cloudClient()",222,9,-213,"-95.95%",1.6204379562043796,0.09473684210526316,-1.5257011140991164,"-94.15%"
"public com.netflix.simianarmy.MonkeyConfiguration com.netflix.simianarmy.basic.BasicSimianArmyContext.configuration()",61,26,-35,"-57.38%",0.44525547445255476,0.2736842105263158,-0.17157126392623895,"-38.53%"
"public java.lang.String com.netflix.simianarmy.basic.BasicSimianArmyContext.getEventReport()",80,12,-68,"-85.0%",0.583941605839416,0.12631578947368421,-0.4576258163657318,"-78.37%"
"public final native java.lang.Class java.lang.Object.getClass()",6,4,-2,"-33.33%",0.043795620437956206,0.042105263157894736,-0.0016903572800614705,"-3.86%"
"public java.util.List com.netflix.simianarmy.basic.janitor.BasicJanitorMonkeyContext.janitors()",17,13,-4,"-23.53%",0.12408759124087591,0.1368421052631579,0.01275451402228199,"10.28%"
"public void com.netflix.simianarmy.basic.BasicSimianArmyContext.resetEventReport()",41,75,34,"82.93%",0.29927007299270075,0.7894736842105263,0.4902036112178256,"163.8%"
"public java.lang.String com.netflix.simianarmy.basic.BasicSimianArmyContext.accountName()",7,22,15,"214.29%",0.051094890510948905,0.23157894736842105,0.18048405685747215,"353.23%"
"public com.amazonaws.auth.AWSCredentialsProvider com.netflix.simianarmy.basic.BasicSimianArmyContext.getAwsCredentialsProvider()",22,40,18,"81.82%",0.16058394160583941,0.42105263157894735,0.2604686899731079,"162.2%"
"public com.netflix.simianarmy.janitor.JanitorCrawler com.netflix.simianarmy.basic.janitor.BasicJanitorMonkeyContext$BasicJanitorContext.janitorCrawler()",18,2,-16,"-88.89%",0.13138686131386862,0.021052631578947368,-0.11033422973492125,"-83.98%"
"public com.netflix.simianarmy.MonkeyRecorder com.netflix.simianarmy.basic.BasicSimianArmyContext.recorder()",26,171,145,"557.69%",0.1897810218978102,1.8,1.6102189781021898,"848.46%"
"public java.lang.String com.netflix.simianarmy.basic.BasicSimianArmyContext.region()",61,19,-42,"-68.85%",0.44525547445255476,0.2,-0.24525547445255474,"-55.08%"
"public com.netflix.simianarmy.MonkeyCalendar com.netflix.simianarmy.basic.BasicSimianArmyContext.calendar()",74,266,192,"259.46%",0.5401459854014599,2.8,2.25985401459854,"418.38%"
"public com.netflix.simianarmy.MonkeyConfiguration com.netflix.simianarmy.basic.janitor.BasicJanitorMonkeyContext$BasicJanitorContext.configuration()",22,7,-15,"-68.18%",0.16058394160583941,0.07368421052631578,-0.08689973107952363,"-54.11%"
"com.netflix.simianarmy.aws.janitor.InstanceJanitor(com.netflix.simianarmy.client.aws.AWSClient| com.netflix.simianarmy.janitor.AbstractJanitor$Context)",11,19,8,"72.73%",0.08029197080291971,0.2,0.1197080291970803,"149.09%"
"public com.netflix.simianarmy.janitor.JanitorResourceTracker com.netflix.simianarmy.basic.janitor.BasicJanitorMonkeyContext.resourceTracker()",85,37,-48,"-56.47%",0.6204379562043796,0.3894736842105263,-0.23096427199385328,"-37.23%"
"public com.netflix.simianarmy.janitor.JanitorEmailNotifier$Context com.netflix.simianarmy.basic.janitor.BasicJanitorMonkeyContext.getJanitorEmailNotifierContext()",37,10,-27,"-72.97%",0.27007299270072993,0.10526315789473684,-0.1648098348059931,"-61.02%"
"public com.netflix.simianarmy.janitor.JanitorEmailNotifier com.netflix.simianarmy.basic.janitor.BasicJanitorMonkeyContext.emailNotifier()",10,1,-9,"-90.0%",0.072992700729927,0.010526315789473684,-0.06246638494045332,"-85.58%"
"public void com.netflix.simianarmy.basic.BasicSimianArmyContext.reportEvent(com.netflix.simianarmy.MonkeyRecorder$Event)",6,51,45,"750.0%",0.043795620437956206,0.5368421052631579,0.4930464848252017,"1125.79%"
"com.netflix.simianarmy.basic.janitor.BasicJanitorMonkeyContext()",206,249,43,"20.87%",1.5036496350364963,2.6210526315789475,1.1174029965424512,"74.31%"
"public void com.netflix.simianarmy.basic.BasicSimianArmyContext.exportCredentials(java.lang.String|java.lang.String)",12,3,-9,"-75.0%",0.08759124087591241,0.031578947368421054,-0.05601229350749136,"-63.95%"
"public com.netflix.simianarmy.janitor.JanitorRuleEngine com.netflix.simianarmy.basic.janitor.BasicJanitorMonkeyContext$BasicJanitorContext.janitorRuleEngine()",10,5,-5,"-50.0%",0.072992700729927,0.05263157894736842,-0.020361121782558583,"-27.89%"
