Methods called,Number of times(Original),Number of times(Modified),Modified - Original,Percentage(Gain/Loss),Number of times(Original-Normalized),Number of times(Modified-Normalized),Modified - Original,Percentage(Gain/Loss)
"public com.netflix.simianarmy.ResourceType com.netflix.simianarmy.janitor.AbstractJanitor.getResourceType()",4,1,-3,"-75.0%",0.02702702702702703,0.004545454545454545,-0.02248157248157248,"-83.18%"
"public com.netflix.simianarmy.janitor.JanitorResourceTracker com.netflix.simianarmy.basic.janitor.BasicJanitorMonkeyContext$BasicJanitorContext.janitorResourceTracker()",4,1,-3,"-75.0%",0.02702702702702703,0.004545454545454545,-0.02248157248157248,"-83.18%"
"public com.amazonaws.services.simpleemail.AmazonSimpleEmailServiceClient com.netflix.simianarmy.basic.janitor.BasicJanitorMonkeyContext.sesClient",4,8,4,"100.0%",0.02702702702702703,0.03636363636363636,0.009336609336609333,"34.55%"
"public com.netflix.simianarmy.MonkeyCalendar com.netflix.simianarmy.basic.janitor.BasicJanitorMonkeyContext$BasicJanitorContext.calendar()",4,1,-3,"-75.0%",0.02702702702702703,0.004545454545454545,-0.02248157248157248,"-83.18%"
"public com.netflix.simianarmy.MonkeyRecorder com.netflix.simianarmy.basic.janitor.BasicJanitorMonkeyContext$BasicJanitorContext.recorder()",3,7,4,"133.33%",0.02027027027027027,0.031818181818181815,0.011547911547911544,"56.97%"
"public com.netflix.simianarmy.CloudClient com.netflix.simianarmy.basic.BasicSimianArmyContext.cloudClient()",2,1,-1,"-50.0%",0.013513513513513514,0.004545454545454545,-0.008968058968058969,"-66.36%"
"public java.lang.String com.netflix.simianarmy.basic.BasicSimianArmyContext.getEventReport()",128,3,-125,"-97.66%",0.8648648648648649,0.013636363636363636,-0.8512285012285012,"-98.42%"
"public java.lang.String com.netflix.simianarmy.basic.janitor.BasicJanitorMonkeyContext.monkeyRegion",17,39,22,"129.41%",0.11486486486486487,0.17727272727272728,0.062407862407862405,"54.33%"
"public int com.netflix.simianarmy.basic.janitor.BasicJanitorMonkeyContext.daysBeforeTermination",3,4,1,"33.33%",0.02027027027027027,0.01818181818181818,-0.0020884520884520905,"-10.3%"
"public java.util.List com.netflix.simianarmy.basic.janitor.BasicJanitorMonkeyContext.janitors()",18,11,-7,"-38.89%",0.12162162162162163,0.05,-0.07162162162162163,"-58.89%"
"public com.netflix.simianarmy.janitor.JanitorResourceTracker com.netflix.simianarmy.basic.janitor.BasicJanitorMonkeyContext.janitorResourceTracker",45,2,-43,"-95.56%",0.30405405405405406,0.00909090909090909,-0.29496314496314496,"-97.01%"
"public com.netflix.simianarmy.aws.janitor.EBSVolumeJanitor com.netflix.simianarmy.basic.janitor.BasicJanitorMonkeyContext.getEBSVolumeJanitor()",2,2,0,"0.0%",0.013513513513513514,0.00909090909090909,-0.004422604422604424,"-32.73%"
"public java.util.Set com.netflix.simianarmy.basic.janitor.BasicJanitorMonkeyContext.getEnabledResourceSet()",9,2,-7,"-77.78%",0.060810810810810814,0.00909090909090909,-0.05171990171990172,"-85.05%"
"public com.netflix.simianarmy.janitor.JanitorCrawler com.netflix.simianarmy.basic.janitor.BasicJanitorMonkeyContext$BasicJanitorContext.janitorCrawler()",1,3,2,"200.0%",0.006756756756756757,0.013636363636363636,0.006879606879606879,"101.82%"
"public java.util.Collection com.netflix.simianarmy.janitor.AbstractJanitor.getMarkedResources()",3,2,-1,"-33.33%",0.02027027027027027,0.00909090909090909,-0.011179361179361181,"-55.15%"
"public java.lang.String[] com.netflix.simianarmy.basic.janitor.BasicJanitorMonkeyContext.ccEmails",4,1,-3,"-75.0%",0.02702702702702703,0.004545454545454545,-0.02248157248157248,"-83.18%"
"public java.lang.String com.netflix.simianarmy.basic.BasicSimianArmyContext.region()",2,3,1,"50.0%",0.013513513513513514,0.013636363636363636,0.00012285012285012144,"0.91%"
"public com.netflix.simianarmy.MonkeyConfiguration com.netflix.simianarmy.basic.janitor.BasicJanitorMonkeyContext$BasicJanitorContext.configuration()",2,8,6,"300.0%",0.013513513513513514,0.03636363636363636,0.022850122850122848,"169.09%"
"public com.netflix.simianarmy.janitor.JanitorResourceTracker com.netflix.simianarmy.basic.janitor.BasicJanitorMonkeyContext.resourceTracker()",18,0,-18,"-INF%",0.12162162162162163,0.0,-0.12162162162162163,"-INF%"
"public com.netflix.simianarmy.janitor.JanitorEmailBuilder com.netflix.simianarmy.basic.janitor.BasicJanitorMonkeyContext.janitorEmailBuilder",10,5,-5,"-50.0%",0.06756756756756757,0.022727272727272728,-0.04484029484029484,"-66.36%"
"public java.lang.String com.netflix.simianarmy.janitor.AbstractJanitor.getRegion()",2,2,0,"0.0%",0.013513513513513514,0.00909090909090909,-0.004422604422604424,"-32.73%"
"public com.netflix.simianarmy.MonkeyCalendar com.netflix.simianarmy.basic.janitor.BasicJanitorMonkeyContext$BasicJanitorContext.calendar",1,2,1,"100.0%",0.006756756756756757,0.00909090909090909,0.0023341523341523333,"34.55%"
"public com.netflix.simianarmy.MonkeyRecorder com.netflix.simianarmy.basic.janitor.BasicJanitorMonkeyContext$BasicJanitorContext.recorder",4,2,-2,"-50.0%",0.02702702702702703,0.00909090909090909,-0.017936117936117938,"-66.36%"
"public com.netflix.simianarmy.janitor.JanitorEmailNotifier com.netflix.simianarmy.basic.janitor.BasicJanitorMonkeyContext.emailNotifier()",45,67,22,"48.89%",0.30405405405405406,0.30454545454545456,0.0004914004914005066,"0.16%"
"public com.netflix.simianarmy.aws.janitor.LaunchConfigJanitor com.netflix.simianarmy.basic.janitor.BasicJanitorMonkeyContext.getLaunchConfigJanitor()",16,22,6,"37.5%",0.10810810810810811,0.1,-0.008108108108108109,"-7.5%"
"public com.netflix.simianarmy.MonkeyConfiguration com.netflix.simianarmy.basic.janitor.BasicJanitorMonkeyContext$BasicJanitorContext.config",2,1,-1,"-50.0%",0.013513513513513514,0.004545454545454545,-0.008968058968058969,"-66.36%"
"public com.netflix.simianarmy.aws.janitor.ASGJanitor com.netflix.simianarmy.basic.janitor.BasicJanitorMonkeyContext.getASGJanitor()",36,3,-33,"-91.67%",0.24324324324324326,0.013636363636363636,-0.22960687960687962,"-94.39%"
"public java.lang.String com.netflix.simianarmy.basic.janitor.BasicJanitorMonkeyContext.ownerEmailDomain",9,8,-1,"-11.11%",0.060810810810810814,0.03636363636363636,-0.024447174447174452,"-40.2%"
"public void com.netflix.simianarmy.janitor.AbstractJanitor.cleanupResources()",2,1,-1,"-50.0%",0.013513513513513514,0.004545454545454545,-0.008968058968058969,"-66.36%"
"public java.lang.String com.netflix.simianarmy.basic.janitor.BasicJanitorMonkeyContext.sourceEmail",2,13,11,"550.0%",0.013513513513513514,0.05909090909090909,0.045577395577395576,"337.27%"
"public void com.netflix.simianarmy.basic.BasicSimianArmyContext.exportCredentials(java.lang.String|java.lang.String)",15,2,-13,"-86.67%",0.10135135135135136,0.00909090909090909,-0.09226044226044226,"-91.03%"
"public com.netflix.simianarmy.janitor.JanitorResourceTracker com.netflix.simianarmy.basic.janitor.BasicJanitorMonkeyContext$BasicJanitorContext.resourceTracker",1,1,0,"0.0%",0.006756756756756757,0.004545454545454545,-0.002211302211302212,"-32.73%"
"public java.util.Collection com.netflix.simianarmy.janitor.AbstractJanitor.getFailedToCleanResources()",3,0,-3,"-INF%",0.02027027027027027,0.0,-0.02027027027027027,"-INF%"
"public static org.slf4j.Logger com.netflix.simianarmy.basic.janitor.BasicJanitorMonkeyContext.LOGGER",3,1,-2,"-66.67%",0.02027027027027027,0.004545454545454545,-0.015724815724815724,"-77.58%"
"public java.util.Collection com.netflix.simianarmy.janitor.AbstractJanitor.getUnmarkedResources()",9,1,-8,"-88.89%",0.060810810810810814,0.004545454545454545,-0.05626535626535627,"-92.53%"
"public com.netflix.simianarmy.MonkeyScheduler com.netflix.simianarmy.basic.BasicSimianArmyContext.scheduler()",5,2,-3,"-60.0%",0.033783783783783786,0.00909090909090909,-0.024692874692874695,"-73.09%"
"public com.netflix.simianarmy.client.edda.EddaClient com.netflix.simianarmy.basic.janitor.BasicJanitorMonkeyContext.createEddaClient()",6,3,-3,"-50.0%",0.04054054054054054,0.013636363636363636,-0.02690417690417691,"-66.36%"
"public static java.lang.String com.netflix.simianarmy.basic.BasicSimianArmyContext.GLOBAL_OWNER_TAGKEY",1,1,0,"0.0%",0.006756756756756757,0.004545454545454545,-0.002211302211302212,"-32.73%"
"com.netflix.simianarmy.basic.janitor.BasicJanitorMonkeyContext$BasicJanitorContext(java.lang.String| com.netflix.simianarmy.janitor.JanitorRuleEngine| com.netflix.simianarmy.janitor.JanitorCrawler| com.netflix.simianarmy.janitor.JanitorResourceTracker| com.netflix.simianarmy.MonkeyCalendar| com.netflix.simianarmy.MonkeyConfiguration| com.netflix.simianarmy.MonkeyRecorder)",34,36,2,"5.88%",0.22972972972972974,0.16363636363636364,-0.06609336609336611,"-28.77%"
"com.netflix.simianarmy.basic.janitor.BasicJanitorMonkeyContext$BasicJanitorContext()",1,37,36,"3600.0%",0.006756756756756757,0.16818181818181818,0.1614250614250614,"2389.09%"
"public com.netflix.simianarmy.client.aws.AWSClient com.netflix.simianarmy.basic.BasicSimianArmyContext.awsClient()",44,36,-8,"-18.18%",0.2972972972972973,0.16363636363636364,-0.13366093366093368,"-44.96%"
"public com.netflix.simianarmy.janitor.JanitorEmailNotifier com.netflix.simianarmy.basic.janitor.BasicJanitorMonkeyContext.emailNotifier",54,20,-34,"-62.96%",0.36486486486486486,0.09090909090909091,-0.273955773955774,"-75.08%"
"java.lang.String[2]",2,39,37,"1850.0%",0.013513513513513514,0.17727272727272728,0.16375921375921376,"1211.82%"
