Classes of objects created,Number of objects created(Original),Number of objects created(Modified),Modified - Original,Percentage(Gain/Loss),Number of unique objects manipulated(Original),Number of unique objects manipulated(Modified),Modified - Original,Percentage(Gain/Loss),Number of objects created(Original-Normalized),Number of objects created(Modified-Normalized),Modified - Original,Percentage(Gain/Loss),Number of unique objects manipulated(Original-Normalized),Number of unique objects manipulated(Modified-Normalized),Modified - Original,Percentage(Gain/Loss)
class com.netflix.simianarmy.basic.janitor.BasicJanitorMonkeyContext,338,211,-127,"-37.57%",338,211,-127,"-37.57%",2.2837837837837838,0.9590909090909091,-1.3246928746928748,"-58.0%",2.2837837837837838,0.9590909090909091,-1.3246928746928748,"-58.0%"
class ch.qos.logback.classic.Logger,1,1,0,"0.0%",1,1,0,"0.0%",0.006756756756756757,0.004545454545454545,-0.002211302211302212,"-32.73%",0.006756756756756757,0.004545454545454545,-0.002211302211302212,"-32.73%"
class com.netflix.simianarmy.basic.BasicCalendar,109,43,-66,"-60.55%",100,43,-57,"-57.0%",0.7364864864864865,0.19545454545454546,-0.5410319410319411,"-73.46%",0.6756756756756757,0.19545454545454546,-0.4802211302211302,"-71.07%"
class com.netflix.simianarmy.aws.janitor.EBSVolumeJanitor,2,2,0,"0.0%",2,2,0,"0.0%",0.013513513513513514,0.00909090909090909,-0.004422604422604424,"-32.73%",0.013513513513513514,0.00909090909090909,-0.004422604422604424,"-32.73%"
class com.netflix.simianarmy.janitor.JanitorEmailNotifier,185,99,-86,"-46.49%",182,99,-83,"-45.6%",1.25,0.45,-0.8,"-64.0%",1.2297297297297298,0.45,-0.7797297297297299,"-63.41%"
class com.netflix.simianarmy.aws.SimpleDBRecorder,43,6,-37,"-86.05%",38,5,-33,"-86.84%",0.2905405405405405,0.02727272727272727,-0.26326781326781323,"-90.61%",0.25675675675675674,0.022727272727272728,-0.234029484029484,"-91.15%"
class com.netflix.simianarmy.basic.janitor.BasicJanitorMonkeyContext$BasicJanitorContext,35,73,38,"108.57%",35,55,20,"57.14%",0.23648648648648649,0.33181818181818185,0.09533169533169536,"40.31%",0.23648648648648649,0.25,0.013513513513513514,"5.71%"
class com.netflix.simianarmy.aws.janitor.SimpleDBJanitorResourceTracker,90,7,-83,"-92.22%",62,6,-56,"-90.32%",0.6081081081081081,0.031818181818181815,-0.5762899262899263,"-94.77%",0.4189189189189189,0.02727272727272727,-0.39164619164619163,"-93.49%"
class com.netflix.simianarmy.client.edda.EddaClient,6,3,-3,"-50.0%",6,3,-3,"-50.0%",0.04054054054054054,0.013636363636363636,-0.02690417690417691,"-66.36%",0.04054054054054054,0.013636363636363636,-0.02690417690417691,"-66.36%"
class com.netflix.simianarmy.basic.janitor.BasicJanitorMonkeyContext$1,3,30,27,"900.0%",1,1,0,"0.0%",0.02027027027027027,0.13636363636363635,0.11609336609336608,"572.73%",0.006756756756756757,0.004545454545454545,-0.002211302211302212,"-32.73%"
