Methods called,Number of times(Original),Number of times(Modified),Modified - Original,Percentage(Gain/Loss),Number of times(Original-Normalized),Number of times(Modified-Normalized),Modified - Original,Percentage(Gain/Loss)
"public com.netflix.simianarmy.janitor.JanitorResourceTracker com.netflix.simianarmy.basic.janitor.BasicJanitorMonkeyContext$BasicJanitorContext.janitorResourceTracker()",40,19,-21,"-52.5%",0.26666666666666666,0.1165644171779141,-0.15010224948875256,"-56.29%"
"public com.netflix.simianarmy.MonkeyScheduler com.netflix.simianarmy.basic.BasicSimianArmyContext.scheduler()",5,97,92,"1840.0%",0.03333333333333333,0.5950920245398773,0.561758691206544,"1685.28%"
"com.netflix.simianarmy.basic.janitor.BasicJanitorMonkeyContext$BasicJanitorContext(java.lang.String| com.netflix.simianarmy.janitor.JanitorRuleEngine| com.netflix.simianarmy.janitor.JanitorCrawler| com.netflix.simianarmy.janitor.JanitorResourceTracker| com.netflix.simianarmy.MonkeyCalendar| com.netflix.simianarmy.MonkeyConfiguration| com.netflix.simianarmy.MonkeyRecorder)",88,154,66,"75.0%",0.5866666666666667,0.9447852760736196,0.35811860940695295,"61.04%"
"public com.netflix.simianarmy.client.aws.AWSClient com.netflix.simianarmy.basic.BasicSimianArmyContext.awsClient()",39,66,27,"69.23%",0.26,0.4049079754601227,0.14490797546012268,"55.73%"
"public com.netflix.simianarmy.MonkeyCalendar com.netflix.simianarmy.basic.janitor.BasicJanitorMonkeyContext$BasicJanitorContext.calendar()",26,42,16,"61.54%",0.17333333333333334,0.25766871165644173,0.08433537832310839,"48.66%"
"public com.netflix.simianarmy.MonkeyRecorder com.netflix.simianarmy.basic.janitor.BasicJanitorMonkeyContext$BasicJanitorContext.recorder()",25,46,21,"84.0%",0.16666666666666666,0.2822085889570552,0.11554192229038854,"69.33%"
"public java.lang.String com.netflix.simianarmy.basic.janitor.BasicJanitorMonkeyContext$BasicJanitorContext.region()",23,20,-3,"-13.04%",0.15333333333333332,0.12269938650306748,-0.030633946830265837,"-19.98%"
"public com.netflix.simianarmy.MonkeyConfiguration com.netflix.simianarmy.basic.BasicSimianArmyContext.configuration()",59,37,-22,"-37.29%",0.3933333333333333,0.22699386503067484,-0.16633946830265847,"-42.29%"
"public com.netflix.simianarmy.CloudClient com.netflix.simianarmy.basic.BasicSimianArmyContext.cloudClient()",78,28,-50,"-64.1%",0.52,0.17177914110429449,-0.34822085889570553,"-66.97%"
"public java.lang.String com.netflix.simianarmy.basic.BasicSimianArmyContext.getEventReport()",13,32,19,"146.15%",0.08666666666666667,0.19631901840490798,0.10965235173824131,"126.52%"
"public final native java.lang.Class java.lang.Object.getClass()",10,13,3,"30.0%",0.06666666666666667,0.07975460122699386,0.013087934560327197,"19.63%"
"public java.util.List com.netflix.simianarmy.basic.janitor.BasicJanitorMonkeyContext.janitors()",67,49,-18,"-26.87%",0.44666666666666666,0.3006134969325153,-0.14605316973415133,"-32.7%"
"public void com.netflix.simianarmy.basic.BasicSimianArmyContext.resetEventReport()",9,249,240,"2666.67%",0.06,1.5276073619631902,1.4676073619631902,"2446.01%"
"public com.amazonaws.auth.AWSCredentialsProvider com.netflix.simianarmy.basic.BasicSimianArmyContext.getAwsCredentialsProvider()",16,17,1,"6.25%",0.10666666666666667,0.10429447852760736,-0.002372188139059317,"-2.22%"
"public com.netflix.simianarmy.janitor.JanitorCrawler com.netflix.simianarmy.basic.janitor.BasicJanitorMonkeyContext$BasicJanitorContext.janitorCrawler()",28,19,-9,"-32.14%",0.18666666666666668,0.1165644171779141,-0.07010224948875257,"-37.55%"
"public com.netflix.simianarmy.MonkeyRecorder com.netflix.simianarmy.basic.BasicSimianArmyContext.recorder()",47,84,37,"78.72%",0.31333333333333335,0.5153374233128835,0.2020040899795501,"64.47%"
"public java.lang.String com.netflix.simianarmy.basic.BasicSimianArmyContext.region()",22,53,31,"140.91%",0.14666666666666667,0.32515337423312884,0.17848670756646218,"121.7%"
"public com.netflix.simianarmy.MonkeyCalendar com.netflix.simianarmy.basic.BasicSimianArmyContext.calendar()",69,86,17,"24.64%",0.46,0.5276073619631901,0.06760736196319012,"14.7%"
"public com.netflix.simianarmy.MonkeyConfiguration com.netflix.simianarmy.basic.janitor.BasicJanitorMonkeyContext$BasicJanitorContext.configuration()",39,16,-23,"-58.97%",0.26,0.09815950920245399,-0.16184049079754603,"-62.25%"
"com.netflix.simianarmy.aws.janitor.InstanceJanitor(com.netflix.simianarmy.client.aws.AWSClient| com.netflix.simianarmy.janitor.AbstractJanitor$Context)",14,38,24,"171.43%",0.09333333333333334,0.2331288343558282,0.13979550102249488,"149.78%"
"public com.netflix.simianarmy.janitor.JanitorResourceTracker com.netflix.simianarmy.basic.janitor.BasicJanitorMonkeyContext.resourceTracker()",88,220,132,"150.0%",0.5866666666666667,1.3496932515337423,0.7630265848670756,"130.06%"
"public com.netflix.simianarmy.janitor.JanitorEmailNotifier$Context com.netflix.simianarmy.basic.janitor.BasicJanitorMonkeyContext.getJanitorEmailNotifierContext()",33,10,-23,"-69.7%",0.22,0.06134969325153374,-0.15865030674846625,"-72.11%"
"public com.netflix.simianarmy.janitor.JanitorEmailNotifier com.netflix.simianarmy.basic.janitor.BasicJanitorMonkeyContext.emailNotifier()",72,226,154,"213.89%",0.48,1.3865030674846626,0.9065030674846626,"188.85%"
"public void com.netflix.simianarmy.basic.BasicSimianArmyContext.reportEvent(com.netflix.simianarmy.MonkeyRecorder$Event)",73,34,-39,"-53.42%",0.4866666666666667,0.2085889570552147,-0.27807770961145195,"-57.14%"
"com.netflix.simianarmy.basic.janitor.BasicJanitorMonkeyContext()",208,293,85,"40.87%",1.3866666666666667,1.7975460122699387,0.410879345603272,"29.63%"
"public void com.netflix.simianarmy.basic.BasicSimianArmyContext.exportCredentials(java.lang.String|java.lang.String)",18,93,75,"416.67%",0.12,0.5705521472392638,0.45055214723926384,"375.46%"
"public com.netflix.simianarmy.janitor.JanitorRuleEngine com.netflix.simianarmy.basic.janitor.BasicJanitorMonkeyContext$BasicJanitorContext.janitorRuleEngine()",27,14,-13,"-48.15%",0.18,0.08588957055214724,-0.09411042944785275,"-52.28%"
