Classes of objects created,Number of objects created(Original),Number of objects created(Modified),Modified - Original,Percentage(Gain/Loss),Number of unique objects manipulated(Original),Number of unique objects manipulated(Modified),Modified - Original,Percentage(Gain/Loss),Number of objects created(Original-Normalized),Number of objects created(Modified-Normalized),Modified - Original,Percentage(Gain/Loss),Number of unique objects manipulated(Original-Normalized),Number of unique objects manipulated(Modified-Normalized),Modified - Original,Percentage(Gain/Loss)
class java.lang.String,191,15951,15760,"8251.31%",7,28,21,"300.0%",0.2190366972477064,1.8653958601333178,1.6463591628856113,"751.64%",0.008027522935779817,0.003274470822126067,-0.00475305211365375,"-59.21%"
class java.lang.Short,17,1521,1504,"8847.06%",4,15,11,"275.0%",0.0194954128440367,0.17787393287334816,0.15837852002931146,"812.39%",0.0045871559633027525,0.001754180797567536,-0.0028329751657352165,"-61.76%"
class org.jboss.netty.buffer.HeapChannelBufferFactory,368,12334,11966,"3251.63%",1,1,0,"0.0%",0.42201834862385323,1.4424043971465326,1.0203860485226794,"241.79%",0.0011467889908256881,0.0001169453865045024,-0.0010298436043211857,"-89.8%"
class java.lang.Long,65,2181,2116,"3255.38%",8,27,19,"237.5%",0.07454128440366972,0.25505788796631973,0.18051660356265,"242.17%",0.009174311926605505,0.003157525435621565,-0.006016786490983941,"-65.58%"
class java.lang.Integer,773,12805,12032,"1556.53%",22,59,37,"168.18%",0.8864678899082569,1.4974856741901532,0.6110177842818963,"68.93%",0.02522935779816514,0.006899777803765641,-0.0183295799943995,"-72.65%"
class org.jboss.netty.buffer.TruncatedChannelBuffer,18,150,132,"733.33%",5,45,40,"800.0%",0.020642201834862386,0.01754180797567536,-0.003100393859187027,"-15.02%",0.005733944954128441,0.005262542392702608,-0.000471402561425833,"-8.22%"
class [B,998,5186,4188,"419.64%",12,74,62,"516.67%",1.1444954128440368,0.6064787744123494,-0.5380166384316873,"-47.01%",0.013761467889908258,0.008653958601333177,-0.00510750928857508,"-37.11%"
class org.jboss.netty.buffer.SlicedChannelBuffer,4,69,65,"1625.0%",4,25,21,"525.0%",0.0045871559633027525,0.008069231668810666,0.0034820757055079136,"75.91%",0.0045871559633027525,0.00292363466261256,-0.0016635213006901926,"-36.26%"
class java.lang.Character,115,258,143,"124.35%",4,13,9,"225.0%",0.13188073394495411,0.030171909718161617,-0.1017088242267925,"-77.12%",0.0045871559633027525,0.001520290024558531,-0.0030668659387442215,"-66.86%"
class java.lang.Float,68,1628,1560,"2294.12%",2,10,8,"400.0%",0.0779816513761468,0.1903870892293299,0.1124054378531831,"144.14%",0.0022935779816513763,0.0011694538650450239,-0.0011241241166063524,"-49.01%"
class org.jboss.netty.buffer.BigEndianHeapChannelBuffer,262,1675,1413,"539.31%",8,104,96,"1200.0%",0.30045871559633025,0.1958835223950415,-0.10457519320128875,"-34.81%",0.009174311926605505,0.012162320196468249,0.0029880082698627436,"32.57%"
class java.lang.Byte,325,181,-144,"-44.31%",3,7,4,"133.33%",0.37270642201834864,0.021167114957314933,-0.3515393070610337,"-94.32%",0.0034403669724770644,0.0008186177055315168,-0.0026217492669455477,"-76.21%"
class org.jboss.netty.buffer.DynamicChannelBuffer,1587,32995,31408,"1979.08%",158,506,348,"220.25%",1.819954128440367,3.8586130277160566,2.0386588992756893,"112.02%",0.1811926605504587,0.05917436557127821,-0.1220182949791805,"-67.34%"
class java.lang.Double,9,460,451,"5011.11%",3,10,7,"233.33%",0.010321100917431193,0.0537948777920711,0.04347377687463991,"421.21%",0.0034403669724770644,0.0011694538650450239,-0.0022709131074320405,"-66.01%"
class java.nio.HeapByteBuffer,43,550,507,"1179.07%",10,61,51,"510.0%",0.04931192660550459,0.06431996257747633,0.015008035971971735,"30.43%",0.011467889908256881,0.007133668576774646,-0.004334221331482235,"-37.79%"
class java.nio.ByteOrder,195,8720,8525,"4371.79%",1,1,0,"0.0%",0.22362385321100917,1.0197637703192608,0.7961399171082516,"356.02%",0.0011467889908256881,0.0001169453865045024,-0.0010298436043211857,"-89.8%"
class org.jboss.netty.buffer.DuplicatedChannelBuffer,16,294,278,"1737.5%",9,44,35,"388.89%",0.01834862385321101,0.034381943632323705,0.016033319779112695,"87.38%",0.010321100917431193,0.005145597006198105,-0.005175503911233088,"-50.14%"
class java.lang.Boolean,249,19267,19018,"7637.75%",2,2,0,"0.0%",0.2855504587155963,2.253186761782248,1.9676363030666515,"689.07%",0.0022935779816513763,0.0002338907730090048,-0.0020596872086423713,"-89.8%"
class java.lang.Class,39,299,260,"666.67%",3,7,4,"133.33%",0.04472477064220184,0.03496667056484622,-0.00975810007735562,"-21.82%",0.0034403669724770644,0.0008186177055315168,-0.0026217492669455477,"-76.21%"
class [Ljava.nio.ByteBuffer;,9,159,150,"1666.67%",6,18,12,"200.0%",0.010321100917431193,0.01859431645421588,0.008273215536784687,"80.16%",0.006880733944954129,0.0021050169570810432,-0.004775716987873086,"-69.41%"
class org.jboss.netty.handler.codec.frame.LengthFieldBasedFrameDecoder,1,3931,3930,"393000.0%",1,223,222,"22200.0%",0.0011467889908256881,0.4597123143491989,0.4585655253583732,"39986.91%",0.0011467889908256881,0.026078821190504035,0.024932032199678347,"2174.07%"
