Methods called,Number of times(Original),Number of times(Modified),Modified - Original,Percentage(Gain/Loss),Number of times(Original-Normalized),Number of times(Modified-Normalized),Modified - Original,Percentage(Gain/Loss)
"org.jboss.netty.handler.codec.frame.LengthFieldBasedFrameDecoder(int| int| int| int| int| boolean)",27,372,345,"1277.78%",0.03096330275229358,0.04350368377967489,0.012540381027381309,"40.5%"
"org.jboss.netty.handler.codec.frame.LengthFieldBasedFrameDecoder(int| int| int| int| int)",32,454,422,"1318.75%",0.03669724770642202,0.05309320547304409,0.016395957766622067,"44.68%"
"org.jboss.netty.handler.codec.frame.LengthFieldBasedFrameDecoder(int| int| int)",21,4001,3980,"18952.38%",0.02408256880733945,0.4678984914045141,0.4438159225971747,"1842.89%"
"public void org.jboss.netty.buffer.DynamicChannelBuffer.setMedium(int|int)",17,308,291,"1711.76%",0.0194954128440367,0.03601917904338674,0.01652376619935004,"84.76%"
"public short org.jboss.netty.buffer.AbstractChannelBuffer.getUnsignedByte(int)",12,514,502,"4183.33%",0.013761467889908258,0.06010992866331423,0.04634846077340597,"336.8%"
"public long org.jboss.netty.buffer.DynamicChannelBuffer.getLong(int)",16,211,195,"1218.75%",0.01834862385321101,0.024675476552450004,0.006326852699238994,"34.48%"
"public int org.jboss.netty.buffer.AbstractChannelBuffer.readableBytes()",95,793,698,"734.74%",0.10894495412844037,0.0927376914980704,-0.016207262630369965,"-14.88%"
"public void org.jboss.netty.buffer.AbstractChannelBuffer.setFloat(int|float)",34,129,95,"279.41%",0.0389908256880734,0.015085954859080809,-0.023904870828992588,"-61.31%"
"public int org.jboss.netty.buffer.AbstractChannelBuffer.getMedium(int)",9,244,235,"2611.11%",0.010321100917431193,0.028534674307098586,0.018213573389667392,"176.47%"
"public boolean org.jboss.netty.buffer.AbstractChannelBuffer.readable()",66,14137,14071,"21319.7%",0.07568807339449542,1.6532569290141503,1.577568855619655,"2084.3%"
"public int org.jboss.netty.buffer.AbstractChannelBuffer.compareTo(org.jboss.netty.buffer.ChannelBuffer)",59,184,125,"211.86%",0.0676605504587156,0.02151795111682844,-0.04614259934188715,"-68.2%"
"org.jboss.netty.buffer.DynamicChannelBuffer(java.nio.ByteOrder| int)",128,5362,5234,"4089.06%",0.14678899082568808,0.6270611624371418,0.48027217161145375,"327.19%"
"org.jboss.netty.buffer.DynamicChannelBuffer(int)",1444,21789,20345,"1408.93%",1.6559633027522935,2.5481230265466026,0.8921597237943091,"53.88%"
"org.jboss.netty.buffer.DynamicChannelBuffer(java.nio.ByteOrder| int| org.jboss.netty.buffer.ChannelBufferFactory)",36,5323,5287,"14686.11%",0.04128440366972477,0.6225002923634663,0.5812158886937415,"1407.83%"
"public void org.jboss.netty.buffer.DynamicChannelBuffer.setbuffer(org.jboss.netty.buffer.ChannelBuffer)",69,1031,962,"1394.2%",0.07912844036697247,0.12057069348614197,0.04144225311916949,"52.37%"
"public int org.jboss.netty.buffer.DynamicChannelBuffer.setBytes(int|java.nio.channels.ScatteringByteChannel|int) throws java.io.IOException",8,61,53,"662.5%",0.009174311926605505,0.007133668576774646,-0.0020406433498308587,"-22.24%"
"public int org.jboss.netty.buffer.DynamicChannelBuffer.setBytes(int|java.io.InputStream|int) throws java.io.IOException",6,41,35,"583.33%",0.006880733944954129,0.004794760846684599,-0.00208597309826953,"-30.32%"
"public void org.jboss.netty.buffer.DynamicChannelBuffer.setBytes(int|java.nio.ByteBuffer)",9,82,73,"811.11%",0.010321100917431193,0.009589521693369197,-0.000731579224061996,"-7.09%"
"public void org.jboss.netty.buffer.DynamicChannelBuffer.setBytes(int|byte[]|int|int)",14,53,39,"278.57%",0.016055045871559634,0.0061981054847386275,-0.009856940386821007,"-61.39%"
"public void org.jboss.netty.buffer.DynamicChannelBuffer.setBytes(int|org.jboss.netty.buffer.ChannelBuffer|int|int)",4,58,54,"1350.0%",0.0045871559633027525,0.006782832417261139,0.002195676453958386,"47.87%"
"public int org.jboss.netty.buffer.AbstractChannelBuffer.readMedium()",12,219,207,"1725.0%",0.013761467889908258,0.025611039644486026,0.011849571754577768,"86.11%"
"public java.nio.ByteBuffer org.jboss.netty.buffer.AbstractChannelBuffer.toByteBuffer()",31,373,342,"1103.23%",0.03555045871559633,0.0436206291661794,0.008070170450583065,"22.7%"
"public void org.jboss.netty.buffer.AbstractChannelBuffer.getBytes(int|org.jboss.netty.buffer.ChannelBuffer)",7,115,108,"1542.86%",0.008027522935779817,0.013448719448017775,0.005421196512237958,"67.53%"
"public void org.jboss.netty.buffer.AbstractChannelBuffer.getBytes(int|org.jboss.netty.buffer.ChannelBuffer|int)",15,193,178,"1186.67%",0.017201834862385322,0.022570459595368964,0.0053686247329836415,"31.21%"
"public void org.jboss.netty.buffer.AbstractChannelBuffer.getBytes(int|byte[])",22,2519,2497,"11350.0%",0.02522935779816514,0.29458542860484155,0.2693560708066764,"1067.63%"
"public java.nio.ByteOrder org.jboss.netty.buffer.DynamicChannelBuffer.order()",25,5287,5262,"21048.0%",0.028669724770642203,0.6182902584493042,0.589620533678662,"2056.6%"
"public void org.jboss.netty.buffer.AbstractChannelBuffer.writeDouble(double)",130,295,165,"126.92%",0.14908256880733944,0.03449888901882821,-0.11458367978851124,"-76.86%"
"public org.jboss.netty.buffer.ChannelBuffer org.jboss.netty.buffer.DynamicChannelBuffer.slice(int|int)",10,101,91,"910.0%",0.011467889908256881,0.011811484036954742,0.00034359412869786055,"3.0%"
"public org.jboss.netty.buffer.ChannelBuffer org.jboss.netty.buffer.DynamicChannelBuffer.copy(int|int)",3,47,44,"1466.67%",0.0034403669724770644,0.005496433165711613,0.0020560661932345486,"59.76%"
"public void org.jboss.netty.buffer.AbstractChannelBuffer.writerIndex(int)",12,107,95,"791.67%",0.013761467889908258,0.012513156355981757,-0.0012483115339265004,"-9.07%"
"public void org.jboss.netty.buffer.AbstractChannelBuffer.discardReadBytes()",26,416,390,"1500.0%",0.02981651376146789,0.048649280785872995,0.018832767024405103,"63.16%"
"public int org.jboss.netty.buffer.AbstractChannelBuffer.writerIndex()",23,419,396,"1721.74%",0.026376146788990827,0.0490001169453865,0.022623970156395674,"85.77%"
"public int org.jboss.netty.buffer.AbstractChannelBuffer.bytesBefore(org.jboss.netty.buffer.ChannelBufferIndexFinder)",8,654,646,"8075.0%",0.009174311926605505,0.07648228277394457,0.06730797084733907,"733.66%"
"public int org.jboss.netty.buffer.AbstractChannelBuffer.bytesBefore(int|int|org.jboss.netty.buffer.ChannelBufferIndexFinder)",35,77,42,"120.0%",0.040137614678899085,0.009004794760846684,-0.0311328199180524,"-77.57%"
"public int org.jboss.netty.buffer.AbstractChannelBuffer.bytesBefore(int|org.jboss.netty.buffer.ChannelBufferIndexFinder)",47,1084,1037,"2206.38%",0.05389908256880734,0.1267687989708806,0.07286971640207324,"135.2%"
"public int org.jboss.netty.buffer.AbstractChannelBuffer.bytesBefore(int|byte)",16,61,45,"281.25%",0.01834862385321101,0.007133668576774646,-0.011214955276436364,"-61.12%"
"public int org.jboss.netty.buffer.AbstractChannelBuffer.bytesBefore(byte)",43,168,125,"290.7%",0.04931192660550459,0.019646824932756404,-0.029665101672748186,"-60.16%"
"public int org.jboss.netty.buffer.AbstractChannelBuffer.bytesBefore(int|int|byte)",16,213,197,"1231.25%",0.01834862385321101,0.024909367325459012,0.006560743472248002,"35.76%"
"public int org.jboss.netty.buffer.DynamicChannelBuffer.getUnsignedMedium(int)",49,80,31,"63.27%",0.05619266055045872,0.009355630920360191,-0.04683702963009853,"-83.35%"
"public int org.jboss.netty.buffer.AbstractChannelBuffer.getUnsignedShort(int)",6,130,124,"2066.67%",0.006880733944954129,0.01520290024558531,0.008322166300631182,"120.95%"
"public void org.jboss.netty.buffer.AbstractChannelBuffer.setIndex(int|int)",10,371,361,"3610.0%",0.011467889908256881,0.043386738393170386,0.031918848484913505,"278.33%"
"public void org.jboss.netty.buffer.AbstractChannelBuffer.setBytes(int|org.jboss.netty.buffer.ChannelBuffer)",28,188,160,"571.43%",0.03211009174311927,0.021985732662846452,-0.010124359080272816,"-31.53%"
"public void org.jboss.netty.buffer.AbstractChannelBuffer.setBytes(int|org.jboss.netty.buffer.ChannelBuffer|int)",30,110,80,"266.67%",0.034403669724770644,0.012863992515495264,-0.021539677209275382,"-62.61%"
"public void org.jboss.netty.buffer.AbstractChannelBuffer.setBytes(int|byte[])",7,1391,1384,"19771.43%",0.008027522935779817,0.16267103262776283,0.154643509691983,"1926.42%"
"org.jboss.netty.channel.iostream.IOStreamChannel(org.jboss.netty.channel.ChannelFactory| org.jboss.netty.channel.ChannelPipeline| org.jboss.netty.channel.ChannelSink)",1,1,0,"0.0%",0.0011467889908256881,0.0001169453865045024,-0.0010298436043211857,"-89.8%"
"public void org.jboss.netty.buffer.AbstractChannelBuffer.writeBoolean(boolean)",65,961,896,"1378.46%",0.07454128440366972,0.11238451643082681,0.03784323202715709,"50.77%"
"public byte org.jboss.netty.buffer.AbstractChannelBuffer.readByte()",71,145,74,"104.23%",0.08142201834862385,0.016957081043152848,-0.06446493730547101,"-79.17%"
"public int org.jboss.netty.buffer.AbstractChannelBuffer.readUnsignedShort()",34,116,82,"241.18%",0.0389908256880734,0.013565664834522278,-0.02542516085355112,"-65.21%"
"public static final int org.jboss.netty.channel.Channel.OP_NONE",1,1,0,"0.0%",0.0011467889908256881,0.0001169453865045024,-0.0010298436043211857,"-89.8%"
"public void org.jboss.netty.buffer.AbstractChannelBuffer.resetWriterIndex()",14,6044,6030,"43071.43%",0.016055045871559634,0.7068179160332125,0.6907628701616529,"4302.47%"
"public final native java.lang.Class java.lang.Object.getClass()",39,302,263,"674.36%",0.04472477064220184,0.035317506724359723,-0.009407263917842114,"-21.03%"
"public void org.jboss.netty.buffer.DynamicChannelBuffer.writeInt(int)",46,634,588,"1278.26%",0.052752293577981654,0.07414337504385451,0.02139108146587286,"40.55%"
"public boolean org.jboss.netty.buffer.DynamicChannelBuffer.hasArray()",24,243,219,"912.5%",0.027522935779816515,0.028417728920594083,0.000894793140777568,"3.25%"
"public float org.jboss.netty.buffer.AbstractChannelBuffer.getFloat(int)",9,1643,1634,"18155.56%",0.010321100917431193,0.19214127002689743,0.18182016910946625,"1761.64%"
"byte[6]",144,0,-144,"-INF%",0.1651376146788991,0.0,-0.1651376146788991,"-INF%"
"public void org.jboss.netty.buffer.DynamicChannelBuffer.getBytes(int|java.nio.ByteBuffer)",13,184,171,"1315.38%",0.014908256880733946,0.02151795111682844,0.006609694236094494,"44.34%"
"public void org.jboss.netty.buffer.DynamicChannelBuffer.getBytes(int|org.jboss.netty.buffer.ChannelBuffer|int|int)",13,82,69,"530.77%",0.014908256880733946,0.009589521693369197,-0.0053187351873647485,"-35.68%"
