Methods called,Number of times(Original),Number of times(Modified),Modified - Original,Percentage(Gain/Loss),Number of times(Original-Normalized),Number of times(Modified-Normalized),Modified - Original,Percentage(Gain/Loss)
"public java.net.HttpURLConnection com.squareup.okhttp.OkHttpClient.open(java.net.URL)",2110,1960,-150,"-7.11%",0.08391997772739927,0.0803476264655243,-0.0035723512618749675,"-4.26%"
"public com.squareup.okhttp.OkHttpClient com.squareup.okhttp.OkHttpClient.setFollowProtocolRedirects(boolean)",14890,15434,544,"3.65%",0.5922125442469077,0.6326965647290317,0.04048402048212396,"6.84%"
"public javax.net.ssl.SSLSocketFactory com.squareup.okhttp.OkHttpClient.getSslSocketFactory()",6116,13568,7452,"121.84%",0.24324861790558008,0.5562023448388949,0.3129537269333148,"128.66%"
"public com.squareup.okhttp.OkAuthenticator com.squareup.okhttp.OkHttpClient.getAuthenticator()",12194,7733,-4461,"-36.58%",0.48498588076204113,0.31700418135607117,-0.16798169940596996,"-34.64%"
"public com.squareup.okhttp.OkHttpClient com.squareup.okhttp.OkHttpClient.setCookieHandler(java.net.CookieHandler)",22259,15519,-6740,"-30.28%",0.8852961062721234,0.6361810281216692,-0.2491150781504542,"-28.14%"
"public java.net.CookieHandler com.squareup.okhttp.OkHttpClient.getCookieHandler()",14463,11991,-2472,"-17.09%",0.5752296861949648,0.49155530048372553,-0.08367438571123931,"-14.55%"
"java.util.ArrayList()",2074,2004,-70,"-3.38%",0.08248816768086545,0.08215134869230138,-0.00033681898856406656,"-0.41%"
"public java.net.ResponseCache com.squareup.okhttp.OkHttpClient.getResponseCache()",7355,14697,7342,"99.82%",0.2925267470071193,0.6024842174305157,0.30995747042339644,"105.96%"
"public com.squareup.okhttp.OkHttpClient com.squareup.okhttp.OkHttpClient.setResponseCache(java.net.ResponseCache)",17054,32204,15150,"88.84%",0.6782802370441077,1.320160695252931,0.6418804582088233,"94.63%"
"public java.net.ProxySelector com.squareup.okhttp.OkHttpClient.getProxySelector()",12582,8722,-3860,"-30.68%",0.5004176112635723,0.3575469377715832,-0.14287067349198912,"-28.55%"
"public com.squareup.okhttp.OkHttpClient com.squareup.okhttp.OkHttpClient.setTransports(java.util.List)",2179,2115,-64,"-2.94%",0.08666428031658911,0.08670164794621628,3.736762962716633e-05,"0.04%"
"com.squareup.okhttp.OkHttpClient()",25142,24394,-748,"-2.98%",0.9999602274987074,1.0,3.9772501292612006e-05,"0.0%"
"public com.squareup.okhttp.OkHttpClient com.squareup.okhttp.OkHttpClient.setProxy(java.net.Proxy)",23244,15300,-7944,"-34.18%",0.9244720200453407,0.627203410674756,-0.29726860937058464,"-32.16%"
"public final native java.lang.Class java.lang.Object.getClass()",2118,2025,-93,"-4.39%",0.08423815773774013,0.08301221611871772,-0.001225941619022411,"-1.46%"
"public java.util.List com.squareup.okhttp.OkHttpClient.getTransports()",9334,7865,-1469,"-15.74%",0.3712365270651871,0.32241534803640237,-0.048821179028784745,"-13.15%"
"public com.squareup.okhttp.ConnectionPool com.squareup.okhttp.OkHttpClient.getConnectionPool()",16964,5968,-10996,"-64.82%",0.6747007119277731,0.24465032385012708,-0.43005038807764606,"-63.74%"
"public javax.net.ssl.HostnameVerifier com.squareup.okhttp.OkHttpClient.getHostnameVerifier()",7275,11438,4163,"57.22%",0.28934494690371076,0.46888579158809546,0.1795408446843847,"62.05%"
"public com.squareup.okhttp.OkHttpClient com.squareup.okhttp.OkHttpClient.setProxySelector(java.net.ProxySelector)",22187,19122,-3065,"-13.81%",0.8824324861790558,0.7838812822825285,-0.09855120389652727,"-11.17%"
"public com.squareup.okhttp.OkHttpClient com.squareup.okhttp.OkHttpClient.setConnectionPool(com.squareup.okhttp.ConnectionPool)",13029,12813,-216,"-1.66%",0.5181959193413673,0.525252111174879,0.0070561918335116935,"1.36%"
"java.lang.String[2]",1026,978,-48,"-4.68%",0.040806586326214055,0.040091825858817744,-0.0007147604673963109,"-1.75%"
"java.lang.String[1]",1048,1026,-22,"-2.1%",0.041681581354651394,0.042059522833483645,0.0003779414788322513,"0.91%"
"public com.squareup.okhttp.OkHttpClient com.squareup.okhttp.OkHttpClient.setHostnameVerifier(javax.net.ssl.HostnameVerifier)",12983,18003,5020,"38.67%",0.5163663842819075,0.7380093465606297,0.22164296227872216,"42.92%"
"public static boolean java.util.Collections.addAll(java.util.Collection|java.lang.Object[])",2074,2004,-70,"-3.38%",0.08248816768086545,0.08215134869230138,-0.00033681898856406656,"-0.41%"
"public boolean com.squareup.okhttp.OkHttpClient.getFollowProtocolRedirects()",6456,12746,6290,"97.43%",0.2567712683450662,0.5225055341477413,0.26573426580267506,"103.49%"
"public com.squareup.okhttp.OkHttpClient com.squareup.okhttp.OkHttpClient.setAuthenticator(com.squareup.okhttp.OkAuthenticator)",14533,28464,13931,"95.86%",0.5780137612854472,1.1668443059768796,0.5888305446914324,"101.87%"
"public java.net.Proxy com.squareup.okhttp.OkHttpClient.getProxy()",7672,33366,25694,"334.91%",0.30513462991687546,1.3677953595146348,1.0626607295977593,"348.26%"
"java.lang.Object()",1,0,-1,"-INF%",3.9772501292606293e-05,0.0,-3.9772501292606293e-05,"-INF%"
"public com.squareup.okhttp.OkHttpClient com.squareup.okhttp.OkHttpClient.setSSLSocketFactory(javax.net.ssl.SSLSocketFactory)",35274,11885,-23389,"-66.31%",1.4029352105953943,0.4872099696646716,-0.9157252409307226,"-65.27%"
