Classes of objects created,Number of objects created(Original),Number of objects created(Modified),Modified - Original,Percentage(Gain/Loss),Number of unique objects manipulated(Original),Number of unique objects manipulated(Modified),Modified - Original,Percentage(Gain/Loss),Number of objects created(Original-Normalized),Number of objects created(Modified-Normalized),Modified - Original,Percentage(Gain/Loss),Number of unique objects manipulated(Original-Normalized),Number of unique objects manipulated(Modified-Normalized),Modified - Original,Percentage(Gain/Loss)
class java.util.LinkedHashSet,28787,4822,-23965,"-83.25%",1,1,0,"0.0%",2.2823277570760325,0.3545066901926187,-1.9278210668834137,"-84.47%",7.928327915642591e-05,7.351860020585208e-05,-5.76467895057383e-06,"-7.27%"
class com.squareup.okhttp.ConnectionPool,2411,22227,19816,"821.9%",1,17314,17313,"1731300.0%",0.19115198604614286,1.6340979267754743,1.4429459407293315,"754.87%",7.928327915642591e-05,1.2729010439641228,1.2728217606849663,"1605410.09%"
class sun.net.spi.DefaultProxySelector,1519,66,-1453,"-95.66%",1,1,0,"0.0%",0.12043130103861095,0.004852227613586237,-0.11557907342502471,"-95.97%",7.928327915642591e-05,7.351860020585208e-05,-5.76467895057383e-06,"-7.27%"
class [Lcom.squareup.okhttp.Route;,20053,4664,-15389,"-76.74%",1,1,0,"0.0%",1.5898675969238087,0.3428907513600941,-1.2469768455637147,"-78.43%",7.928327915642591e-05,7.351860020585208e-05,-5.76467895057383e-06,"-7.27%"
class java.lang.Object,1,0,-1,"-INF%",1,0,-1,"-INF%",7.928327915642591e-05,0.0,-7.928327915642591e-05,"-INF%",7.928327915642591e-05,0.0,-7.928327915642591e-05,"-INF%"
class java.lang.Class,617,390,-227,"-36.79%",9,11,2,"22.22%",0.04891778323951479,0.02867225408028231,-0.02024552915923248,"-41.39%",0.0007135495124078332,0.0008087046022643729,9.515508985653961e-05,"13.34%"
class com.squareup.okhttp.internal.tls.OkHostnameVerifier,2736,5297,2561,"93.6%",1,1,0,"0.0%",0.21691905177198129,0.3894280252903985,0.1725089735184172,"79.53%",7.928327915642591e-05,7.351860020585208e-05,-5.76467895057383e-06,"-7.27%"
class java.util.Collections$SynchronizedSet,1624,8812,7188,"442.61%",1,1,0,"0.0%",0.12875604535003568,0.6478459050139685,0.5190898596639328,"403.16%",7.928327915642591e-05,7.351860020585208e-05,-5.76467895057383e-06,"-7.27%"
class sun.security.ssl.SSLSocketFactoryImpl,2559,5909,3350,"130.91%",1,1,0,"0.0%",0.2028859113612939,0.43442140861637996,0.23153549725508604,"114.12%",7.928327915642591e-05,7.351860020585208e-05,-5.76467895057383e-06,"-7.27%"
class com.squareup.okhttp.internal.http.HttpAuthenticator$1,1894,6880,4986,"263.25%",1,1,0,"0.0%",0.15016253072227068,0.5058079694162623,0.35564543869399157,"236.84%",7.928327915642591e-05,7.351860020585208e-05,-5.76467895057383e-06,"-7.27%"
class com.squareup.okhttp.OkHttpClient,177639,181158,3519,"1.98%",18292,33277,14985,"81.92%",14.083802426068342,13.318482576091752,-0.7653198499765903,"-5.43%",1.4502497423293428,2.4464784590501396,0.9962287167207968,"68.69%"
class java.lang.Boolean,46436,48005,1569,"3.38%",2,2,0,"0.0%",3.6815983509077936,3.529260402881929,-0.15233794802586464,"-4.14%",0.00015856655831285183,0.00014703720041170417,-1.152935790114766e-05,"-7.27%"
class java.net.Proxy$Type,0,1941,1941,"INF%",0,1,1,"INF%",0.0,0.1426996029995589,0.1426996029995589,"INF%",0.0,7.351860020585208e-05,7.351860020585208e-05,"INF%"
class [Ljava.lang.String;,0,9065,9065,"INF%",0,2,2,"INF%",0.0,0.6664461108660491,0.6664461108660491,"INF%",0.0,0.00014703720041170417,0.00014703720041170417,"INF%"
class java.lang.String,0,2359,2359,"INF%",0,1,1,"INF%",0.0,0.17343037788560506,0.17343037788560506,"INF%",0.0,7.351860020585208e-05,7.351860020585208e-05,"INF%"
class sun.security.ssl.SSLSocketImpl,0,2985,2985,"INF%",0,2985,2985,"INF%",0.0,0.21945302161446847,0.21945302161446847,"INF%",0.0,0.21945302161446847,0.21945302161446847,"INF%"
class java.lang.Integer,0,11027,11027,"INF%",0,1,1,"INF%",0.0,0.8106896044699309,0.8106896044699309,"INF%",0.0,7.351860020585208e-05,7.351860020585208e-05,"INF%"
class java.net.Proxy,0,9654,9654,"INF%",0,1,1,"INF%",0.0,0.709748566387296,0.709748566387296,"INF%",0.0,7.351860020585208e-05,7.351860020585208e-05,"INF%"
