Methods called,Number of times(Original),Number of times(Modified),Modified - Original,Percentage(Gain/Loss),Number of times(Original-Normalized),Number of times(Modified-Normalized),Modified - Original,Percentage(Gain/Loss)
"public java.net.HttpURLConnection com.squareup.okhttp.OkHttpClient.open(java.net.URL)",668,444,-224,"-33.53%",0.05296123047649251,0.032642258491398325,-0.020318971985094185,"-38.37%"
"public com.squareup.okhttp.OkHttpClient com.squareup.okhttp.OkHttpClient.setFollowProtocolRedirects(boolean)",9043,7031,-2012,"-22.25%",0.7169586934115595,0.516909278047346,-0.2000494153642135,"-27.9%"
"public com.squareup.okhttp.OkAuthenticator com.squareup.okhttp.OkHttpClient.authenticator",6118,1780,-4338,"-70.91%",0.48505510187901374,0.1308631083664167,-0.354191993512597,"-73.02%"
"public java.net.ResponseCache com.squareup.okhttp.OkHttpClient.responseCache",5369,4480,-889,"-16.56%",0.4256719257908507,0.3293633289222173,-0.09630859686863341,"-22.63%"
"public java.net.ProxySelector com.squareup.okhttp.OkHttpClient.proxySelector",2392,16294,13902,"581.19%",0.18964560374217077,1.1979120717541538,1.008266468011983,"531.66%"
"public javax.net.ssl.SSLSocketFactory com.squareup.okhttp.OkHttpClient.getSslSocketFactory()",5256,5953,697,"13.26%",0.4167129152461746,0.43765622702543744,0.02094331177926284,"5.03%"
"public javax.net.ssl.SSLSocketFactory com.squareup.okhttp.OkHttpClient.sslSocketFactory",4181,4407,226,"5.41%",0.33148339015301675,0.3239964711071901,-0.007486919045826657,"-2.26%"
"public com.squareup.okhttp.OkAuthenticator com.squareup.okhttp.OkHttpClient.getAuthenticator()",2846,1993,-853,"-29.97%",0.22564021247918814,0.1465225702102632,-0.07911764226892495,"-35.06%"
"public java.util.Set com.squareup.okhttp.OkHttpClient.failedRoutes",10361,6045,-4316,"-41.66%",0.8214540553397288,0.4444199382443758,-0.377034117095353,"-45.9%"
"public com.squareup.okhttp.OkHttpClient com.squareup.okhttp.OkHttpClient.setCookieHandler(java.net.CookieHandler)",21662,10570,-11092,"-51.2%",1.7174343930864981,0.7770916041758565,-0.9403427889106416,"-54.75%"
"public java.net.CookieHandler com.squareup.okhttp.OkHttpClient.getCookieHandler()",15218,33883,18665,"122.65%",1.2065329422024895,2.4910307307748862,1.2844977885723967,"106.46%"
"public java.net.ResponseCache com.squareup.okhttp.OkHttpClient.getResponseCache()",4074,13098,9024,"221.5%",0.3230000792832792,0.9629466254962505,0.6399465462129714,"198.13%"
"public javax.net.ssl.HostnameVerifier com.squareup.okhttp.OkHttpClient.hostnameVerifier",5844,3374,-2470,"-42.27%",0.463331483390153,0.2480517570945449,-0.2152797262956081,"-46.46%"
"public boolean com.squareup.okhttp.OkHttpClient.followProtocolRedirects",11681,2054,-9627,"-82.42%",0.9261079838262111,0.15100720482282018,-0.7751007790033909,"-83.69%"
"public com.squareup.okhttp.OkHttpClient com.squareup.okhttp.OkHttpClient.setResponseCache(java.net.ResponseCache)",23056,6083,-16973,"-73.62%",1.8279552842305558,0.4472136450521982,-1.3807416391783576,"-75.53%"
"public java.net.ProxySelector com.squareup.okhttp.OkHttpClient.getProxySelector()",3714,2685,-1029,"-27.71%",0.2944580987869658,0.19739744155271283,-0.097060657234253,"-32.96%"
"com.squareup.okhttp.OkHttpClient()",42607,57153,14546,"34.14%",3.3780226750178386,4.201808557565064,0.8237858825472255,"24.39%"
"public com.squareup.okhttp.OkHttpClient com.squareup.okhttp.OkHttpClient.setProxy(java.net.Proxy)",5676,8032,2356,"41.51%",0.45001189249187346,0.5905013968534039,0.1404895043615304,"31.22%"
"public final native java.lang.Class java.lang.Object.getClass()",735,438,-297,"-40.41%",0.05827321017997304,0.032201146890163214,-0.02607206328980983,"-44.74%"
"public javax.net.ssl.HostnameVerifier com.squareup.okhttp.OkHttpClient.getHostnameVerifier()",10954,6090,-4864,"-44.4%",0.8684690398794894,0.4477282752536392,-0.42074076462585025,"-48.45%"
"public com.squareup.okhttp.ConnectionPool com.squareup.okhttp.OkHttpClient.getConnectionPool()",2499,5583,3084,"123.41%",0.19812891461190835,0.4104543449492722,0.21232543033736384,"107.17%"
"java.util.LinkedHashSet()",20053,4664,-15389,"-76.74%",1.5898675969238087,0.3428907513600941,-1.2469768455637147,"-78.43%"
"public com.squareup.okhttp.OkHttpClient com.squareup.okhttp.OkHttpClient.setProxySelector(java.net.ProxySelector)",22554,14570,-7984,"-35.4%",1.78815507809403,1.0711660049992648,-0.7169890730947652,"-40.1%"
"public com.squareup.okhttp.OkHttpClient com.squareup.okhttp.OkHttpClient.setConnectionPool(com.squareup.okhttp.ConnectionPool)",11695,14192,2497,"21.35%",0.927217949734401,1.0433759741214528,0.1161580243870518,"12.53%"
"com.squareup.okhttp.Route[0]",20053,4664,-15389,"-76.74%",1.5898675969238087,0.3428907513600941,-1.2469768455637147,"-78.43%"
"public java.net.CookieHandler com.squareup.okhttp.OkHttpClient.cookieHandler",11292,2708,-8584,"-76.02%",0.8952667882343613,0.19908836935744745,-0.6961784188769139,"-77.76%"
"public com.squareup.okhttp.OkHttpClient com.squareup.okhttp.OkHttpClient.setHostnameVerifier(javax.net.ssl.HostnameVerifier)",9332,20773,11441,"122.6%",0.7398715610877666,1.5272018820761653,0.7873303209883986,"106.41%"
"public static boolean java.util.Collections.addAll(java.util.Collection|java.lang.Object[])",20053,4664,-15389,"-76.74%",1.5898675969238087,0.3428907513600941,-1.2469768455637147,"-78.43%"
"public boolean com.squareup.okhttp.OkHttpClient.getFollowProtocolRedirects()",14702,31726,17024,"115.79%",1.1656227701577737,2.332451110130863,1.1668283399730892,"100.1%"
"public java.net.Proxy com.squareup.okhttp.OkHttpClient.proxy",2340,2012,-328,"-14.02%",0.18552287322603664,0.14791942361417437,-0.037603449611862266,"-20.27%"
