Methods called,Number of times(Original),Number of times(Modified),Modified - Original,Percentage(Gain/Loss),Number of times(Original-Normalized),Number of times(Modified-Normalized),Modified - Original,Percentage(Gain/Loss)
"public void cuke4duke.internal.language.ProgrammingLanguage.addStepDefinition(cuke4duke.internal.language.StepDefinition)",475,454,-21,"-4.42%",0.0895888344021124,0.08482810164424515,-0.004760732757867259,"-5.31%"
"public void cuke4duke.internal.java.JavaLanguage.end_scenario()",449,503,54,"12.03%",0.08468502451904941,0.09398355754857997,0.009298533029530556,"10.98%"
"cuke4duke.internal.java.JavaLanguage(cuke4duke.internal.language.LanguageMixin)",1,1,0,"0.0%",0.0001886080724254998,0.0001868460388639761,-1.762033561523719e-06,"-0.93%"
"cuke4duke.internal.java.JavaLanguage()",5300,5350,50,"0.94%",0.999622783855149,0.999626307922272,3.524067123006347e-06,"0.0%"
"public cuke4duke.internal.language.LanguageMixin cuke4duke.internal.java.JavaLanguage.languageMixin",8664,10683,2019,"23.3%",1.6341003394945304,1.9960762331838564,0.36197589368932603,"22.15%"
"public void cuke4duke.internal.java.JavaLanguage.registerBeforeMaybe(java.lang.reflect.Method)",484,486,2,"0.41%",0.0912863070539419,0.09080717488789238,-0.00047913216604952846,"-0.52%"
"public void cuke4duke.internal.java.JavaLanguage.registerAfterMaybe(java.lang.reflect.Method)",493,482,-11,"-2.23%",0.0929837797057714,0.09005979073243647,-0.002923988973334929,"-3.14%"
"public void cuke4duke.internal.java.JavaLanguage.begin_scenario()",455,485,30,"6.59%",0.08581667295360242,0.0906203288490284,0.004803655895425987,"5.6%"
"public java.util.List cuke4duke.internal.language.ProgrammingLanguage.step_definitions_for(java.lang.String) throws java.lang.Exception",535,542,7,"1.31%",0.1009053187476424,0.10127055306427504,0.0003652343166326427,"0.36%"
"public cuke4duke.internal.java.ObjectFactory cuke4duke.internal.java.JavaLanguage.objectFactory",11670,7958,-3712,"-31.81%",2.2010562052055826,1.4869207772795217,-0.714135427926061,"-32.45%"
"public java.lang.Class cuke4duke.internal.java.JavaLanguage.loadClass(java.lang.String) throws java.lang.ClassNotFoundException",523,540,17,"3.25%",0.0986420218785364,0.10089686098654709,0.0022548391080106783,"2.29%"
"public final native java.lang.Class java.lang.Object.getClass()",541,503,-38,"-7.02%",0.1020369671821954,0.09398355754857997,-0.008053409633615435,"-7.89%"
"public void cuke4duke.internal.java.JavaLanguage.registerStepDefinitionMaybe(java.lang.reflect.Method)",497,498,1,"0.2%",0.0937382119954734,0.0930493273542601,-0.0006888846412133054,"-0.73%"
"public void cuke4duke.internal.java.JavaLanguage.load(java.lang.String) throws java.lang.ClassNotFoundException",531,516,-15,"-2.82%",0.1001508864579404,0.09641255605381166,-0.0037383304041287424,"-3.73%"
"java.lang.Object()",1,1,0,"0.0%",0.0001886080724254998,0.0001868460388639761,-1.762033561523719e-06,"-0.93%"
