Classes of objects created,Number of objects created(Original),Number of objects created(Modified),Modified - Original,Percentage(Gain/Loss),Number of unique objects manipulated(Original),Number of unique objects manipulated(Modified),Modified - Original,Percentage(Gain/Loss),Number of objects created(Original-Normalized),Number of objects created(Modified-Normalized),Modified - Original,Percentage(Gain/Loss),Number of unique objects manipulated(Original-Normalized),Number of unique objects manipulated(Modified-Normalized),Modified - Original,Percentage(Gain/Loss)
class java.lang.Object,1,1,0,"0.0%",1,1,0,"0.0%",0.0001886080724254998,0.0001868460388639761,-1.762033561523719e-06,"-0.93%",0.0001886080724254998,0.0001868460388639761,-1.762033561523719e-06,"-0.93%"
class cuke4duke.internal.java.JavaLanguage,5300,5350,50,"0.94%",2,2,0,"0.0%",0.999622783855149,0.999626307922272,3.524067123006347e-06,"0.0%",0.0003772161448509996,0.0003736920777279522,-3.524067123047438e-06,"-0.93%"
class java.lang.Class,419,366,-53,"-12.65%",2,2,0,"0.0%",0.07902678234628442,0.06838565022421525,-0.010641132122069172,"-13.47%",0.0003772161448509996,0.0003736920777279522,-3.524067123047438e-06,"-0.93%"
