Methods called,Number of times(Original),Number of times(Modified),Modified - Original,Percentage(Gain/Loss),Number of times(Original-Normalized),Number of times(Modified-Normalized),Modified - Original,Percentage(Gain/Loss)
"public void cuke4duke.internal.language.ProgrammingLanguage.addStepDefinition(cuke4duke.internal.language.StepDefinition)",2299,2426,127,"5.52%",0.08523022169496552,0.08636832923920396,0.0011381075442384314,"1.34%"
"public void cuke4duke.internal.java.JavaLanguage.end_scenario()",2473,2510,37,"1.5%",0.09168087788240528,0.08935882373883015,-0.002322054143575128,"-2.53%"
"cuke4duke.internal.java.JavaLanguage(cuke4duke.internal.language.LanguageMixin)",1,1,0,"0.0%",3.707273670942389e-05,3.560112499554986e-05,-1.4716117138740262e-06,"-3.97%"
"cuke4duke.internal.java.JavaLanguage()",205334,148913,-56421,"-27.48%",7.612293319492845,5.301470326462316,-2.310822993030529,"-30.36%"
"public cuke4duke.internal.language.LanguageMixin cuke4duke.internal.java.JavaLanguage.languageMixin",69778,120768,50990,"73.07%",2.58686142211018,4.299476663462565,1.7126152413523852,"66.2%"
"public void cuke4duke.internal.java.JavaLanguage.registerBeforeMaybe(java.lang.reflect.Method)",2386,2479,93,"3.9%",0.0884555497886854,0.0882551888639681,-0.00020036092471729938,"-0.23%"
"public void cuke4duke.internal.java.JavaLanguage.registerAfterMaybe(java.lang.reflect.Method)",2393,2554,161,"6.73%",0.08871505894565136,0.09092527323863434,0.0022102142929829732,"2.49%"
"public void cuke4duke.internal.java.JavaLanguage.begin_scenario()",2419,2494,75,"3.1%",0.08967895010009638,0.08878920573890135,-0.0008897443611950301,"-0.99%"
"public java.util.List cuke4duke.internal.language.ProgrammingLanguage.step_definitions_for(java.lang.String) throws java.lang.Exception",2742,2815,73,"2.66%",0.1016534440572403,0.10021716686247285,-0.0014362771947674519,"-1.41%"
"public void cuke4duke.internal.java.JavaLanguage.registerStepDefinitionsFor(java.lang.Class)",178524,120996,-57528,"-32.22%",6.6183732483131905,4.307593719961551,-2.31077952835164,"-34.91%"
"public cuke4duke.internal.java.ObjectFactory cuke4duke.internal.java.JavaLanguage.objectFactory",98319,94860,-3459,"-3.52%",3.6449544005338472,3.3771227170778597,-0.2678316834559875,"-7.35%"
"public java.lang.Class cuke4duke.internal.java.JavaLanguage.loadClass(java.lang.String) throws java.lang.ClassNotFoundException",2710,2780,70,"2.58%",0.10046711648253874,0.09897112748762861,-0.0014959889949101302,"-1.49%"
"public final native java.lang.Class java.lang.Object.getClass()",106864,64025,-42839,"-40.09%",3.9617409357158744,2.27936202784008,-1.6823789078757945,"-42.47%"
"public void cuke4duke.internal.java.JavaLanguage.registerStepDefinitionMaybe(java.lang.reflect.Method)",2431,2515,84,"3.46%",0.09012382294060947,0.0895368293638079,-0.0005869935768015727,"-0.65%"
"public void cuke4duke.internal.java.JavaLanguage.load(java.lang.String) throws java.lang.ClassNotFoundException",2679,2767,88,"3.28%",0.0993178616445466,0.09850831286268646,-0.0008095487818601393,"-0.82%"
"java.lang.Object()",0,1,1,"INF%",0.0,3.560112499554986e-05,3.560112499554986e-05,"INF%"
