Classes of objects created,Number of objects created(Original),Number of objects created(Modified),Modified - Original,Percentage(Gain/Loss),Number of unique objects manipulated(Original),Number of unique objects manipulated(Modified),Modified - Original,Percentage(Gain/Loss),Number of objects created(Original-Normalized),Number of objects created(Modified-Normalized),Modified - Original,Percentage(Gain/Loss),Number of unique objects manipulated(Original-Normalized),Number of unique objects manipulated(Modified-Normalized),Modified - Original,Percentage(Gain/Loss)
class java.lang.Boolean,3545,293,-3252,"-91.73%",2,2,0,"0.0%",0.43971719176383034,0.08371428571428571,-0.35600290604954465,"-80.96%",0.00024807740014884643,0.0005714285714285715,0.00032335117127972504,"130.34%"
class org.apache.storm.kafka.spout.KafkaSpout$OffsetComparator,4914,5529,615,"12.52%",1,1,0,"0.0%",0.6095261721657157,1.5797142857142856,0.9701881135485699,"159.17%",0.00012403870007442322,0.00028571428571428574,0.00016167558563986252,"130.34%"
class java.lang.String,6533,4207,-2326,"-35.6%",39,575,536,"1374.36%",0.8103448275862069,1.202,0.3916551724137931,"48.33%",0.004837509302902505,0.16428571428571428,0.1594482049828118,"3296.08%"
class org.apache.storm.kafka.spout.KafkaSpout$1,1177,32,-1145,"-97.28%",1,1,0,"0.0%",0.14599354998759612,0.009142857142857144,-0.13685069284473897,"-93.74%",0.00012403870007442322,0.00028571428571428574,0.00016167558563986252,"130.34%"
class org.apache.kafka.common.record.TimestampType,755,3011,2256,"298.81%",1,1,0,"0.0%",0.09364921855618953,0.8602857142857143,0.7666364957295247,"818.63%",0.00012403870007442322,0.00028571428571428574,0.00016167558563986252,"130.34%"
class java.util.ArrayList,129,0,-129,"-INF%",1,0,-1,"-INF%",0.016000992309600594,0.0,-0.016000992309600594,"-INF%",0.00012403870007442322,0.0,-0.00012403870007442322,"-INF%"
class java.util.Optional,1498,926,-572,"-38.18%",1,1,0,"0.0%",0.18580997271148597,0.26457142857142857,0.0787614558599426,"42.39%",0.00012403870007442322,0.00028571428571428574,0.00016167558563986252,"130.34%"
class [Lorg.apache.storm.kafka.spout.KafkaSpoutMessageId;,829,65,-764,"-92.16%",1,1,0,"0.0%",0.10282808236169685,0.018571428571428572,-0.08425665379026828,"-81.94%",0.00012403870007442322,0.00028571428571428574,0.00016167558563986252,"130.34%"
class java.lang.Object,3,1108,1105,"36833.33%",1,1,0,"0.0%",0.00037211610022326965,0.31657142857142856,0.3161993124712053,"84973.3%",0.00012403870007442322,0.00028571428571428574,0.00016167558563986252,"130.34%"
class java.lang.Integer,9827,3270,-6557,"-66.72%",9,9,0,"0.0%",1.218928305631357,0.9342857142857143,-0.2846425913456426,"-23.35%",0.001116348300669809,0.0025714285714285713,0.0014550802707587623,"130.34%"
class org.apache.storm.kafka.spout.KafkaSpout,5744,971,-4773,"-83.1%",97,31,-66,"-68.04%",0.712478293227487,0.2774285714285714,-0.4350497217989156,"-61.06%",0.012031753907219053,0.008857142857142857,-0.0031746110500761957,"-26.39%"
class java.util.Comparator$$Lambda$228/1195282792,4035,0,-4035,"-INF%",1,0,-1,"-INF%",0.5004961548002977,0.0,-0.5004961548002977,"-INF%",0.00012403870007442322,0.0,-0.00012403870007442322,"-INF%"
class java.util.Collections$ReverseComparator2,3814,1401,-2413,"-63.27%",3128,1044,-2084,"-66.62%",0.47308360208385014,0.4002857142857143,-0.07279788779813584,"-15.39%",0.3879930538327958,0.29828571428571427,-0.08970733954708154,"-23.12%"
class org.apache.kafka.clients.consumer.ConsumerRecord,7496,6569,-927,"-12.37%",2398,5719,3321,"138.49%",0.9297940957578764,1.8768571428571428,0.9470630470992664,"101.86%",0.29744480277846685,1.634,1.336555197221533,"449.35%"
class java.lang.Class,229,1232,1003,"437.99%",13,9,-4,"-30.77%",0.028404862317042916,0.352,0.32359513768295706,"1139.22%",0.0016125031009675019,0.0025714285714285713,0.0009589254704610694,"59.47%"
class java.util.LinkedHashSet,742,65,-677,"-91.24%",1,1,0,"0.0%",0.09203671545522203,0.018571428571428572,-0.07346528688379346,"-79.82%",0.00012403870007442322,0.00028571428571428574,0.00016167558563986252,"130.34%"
class org.apache.kafka.common.header.internals.RecordHeaders,2162,1287,-875,"-40.47%",1,1,0,"0.0%",0.268171669560903,0.3677142857142857,0.09954261615338272,"37.12%",0.00012403870007442322,0.00028571428571428574,0.00016167558563986252,"130.34%"
class java.lang.Long,7811,2575,-5236,"-67.03%",9,9,0,"0.0%",0.9688662862813198,0.7357142857142858,-0.233152000567034,"-24.06%",0.001116348300669809,0.0025714285714285713,0.0014550802707587623,"130.34%"
class java.util.Comparator$$Lambda$231/1363285785,0,622,622,"INF%",0,1,1,"INF%",0.0,0.1777142857142857,0.1777142857142857,"INF%",0.0,0.00028571428571428574,0.00028571428571428574,"INF%"
