Methods called,Number of times(Original),Number of times(Modified),Modified - Original,Percentage(Gain/Loss),Number of times(Original-Normalized),Number of times(Modified-Normalized),Modified - Original,Percentage(Gain/Loss)
"public void org.apache.storm.kafka.spout.KafkaSpout.activate()",143,18,-125,"-87.41%",0.017737534110642522,0.005142857142857143,-0.012594676967785379,"-71.01%"
"public static final int org.apache.kafka.clients.consumer.ConsumerRecord.NULL_CHECKSUM",1,1,0,"0.0%",0.00012403870007442322,0.00028571428571428574,0.00016167558563986252,"130.34%"
"public void org.apache.storm.kafka.spout.KafkaSpout.emit()",131,16,-115,"-87.79%",0.01624906970974944,0.004571428571428572,-0.01167764113832087,"-71.87%"
"public org.apache.kafka.common.record.TimestampType org.apache.kafka.clients.consumer.ConsumerRecord.timestampType()",1898,3013,1115,"58.75%",0.23542545274125526,0.8608571428571429,0.6254316901158876,"265.66%"
"public java.lang.Object org.apache.kafka.clients.consumer.ConsumerRecord.key()",1674,1355,-319,"-19.06%",0.20764078392458446,0.3871428571428571,0.17950207321827266,"86.45%"
"public void org.apache.storm.kafka.spout.KafkaSpout.commitOffsetsForAckedTuples()",134,17,-117,"-87.31%",0.01662118580997271,0.004857142857142857,-0.011764042952829854,"-70.78%"
"org.apache.storm.kafka.spout.KafkaSpoutMessageId[0]",829,65,-764,"-92.16%",0.10282808236169685,0.018571428571428572,-0.08425665379026828,"-81.94%"
"org.apache.storm.kafka.spout.KafkaSpout$KafkaSpoutConsumerRebalanceListener(org.apache.storm.kafka.spout.KafkaSpout)",14,83,69,"492.86%",0.0017365418010419251,0.023714285714285716,0.02197774391324379,"1265.6%"
"public org.apache.storm.kafka.spout.KafkaSpoutConfig org.apache.storm.kafka.spout.KafkaSpout.kafkaSpoutConfig",668,44,-624,"-93.41%",0.08285785164971471,0.012571428571428572,-0.07028642307828614,"-84.83%"
"public void org.apache.storm.kafka.spout.KafkaSpout.nextTuple()",160,19,-141,"-88.12%",0.019846192011907716,0.0054285714285714284,-0.014417620583336288,"-72.65%"
"public static final long org.apache.kafka.clients.consumer.ConsumerRecord.NO_TIMESTAMP",1,1,0,"0.0%",0.00012403870007442322,0.00028571428571428574,0.00016167558563986252,"130.34%"
"public int org.apache.kafka.clients.consumer.ConsumerRecord.serializedValueSize()",1586,1511,-75,"-4.73%",0.19672537831803522,0.4317142857142857,0.2349889073962505,"119.45%"
"org.apache.storm.kafka.spout.KafkaSpout()",5744,971,-4773,"-83.1%",0.712478293227487,0.2774285714285714,-0.4350497217989156,"-61.06%"
"org.apache.storm.kafka.spout.KafkaSpout(org.apache.storm.kafka.spout.KafkaSpoutConfig)",174,394,220,"126.44%",0.02158273381294964,0.11257142857142857,0.09098869475847893,"421.58%"
"public void org.apache.storm.kafka.spout.KafkaSpout.doSeekRetriableTopicPartitions()",124,15,-109,"-87.9%",0.015380798809228479,0.004285714285714286,-0.011095084523514192,"-72.14%"
"public default java.util.Comparator java.util.Comparator.reversed()",4244,1530,-2714,"-63.95%",0.5264202431158521,0.43714285714285717,-0.08927738597299495,"-16.96%"
"public void org.apache.storm.kafka.spout.KafkaSpout.setAcked(org.apache.kafka.common.TopicPartition|long)",154,15,-139,"-90.26%",0.019101959811461174,0.004285714285714286,-0.01481624552574689,"-77.56%"
"public java.lang.String org.apache.kafka.clients.consumer.ConsumerRecord.topic()",1602,1369,-233,"-14.54%",0.198709997519226,0.3911428571428571,0.19243285962363113,"96.84%"
"public static boolean java.util.Collections.addAll(java.util.Collection|java.lang.Object[])",829,65,-764,"-92.16%",0.10282808236169685,0.018571428571428572,-0.08425665379026828,"-81.94%"
"org.apache.storm.kafka.spout.KafkaSpout$OffsetComparator()",4548,4004,-544,"-11.96%",0.5641280079384768,1.144,0.5798719920615231,"102.79%"
"public transient int org.apache.storm.kafka.spout.KafkaSpout.maxRetries",4160,40,-4120,"-99.04%",0.5160009923096006,0.011428571428571429,-0.5045724208810292,"-97.79%"
"public transient java.util.Set org.apache.storm.kafka.spout.KafkaSpout.emitted",1331,91,-1240,"-93.16%",0.1650955097990573,0.026,-0.1390955097990573,"-84.25%"
"public transient org.apache.storm.kafka.spout.KafkaSpout$Timer org.apache.storm.kafka.spout.KafkaSpout.commitTimer",1497,94,-1403,"-93.72%",0.18568593401141156,0.026857142857142857,-0.1588287911542687,"-85.54%"
"public void org.apache.storm.kafka.spout.KafkaSpout.setWaitingToEmit(org.apache.kafka.clients.consumer.ConsumerRecords)",155,21,-134,"-86.45%",0.0192259985115356,0.006,-0.0132259985115356,"-68.79%"
"public boolean org.apache.storm.kafka.spout.KafkaSpout.waitingToEmit()",1104,146,-958,"-86.78%",0.13693872488216324,0.04171428571428572,-0.09522443916787753,"-69.54%"
"public void org.apache.storm.kafka.spout.KafkaSpout.deactivate()",137,18,-119,"-86.86%",0.01699330191019598,0.005142857142857143,-0.011850444767338836,"-69.74%"
"public org.apache.kafka.clients.consumer.ConsumerRecords org.apache.storm.kafka.spout.KafkaSpout.pollKafkaBroker()",128,21,-107,"-83.59%",0.015876953609526172,0.006,-0.009876953609526172,"-62.21%"
"public boolean org.apache.storm.kafka.spout.KafkaSpout.commit()",184,21,-163,"-88.59%",0.02282312081369387,0.006,-0.016823120813693873,"-73.71%"
"public java.lang.String org.apache.storm.kafka.spout.KafkaSpout.getWildCardTopics()",148,12,-136,"-91.89%",0.018357727611014635,0.0034285714285714284,-0.014929156182443207,"-81.32%"
"public boolean org.apache.storm.kafka.spout.KafkaSpout.poll()",126,14,-112,"-88.89%",0.015628876209377324,0.004,-0.011628876209377324,"-74.41%"
"org.apache.kafka.clients.consumer.ConsumerRecord(java.lang.String| int| long| long| org.apache.kafka.common.record.TimestampType| java.lang.Long| int| int| java.lang.Object| java.lang.Object| org.apache.kafka.common.header.Headers)",599,213,-386,"-64.44%",0.07429918134457951,0.06085714285714286,-0.01344203848743665,"-18.09%"
"org.apache.kafka.clients.consumer.ConsumerRecord(java.lang.String| int| long| long| org.apache.kafka.common.record.TimestampType| java.lang.Long| int| int| java.lang.Object| java.lang.Object| org.apache.kafka.common.header.Headers| java.util.Optional)",355,41,-314,"-88.45%",0.044033738526420244,0.011714285714285714,-0.03231945281213453,"-73.4%"
"org.apache.kafka.clients.consumer.ConsumerRecord(java.lang.String| int| long| long| org.apache.kafka.common.record.TimestampType| long| int| int| java.lang.Object| java.lang.Object)",3578,1308,-2270,"-63.44%",0.4438104688662863,0.3737142857142857,-0.07009618315200056,"-15.79%"
"public org.apache.kafka.common.header.Headers org.apache.kafka.clients.consumer.ConsumerRecord.headers()",2162,1287,-875,"-40.47%",0.268171669560903,0.3677142857142857,0.09954261615338272,"37.12%"
"org.apache.kafka.clients.consumer.ConsumerRecord(java.lang.String| int| long| java.lang.Object| java.lang.Object)",2980,5014,2034,"68.26%",0.3696353262217812,1.4325714285714286,1.0629361023496475,"287.56%"
"public static org.slf4j.Logger org.apache.storm.kafka.spout.KafkaSpout.LOG",1,1,0,"0.0%",0.00012403870007442322,0.00028571428571428574,0.00016167558563986252,"130.34%"
"public transient boolean org.apache.storm.kafka.spout.KafkaSpout.consumerAutoCommitMode",1040,36,-1004,"-96.54%",0.12900024807740015,0.010285714285714285,-0.11871453379168587,"-92.03%"
"public void org.apache.storm.kafka.spout.KafkaSpout.subscribeKafkaConsumer()",143,13,-130,"-90.91%",0.017737534110642522,0.0037142857142857142,-0.014023248396356807,"-79.06%"
"public void org.apache.storm.kafka.spout.KafkaSpout.declareOutputFields(org.apache.storm.topology.OutputFieldsDeclarer)",140,20,-120,"-85.71%",0.01736541801041925,0.005714285714285714,-0.011651132296133536,"-67.09%"
"public void org.apache.storm.kafka.spout.KafkaSpout.shutdown()",137,14,-123,"-89.78%",0.01699330191019598,0.004,-0.01299330191019598,"-76.46%"
"public int org.apache.kafka.clients.consumer.ConsumerRecord.partition()",2675,853,-1822,"-68.11%",0.3318035226990821,0.24371428571428572,-0.08808923698479637,"-26.55%"
"public java.lang.String org.apache.storm.kafka.spout.KafkaSpout.toString()",837,44,-793,"-94.74%",0.10382039196229223,0.012571428571428572,-0.09124896339086366,"-87.89%"
"public transient boolean org.apache.storm.kafka.spout.KafkaSpout.initialized",495,45,-450,"-90.91%",0.06139915653683949,0.012857142857142857,-0.048542013679696634,"-79.06%"
"public java.lang.Object org.apache.kafka.clients.consumer.ConsumerRecord.value()",1421,2156,735,"51.72%",0.17625899280575538,0.616,0.4397410071942446,"249.49%"
"public void org.apache.storm.kafka.spout.KafkaSpout.fail(java.lang.Object)",83,5,-78,"-93.98%",0.010295212106177128,0.0014285714285714286,-0.0088666406776057,"-86.12%"
"java.util.ArrayList()",129,0,-129,"-INF%",0.016000992309600594,0.0,-0.016000992309600594,"-INF%"
"public transient java.util.Iterator org.apache.storm.kafka.spout.KafkaSpout.waitingToEmit",1064,20,-1044,"-98.12%",0.1319771768791863,0.005714285714285714,-0.12626289116490058,"-95.67%"
"public org.apache.storm.spout.SpoutOutputCollector org.apache.storm.kafka.spout.KafkaSpout.collector",880,27,-853,"-96.93%",0.10915405606549243,0.007714285714285714,-0.10143977035120672,"-92.93%"
"public transient org.apache.storm.kafka.spout.KafkaSpoutTuplesBuilder org.apache.storm.kafka.spout.KafkaSpout.tuplesBuilder",597,39,-558,"-93.47%",0.07405110394443067,0.011142857142857144,-0.06290824680157352,"-84.95%"
"public org.apache.storm.kafka.spout.KafkaSpoutStreams org.apache.storm.kafka.spout.KafkaSpout.kafkaSpoutStreams",1168,95,-1073,"-91.87%",0.14487720168692633,0.027142857142857142,-0.1177343445440692,"-81.26%"
"public final native java.lang.Class java.lang.Object.getClass()",247,1233,986,"399.19%",0.030637558918382535,0.3522857142857143,0.32164815536733177,"1049.85%"
"public java.util.Collection org.apache.storm.kafka.spout.KafkaSpout.toArrayList(org.apache.kafka.common.TopicPartition)",1177,32,-1145,"-97.28%",0.14599354998759612,0.009142857142857144,-0.13685069284473897,"-93.74%"
"public static java.util.Comparator org.apache.storm.kafka.spout.KafkaSpout.OFFSET_COMPARATOR",1,86,85,"8500.0%",0.00012403870007442322,0.02457142857142857,0.02444738987135415,"19709.49%"
"java.util.LinkedHashSet()",700,65,-635,"-90.71%",0.08682709005209625,0.018571428571428572,-0.06825566148066768,"-78.61%"
"public java.util.Optional org.apache.kafka.clients.consumer.ConsumerRecord.leaderEpoch()",1511,926,-585,"-38.72%",0.1874224758124535,0.26457142857142857,0.07714895275897507,"41.16%"
"public void org.apache.storm.kafka.spout.KafkaSpout.close()",139,13,-126,"-90.65%",0.017241379310344827,0.0037142857142857142,-0.013527093596059112,"-78.46%"
"public boolean org.apache.storm.kafka.spout.KafkaSpout.emitTupleIfNotEmitted(org.apache.kafka.clients.consumer.ConsumerRecord)",156,10,-146,"-93.59%",0.01935003721161002,0.002857142857142857,-0.016492894354467165,"-85.23%"
"public transient long org.apache.storm.kafka.spout.KafkaSpout.numUncommittedOffsets",957,74,-883,"-92.27%",0.11870503597122302,0.021142857142857144,-0.09756217882836588,"-82.19%"
"public java.lang.String org.apache.kafka.clients.consumer.ConsumerRecord.toString()",1011,638,-373,"-36.89%",0.12540312577524187,0.18228571428571427,0.0568825885104724,"45.36%"
"public transient org.apache.storm.kafka.spout.KafkaSpoutRetryService org.apache.storm.kafka.spout.KafkaSpout.retryService",656,54,-602,"-91.77%",0.08136938724882163,0.015428571428571429,-0.0659408158202502,"-81.04%"
"public int org.apache.kafka.clients.consumer.ConsumerRecord.serializedKeySize()",1404,864,-540,"-38.46%",0.1741503349044902,0.24685714285714286,0.07270680795265266,"41.75%"
"public void org.apache.storm.kafka.spout.KafkaSpout.ack(java.lang.Object)",89,7,-82,"-92.13%",0.011039444306623666,0.002,-0.009039444306623666,"-81.88%"
"public transient org.apache.kafka.clients.consumer.KafkaConsumer org.apache.storm.kafka.spout.KafkaSpout.kafkaConsumer",1053,51,-1002,"-95.16%",0.13061275117836765,0.014571428571428572,-0.11604132260693908,"-88.84%"
"public java.util.Map org.apache.storm.kafka.spout.KafkaSpout.getComponentConfiguration()",139,19,-120,"-86.33%",0.017241379310344827,0.0054285714285714284,-0.011812807881773399,"-68.51%"
"java.lang.Object()",3,1108,1105,"36833.33%",0.00037211610022326965,0.31657142857142856,0.3161993124712053,"84973.3%"
"public long org.apache.kafka.clients.consumer.ConsumerRecord.offset()",1882,677,-1205,"-64.03%",0.2334408335400645,0.19342857142857142,-0.040012262111493085,"-17.14%"
