Methods called,Number of times(Original),Number of times(Modified),Modified - Original,Percentage(Gain/Loss),Number of times(Original-Normalized),Number of times(Modified-Normalized),Modified - Original,Percentage(Gain/Loss)
"public java.util.Optional org.apache.kafka.clients.consumer.ConsumerRecord.leaderEpoch()",11105,15196,4091,"36.84%",0.8797433256753545,1.1999368288060643,0.3201935031307098,"36.4%"
"public long org.apache.kafka.clients.consumer.ConsumerRecord.checksum()",8248,9456,1208,"14.65%",0.6534104412580211,0.7466835123183828,0.09327307106036176,"14.27%"
"public int org.apache.kafka.clients.consumer.ConsumerRecord.partition()",14560,6706,-7854,"-53.94%",1.153450051493306,0.5295325331648768,-0.6239175183284291,"-54.09%"
"public static final int org.apache.kafka.clients.consumer.ConsumerRecord.NULL_SIZE",1,1,0,"0.0%",7.922047056959519e-05,7.896399241945672e-05,-2.5647815013846674e-07,"-0.32%"
"public long org.apache.kafka.clients.consumer.ConsumerRecord.timestamp()",11413,20929,9516,"83.38%",0.9041432306107898,1.6526373973468098,0.74849416673602,"82.78%"
"public java.lang.String org.apache.kafka.clients.consumer.ConsumerRecord.topic()",13233,7786,-5447,"-41.16%",1.048324487047453,0.61481364497789,-0.43351084206956303,"-41.35%"
"public java.lang.Object org.apache.kafka.clients.consumer.ConsumerRecord.value()",9125,6771,-2354,"-25.8%",0.7228867939475561,0.5346651926721415,-0.18822160127541454,"-26.04%"
"public static final int org.apache.kafka.clients.consumer.ConsumerRecord.NULL_CHECKSUM",1,1,0,"0.0%",7.922047056959519e-05,7.896399241945672e-05,-2.5647815013846674e-07,"-0.32%"
"public org.apache.kafka.common.record.TimestampType org.apache.kafka.clients.consumer.ConsumerRecord.timestampType()",28471,11633,-16838,"-59.14%",2.2554860175869447,0.9185881238155401,-1.3368978937714044,"-59.27%"
"public java.lang.String org.apache.kafka.clients.consumer.ConsumerRecord.toString()",7386,18356,10970,"148.52%",0.5851223956270301,1.4494630448515478,0.8643406492245177,"147.72%"
"public java.lang.Object org.apache.kafka.clients.consumer.ConsumerRecord.key()",8896,10667,1771,"19.91%",0.7047453061871187,0.8423089071383449,0.13756360095122622,"19.52%"
"public int org.apache.kafka.clients.consumer.ConsumerRecord.serializedKeySize()",7252,6799,-453,"-6.25%",0.5745068525707042,0.5368761844598863,-0.037630668110817944,"-6.55%"
"org.apache.kafka.clients.consumer.ConsumerRecord(java.lang.String| int| long| long| org.apache.kafka.common.record.TimestampType| long| int| int| java.lang.Object| java.lang.Object)",5323,25511,20188,"379.26%",0.42169056484195516,2.0144504106127608,1.5927598457708056,"377.71%"
"org.apache.kafka.clients.consumer.ConsumerRecord(java.lang.String| int| long| java.lang.Object| java.lang.Object)",32518,12143,-20375,"-62.66%",2.5760912619820964,0.958859759949463,-1.6172315020326333,"-62.78%"
"org.apache.kafka.clients.consumer.ConsumerRecord(java.lang.String| int| long| long| org.apache.kafka.common.record.TimestampType| java.lang.Long| int| int| java.lang.Object| java.lang.Object| org.apache.kafka.common.header.Headers)",2243,1258,-985,"-43.91%",0.177691515487602,0.09933670246367657,-0.07835481302392544,"-44.1%"
"org.apache.kafka.clients.consumer.ConsumerRecord(java.lang.String| int| long| long| org.apache.kafka.common.record.TimestampType| java.lang.Long| int| int| java.lang.Object| java.lang.Object| org.apache.kafka.common.header.Headers| java.util.Optional)",2099,314,-1785,"-85.04%",0.1662837677255803,0.024794693619709412,-0.1414890741058709,"-85.09%"
"public org.apache.kafka.common.header.Headers org.apache.kafka.clients.consumer.ConsumerRecord.headers()",12645,11303,-1342,"-10.61%",1.0017428503525312,0.8925300063171194,-0.10921284403541176,"-10.9%"
"public final native java.lang.Class java.lang.Object.getClass()",4525,6173,1648,"36.42%",0.3584726293274182,0.4874447252053064,0.12897209587788822,"35.98%"
"java.lang.Object()",1,1,0,"0.0%",7.922047056959519e-05,7.896399241945672e-05,-2.5647815013846674e-07,"-0.32%"
"public static final long org.apache.kafka.clients.consumer.ConsumerRecord.NO_TIMESTAMP",1,1,0,"0.0%",7.922047056959519e-05,7.896399241945672e-05,-2.5647815013846674e-07,"-0.32%"
"public int org.apache.kafka.clients.consumer.ConsumerRecord.serializedValueSize()",17168,8153,-9015,"-52.51%",1.36005703873881,0.6437934301958307,-0.7162636085429793,"-52.66%"
"public long org.apache.kafka.clients.consumer.ConsumerRecord.offset()",13523,12498,-1025,"-7.58%",1.0712984235126357,0.9868919772583702,-0.08440644625426552,"-7.88%"
"org.apache.storm.kafka.spout.KafkaSpout(org.apache.storm.kafka.spout.KafkaSpoutConfig)",196,196,0,"0.0%",0.015527212231640657,0.01547694251421352,-5.026971742713715e-05,"-0.32%"
