Classes of objects created,Number of objects created(Original),Number of objects created(Modified),Modified - Original,Percentage(Gain/Loss),Number of unique objects manipulated(Original),Number of unique objects manipulated(Modified),Modified - Original,Percentage(Gain/Loss),Number of objects created(Original-Normalized),Number of objects created(Modified-Normalized),Modified - Original,Percentage(Gain/Loss),Number of unique objects manipulated(Original-Normalized),Number of unique objects manipulated(Modified-Normalized),Modified - Original,Percentage(Gain/Loss)
class java.lang.Integer,39039,26374,-12665,"-32.44%",9,9,0,"0.0%",3.092687950566426,2.082596336070752,-1.0100916144956744,"-32.66%",0.0007129842351263567,0.0007106759317751105,-2.30830335124616e-06,"-0.32%"
class java.lang.String,29649,26796,-2853,"-9.62%",128,160,32,"25.0%",2.3488077319179275,2.1159191408717626,-0.23288859104616488,"-9.92%",0.010140220232908184,0.012634238787113077,0.0024940185542048927,"24.6%"
class java.lang.Long,33250,43179,9929,"29.86%",9,9,0,"0.0%",2.63408064643904,3.409586228679722,0.7755055822406818,"29.44%",0.0007129842351263567,0.0007106759317751105,-2.30830335124616e-06,"-0.32%"
class java.lang.Object,1,1,0,"0.0%",1,1,0,"0.0%",7.922047056959519e-05,7.896399241945672e-05,-2.5647815013846674e-07,"-0.32%",7.922047056959519e-05,7.896399241945672e-05,-2.5647815013846674e-07,"-0.32%"
class java.lang.Float,39,102,63,"161.54%",2,5,3,"150.0%",0.003089598352214212,0.008054327226784586,0.004964728874570374,"160.69%",0.00015844094113919038,0.00039481996209728365,0.00023637902095809327,"149.19%"
class org.apache.kafka.clients.consumer.ConsumerRecord,42111,40049,-2062,"-4.9%",4671,9833,5162,"110.51%",3.3360532361562227,3.1624289324068227,-0.17362430374940008,"-5.2%",0.3700388180305791,0.776452937460518,0.40641411942993894,"109.83%"
class java.lang.Byte,49,323,274,"559.18%",5,5,0,"0.0%",0.003881803057910164,0.025505369551484525,0.02162356649357436,"557.05%",0.0003961023528479759,0.00039481996209728365,-1.2823907506922388e-06,"-0.32%"
class java.util.Optional,11104,15238,4134,"37.23%",1,1,0,"0.0%",0.8796641052047849,1.2032533164876815,0.32358921128289664,"36.79%",7.922047056959519e-05,7.896399241945672e-05,-2.5647815013846674e-07,"-0.32%"
class java.lang.Character,86,604,518,"602.33%",3,4,1,"33.33%",0.006812960468985186,0.04769425142135186,0.04088129095236668,"600.05%",0.00023766141170878554,0.0003158559696778269,7.819455796904135e-05,"32.9%"
class java.lang.Double,471,181,-290,"-61.57%",4,4,0,"0.0%",0.03731284163827933,0.014292482627921668,-0.023020359010357663,"-61.7%",0.00031688188227838076,0.0003158559696778269,-1.025912600553867e-06,"-0.32%"
class org.apache.kafka.common.header.internals.RecordHeaders,12645,11363,-1282,"-10.14%",1,1,0,"0.0%",1.0017428503525312,0.8972678458622868,-0.10447500449024438,"-10.43%",7.922047056959519e-05,7.896399241945672e-05,-2.5647815013846674e-07,"-0.32%"
class java.lang.Class,4905,6552,1647,"33.58%",10,13,3,"30.0%",0.38857640814386435,0.5173720783322805,0.12879567018841614,"33.15%",0.0007922047056959518,0.0010265319014529375,0.0002343271957569857,"29.58%"
class java.lang.Short,7310,49,-7261,"-99.33%",5,4,-1,"-20.0%",0.5791016398637407,0.00386923562855338,-0.5752324042351874,"-99.33%",0.0003961023528479759,0.0003158559696778269,-8.0246383170149e-05,"-20.26%"
class java.lang.Boolean,10,221,211,"2110.0%",1,2,1,"100.0%",0.0007922047056959518,0.017451042324699937,0.016658837619003986,"2102.85%",7.922047056959519e-05,0.00015792798483891344,7.870751426931826e-05,"99.35%"
class org.apache.kafka.common.record.TimestampType,28788,4363,-24425,"-84.84%",1,1,0,"0.0%",2.2805989067575063,0.3445198989260897,-1.9360790078314167,"-84.89%",7.922047056959519e-05,7.896399241945672e-05,-2.5647815013846674e-07,"-0.32%"
