Classes of objects created,Number of objects created(Original),Number of objects created(Modified),Modified - Original,Percentage(Gain/Loss),Number of unique objects manipulated(Original),Number of unique objects manipulated(Modified),Modified - Original,Percentage(Gain/Loss),Number of objects created(Original-Normalized),Number of objects created(Modified-Normalized),Modified - Original,Percentage(Gain/Loss),Number of unique objects manipulated(Original-Normalized),Number of unique objects manipulated(Modified-Normalized),Modified - Original,Percentage(Gain/Loss)
class java.lang.Byte,48,319,271,"564.58%",5,5,0,"0.0%",0.003918367346938775,0.02402289329015739,0.020104525943218616,"513.08%",0.00040816326530612246,0.00037653437758867385,-3.162888771744861e-05,"-7.75%"
class java.lang.Double,457,904,447,"97.81%",4,4,0,"0.0%",0.037306122448979594,0.06807741546803223,0.030771293019052633,"82.48%",0.00032653061224489796,0.00030122750207093907,-2.530311017395889e-05,"-7.75%"
class org.apache.kafka.clients.consumer.ConsumerRecord,40668,47924,7256,"17.84%",4513,4339,-174,"-3.86%",3.3198367346938777,3.609006702311921,0.28916996761804326,"8.71%",0.3684081632653061,0.3267565328714512,-0.041651630393854944,"-11.31%"
class java.util.Optional,10721,12146,1425,"13.29%",1,1,0,"0.0%",0.8751836734693877,0.9146773100384065,0.03949363656901872,"4.51%",8.163265306122449e-05,7.530687551773477e-05,-6.325777543489722e-06,"-7.75%"
class java.lang.String,28659,31618,2959,"10.32%",126,132,6,"4.76%",2.3395102040816327,2.381052790119738,0.041542586038105345,"1.78%",0.010285714285714285,0.00994050756834099,-0.00034520671737329513,"-3.36%"
class java.lang.Long,32049,23543,-8506,"-26.54%",9,9,0,"0.0%",2.6162448979591835,1.7729497703140296,-0.8432951276451539,"-32.23%",0.0007346938775510204,0.0006777618796596129,-5.69319978914075e-05,"-7.75%"
class java.lang.Short,7046,6827,-219,"-3.11%",5,4,-1,"-20.0%",0.5751836734693877,0.5141200391595753,-0.06106363430981243,"-10.62%",0.00040816326530612246,0.00030122750207093907,-0.00010693576323518339,"-26.2%"
class org.apache.kafka.common.header.internals.RecordHeaders,12198,11339,-859,"-7.04%",1,1,0,"0.0%",0.9957551020408163,0.8539046614955945,-0.14185044054522178,"-14.25%",8.163265306122449e-05,7.530687551773477e-05,-6.325777543489722e-06,"-7.75%"
class java.lang.Float,39,1511,1472,"3774.36%",2,3,1,"50.0%",0.003183673469387755,0.11378868890729724,0.11060501543790949,"3474.13%",0.00016326530612244898,0.00022592062655320432,6.265532043075534e-05,"38.38%"
class java.lang.Integer,37672,29826,-7846,"-20.83%",9,9,0,"0.0%",3.075265306122449,2.246102869191957,-0.829162436930492,"-26.96%",0.0007346938775510204,0.0006777618796596129,-5.69319978914075e-05,"-7.75%"
class java.lang.Object,1,158,157,"15700.0%",1,1,0,"0.0%",8.163265306122449e-05,0.011898486331802094,0.01181685367874087,"14475.65%",8.163265306122449e-05,7.530687551773477e-05,-6.325777543489722e-06,"-7.75%"
class java.lang.Boolean,10,134,124,"1240.0%",1,1,0,"0.0%",0.0008163265306122449,0.010091121319376459,0.009274794788764215,"1136.16%",8.163265306122449e-05,7.530687551773477e-05,-6.325777543489722e-06,"-7.75%"
class java.lang.Class,4726,5390,664,"14.05%",10,14,4,"40.0%",0.38579591836734695,0.4059040590405904,0.020108140673243458,"5.21%",0.0008163265306122449,0.0010542962572482868,0.0002379697266360419,"29.15%"
class java.lang.Character,78,17,-61,"-78.21%",3,3,0,"0.0%",0.00636734693877551,0.001280216883801491,-0.005087130054974019,"-79.89%",0.00024489795918367346,0.00022592062655320432,-1.897733263046914e-05,"-7.75%"
class org.apache.kafka.common.record.TimestampType,27751,13662,-14089,"-50.77%",1,1,0,"0.0%",2.265387755102041,1.0288425333232925,-1.2365452217787485,"-54.58%",8.163265306122449e-05,7.530687551773477e-05,-6.325777543489722e-06,"-7.75%"
