Methods called,Number of times(Original),Number of times(Modified),Modified - Original,Percentage(Gain/Loss),Number of times(Original-Normalized),Number of times(Modified-Normalized),Modified - Original,Percentage(Gain/Loss)
"public long org.activiti.engine.impl.persistence.entity.DeploymentEntityManager.findDeploymentCountByNativeQuery(java.util.Map)",3467,3398,-69,"-1.99%",0.06649788058384641,0.06642297241824188,-7.490816560452862e-05,"-0.11%"
"public org.activiti.engine.impl.persistence.entity.DeploymentEntity org.activiti.engine.impl.persistence.entity.DeploymentEntityManager.findLatestDeploymentByName(java.lang.String)",4755,4671,-84,"-1.77%",0.09120202543299384,0.09130715249135016,0.0001051270583563163,"0.12%"
"public void org.activiti.engine.impl.persistence.entity.DeploymentEntityManager.insertDeployment(org.activiti.engine.impl.persistence.entity.DeploymentEntity)",3538,3477,-61,"-1.72%",0.06785967738841897,0.06796723811013156,0.00010756072171258513,"0.16%"
"public java.util.List org.activiti.engine.impl.persistence.entity.DeploymentEntityManager.getDeploymentResourceNames(java.lang.String)",4663,4562,-101,"-2.17%",0.08943744365805474,0.08917645678988213,-0.00026098686817260797,"-0.29%"
"public java.util.List org.activiti.engine.impl.persistence.entity.DeploymentEntityManager.findDeploymentsByNativeQuery(java.util.Map|int|int)",7026,6896,-130,"-1.85%",0.13476034294263192,0.13480071153507828,4.036859244635482e-05,"0.03%"
"org.activiti.engine.impl.persistence.entity.DeploymentEntityManager()",52136,51156,-980,"-1.88%",0.9999808197633159,0.999980452333014,-3.6743030185082404e-07,"-0.0%"
"public void org.activiti.engine.impl.persistence.AbstractManager.delete(org.activiti.engine.impl.db.PersistentObject)",3532,3474,-58,"-1.64%",0.06774459596831425,0.06790859510917371,0.000163999140859461,"0.24%"
"public void org.activiti.engine.impl.persistence.AbstractManager.insert(org.activiti.engine.impl.db.PersistentObject)",3540,3459,-81,"-2.29%",0.06789803786178722,0.06761538010438455,-0.00028265775740267396,"-0.42%"
"public void org.activiti.engine.impl.persistence.entity.DeploymentEntityManager.deleteDeployment(java.lang.String|boolean)",5620,5531,-89,"-1.58%",0.10779293016475823,0.10811814609926305,0.00032521593450482444,"0.3%"
"public long org.activiti.engine.impl.persistence.entity.DeploymentEntityManager.findDeploymentCountByQueryCriteria(org.activiti.engine.impl.DeploymentQueryImpl)",3559,3487,-72,"-2.02%",0.06826246235878551,0.068162714779991,-9.974757879450957e-05,"-0.15%"
"public java.util.List org.activiti.engine.impl.persistence.entity.DeploymentEntityManager.findDeploymentsByQueryCriteria(org.activiti.engine.impl.DeploymentQueryImpl|org.activiti.engine.impl.Page)",3541,3475,-66,"-1.86%",0.06791721809847133,0.06792814277615966,1.0924677688331497e-05,"0.02%"
"public org.activiti.engine.impl.persistence.entity.DeploymentEntity org.activiti.engine.impl.persistence.entity.DeploymentEntityManager.findDeploymentById(java.lang.String)",4680,4597,-83,"-1.77%",0.0897635076816848,0.0898606251343902,9.711745270540861e-05,"0.11%"
"java.lang.Object()",1,1,0,"0.0%",1.9180236684120683e-05,1.954766698594523e-05,3.674303018245457e-07,"1.92%"
"public final native java.lang.Class java.lang.Object.getClass()",3589,3517,-72,"-2.01%",0.06883786945930913,0.06874914478956937,-8.872466973976201e-05,"-0.13%"
"public void org.activiti.engine.impl.persistence.entity.DeploymentEntityManager.flush()",392325,384122,-8203,"-2.09%",7.524886357097647,7.508688937975252,-0.016197419122394585,"-0.22%"
"public void org.activiti.engine.impl.persistence.entity.DeploymentEntityManager.close()",316386,309583,-6803,"-2.15%",6.068358363542206,6.051625388509882,-0.016732975032324404,"-0.28%"
