Methods called,Number of times(Original),Number of times(Modified),Modified - Original,Percentage(Gain/Loss),Number of times(Original-Normalized),Number of times(Modified-Normalized),Modified - Original,Percentage(Gain/Loss)
"public long org.activiti.engine.impl.persistence.entity.DeploymentEntityManager.findDeploymentCountByNativeQuery(java.util.Map)",3465,3402,-63,"-1.82%",0.06648502408043441,0.06635200499297862,-0.00013301908745579072,"-0.2%"
"public org.activiti.engine.impl.persistence.entity.DeploymentEntity org.activiti.engine.impl.persistence.entity.DeploymentEntityManager.findLatestDeploymentByName(java.lang.String)",4755,4684,-71,"-1.49%",0.09123702438743596,0.09135590575752847,0.00011888137009251343,"0.13%"
"public void org.activiti.engine.impl.persistence.entity.DeploymentEntityManager.insertDeployment(org.activiti.engine.impl.persistence.entity.DeploymentEntity)",3535,3490,-45,"-1.27%",0.06782815588003914,0.0680683413949134,0.0002401855148742582,"0.35%"
"public java.util.List org.activiti.engine.impl.persistence.entity.DeploymentEntityManager.getDeploymentResourceNames(java.lang.String)",4663,4573,-90,"-1.93%",0.08947176545081259,0.08919098143236075,-0.0002807840184518434,"-0.31%"
"public java.util.List org.activiti.engine.impl.persistence.entity.DeploymentEntityManager.findDeploymentsByNativeQuery(java.util.Map|int|int)",7021,6910,-111,"-1.58%",0.13471611950035497,0.13477141519737867,5.529569702369952e-05,"0.04%"
"org.activiti.engine.impl.persistence.entity.DeploymentEntityManager()",52116,51271,-845,"-1.62%",0.9999808124028627,0.9999804961772507,-3.162256120292639e-07,"-0.0%"
"public void org.activiti.engine.impl.persistence.AbstractManager.delete(org.activiti.engine.impl.db.PersistentObject)",3530,3479,-51,"-1.44%",0.06773221789435309,0.06785379934467156,0.00012158145031847256,"0.18%"
"public void org.activiti.engine.impl.persistence.AbstractManager.insert(org.activiti.engine.impl.db.PersistentObject)",3539,3465,-74,"-2.09%",0.06790490626858799,0.06758074582618193,-0.0003241604424060601,"-0.48%"
"public void org.activiti.engine.impl.persistence.entity.DeploymentEntityManager.deleteDeployment(java.lang.String|boolean)",5617,5548,-69,"-1.23%",0.10777673311971142,0.10820720861288813,0.0004304754931767074,"0.4%"
"public long org.activiti.engine.impl.persistence.entity.DeploymentEntityManager.findDeploymentCountByQueryCriteria(org.activiti.engine.impl.DeploymentQueryImpl)",3558,3500,-58,"-1.63%",0.06826947061419499,0.06826337962240599,-6.090991788998412e-06,"-0.01%"
"public java.util.List org.activiti.engine.impl.persistence.entity.DeploymentEntityManager.findDeploymentsByQueryCriteria(org.activiti.engine.impl.DeploymentQueryImpl|org.activiti.engine.impl.Page)",3539,3480,-59,"-1.67%",0.06790490626858799,0.06787330316742081,-3.1603101167176906e-05,"-0.05%"
"public org.activiti.engine.impl.persistence.entity.DeploymentEntity org.activiti.engine.impl.persistence.entity.DeploymentEntityManager.findDeploymentById(java.lang.String)",4678,4603,-75,"-1.6%",0.08975957940787076,0.08977609611483851,1.651670696775631e-05,"0.02%"
"java.lang.Object()",1,1,0,"0.0%",1.9187597137210505e-05,1.9503822749258855e-05,3.1622561204834926e-07,"1.65%"
"public final native java.lang.Class java.lang.Object.getClass()",3588,3521,-67,"-1.87%",0.0688450985283113,0.06867295990014043,-0.00017213862817087866,"-0.25%"
"public void org.activiti.engine.impl.persistence.entity.DeploymentEntityManager.flush()",392145,385075,-7070,"-1.8%",7.524320279371414,7.510434545170853,-0.01388573420056094,"-0.18%"
"public void org.activiti.engine.impl.persistence.entity.DeploymentEntityManager.close()",316247,310356,-5891,"-1.86%",6.068020031851411,6.053128413168981,-0.014891618682430163,"-0.25%"
