Methods called,Number of times(Original),Number of times(Modified),Modified - Original,Percentage(Gain/Loss),Number of times(Original-Normalized),Number of times(Modified-Normalized),Modified - Original,Percentage(Gain/Loss)
"public final org.opentripplanner.routing.core.RoutingRequest org.opentripplanner.routing.spt.AbstractShortestPathTree.options",17275,14295,-2980,"-17.25%",0.7560836834733894,0.6346281908990011,-0.12145549257438826,"-16.06%"
"public void org.opentripplanner.routing.spt.AbstractShortestPathTree.postVisit(org.opentripplanner.routing.core.State)",24156,16216,-7940,"-32.87%",1.0572478991596639,0.7199112097669257,-0.3373366893927382,"-31.91%"
"public org.opentripplanner.routing.core.RoutingRequest org.opentripplanner.routing.spt.AbstractShortestPathTree.getOptions()",25177,14642,-10535,"-41.84%",1.1019345238095237,0.6500332963374029,-0.4519012274721208,"-41.01%"
"public java.util.List org.opentripplanner.routing.spt.MultiShortestPathTree.getStates(org.opentripplanner.routing.graph.Vertex)",13207,16578,3371,"25.52%",0.5780374649859944,0.7359822419533851,0.15794477696739073,"27.32%"
"public java.util.Set org.opentripplanner.routing.spt.MultiShortestPathTree.getVertices()",21283,18079,-3204,"-15.05%",0.9315038515406162,0.8026193118756937,-0.12888453966492253,"-13.84%"
"public void org.opentripplanner.routing.spt.MultiShortestPathTree.dump()",14971,33049,18078,"120.75%",0.6552433473389355,1.467214206437292,0.8119708590983564,"123.92%"
"public java.lang.String org.opentripplanner.routing.spt.MultiShortestPathTree.toString()",21074,14445,-6629,"-31.46%",0.9223564425770309,0.6412874583795782,-0.28106898419745263,"-30.47%"
"public boolean org.opentripplanner.routing.spt.MultiShortestPathTree.visit(org.opentripplanner.routing.core.State)",2577,2447,-130,"-5.04%",0.11278886554621849,0.10863485016648168,-0.0041540153797368085,"-3.68%"
"public org.opentripplanner.routing.spt.GraphPath org.opentripplanner.routing.spt.AbstractShortestPathTree.getPath(org.opentripplanner.routing.graph.Vertex|boolean)",28675,20366,-8309,"-28.98%",1.255033263305322,0.9041509433962264,-0.3508823199090957,"-27.96%"
"public org.opentripplanner.routing.core.State org.opentripplanner.routing.spt.MultiShortestPathTree.getState(org.opentripplanner.routing.graph.Vertex)",15154,21736,6582,"43.43%",0.6632528011204482,0.9649722530521643,0.3017194519317161,"45.49%"
"public int org.opentripplanner.routing.spt.MultiShortestPathTree.getVertexCount()",15643,13775,-1868,"-11.94%",0.6846551120448179,0.611542730299667,-0.07311238174515089,"-10.68%"
"public java.util.List org.opentripplanner.routing.spt.AbstractShortestPathTree.getPaths(org.opentripplanner.routing.graph.Vertex|boolean)",25745,27042,1297,"5.04%",1.126794467787115,1.2005327413984461,0.07373827361133123,"6.54%"
"public java.util.List org.opentripplanner.routing.spt.AbstractShortestPathTree.getPaths()",2595,2509,-86,"-3.31%",0.1135766806722689,0.1113873473917869,-0.0021893332804820004,"-1.93%"
"org.opentripplanner.routing.core.State(org.opentripplanner.routing.graph.Vertex| org.opentripplanner.routing.graph.Edge| long| org.opentripplanner.routing.core.RoutingRequest)",24,24,0,"0.0%",0.0010504201680672268,0.0010654827968923418,1.5062628825114957e-05,"1.43%"
"org.opentripplanner.routing.core.State(org.opentripplanner.routing.graph.Vertex| long| org.opentripplanner.routing.core.RoutingRequest)",24,24,0,"0.0%",0.0010504201680672268,0.0010654827968923418,1.5062628825114957e-05,"1.43%"
"org.opentripplanner.routing.core.State(org.opentripplanner.routing.core.RoutingRequest)",1,1,0,"0.0%",4.376750700280112e-05,4.439511653718091e-05,6.276095343797899e-07,"1.43%"
"org.opentripplanner.routing.core.State(org.opentripplanner.routing.graph.Vertex| org.opentripplanner.routing.core.RoutingRequest)",1,1,0,"0.0%",4.376750700280112e-05,4.439511653718091e-05,6.276095343797899e-07,"1.43%"
"public static boolean org.opentripplanner.routing.spt.MultiShortestPathTree.dominates(org.opentripplanner.routing.core.State|org.opentripplanner.routing.core.State)",1,1,0,"0.0%",4.376750700280112e-05,4.439511653718091e-05,6.276095343797899e-07,"1.43%"
"public final native java.lang.Class java.lang.Object.getClass()",2531,2622,91,"3.6%",0.11077556022408963,0.11640399556048835,0.0056284353363987155,"5.08%"
"java.lang.Object()",1,1,0,"0.0%",4.376750700280112e-05,4.439511653718091e-05,6.276095343797899e-07,"1.43%"
"org.opentripplanner.routing.spt.MultiShortestPathTree(org.opentripplanner.routing.core.RoutingRequest)",22796,22472,-324,"-1.42%",0.9977240896358543,0.9976470588235294,-7.70308123249075e-05,"-0.01%"
"public boolean org.opentripplanner.routing.spt.MultiShortestPathTree.add(org.opentripplanner.routing.core.State)",2548,2528,-20,"-0.78%",0.11151960784313726,0.11223085460599334,0.0007112467628560826,"0.64%"
"public java.util.Collection org.opentripplanner.routing.spt.MultiShortestPathTree.getAllStates()",13500,15889,2389,"17.7%",0.5908613445378151,0.7053940066592674,0.1145326621214523,"19.38%"
"org.opentripplanner.routing.core.StateData(org.opentripplanner.routing.core.RoutingRequest)",0,1,1,"INF%",0.0,4.439511653718091e-05,4.439511653718091e-05,"INF%"
