Methods called,Number of times(Original),Number of times(Modified),Modified - Original,Percentage(Gain/Loss),Number of times(Original-Normalized),Number of times(Modified-Normalized),Modified - Original,Percentage(Gain/Loss)
"public void org.opentripplanner.routing.spt.AbstractShortestPathTree.postVisit(org.opentripplanner.routing.core.State)",18242,38340,20098,"110.17%",0.9923298699885764,2.068853874379452,1.0765240043908753,"108.48%"
"public java.util.List org.opentripplanner.routing.spt.MultiShortestPathTree.getStates(org.opentripplanner.routing.graph.Vertex)",15438,11122,-4316,"-27.96%",0.8397976391231029,0.6001510900064753,-0.23964654911662764,"-28.54%"
"public void org.opentripplanner.routing.spt.MultiShortestPathTree.dump()",1797,1835,38,"2.11%",0.09775335908176032,0.09901791495791064,0.0012645558761503195,"1.29%"
"public org.opentripplanner.routing.spt.GraphPath org.opentripplanner.routing.spt.AbstractShortestPathTree.getPath(org.opentripplanner.routing.graph.Vertex|boolean)",16638,16544,-94,"-0.56%",0.9050753413479845,0.892726095402547,-0.012349245945437515,"-1.36%"
"public java.util.List org.opentripplanner.routing.spt.AbstractShortestPathTree.getPaths()",1747,1844,97,"5.55%",0.09503345482239026,0.0995035614072955,0.004470106584905237,"4.7%"
"public java.util.Map org.opentripplanner.routing.spt.MultiShortestPathTree.stateSets",25029,33169,8140,"32.52%",1.3615296741554697,1.7898230088495575,0.4282933346940878,"31.46%"
"public java.util.List org.opentripplanner.routing.spt.AbstractShortestPathTree.getPaths(org.opentripplanner.routing.graph.Vertex|boolean)",13202,13930,728,"5.51%",0.7181635206440733,0.7516727822145478,0.03350926157047451,"4.67%"
"org.opentripplanner.routing.core.State(org.opentripplanner.routing.graph.Vertex| org.opentripplanner.routing.graph.Edge| long| org.opentripplanner.routing.core.RoutingRequest)",24,24,0,"0.0%",0.0013055540444976337,0.0012950571983595942,-1.0496846138039438e-05,"-0.8%"
"org.opentripplanner.routing.core.State(org.opentripplanner.routing.graph.Vertex| long| org.opentripplanner.routing.core.RoutingRequest)",24,24,0,"0.0%",0.0013055540444976337,0.0012950571983595942,-1.0496846138039438e-05,"-0.8%"
"org.opentripplanner.routing.core.State(org.opentripplanner.routing.core.RoutingRequest)",1,1,0,"0.0%",5.43980851874014e-05,5.3960716598316424e-05,-4.373685890849766e-07,"-0.8%"
"org.opentripplanner.routing.core.State(org.opentripplanner.routing.graph.Vertex| org.opentripplanner.routing.core.RoutingRequest)",1,1,0,"0.0%",5.43980851874014e-05,5.3960716598316424e-05,-4.373685890849766e-07,"-0.8%"
"public static org.slf4j.Logger org.opentripplanner.routing.spt.MultiShortestPathTree.LOG",1,1,0,"0.0%",5.43980851874014e-05,5.3960716598316424e-05,-4.373685890849766e-07,"-0.8%"
"public static boolean org.opentripplanner.routing.spt.MultiShortestPathTree.dominates(org.opentripplanner.routing.core.State|org.opentripplanner.routing.core.State)",1,1,0,"0.0%",5.43980851874014e-05,5.3960716598316424e-05,-4.373685890849766e-07,"-0.8%"
"public final native java.lang.Class java.lang.Object.getClass()",1832,1936,104,"5.68%",0.09965729206331937,0.1044679473343406,0.00481065527102123,"4.83%"
"public final org.opentripplanner.routing.core.RoutingRequest org.opentripplanner.routing.spt.AbstractShortestPathTree.options",11558,16040,4482,"38.78%",0.6287330685959854,0.8655298942369954,0.23679682564101,"37.66%"
"public org.opentripplanner.routing.core.RoutingRequest org.opentripplanner.routing.spt.AbstractShortestPathTree.getOptions()",11084,16742,5658,"51.05%",0.6029483762171571,0.9034103172890136,0.3004619410718564,"49.83%"
"public java.util.Set org.opentripplanner.routing.spt.MultiShortestPathTree.getVertices()",14720,18385,3665,"24.9%",0.8007398139585487,0.9920677746600475,0.19132796070149882,"23.89%"
"public java.lang.String org.opentripplanner.routing.spt.MultiShortestPathTree.toString()",12772,19980,7208,"56.44%",0.6947723440134908,1.078135117634362,0.38336277362087134,"55.18%"
"public boolean org.opentripplanner.routing.spt.MultiShortestPathTree.visit(org.opentripplanner.routing.core.State)",1794,1828,34,"1.9%",0.09759016482619812,0.09864018994172243,0.0010500251155243084,"1.08%"
"public org.opentripplanner.routing.core.State org.opentripplanner.routing.spt.MultiShortestPathTree.getState(org.opentripplanner.routing.graph.Vertex)",15699,11028,-4671,"-29.75%",0.8539955393570147,0.5950787826462336,-0.25891675671078107,"-30.32%"
"public int org.opentripplanner.routing.spt.MultiShortestPathTree.getVertexCount()",21739,26786,5047,"23.22%",1.1825599738889192,1.4453917548025037,0.2628317809135845,"22.23%"
"java.lang.Object()",1,0,-1,"-INF%",5.43980851874014e-05,0.0,-5.43980851874014e-05,"-INF%"
"org.opentripplanner.routing.spt.MultiShortestPathTree(org.opentripplanner.routing.core.RoutingRequest)",42345,50054,7709,"18.21%",2.3034869172605124,2.7009497086121304,0.397462791351618,"17.25%"
"org.opentripplanner.routing.spt.MultiShortestPathTree()",876,519,-357,"-40.75%",0.04765272262416363,0.028005611914526225,-0.019647110709637407,"-41.23%"
"public boolean org.opentripplanner.routing.spt.MultiShortestPathTree.add(org.opentripplanner.routing.core.State)",1795,1836,41,"2.28%",0.09764456291138551,0.09907187567450895,0.0014273127631234395,"1.46%"
"public java.util.Collection org.opentripplanner.routing.spt.MultiShortestPathTree.getAllStates()",21797,24685,2888,"13.25%",1.1857150628297883,1.332020289229441,0.1463052263996527,"12.34%"
"org.opentripplanner.routing.core.StateData(org.opentripplanner.routing.core.RoutingRequest)",0,1,1,"INF%",0.0,5.3960716598316424e-05,5.3960716598316424e-05,"INF%"
