Classes of objects created,Number of objects created(Original),Number of objects created(Modified),Modified - Original,Percentage(Gain/Loss),Number of unique objects manipulated(Original),Number of unique objects manipulated(Modified),Modified - Original,Percentage(Gain/Loss),Number of objects created(Original-Normalized),Number of objects created(Modified-Normalized),Modified - Original,Percentage(Gain/Loss),Number of unique objects manipulated(Original-Normalized),Number of unique objects manipulated(Modified-Normalized),Modified - Original,Percentage(Gain/Loss)
class java.lang.String,53030,36783,-16247,"-30.64%",1,1,0,"0.0%",3.0971849083051044,2.0697164078325456,-1.0274685004725588,"-33.17%",5.8404392010279176e-05,5.6268287193337834e-05,-2.136104816941342e-06,"-3.66%"
class java.util.Collections$EmptyList,12347,21596,9249,"74.91%",1,1,0,"0.0%",0.721119028150917,1.2151699302273238,0.4940509020764068,"68.51%",5.8404392010279176e-05,5.6268287193337834e-05,-2.136104816941342e-06,"-3.66%"
class org.opentripplanner.routing.spt.MultiShortestPathTree,54144,43938,-10206,"-18.85%",2,2,0,"0.0%",3.1622474010045556,2.472316002700878,-0.6899313983036777,"-21.82%",0.00011680878402055835,0.00011253657438667567,-4.272209633882684e-06,"-3.66%"
class java.lang.Long,1,1,0,"0.0%",1,1,0,"0.0%",5.8404392010279176e-05,5.6268287193337834e-05,-2.136104816941342e-06,"-3.66%",5.8404392010279176e-05,5.6268287193337834e-05,-2.136104816941342e-06,"-3.66%"
class java.util.IdentityHashMap$KeySet,13676,14874,1198,"8.76%",1,1,0,"0.0%",0.798738465132578,0.8369345037137069,0.038196038581128966,"4.78%",5.8404392010279176e-05,5.6268287193337834e-05,-2.136104816941342e-06,"-3.66%"
class java.lang.Object,1,1,0,"0.0%",1,1,0,"0.0%",5.8404392010279176e-05,5.6268287193337834e-05,-2.136104816941342e-06,"-3.66%",5.8404392010279176e-05,5.6268287193337834e-05,-2.136104816941342e-06,"-3.66%"
class java.lang.Integer,19348,22789,3441,"17.78%",3,2,-1,"-33.33%",1.1300081766148815,1.2822979968489758,0.15228982023409432,"13.48%",0.00017521317603083752,0.00011253657438667567,-6.267660164416185e-05,"-35.77%"
class java.lang.Double,3,3,0,"0.0%",2,2,0,"0.0%",0.00017521317603083752,0.00016880486158001352,-6.408314450824005e-06,"-3.66%",0.00011680878402055835,0.00011253657438667567,-4.272209633882684e-06,"-3.66%"
class java.util.ArrayList,15141,14809,-332,"-2.19%",1,1,0,"0.0%",0.884300899427637,0.83327706504614,-0.051023834381497046,"-5.77%",5.8404392010279176e-05,5.6268287193337834e-05,-2.136104816941342e-06,"-3.66%"
class java.lang.Class,1635,1645,10,"0.61%",6,6,0,"0.0%",0.09549118093680645,0.09256133243304074,-0.0029298485037657085,"-3.07%",0.00035042635206167504,0.00033760972316002703,-1.281662890164801e-05,"-3.66%"
class java.util.IdentityHashMap,45499,33869,-11630,"-25.56%",9535,7919,-1616,"-16.95%",2.6573414320756923,1.905750618951159,-0.7515908131245332,"-28.28%",0.5568858778180119,0.4455885662840423,-0.1112973115339696,"-19.99%"
