Classes of objects created,Number of objects created(Original),Number of objects created(Modified),Modified - Original,Percentage(Gain/Loss),Number of unique objects manipulated(Original),Number of unique objects manipulated(Modified),Modified - Original,Percentage(Gain/Loss),Number of objects created(Original-Normalized),Number of objects created(Modified-Normalized),Modified - Original,Percentage(Gain/Loss),Number of unique objects manipulated(Original-Normalized),Number of unique objects manipulated(Modified-Normalized),Modified - Original,Percentage(Gain/Loss)
class java.lang.Object,1,1,0,"0.0%",1,1,0,"0.0%",3.829363559776365e-05,4.0038436899423444e-05,1.744801301659793e-06,"4.56%",3.829363559776365e-05,4.0038436899423444e-05,1.744801301659793e-06,"4.56%"
class com.squareup.okhttp.internal.bytes.Deadline,100,27,-73,"-73.0%",1,1,0,"0.0%",0.003829363559776365,0.0010810377962844331,-0.0027483257634919322,"-71.77%",3.829363559776365e-05,4.0038436899423444e-05,1.744801301659793e-06,"4.56%"
class java.lang.Boolean,186567,190868,4301,"2.31%",2,2,0,"0.0%",7.1443287125679715,7.6420563741191545,0.497727661551183,"6.97%",7.65872711955273e-05,8.007687379884689e-05,3.489602603319586e-06,"4.56%"
class java.lang.Class,7911,7573,-338,"-4.27%",3,3,0,"0.0%",0.30294095121390824,0.3032110826393338,0.0002701314254255349,"0.09%",0.00011488090679329095,0.00012011531069827035,5.234403904979393e-06,"4.56%"
class com.squareup.okhttp.internal.bytes.Deadline$1,26012,24947,-1065,"-4.09%",1,1,0,"0.0%",0.9960940491690281,0.9988388853299167,0.0027448361608886085,"0.28%",3.829363559776365e-05,4.0038436899423444e-05,1.744801301659793e-06,"4.56%"
