Classes of objects created,Number of objects created(Original),Number of objects created(Modified),Modified - Original,Percentage(Gain/Loss),Number of unique objects manipulated(Original),Number of unique objects manipulated(Modified),Modified - Original,Percentage(Gain/Loss),Number of objects created(Original-Normalized),Number of objects created(Modified-Normalized),Modified - Original,Percentage(Gain/Loss),Number of unique objects manipulated(Original-Normalized),Number of unique objects manipulated(Modified-Normalized),Modified - Original,Percentage(Gain/Loss)
class java.lang.String,11649,3067,-8582,"-73.67%",3,131,128,"4266.67%",0.4675496688741722,0.2946205571565802,-0.172929111717592,"-36.99%",0.00012040939193257074,0.012584053794428434,0.012463644402495862,"10351.06%"
class java.lang.Integer,23350,8468,-14882,"-63.73%",11,127,116,"1054.55%",0.9371864338751756,0.8134486071085495,-0.12373782676662615,"-13.2%",0.0004415011037527594,0.012199807877041306,0.011758306773288547,"2663.26%"
class org.jsoup.helper.HttpConnection$Response$1,1,1,0,"0.0%",1,1,0,"0.0%",4.013646397752358e-05,9.606147934678194e-05,5.592501536925836e-05,"139.34%",4.013646397752358e-05,9.606147934678194e-05,5.592501536925836e-05,"139.34%"
class org.jsoup.helper.HttpConnection$Response,62428,17501,-44927,"-71.97%",2462,872,-1590,"-64.58%",2.505639173188842,1.6811719500480307,-0.8244672231408112,"-32.9%",0.09881597431266305,0.08376560999039386,-0.015050364322269194,"-15.23%"
class java.util.LinkedHashMap$Entry,1415,0,-1415,"-INF%",16,0,-16,"-INF%",0.05679309652819586,0.0,-0.05679309652819586,"-INF%",0.0006421834236403773,0.0,-0.0006421834236403773,"-INF%"
class java.lang.Boolean,17672,8797,-8875,"-50.22%",2,2,0,"0.0%",0.7092915914107967,0.8450528338136407,0.13576124240284404,"19.14%",8.027292795504716e-05,0.00019212295869356388,0.00011185003073851672,"139.34%"
class java.lang.Class,914,124,-790,"-86.43%",5,13,8,"160.0%",0.03668472807545655,0.01191162343900096,-0.02477310463645559,"-67.53%",0.0002006823198876179,0.0012487992315081652,0.0010481169116205473,"522.28%"
class java.util.LinkedHashMap,8493,2232,-6261,"-73.72%",32,26,-6,"-18.75%",0.34087898856110777,0.21440922190201728,-0.1264697666590905,"-37.1%",0.0012843668472807546,0.0024975984630163303,0.0012132316157355758,"94.46%"
class java.util.regex.Pattern,1,2683,2682,"268200.0%",1,2075,2074,"207400.0%",4.013646397752358e-05,0.25773294908741595,0.2576928126234384,"642041.64%",4.013646397752358e-05,0.19932756964457252,0.199287433180595,"496524.64%"
class java.lang.Float,0,3571,3571,"INF%",0,13,13,"INF%",0.0,0.3430355427473583,0.3430355427473583,"INF%",0.0,0.0012487992315081652,0.0012487992315081652,"INF%"
class java.nio.DirectCharBufferRS,0,1,1,"INF%",0,1,1,"INF%",0.0,9.606147934678194e-05,9.606147934678194e-05,"INF%",0.0,9.606147934678194e-05,9.606147934678194e-05,"INF%"
class java.nio.ByteOrder,0,1258,1258,"INF%",0,2,2,"INF%",0.0,0.12084534101825169,0.12084534101825169,"INF%",0.0,0.00019212295869356388,0.00019212295869356388,"INF%"
class java.nio.DirectByteBufferR,0,691,691,"INF%",0,604,604,"INF%",0.0,0.06637848222862631,0.06637848222862631,"INF%",0.0,0.05802113352545629,0.05802113352545629,"INF%"
