Methods called,Number of times(Original),Number of times(Modified),Modified - Original,Percentage(Gain/Loss),Number of times(Original-Normalized),Number of times(Modified-Normalized),Modified - Original,Percentage(Gain/Loss)
"public static java.lang.String org.jsoup.helper.HttpConnection$Response.getRequestCookieString(org.jsoup.Connection$Request)",1,1,0,"0.0%",4.0417104518632284e-05,9.606147934678194e-05,5.5644374828149656e-05,"137.68%"
"public java.util.Map org.jsoup.helper.HttpConnection$Base.cookies()",4037,1894,-2143,"-53.08%",0.16316385094171854,0.181940441882805,0.01877659094108647,"11.51%"
"public static void org.jsoup.helper.HttpConnection$Response.serialiseRequestUrl(org.jsoup.Connection$Request) throws java.io.IOException",1,1,0,"0.0%",4.0417104518632284e-05,9.606147934678194e-05,5.5644374828149656e-05,"137.68%"
"public java.nio.ByteBuffer org.jsoup.helper.HttpConnection$Response.byteData",7085,707,-6378,"-90.02%",0.2863551855145097,0.06791546589817483,-0.2184397196163349,"-76.28%"
"public java.lang.String org.jsoup.helper.HttpConnection$Response.statusMessage",4202,694,-3508,"-83.48%",0.16983267318729287,0.06666666666666667,-0.1031660065206262,"-60.75%"
"public byte[] org.jsoup.helper.HttpConnection$Response.bodyAsBytes()",998,122,-876,"-87.78%",0.040336270309595024,0.011719500480307397,-0.028616769829287625,"-70.95%"
"public java.lang.String org.jsoup.helper.HttpConnection$Response.body()",950,98,-852,"-89.68%",0.03839624929270067,0.00941402497598463,-0.02898222431671604,"-75.48%"
"public static java.util.regex.Pattern org.jsoup.helper.HttpConnection$Response.xmlContentTypeRxp",9,698,689,"7655.56%",0.0003637539406676906,0.0670509125840538,0.0666871586433861,"18333.04%"
"public static java.util.LinkedHashMap org.jsoup.helper.HttpConnection$Response.createHeaderMap(java.net.HttpURLConnection)",1,1,0,"0.0%",4.0417104518632284e-05,9.606147934678194e-05,5.5644374828149656e-05,"137.68%"
"public java.lang.String org.jsoup.helper.HttpConnection$Response.charset()",4682,686,-3996,"-85.35%",0.18923288335623636,0.0658981748318924,-0.12333470852434396,"-65.18%"
"public static int org.jsoup.helper.HttpConnection$Response.MAX_REDIRECTS",1,94,93,"9300.0%",4.0417104518632284e-05,0.009029779058597502,0.00898936195407887,"22241.48%"
"public int org.jsoup.helper.HttpConnection$Response.statusCode()",5615,553,-5062,"-90.15%",0.22694204187212028,0.05312199807877041,-0.17382004379334987,"-76.59%"
"public org.jsoup.Connection$Base org.jsoup.helper.HttpConnection$Base.cookie(java.lang.String|java.lang.String)",7921,263,-7658,"-96.68%",0.32014388489208634,0.02526416906820365,-0.29487971582388267,"-92.11%"
"public java.lang.String org.jsoup.helper.HttpConnection$Base.cookie(java.lang.String)",4174,599,-3575,"-85.65%",0.16870099426077115,0.05754082612872238,-0.11116016813204876,"-65.89%"
"public org.jsoup.Connection$Base org.jsoup.helper.HttpConnection$Base.method(org.jsoup.Connection$Method)",994,127,-867,"-87.22%",0.040174601891520494,0.012199807877041306,-0.027974794014479186,"-69.63%"
"public org.jsoup.Connection$Method org.jsoup.helper.HttpConnection$Base.method()",6709,350,-6359,"-94.78%",0.271158354215504,0.03362151777137368,-0.23753683644413032,"-87.6%"
"public static java.lang.String org.jsoup.helper.HttpConnection$Response.setOutputContentType(org.jsoup.Connection$Request)",1,1,0,"0.0%",4.0417104518632284e-05,9.606147934678194e-05,5.5644374828149656e-05,"137.68%"
"public boolean org.jsoup.helper.HttpConnection$Base.hasHeader(java.lang.String)",3467,302,-3165,"-91.29%",0.14012610136609813,0.029010566762728146,-0.11111553460336998,"-79.3%"
"public boolean org.jsoup.helper.HttpConnection$Base.hasHeaderWithValue(java.lang.String|java.lang.String)",4531,261,-4270,"-94.24%",0.1831299005739229,0.025072046109510086,-0.1580578544644128,"-86.31%"
"public java.lang.String org.jsoup.helper.HttpConnection$Base.getHeaderCaseInsensitive(java.lang.String)",11312,2733,-8579,"-75.84%",0.4571982863147684,0.26253602305475504,-0.19466226326001335,"-42.58%"
"public static org.jsoup.helper.HttpConnection$Response org.jsoup.helper.HttpConnection$Response.execute(org.jsoup.Connection$Request) throws java.io.IOException",1,1,0,"0.0%",4.0417104518632284e-05,9.606147934678194e-05,5.5644374828149656e-05,"137.68%"
"public static org.jsoup.helper.HttpConnection$Response org.jsoup.helper.HttpConnection$Response.execute(org.jsoup.Connection$Request|org.jsoup.helper.HttpConnection$Response) throws java.io.IOException",985,384,-601,"-61.02%",0.0398108479508528,0.03688760806916427,-0.0029232398816885358,"-7.34%"
"public boolean org.jsoup.helper.HttpConnection$Response.executed",7132,621,-6511,"-91.29%",0.2882547894268855,0.059654178674351584,-0.2286006107525339,"-79.31%"
"public org.jsoup.Connection$Base org.jsoup.helper.HttpConnection$Base.removeHeader(java.lang.String)",4760,420,-4340,"-91.18%",0.19238541750868968,0.040345821325648415,-0.15203959618304125,"-79.03%"
"public static javax.net.ssl.HostnameVerifier org.jsoup.helper.HttpConnection$Response.getInsecureVerifier()",1,1,0,"0.0%",4.0417104518632284e-05,9.606147934678194e-05,5.5644374828149656e-05,"137.68%"
"public int org.jsoup.helper.HttpConnection$Response.numRedirects",12040,334,-11706,"-97.23%",0.4866219384043327,0.03208453410182517,-0.45453740430250755,"-93.41%"
"public static java.lang.String org.jsoup.helper.HttpConnection$Response.LOCATION",3,71,68,"2266.67%",0.00012125131355589686,0.006820365033621518,0.006699113720065621,"5524.98%"
"public java.lang.String org.jsoup.helper.HttpConnection$Response.charset",4627,695,-3932,"-84.98%",0.1870099426077116,0.06676272814601344,-0.12024721446169814,"-64.3%"
"public org.jsoup.Connection$Base org.jsoup.helper.HttpConnection$Base.removeCookie(java.lang.String)",3008,1392,-1616,"-53.72%",0.12157465039204592,0.13371757925072045,0.012142928858674532,"9.99%"
"public int org.jsoup.helper.HttpConnection$Response.statusCode",5454,239,-5215,"-95.62%",0.2204348880446205,0.022958693563880885,-0.1974761944807396,"-89.58%"
"public java.lang.String org.jsoup.helper.HttpConnection$Response.contentType()",8242,295,-7947,"-96.42%",0.3331177754425673,0.028338136407300672,-0.30477963903526667,"-91.49%"
"public java.util.Map org.jsoup.helper.HttpConnection$Base.headers()",4398,338,-4060,"-92.31%",0.17775442567294478,0.032468780019212294,-0.14528564565373248,"-81.73%"
"public final native java.lang.Class java.lang.Object.getClass()",982,126,-856,"-87.17%",0.0396895966372969,0.012103746397694525,-0.027585850239602378,"-69.5%"
"public static synchronized void org.jsoup.helper.HttpConnection$Response.initUnSecureTSL() throws java.io.IOException",1,1,0,"0.0%",4.0417104518632284e-05,9.606147934678194e-05,5.5644374828149656e-05,"137.68%"
"public org.jsoup.Connection$Request org.jsoup.helper.HttpConnection$Response.req",5773,434,-5339,"-92.48%",0.2333279443860642,0.04169068203650336,-0.19163726234956083,"-82.13%"
"public java.lang.String org.jsoup.helper.HttpConnection$Response.contentType",8755,1911,-6844,"-78.17%",0.35385175006062564,0.1835734870317003,-0.17027826302892535,"-48.12%"
"public boolean org.jsoup.helper.HttpConnection$Base.hasCookie(java.lang.String)",3572,569,-3003,"-84.07%",0.14436989734055453,0.05465898174831892,-0.0897109155922356,"-62.14%"
"public org.jsoup.Connection$Base org.jsoup.helper.HttpConnection$Base.url(java.net.URL)",977,106,-871,"-89.15%",0.03948751111470374,0.010182516810758886,-0.029304994303944856,"-74.21%"
"public java.net.URL org.jsoup.helper.HttpConnection$Base.url()",6468,326,-6142,"-94.96%",0.26141783202651364,0.03131604226705091,-0.23010178975946272,"-88.02%"
"public static void org.jsoup.helper.HttpConnection$Response.writePost(org.jsoup.Connection$Request|java.io.OutputStream|java.lang.String) throws java.io.IOException",3,73,70,"2333.33%",0.00012125131355589686,0.007012487992315082,0.006891236678759185,"5683.43%"
"public static javax.net.ssl.SSLSocketFactory org.jsoup.helper.HttpConnection$Response.sslSocketFactory",1,1,0,"0.0%",4.0417104518632284e-05,9.606147934678194e-05,5.5644374828149656e-05,"137.68%"
"public void org.jsoup.helper.HttpConnection$Response.setupFromConnection(java.net.HttpURLConnection|org.jsoup.Connection$Response) throws java.io.IOException",990,113,-877,"-88.59%",0.040012933473445964,0.01085494716618636,-0.029157986307259603,"-72.87%"
