Classes of objects created,Number of objects created(Original),Number of objects created(Modified),Modified - Original,Percentage(Gain/Loss),Number of unique objects manipulated(Original),Number of unique objects manipulated(Modified),Modified - Original,Percentage(Gain/Loss),Number of objects created(Original-Normalized),Number of objects created(Modified-Normalized),Modified - Original,Percentage(Gain/Loss),Number of unique objects manipulated(Original-Normalized),Number of unique objects manipulated(Modified-Normalized),Modified - Original,Percentage(Gain/Loss)
class java.lang.Boolean,19003,16105,-2898,"-15.25%",2,2,0,"0.0%",1.8317910160015423,1.2084490132813086,-0.6233420027202337,"-34.03%",0.000192789666473877,0.00015007128385983342,-4.271838261404358e-05,"-22.16%"
class java.lang.String,675,4004,3329,"493.19%",253,158,-95,"-37.55%",0.06506651243493349,0.3004427102873865,0.235376197852453,"361.75%",0.02438789280894544,0.01185563142492684,-0.0125322613840186,"-51.39%"
class java.util.ArrayList,18949,16012,-2937,"-15.5%",11,10,-1,"-9.09%",1.8265856950067476,1.2014706985818264,-0.6251149964249212,"-34.22%",0.0010603431656063234,0.0007503564192991671,-0.0003099867463071563,"-29.23%"
class org.apache.storm.kafka.spout.PatternSubscription,17,31,14,"82.35%",1,1,0,"0.0%",0.0016387121650279545,0.002326104899827418,0.0006873927347994637,"41.95%",9.63948332369385e-05,7.503564192991671e-05,-2.135919130702179e-05,"-22.16%"
class [Ljava.lang.String;,19475,17956,-1519,"-7.8%",19,15,-4,"-21.05%",1.8772893772893773,1.3473399864935844,-0.5299493907957928,"-28.23%",0.0018315018315018315,0.0011255346289487506,-0.0007059672025530809,"-38.55%"
class org.apache.storm.kafka.spout.KafkaSpoutConfig$Builder,70540,63831,-6709,"-9.51%",24767,31119,6352,"25.65%",6.799691536533642,4.789600060028514,-2.010091476505128,"-29.56%",2.387410834779256,2.3350341412170783,-0.05237669356217767,"-2.19%"
class org.apache.storm.kafka.spout.KafkaSpoutConfig,7357,8775,1418,"19.27%",3576,2312,-1264,"-35.35%",0.7091767881241565,0.6584377579350191,-0.05073903018913739,"-7.15%",0.34470792365529207,0.17348240414196744,-0.17122551951332463,"-49.67%"
class org.apache.storm.kafka.spout.DefaultRecordTranslator,2371,1454,-917,"-38.68%",1,1,0,"0.0%",0.22855214960478118,0.1091018233660989,-0.11945032623868228,"-52.26%",9.63948332369385e-05,7.503564192991671e-05,-2.135919130702179e-05,"-22.16%"
class java.lang.Integer,5893,11355,5462,"92.69%",10,10,0,"0.0%",0.5680547522652786,0.8520297141142043,0.2839749618489257,"49.99%",0.000963948332369385,0.0007503564192991671,-0.0002135919130702179,"-22.16%"
class java.util.HashMap,6607,9126,2519,"38.13%",1276,487,-789,"-61.83%",0.6368806631964526,0.6847752682524199,0.04789460505596721,"7.52%",0.12299980721033353,0.03654235761986944,-0.08645744959046409,"-70.29%"
class org.apache.storm.kafka.spout.NamedSubscription,3545,2570,-975,"-27.5%",2892,2387,-505,"-17.46%",0.341719683824947,0.19284159975988593,-0.14887808406506106,"-43.57%",0.27877385772122615,0.1791100772867112,-0.09966378043451496,"-35.75%"
class java.lang.Class,207,5830,5623,"2716.43%",11,10,-1,"-9.09%",0.01995373048004627,0.4374577924514144,0.41750406197136813,"2092.36%",0.0010603431656063234,0.0007503564192991671,-0.0003099867463071563,"-29.23%"
class org.apache.storm.kafka.spout.KafkaSpoutRetryExponentialBackoff,2016,0,-2016,"-INF%",1,0,-1,"-INF%",0.19433198380566802,0.0,-0.19433198380566802,"-INF%",9.63948332369385e-05,0.0,-9.63948332369385e-05,"-INF%"
class org.apache.storm.kafka.spout.SimpleRecordTranslator,166,27,-139,"-83.73%",151,26,-125,"-82.78%",0.01600154231733179,0.002025962332107751,-0.01397557998522404,"-87.34%",0.014555619818777713,0.0019509266901778346,-0.012604693128599877,"-86.6%"
class org.apache.storm.kafka.spout.KafkaSpoutConfig$FirstPollOffsetStrategy,3621,5379,1758,"48.55%",4,4,0,"0.0%",0.3490456911509543,0.403616717941022,0.0545710267900677,"15.63%",0.000385579332947754,0.00030014256771966684,-8.543676522808715e-05,"-22.16%"
class java.lang.Long,24541,11235,-13306,"-54.22%",12,12,0,"0.0%",2.365625602467708,0.8430254370826142,-1.5226001653850936,"-64.36%",0.001156737998843262,0.0009004277031590005,-0.0002563102956842614,"-22.16%"
class java.lang.Object,0,1,1,"INF%",0,1,1,"INF%",0.0,7.503564192991671e-05,7.503564192991671e-05,"INF%",0.0,7.503564192991671e-05,7.503564192991671e-05,"INF%"
