Methods called,Number of times(Original),Number of times(Modified),Modified - Original,Percentage(Gain/Loss),Number of times(Original-Normalized),Number of times(Modified-Normalized),Modified - Original,Percentage(Gain/Loss)
"java.lang.String[1]",1470,1199,-271,"-18.44%",0.12078882497945768,0.10546222183129562,-0.01532660314816206,"-12.69%"
"java.lang.String[0]",1,29,28,"2800.0%",8.216926869350862e-05,0.0025507960242765414,0.0024686267555830326,"3004.32%"
"UNCOMMITTED_LATEST",115,2,-113,"-98.26%",0.009449465899753493,0.00017591696719148562,-0.009273548932562008,"-98.14%"
"java.lang.String[3]",163,2,-161,"-98.77%",0.013393590797041907,0.00017591696719148562,-0.013217673829850422,"-98.69%"
"java.lang.String[2]",291,329,38,"13.06%",0.023911257189811012,0.028938341102999383,0.00502708391318837,"21.02%"
"java.lang.String[5]",1,372,371,"37100.0%",8.216926869350862e-05,0.03272055589761633,0.032638386628922815,"39720.92%"
"java.lang.String[4]",55,3,-52,"-94.55%",0.0045193097781429745,0.0002638754507872284,-0.0042554343273557465,"-94.16%"
"java.lang.String[6]",1,17,16,"1600.0%",8.216926869350862e-05,0.0014952942211276278,0.0014131249524341192,"1719.77%"
"public java.lang.String org.apache.storm.kafka.spout.KafkaSpoutConfig.toString()",2434,6511,4077,"167.5%",0.2,0.5726976866918815,0.37269768669188147,"186.35%"
"public static final long org.apache.storm.kafka.spout.KafkaSpoutConfig.DEFAULT_OFFSET_COMMIT_PERIOD_MS",1,1,0,"0.0%",8.216926869350862e-05,8.795848359574281e-05,5.7892149022341864e-06,"7.05%"
"public org.apache.storm.kafka.spout.KafkaSpoutConfig$Builder org.apache.storm.kafka.spout.KafkaSpoutConfig$Builder.setRetry(org.apache.storm.kafka.spout.KafkaSpoutRetryService)",3402,2979,-423,"-12.43%",0.27953985209531634,0.2620283226317178,-0.01751152946359852,"-6.26%"
"public static final int org.apache.storm.kafka.spout.KafkaSpoutConfig.DEFAULT_MAX_UNCOMMITTED_OFFSETS",1,1,0,"0.0%",8.216926869350862e-05,8.795848359574281e-05,5.7892149022341864e-06,"7.05%"
"public org.apache.storm.kafka.spout.KafkaSpoutConfig$Builder org.apache.storm.kafka.spout.KafkaSpoutConfig$Builder.setSecurityProtocol(java.lang.String)",3884,3216,-668,"-17.2%",0.3191454396055875,0.28287448324390885,-0.03627095636167865,"-11.37%"
"public static boolean java.util.Collections.addAll(java.util.Collection|java.lang.Object[])",1124,948,-176,"-15.66%",0.0923582580115037,0.08338464244876419,-0.008973615562739512,"-9.72%"
"public org.apache.storm.kafka.spout.KafkaSpoutConfig org.apache.storm.kafka.spout.KafkaSpoutConfig$Builder.build()",13100,16613,3513,"26.82%",1.076417419884963,1.4612542879760753,0.3848368680911123,"35.75%"
"public static final org.apache.storm.kafka.spout.KafkaSpoutRetryService org.apache.storm.kafka.spout.KafkaSpoutConfig.UNIT_TEST_RETRY_SERVICE",322,501,179,"55.59%",0.026458504519309776,0.04406720028146715,0.017608695762157373,"66.55%"
"public org.apache.storm.kafka.spout.RecordTranslator org.apache.storm.kafka.spout.KafkaSpoutConfig.getTranslator()",11340,12388,1048,"9.24%",0.9317995069843878,1.089629694784062,0.15783018779967417,"16.94%"
"public org.apache.storm.kafka.spout.KafkaSpoutConfig$Builder org.apache.storm.kafka.spout.KafkaSpoutConfig$Builder.setSSLKeystore(java.lang.String|java.lang.String)",5729,3427,-2302,"-40.18%",0.4707477403451109,0.3014337232826106,-0.16931401706250032,"-35.97%"
"public org.apache.storm.kafka.spout.KafkaSpoutConfig$Builder org.apache.storm.kafka.spout.KafkaSpoutConfig$Builder.setSSLKeystore(java.lang.String|java.lang.String|java.lang.String)",2967,3832,865,"29.15%",0.24379622021364009,0.3370569091388864,0.09326068892524633,"38.25%"
"public static final long org.apache.storm.kafka.spout.KafkaSpoutConfig.DEFAULT_POLL_TIMEOUT_MS",1,1,0,"0.0%",8.216926869350862e-05,8.795848359574281e-05,5.7892149022341864e-06,"7.05%"
"public long org.apache.storm.kafka.spout.KafkaSpoutConfig.getOffsetsCommitPeriodMs()",2956,2398,-558,"-18.88%",0.2428923582580115,0.21092444366259125,-0.031967914595420255,"-13.16%"
"public org.apache.storm.kafka.spout.KafkaSpoutConfig$Builder org.apache.storm.kafka.spout.KafkaSpoutConfig$Builder.setRecordTranslator(org.apache.storm.kafka.spout.RecordTranslator)",23131,3300,-19831,"-85.73%",1.9006573541495482,0.2902629958659513,-1.610394358283597,"-84.73%"
"public org.apache.storm.kafka.spout.KafkaSpoutConfig$Builder org.apache.storm.kafka.spout.KafkaSpoutConfig$Builder.setRecordTranslator(org.apache.storm.kafka.spout.Func|org.apache.storm.tuple.Fields|java.lang.String)",14805,3989,-10816,"-73.06%",1.2165160230073953,0.35086639106341805,-0.8656496319439773,"-71.16%"
"public org.apache.storm.kafka.spout.KafkaSpoutConfig$Builder org.apache.storm.kafka.spout.KafkaSpoutConfig$Builder.setRecordTranslator(org.apache.storm.kafka.spout.Func|org.apache.storm.tuple.Fields)",2958,1801,-1157,"-39.11%",0.2430566967953985,0.1584132289559328,-0.08464346783946572,"-34.82%"
