Methods called,Number of times(Original),Number of times(Modified),Modified - Original,Percentage(Gain/Loss),Number of times(Original-Normalized),Number of times(Modified-Normalized),Modified - Original,Percentage(Gain/Loss)
"UNCOMMITTED_LATEST",188,87,-101,"-53.72%",0.018122228648544438,0.0065281008479027534,-0.011594127800641684,"-63.98%"
"public org.apache.storm.kafka.spout.SerializableDeserializer org.apache.storm.kafka.spout.KafkaSpoutConfig$Builder.keyDes",420,447,27,"6.43%",0.04048582995951417,0.03354093194267277,-0.006944898016841401,"-17.15%"
"public int org.apache.storm.kafka.spout.KafkaSpoutConfig$Builder.maxUncommittedOffsets",651,563,-88,"-13.52%",0.06275303643724696,0.04224506640654311,-0.02050797003070385,"-32.68%"
"public static int org.apache.storm.kafka.spout.KafkaSpoutConfig.DEFAULT_MAX_UNCOMMITTED_OFFSETS",1,1,0,"0.0%",9.63948332369385e-05,7.503564192991671e-05,-2.135919130702179e-05,"-22.16%"
"public long org.apache.storm.kafka.spout.KafkaSpoutConfig.pollTimeoutMs",582,447,-135,"-23.2%",0.05610179294389821,0.03354093194267277,-0.022560861001225438,"-40.21%"
"public java.util.Map org.apache.storm.kafka.spout.KafkaSpoutConfig$Builder.kafkaProps",4261,316,-3945,"-92.58%",0.41073838442259497,0.02371126284985368,-0.3870271215727413,"-94.23%"
"public org.apache.storm.kafka.spout.KafkaSpoutConfig$Builder org.apache.storm.kafka.spout.KafkaSpoutConfig$Builder.setSecurityProtocol(java.lang.String)",1905,2103,198,"10.39%",0.18363215731636784,0.15779995497861485,-0.02583220233775299,"-14.07%"
"public static org.apache.storm.kafka.spout.KafkaSpoutRetryService org.apache.storm.kafka.spout.KafkaSpoutConfig.UNIT_TEST_RETRY_SERVICE",740,1,-739,"-99.86%",0.07133217659533449,7.503564192991671e-05,-0.07125714095340457,"-99.89%"
"public org.apache.storm.kafka.spout.RecordTranslator org.apache.storm.kafka.spout.KafkaSpoutConfig.getTranslator()",942,1231,289,"30.68%",0.09080393290919607,0.09236887521572747,0.0015649423065313972,"1.72%"
"public org.apache.storm.kafka.spout.KafkaSpoutConfig$Builder org.apache.storm.kafka.spout.KafkaSpoutConfig$Builder.setSSLKeystore(java.lang.String|java.lang.String)",2116,929,-1187,"-56.1%",0.20397146712936187,0.06970811135289262,-0.13426335577646925,"-65.82%"
"public org.apache.storm.kafka.spout.KafkaSpoutConfig$Builder org.apache.storm.kafka.spout.KafkaSpoutConfig$Builder.setSSLKeystore(java.lang.String|java.lang.String|java.lang.String)",1462,4636,3174,"217.1%",0.1409292461924041,0.34786523598709385,0.20693598979468975,"146.84%"
"public static long org.apache.storm.kafka.spout.KafkaSpoutConfig.DEFAULT_POLL_TIMEOUT_MS",36,1,-35,"-97.22%",0.003470213996529786,7.503564192991671e-05,-0.0033951783545998694,"-97.84%"
"public java.lang.Class org.apache.storm.kafka.spout.KafkaSpoutConfig$Builder.keyDesClazz",4907,5154,247,"5.03%",0.47300944669365724,0.38673369850679074,-0.08627574818686651,"-18.24%"
"public org.apache.storm.kafka.spout.Subscription org.apache.storm.kafka.spout.KafkaSpoutConfig$Builder.subscription",931,1646,715,"76.8%",0.08974358974358974,0.1235086666166429,0.03376507687305316,"37.62%"
"public org.apache.storm.kafka.spout.RecordTranslator org.apache.storm.kafka.spout.KafkaSpoutConfig$Builder.translator",703,1501,798,"113.51%",0.06776556776556776,0.11262849853680498,0.04486293077123722,"66.2%"
"public org.apache.storm.kafka.spout.KafkaSpoutConfig$Builder org.apache.storm.kafka.spout.KafkaSpoutConfig$Builder.setFetchMinBytes(int)",2335,851,-1484,"-63.55%",0.2250819356082514,0.06385533128235912,-0.16122660432589228,"-71.63%"
"UNCOMMITTED_EARLIEST",6,52,46,"766.67%",0.000578368999421631,0.003901853380355669,0.003323484380934038,"574.63%"
"public long org.apache.storm.kafka.spout.KafkaSpoutConfig$Builder.offsetCommitPeriodMs",923,428,-495,"-53.63%",0.08897243107769423,0.03211525474600435,-0.05685717633168988,"-63.9%"
"public int org.apache.storm.kafka.spout.KafkaSpoutConfig.getMaxTupleRetries()",1169,5046,3877,"331.65%",0.1126855600539811,0.37862984917835973,0.2659442891243786,"236.01%"
"public org.apache.storm.kafka.spout.KafkaSpoutConfig$Builder org.apache.storm.kafka.spout.KafkaSpoutConfig$Builder.setMaxPollRecords(int)",1265,1068,-197,"-15.57%",0.1219394640447272,0.08013806558115105,-0.04180139846357615,"-34.28%"
"public org.apache.storm.kafka.spout.KafkaSpoutConfig$Builder org.apache.storm.kafka.spout.KafkaSpoutConfig$Builder.setMaxUncommittedOffsets(int)",686,1693,1007,"146.79%",0.06612685560053981,0.127035341787349,0.06090848618680918,"92.11%"
"public int org.apache.storm.kafka.spout.KafkaSpoutConfig$Builder.maxRetries",713,2805,2092,"293.41%",0.06872951609793715,0.21047497561341638,0.14174545951547923,"206.24%"
"java.util.ArrayList()",18949,16012,-2937,"-15.5%",1.8265856950067476,1.2014706985818264,-0.6251149964249212,"-34.22%"
"public static java.util.Map org.apache.storm.kafka.spout.KafkaSpoutConfig.setDefaultsAndGetKafkaProps(java.util.Map)",359,775,416,"115.88%",0.034605745132060925,0.05815262249568545,0.023546877363624527,"68.04%"
"public java.lang.String org.apache.storm.kafka.spout.KafkaSpoutConfig.getConsumerGroupId()",257,251,-6,"-2.33%",0.024773472141893193,0.018833946124409095,-0.005939526017484098,"-23.98%"
"public final native java.lang.Class java.lang.Object.getClass()",220,195,-25,"-11.36%",0.02120686331212647,0.014631950176333758,-0.006574913135792712,"-31.0%"
"public org.apache.storm.kafka.spout.KafkaSpoutConfig$FirstPollOffsetStrategy org.apache.storm.kafka.spout.KafkaSpoutConfig$Builder.firstPollOffsetStrategy",438,761,323,"73.74%",0.042220936957779065,0.05710212350866661,0.014881186550887548,"35.25%"
"public static long org.apache.storm.kafka.spout.KafkaSpoutConfig.DEFAULT_PARTITION_REFRESH_PERIOD_MS",36,1,-35,"-97.22%",0.003470213996529786,7.503564192991671e-05,-0.0033951783545998694,"-97.84%"
"public org.apache.storm.kafka.spout.Subscription org.apache.storm.kafka.spout.KafkaSpoutConfig.getSubscription()",4057,435,-3622,"-89.28%",0.3910738384422595,0.03264050423951377,-0.35843333420274576,"-91.65%"
"public long org.apache.storm.kafka.spout.KafkaSpoutConfig.getPartitionRefreshPeriodMs()",2452,2756,304,"12.4%",0.2363601310969732,0.20679822915885046,-0.029561901938122748,"-12.51%"
"public org.apache.storm.kafka.spout.KafkaSpoutRetryService org.apache.storm.kafka.spout.KafkaSpoutConfig.getRetryService()",925,547,-378,"-40.86%",0.08916522074416812,0.04104449613566444,-0.04812072460850368,"-53.97%"
"public org.apache.storm.kafka.spout.KafkaSpoutConfig$Builder org.apache.storm.kafka.spout.KafkaSpoutConfig$Builder.setMaxPartitionFectchBytes(int)",1124,2448,1324,"117.79%",0.10834779255831888,0.1836872514444361,0.07533945888611722,"69.53%"
"public static org.apache.storm.kafka.spout.KafkaSpoutRetryService org.apache.storm.kafka.spout.KafkaSpoutConfig.DEFAULT_RETRY_SERVICE",9,1,-8,"-88.89%",0.0008675534991324465,7.503564192991671e-05,-0.0007925178572025298,"-91.35%"
"public org.apache.storm.kafka.spout.KafkaSpoutConfig$FirstPollOffsetStrategy org.apache.storm.kafka.spout.KafkaSpoutConfig.getFirstPollOffsetStrategy()",1003,1962,959,"95.61%",0.09668401773664932,0.1472199294664966,0.05053591172984727,"52.27%"
"public org.apache.kafka.common.serialization.Deserializer org.apache.storm.kafka.spout.KafkaSpoutConfig.getKeyDeserializer()",693,1265,572,"82.54%",0.06680161943319839,0.09492008704134464,0.02811846760814625,"42.09%"
"java.lang.String[29]",2,0,-2,"-INF%",0.000192789666473877,0.0,-0.000192789666473877,"-INF%"
"public long org.apache.storm.kafka.spout.KafkaSpoutConfig$Builder.partitionRefreshPeriodMs",332,1040,708,"213.25%",0.03200308463466358,0.07803706760711338,0.046033982972449795,"143.84%"
"public org.apache.storm.kafka.spout.SerializableDeserializer org.apache.storm.kafka.spout.KafkaSpoutConfig$Builder.valueDes",545,606,61,"11.19%",0.05253518411413148,0.045471599009529524,-0.007063585104601956,"-13.45%"
"public org.apache.storm.kafka.spout.KafkaSpoutRetryService org.apache.storm.kafka.spout.KafkaSpoutConfig.retryService",521,1011,490,"94.05%",0.05022170811644496,0.0758610339911458,0.025639325874700837,"51.05%"
"java.lang.String[19]",1,0,-1,"-INF%",9.63948332369385e-05,0.0,-9.63948332369385e-05,"-INF%"
"public org.apache.storm.kafka.spout.KafkaSpoutConfig$Builder org.apache.storm.kafka.spout.KafkaSpoutConfig$Builder.setPollTimeoutMs(long)",2262,989,-1273,"-56.28%",0.21804511278195488,0.07421024986868763,-0.14383486291326725,"-65.97%"
"public org.apache.kafka.common.serialization.Deserializer org.apache.storm.kafka.spout.KafkaSpoutConfig.getValueDeserializer()",1303,1150,-153,"-11.74%",0.12560246770773087,0.08629098821940422,-0.03931147948832665,"-31.3%"
