Classes of objects created,Number of objects created(Original),Number of objects created(Modified),Modified - Original,Percentage(Gain/Loss),Number of unique objects manipulated(Original),Number of unique objects manipulated(Modified),Modified - Original,Percentage(Gain/Loss),Number of objects created(Original-Normalized),Number of objects created(Modified-Normalized),Modified - Original,Percentage(Gain/Loss),Number of unique objects manipulated(Original-Normalized),Number of unique objects manipulated(Modified-Normalized),Modified - Original,Percentage(Gain/Loss)
class java.lang.Boolean,4497,8113,3616,"80.41%",2,2,0,"0.0%",0.3695152013147083,0.7136071774122614,0.34409197609755315,"93.12%",0.00016433853738701725,0.00017591696719148562,1.1578429804468373e-05,"7.05%"
class java.lang.String,2590,6581,3991,"154.09%",2050,4365,2315,"112.93%",0.21281840591618734,0.5788547805435834,0.3660363746273961,"171.99%",0.1684470008216927,0.3839387808954174,0.2154917800737247,"127.93%"
class org.apache.storm.kafka.spout.KafkaSpoutRetryExponentialBackoff,5947,5091,-856,"-14.39%",2,2,0,"0.0%",0.4886606409202958,0.44779663998592667,-0.04086400093436915,"-8.36%",0.00016433853738701725,0.00017591696719148562,1.1578429804468373e-05,"7.05%"
class java.util.HashMap,4140,4805,665,"16.06%",53,62,9,"16.98%",0.3401807723911257,0.4226405136775442,0.08245974128641848,"24.24%",0.004354971240755957,0.005453425982936054,0.0010984547421800973,"25.22%"
class java.util.ArrayList,1124,948,-176,"-15.66%",6,5,-1,"-16.67%",0.0923582580115037,0.08338464244876419,-0.008973615562739512,"-9.72%",0.0004930156121610517,0.000439792417978714,-5.322319418233772e-05,"-10.8%"
class org.apache.storm.kafka.spout.PatternSubscription,3667,4133,466,"12.71%",1,1,0,"0.0%",0.3013147082990961,0.363532412701205,0.062217704402108887,"20.65%",8.216926869350862e-05,8.795848359574281e-05,5.7892149022341864e-06,"7.05%"
class [Ljava.lang.String;,1982,1951,-31,"-1.56%",16,16,0,"0.0%",0.16285949055053411,0.17160700149529423,0.008747510944760117,"5.37%",0.001314708299096138,0.001407335737531885,9.262743843574698e-05,"7.05%"
class org.apache.storm.kafka.spout.KafkaSpoutConfig,13100,16613,3513,"26.82%",13041,16491,3450,"26.46%",1.076417419884963,1.4612542879760753,0.3848368680911123,"35.75%",1.071569433032046,1.4505233529773947,0.37895391994534866,"35.36%"
class java.lang.Integer,5075,7843,2768,"54.54%",9,8,-1,"-11.11%",0.4170090386195563,0.6898583868414109,0.2728493482218546,"65.43%",0.0007395234182415776,0.0007036678687659425,-3.585554947563513e-05,"-4.85%"
class org.apache.storm.kafka.spout.KafkaSpoutConfig$Builder,146361,117016,-29345,"-20.05%",31937,36084,4147,"12.98%",12.026376335250616,10.292549916439441,-1.7338264188111747,"-14.42%",2.624239934264585,3.1738939220687836,0.5496539878041986,"20.95%"
class org.apache.storm.kafka.spout.SimpleRecordTranslator,11149,37,-11112,"-99.67%",70,33,-37,"-52.86%",0.9161051766639277,0.003254463893042484,-0.9128507127708851,"-99.64%",0.005751848808545604,0.0029026299586595128,-0.0028492188498860913,"-49.54%"
class org.apache.storm.kafka.spout.NamedSubscription,50,6,-44,"-88.0%",45,5,-40,"-88.89%",0.004108463434675432,0.0005277509015744568,-0.0035807125331009746,"-87.15%",0.0036976170912078883,0.000439792417978714,-0.003257824673229174,"-88.11%"
class org.apache.storm.kafka.spout.DefaultRecordTranslator,88,12351,12263,"13935.23%",1,1,0,"0.0%",0.007230895645028759,1.0863752308910195,1.0791443352459908,"14924.08%",8.216926869350862e-05,8.795848359574281e-05,5.7892149022341864e-06,"7.05%"
class java.lang.Class,614,495,-119,"-19.38%",10,9,-1,"-10.0%",0.0504519309778143,0.04353944937989269,-0.006912481597921613,"-13.7%",0.0008216926869350862,0.0007916263523616853,-3.006633457340092e-05,"-3.66%"
class org.apache.storm.kafka.spout.KafkaSpoutConfig$FirstPollOffsetStrategy,6337,7515,1178,"18.59%",4,4,0,"0.0%",0.5207066557107641,0.6610080042220072,0.1403013485112431,"26.94%",0.0003286770747740345,0.00035183393438297124,2.3156859608936746e-05,"7.05%"
class java.lang.Long,13249,6594,-6655,"-50.23%",11,12,1,"9.09%",1.088660640920296,0.5799982408303281,-0.5086624000899678,"-46.72%",0.0009038619556285949,0.0010555018031489136,0.00015163984752031875,"16.78%"
class java.lang.Object,0,30,30,"INF%",0,1,1,"INF%",0.0,0.0026387545078722843,0.0026387545078722843,"INF%",0.0,8.795848359574281e-05,8.795848359574281e-05,"INF%"
