Classes of objects created,Number of objects created(Original),Number of objects created(Modified),Modified - Original,Percentage(Gain/Loss),Number of unique objects manipulated(Original),Number of unique objects manipulated(Modified),Modified - Original,Percentage(Gain/Loss),Number of objects created(Original-Normalized),Number of objects created(Modified-Normalized),Modified - Original,Percentage(Gain/Loss),Number of unique objects manipulated(Original-Normalized),Number of unique objects manipulated(Modified-Normalized),Modified - Original,Percentage(Gain/Loss)
class java.lang.Long,1,35,34,"3400.0%",1,15,14,"1400.0%",0.125,0.14705882352941177,0.02205882352941177,"17.65%",0.125,0.06302521008403361,-0.06197478991596639,"-49.58%"
class java.lang.Object,1,0,-1,"-INF%",1,0,-1,"-INF%",0.125,0.0,-0.125,"-INF%",0.125,0.0,-0.125,"-INF%"
class java.lang.Boolean,1,118,117,"11700.0%",1,2,1,"100.0%",0.125,0.4957983193277311,0.3707983193277311,"296.64%",0.125,0.008403361344537815,-0.11659663865546219,"-93.28%"
class java.lang.Class,2,0,-2,"-INF%",2,0,-2,"-INF%",0.25,0.0,-0.25,"-INF%",0.25,0.0,-0.25,"-INF%"
class [Lcom.mongodb.ServerAddress;,1,4,3,"300.0%",1,1,0,"0.0%",0.125,0.01680672268907563,-0.10819327731092437,"-86.55%",0.125,0.004201680672268907,-0.1207983193277311,"-96.64%"
class java.util.ArrayList,1,7,6,"600.0%",1,2,1,"100.0%",0.125,0.029411764705882353,-0.09558823529411764,"-76.47%",0.125,0.008403361344537815,-0.11659663865546219,"-93.28%"
class org.elasticsearch.common.logging.jdk.JdkESLogger,1,1,0,"0.0%",1,1,0,"0.0%",0.125,0.004201680672268907,-0.1207983193277311,"-96.64%",0.125,0.004201680672268907,-0.1207983193277311,"-96.64%"
class com.mongodb.BulkWriteOperation,0,1,1,"INF%",0,1,1,"INF%",0.0,0.004201680672268907,0.004201680672268907,"INF%",0.0,0.004201680672268907,0.004201680672268907,"INF%"
class java.lang.Float,0,4,4,"INF%",0,1,1,"INF%",0.0,0.01680672268907563,0.01680672268907563,"INF%",0.0,0.004201680672268907,0.004201680672268907,"INF%"
class com.mongodb.DBApiLayer,0,19,19,"INF%",0,19,19,"INF%",0.0,0.07983193277310924,0.07983193277310924,"INF%",0.0,0.07983193277310924,0.07983193277310924,"INF%"
class [Lcom.mongodb.DBObject;,0,1,1,"INF%",0,1,1,"INF%",0.0,0.004201680672268907,0.004201680672268907,"INF%",0.0,0.004201680672268907,0.004201680672268907,"INF%"
class java.util.stream.ReferencePipeline$Head,0,10,10,"INF%",0,10,10,"INF%",0.0,0.04201680672268908,0.04201680672268908,"INF%",0.0,0.04201680672268908,0.04201680672268908,"INF%"
class java.lang.Byte,0,1,1,"INF%",0,1,1,"INF%",0.0,0.004201680672268907,0.004201680672268907,"INF%",0.0,0.004201680672268907,0.004201680672268907,"INF%"
class [C,0,1,1,"INF%",0,1,1,"INF%",0.0,0.004201680672268907,0.004201680672268907,"INF%",0.0,0.004201680672268907,0.004201680672268907,"INF%"
class java.util.LinkedHashMap$LinkedValues,0,7,7,"INF%",0,1,1,"INF%",0.0,0.029411764705882353,0.029411764705882353,"INF%",0.0,0.004201680672268907,0.004201680672268907,"INF%"
class [Ljava.util.stream.Stream;,0,2,2,"INF%",0,1,1,"INF%",0.0,0.008403361344537815,0.008403361344537815,"INF%",0.0,0.004201680672268907,0.004201680672268907,"INF%"
class java.util.Collections$UnmodifiableRandomAccessList,0,49,49,"INF%",0,1,1,"INF%",0.0,0.20588235294117646,0.20588235294117646,"INF%",0.0,0.004201680672268907,0.004201680672268907,"INF%"
class org.elasticsearch.common.unit.TimeValue,0,1,1,"INF%",0,1,1,"INF%",0.0,0.004201680672268907,0.004201680672268907,"INF%",0.0,0.004201680672268907,0.004201680672268907,"INF%"
class java.lang.Integer,0,125,125,"INF%",0,12,12,"INF%",0.0,0.5252100840336135,0.5252100840336135,"INF%",0.0,0.05042016806722689,0.05042016806722689,"INF%"
class com.mongodb.DBCollectionImpl,0,4,4,"INF%",0,4,4,"INF%",0.0,0.01680672268907563,0.01680672268907563,"INF%",0.0,0.01680672268907563,0.01680672268907563,"INF%"
class [Lcom.mongodb.DB;,0,2,2,"INF%",0,1,1,"INF%",0.0,0.008403361344537815,0.008403361344537815,"INF%",0.0,0.004201680672268907,0.004201680672268907,"INF%"
class java.util.concurrent.atomic.AtomicLong,0,35,35,"INF%",0,13,13,"INF%",0.0,0.14705882352941177,0.14705882352941177,"INF%",0.0,0.0546218487394958,0.0546218487394958,"INF%"
class com.mongodb.Mongo,0,417,417,"INF%",0,417,417,"INF%",0.0,1.7521008403361344,1.7521008403361344,"INF%",0.0,1.7521008403361344,1.7521008403361344,"INF%"
class org.elasticsearch.common.collect.ImmutableList$ReverseImmutableList,0,1,1,"INF%",0,1,1,"INF%",0.0,0.004201680672268907,0.004201680672268907,"INF%",0.0,0.004201680672268907,0.004201680672268907,"INF%"
class java.lang.String,0,122,122,"INF%",0,38,38,"INF%",0.0,0.5126050420168067,0.5126050420168067,"INF%",0.0,0.15966386554621848,0.15966386554621848,"INF%"
class java.lang.Short,0,3,3,"INF%",0,3,3,"INF%",0.0,0.012605042016806723,0.012605042016806723,"INF%",0.0,0.012605042016806723,0.012605042016806723,"INF%"
class com.mongodb.MongoOptions,0,82,82,"INF%",0,1,1,"INF%",0.0,0.3445378151260504,0.3445378151260504,"INF%",0.0,0.004201680672268907,0.004201680672268907,"INF%"
class com.mongodb.DBTCPConnector,0,28,28,"INF%",0,28,28,"INF%",0.0,0.11764705882352941,0.11764705882352941,"INF%",0.0,0.11764705882352941,0.11764705882352941,"INF%"
class com.mongodb.ReadPreference$PrimaryReadPreference,0,51,51,"INF%",0,1,1,"INF%",0.0,0.21428571428571427,0.21428571428571427,"INF%",0.0,0.004201680672268907,0.004201680672268907,"INF%"
class org.elasticsearch.common.collect.SingletonImmutableList,0,4,4,"INF%",0,2,2,"INF%",0.0,0.01680672268907563,0.01680672268907563,"INF%",0.0,0.008403361344537815,0.008403361344537815,"INF%"
class java.lang.Double,0,1,1,"INF%",0,1,1,"INF%",0.0,0.004201680672268907,0.004201680672268907,"INF%",0.0,0.004201680672268907,0.004201680672268907,"INF%"
class java.util.LinkedHashMap$LinkedEntrySet,0,6,6,"INF%",0,1,1,"INF%",0.0,0.025210084033613446,0.025210084033613446,"INF%",0.0,0.004201680672268907,0.004201680672268907,"INF%"
class [Ljava.lang.CharSequence;,0,1,1,"INF%",0,1,1,"INF%",0.0,0.004201680672268907,0.004201680672268907,"INF%",0.0,0.004201680672268907,0.004201680672268907,"INF%"
