Classes of objects created,Number of objects created(Original),Number of objects created(Modified),Modified - Original,Percentage(Gain/Loss),Number of unique objects manipulated(Original),Number of unique objects manipulated(Modified),Modified - Original,Percentage(Gain/Loss),Number of objects created(Original-Normalized),Number of objects created(Modified-Normalized),Modified - Original,Percentage(Gain/Loss),Number of unique objects manipulated(Original-Normalized),Number of unique objects manipulated(Modified-Normalized),Modified - Original,Percentage(Gain/Loss)
class org.elasticsearch.common.logging.jdk.JdkESLogger,1,0,-1,"-INF%",1,0,-1,"-INF%",0.125,0.0,-0.125,"-INF%",0.125,0.0,-0.125,"-INF%"
class java.lang.Long,1,148,147,"14700.0%",1,4,3,"300.0%",0.125,0.9426751592356688,0.8176751592356688,"654.14%",0.125,0.025477707006369428,-0.09952229299363058,"-79.62%"
class java.lang.Object,1,0,-1,"-INF%",1,0,-1,"-INF%",0.125,0.0,-0.125,"-INF%",0.125,0.0,-0.125,"-INF%"
class [Lcom.mongodb.ServerAddress;,1,3,2,"200.0%",1,1,0,"0.0%",0.125,0.01910828025477707,-0.10589171974522293,"-84.71%",0.125,0.006369426751592357,-0.11863057324840764,"-94.9%"
class java.lang.Boolean,1,65,64,"6400.0%",1,2,1,"100.0%",0.125,0.4140127388535032,0.2890127388535032,"231.21%",0.125,0.012738853503184714,-0.11226114649681529,"-89.81%"
class java.lang.Class,2,1,-1,"-50.0%",2,1,-1,"-50.0%",0.25,0.006369426751592357,-0.24363057324840764,"-97.45%",0.25,0.006369426751592357,-0.24363057324840764,"-97.45%"
class java.util.ArrayList,1,3,2,"200.0%",1,1,0,"0.0%",0.125,0.01910828025477707,-0.10589171974522293,"-84.71%",0.125,0.006369426751592357,-0.11863057324840764,"-94.9%"
class java.lang.Float,0,2,2,"INF%",0,2,2,"INF%",0.0,0.012738853503184714,0.012738853503184714,"INF%",0.0,0.012738853503184714,0.012738853503184714,"INF%"
class [C,0,2,2,"INF%",0,2,2,"INF%",0.0,0.012738853503184714,0.012738853503184714,"INF%",0.0,0.012738853503184714,0.012738853503184714,"INF%"
class java.util.stream.ReferencePipeline$Head,0,4,4,"INF%",0,4,4,"INF%",0.0,0.025477707006369428,0.025477707006369428,"INF%",0.0,0.025477707006369428,0.025477707006369428,"INF%"
class [Ljava.lang.Number;,0,71,71,"INF%",0,71,71,"INF%",0.0,0.45222929936305734,0.45222929936305734,"INF%",0.0,0.45222929936305734,0.45222929936305734,"INF%"
class [Ljava.lang.CharSequence;,0,1,1,"INF%",0,1,1,"INF%",0.0,0.006369426751592357,0.006369426751592357,"INF%",0.0,0.006369426751592357,0.006369426751592357,"INF%"
class [Ljava.lang.String;,0,1,1,"INF%",0,1,1,"INF%",0.0,0.006369426751592357,0.006369426751592357,"INF%",0.0,0.006369426751592357,0.006369426751592357,"INF%"
class java.util.LinkedHashMap$LinkedEntrySet,0,27,27,"INF%",0,1,1,"INF%",0.0,0.17197452229299362,0.17197452229299362,"INF%",0.0,0.006369426751592357,0.006369426751592357,"INF%"
class java.lang.Integer,0,26,26,"INF%",0,7,7,"INF%",0.0,0.16560509554140126,0.16560509554140126,"INF%",0.0,0.044585987261146494,0.044585987261146494,"INF%"
class java.util.concurrent.atomic.AtomicLong,0,158,158,"INF%",0,8,8,"INF%",0.0,1.0063694267515924,1.0063694267515924,"INF%",0.0,0.050955414012738856,0.050955414012738856,"INF%"
class com.mongodb.Mongo,0,58,58,"INF%",0,58,58,"INF%",0.0,0.36942675159235666,0.36942675159235666,"INF%",0.0,0.36942675159235666,0.36942675159235666,"INF%"
class java.util.LinkedHashMap$LinkedKeySet,0,2,2,"INF%",0,1,1,"INF%",0.0,0.012738853503184714,0.012738853503184714,"INF%",0.0,0.006369426751592357,0.006369426751592357,"INF%"
class java.lang.String,0,33,33,"INF%",0,29,29,"INF%",0.0,0.21019108280254778,0.21019108280254778,"INF%",0.0,0.18471337579617833,0.18471337579617833,"INF%"
class java.lang.Short,0,2,2,"INF%",0,2,2,"INF%",0.0,0.012738853503184714,0.012738853503184714,"INF%",0.0,0.012738853503184714,0.012738853503184714,"INF%"
class com.mongodb.DBCollectionImpl,0,14,14,"INF%",0,14,14,"INF%",0.0,0.08917197452229299,0.08917197452229299,"INF%",0.0,0.08917197452229299,0.08917197452229299,"INF%"
class org.elasticsearch.common.unit.TimeValue,0,1,1,"INF%",0,1,1,"INF%",0.0,0.006369426751592357,0.006369426751592357,"INF%",0.0,0.006369426751592357,0.006369426751592357,"INF%"
class com.mongodb.DBApiLayer,0,33,33,"INF%",0,33,33,"INF%",0.0,0.21019108280254778,0.21019108280254778,"INF%",0.0,0.21019108280254778,0.21019108280254778,"INF%"
class org.elasticsearch.common.collect.SingletonImmutableList,0,2,2,"INF%",0,2,2,"INF%",0.0,0.012738853503184714,0.012738853503184714,"INF%",0.0,0.012738853503184714,0.012738853503184714,"INF%"
class org.elasticsearch.common.collect.RegularImmutableList,0,110,110,"INF%",0,92,92,"INF%",0.0,0.7006369426751592,0.7006369426751592,"INF%",0.0,0.5859872611464968,0.5859872611464968,"INF%"
class com.mongodb.ReadPreference$PrimaryReadPreference,0,7,7,"INF%",0,1,1,"INF%",0.0,0.044585987261146494,0.044585987261146494,"INF%",0.0,0.006369426751592357,0.006369426751592357,"INF%"
class com.mongodb.BasicDBObject,0,154,154,"INF%",0,27,27,"INF%",0.0,0.9808917197452229,0.9808917197452229,"INF%",0.0,0.17197452229299362,0.17197452229299362,"INF%"
class org.bson.types.ObjectId,0,3,3,"INF%",0,3,3,"INF%",0.0,0.01910828025477707,0.01910828025477707,"INF%",0.0,0.01910828025477707,0.01910828025477707,"INF%"
class org.elasticsearch.common.collect.ImmutableList$ReverseImmutableList,0,1,1,"INF%",0,1,1,"INF%",0.0,0.006369426751592357,0.006369426751592357,"INF%",0.0,0.006369426751592357,0.006369426751592357,"INF%"
class org.elasticsearch.common.unit.ByteSizeValue,0,1,1,"INF%",0,1,1,"INF%",0.0,0.006369426751592357,0.006369426751592357,"INF%",0.0,0.006369426751592357,0.006369426751592357,"INF%"
class org.elasticsearch.common.collect.Iterators$11,0,7,7,"INF%",0,2,2,"INF%",0.0,0.044585987261146494,0.044585987261146494,"INF%",0.0,0.012738853503184714,0.012738853503184714,"INF%"
