Methods called,Number of times(Original),Number of times(Modified),Modified - Original,Percentage(Gain/Loss),Number of times(Original-Normalized),Number of times(Modified-Normalized),Modified - Original,Percentage(Gain/Loss)
"org.elasticsearch.river.mongodb.Slurper$SlurperException(org.elasticsearch.river.mongodb.Slurper)",1,1,0,"0.0%",0.125,0.004201680672268907,-0.1207983193277311,"-96.64%"
"org.elasticsearch.river.mongodb.Slurper$SlurperException(org.elasticsearch.river.mongodb.Slurper| java.lang.String)",2,13,11,"550.0%",0.25,0.0546218487394958,-0.1953781512605042,"-78.15%"
"public static final long org.elasticsearch.river.mongodb.Slurper$SlurperException.serialVersionUID",1,1,0,"0.0%",0.125,0.004201680672268907,-0.1207983193277311,"-96.64%"
"public static final org.elasticsearch.common.logging.ESLogger org.elasticsearch.river.mongodb.Slurper.logger",1,1,0,"0.0%",0.125,0.004201680672268907,-0.1207983193277311,"-96.64%"
"com.mongodb.ServerAddress[0]",1,4,3,"300.0%",0.125,0.01680672268907563,-0.10819327731092437,"-86.55%"
"org.elasticsearch.river.mongodb.Slurper(java.util.List| org.elasticsearch.river.mongodb.MongoDBRiverDefinition| org.elasticsearch.river.mongodb.SharedContext| org.elasticsearch.client.Client)",2,7,5,"250.0%",0.25,0.029411764705882353,-0.22058823529411764,"-88.24%"
"public static boolean java.util.Collections.addAll(java.util.Collection|java.lang.Object[])",1,6,5,"500.0%",0.125,0.025210084033613446,-0.09978991596638656,"-79.83%"
"public final native java.lang.Class java.lang.Object.getClass()",2,0,-2,"-INF%",0.25,0.0,-0.25,"-INF%"
"java.lang.Object()",1,0,-1,"-INF%",0.125,0.0,-0.125,"-INF%"
"java.util.ArrayList()",1,7,6,"600.0%",0.125,0.029411764705882353,-0.09558823529411764,"-76.47%"
"randoop.operation.UncheckedCast@10515455",0,1,1,"INF%",0.0,0.004201680672268907,0.004201680672268907,"INF%"
"public void com.mongodb.DB.resetError()",0,1,1,"INF%",0.0,0.004201680672268907,0.004201680672268907,"INF%"
"public static final int org.elasticsearch.river.mongodb.MongoDBRiverDefinition.DEFAULT_DB_PORT",0,1,1,"INF%",0.0,0.004201680672268907,0.004201680672268907,"INF%"
"public final long java.util.concurrent.atomic.AtomicLong.getAndAdd(long)",0,14,14,"INF%",0.0,0.058823529411764705,0.058823529411764705,"INF%"
"public static final java.lang.String org.elasticsearch.river.mongodb.MongoDBRiverDefinition.BULK_FIELD",0,1,1,"INF%",0.0,0.004201680672268907,0.004201680672268907,"INF%"
"public static final java.lang.String org.elasticsearch.river.mongodb.MongoDBRiverDefinition.EXCLUDE_FIELDS_FIELD",0,1,1,"INF%",0.0,0.004201680672268907,0.004201680672268907,"INF%"
"com.mongodb.DBObject[4]",0,1,1,"INF%",0.0,0.004201680672268907,0.004201680672268907,"INF%"
"public static final java.lang.String org.elasticsearch.river.mongodb.MongoDBRiverDefinition.USER_FIELD",0,1,1,"INF%",0.0,0.004201680672268907,0.004201680672268907,"INF%"
"public java.util.Map org.bson.BasicBSONObject.toMap()",0,2,2,"INF%",0.0,0.008403361344537815,0.008403361344537815,"INF%"
"public java.lang.String com.mongodb.DB.getName()",0,1,1,"INF%",0.0,0.004201680672268907,0.004201680672268907,"INF%"
"public final boolean org.elasticsearch.common.collect.ImmutableCollection.add(java.lang.Object)",0,3,3,"INF%",0.0,0.012605042016806723,0.012605042016806723,"INF%"
"public com.mongodb.ReadPreference com.mongodb.DB.getReadPreference()",0,10,10,"INF%",0.0,0.04201680672268908,0.04201680672268908,"INF%"
"public static org.elasticsearch.common.collect.ImmutableList org.elasticsearch.common.collect.ImmutableList.of(java.lang.Object|java.lang.Object|java.lang.Object|java.lang.Object|java.lang.Object|java.lang.Object|java.lang.Object)",0,1,1,"INF%",0.0,0.004201680672268907,0.004201680672268907,"INF%"
"public static org.elasticsearch.common.collect.ImmutableList org.elasticsearch.common.collect.ImmutableList.of(java.lang.Object|java.lang.Object|java.lang.Object|java.lang.Object|java.lang.Object|java.lang.Object)",0,3,3,"INF%",0.0,0.012605042016806723,0.012605042016806723,"INF%"
"public static org.elasticsearch.common.collect.ImmutableList org.elasticsearch.common.collect.ImmutableList.of()",0,45,45,"INF%",0.0,0.18907563025210083,0.18907563025210083,"INF%"
"public static org.elasticsearch.common.collect.ImmutableList org.elasticsearch.common.collect.ImmutableList.of(java.lang.Object|java.lang.Object|java.lang.Object|java.lang.Object|java.lang.Object|java.lang.Object|java.lang.Object|java.lang.Object|java.lang.Object|java.lang.Object|java.lang.Object)",0,20,20,"INF%",0.0,0.08403361344537816,0.08403361344537816,"INF%"
"public static org.elasticsearch.common.collect.ImmutableList org.elasticsearch.common.collect.ImmutableList.of(java.lang.Object|java.lang.Object|java.lang.Object|java.lang.Object|java.lang.Object|java.lang.Object|java.lang.Object|java.lang.Object)",0,7,7,"INF%",0.0,0.029411764705882353,0.029411764705882353,"INF%"
"public static org.elasticsearch.common.collect.ImmutableList org.elasticsearch.common.collect.ImmutableList.of(java.lang.Object|java.lang.Object|java.lang.Object)",0,7,7,"INF%",0.0,0.029411764705882353,0.029411764705882353,"INF%"
"public static org.elasticsearch.common.collect.ImmutableList org.elasticsearch.common.collect.ImmutableList.of(java.lang.Object|java.lang.Object)",0,5,5,"INF%",0.0,0.02100840336134454,0.02100840336134454,"INF%"
"public static org.elasticsearch.common.collect.ImmutableList org.elasticsearch.common.collect.ImmutableList.of(java.lang.Object)",0,3,3,"INF%",0.0,0.012605042016806723,0.012605042016806723,"INF%"
"public static org.elasticsearch.common.collect.ImmutableList org.elasticsearch.common.collect.ImmutableList.of(java.lang.Object|java.lang.Object|java.lang.Object|java.lang.Object|java.lang.Object|java.lang.Object|java.lang.Object|java.lang.Object|java.lang.Object|java.lang.Object|java.lang.Object|java.lang.Object|java.lang.Object[])",0,1,1,"INF%",0.0,0.004201680672268907,0.004201680672268907,"INF%"
"com.mongodb.Mongo(com.mongodb.ServerAddress)",0,1,1,"INF%",0.0,0.004201680672268907,0.004201680672268907,"INF%"
"com.mongodb.Mongo(com.mongodb.MongoURI)",0,1,1,"INF%",0.0,0.004201680672268907,0.004201680672268907,"INF%"
"com.mongodb.Mongo(com.mongodb.ServerAddress| com.mongodb.ServerAddress)",0,1,1,"INF%",0.0,0.004201680672268907,0.004201680672268907,"INF%"
"com.mongodb.Mongo()",0,256,256,"INF%",0.0,1.0756302521008403,1.0756302521008403,"INF%"
"com.mongodb.Mongo(java.util.List)",0,24,24,"INF%",0.0,0.10084033613445378,0.10084033613445378,"INF%"
"com.mongodb.Mongo(java.lang.String)",0,25,25,"INF%",0.0,0.10504201680672269,0.10504201680672269,"INF%"
"com.mongodb.Mongo(com.mongodb.ServerAddress| com.mongodb.ServerAddress| com.mongodb.MongoOptions)",0,4,4,"INF%",0.0,0.01680672268907563,0.01680672268907563,"INF%"
"com.mongodb.Mongo(com.mongodb.ServerAddress| com.mongodb.MongoOptions)",0,3,3,"INF%",0.0,0.012605042016806723,0.012605042016806723,"INF%"
"com.mongodb.Mongo(java.lang.String| int)",0,39,39,"INF%",0.0,0.1638655462184874,0.1638655462184874,"INF%"
"com.mongodb.Mongo(java.util.List| com.mongodb.MongoOptions)",0,47,47,"INF%",0.0,0.19747899159663865,0.19747899159663865,"INF%"
"com.mongodb.Mongo(java.lang.String| com.mongodb.MongoOptions)",0,31,31,"INF%",0.0,0.13025210084033614,0.13025210084033614,"INF%"
"public java.lang.String java.util.concurrent.atomic.AtomicLong.toString()",0,10,10,"INF%",0.0,0.04201680672268908,0.04201680672268908,"INF%"
"public static org.elasticsearch.common.collect.ImmutableList$Builder org.elasticsearch.common.collect.ImmutableList.builder()",0,6,6,"INF%",0.0,0.025210084033613446,0.025210084033613446,"INF%"
"public final long java.util.concurrent.atomic.AtomicLong.getAndUpdate(java.util.function.LongUnaryOperator)",0,1,1,"INF%",0.0,0.004201680672268907,0.004201680672268907,"INF%"
"public void com.mongodb.Mongo.setReadPreference(com.mongodb.ReadPreference)",0,24,24,"INF%",0.0,0.10084033613445378,0.10084033613445378,"INF%"
"public java.lang.Object java.util.LinkedHashMap.getOrDefault(java.lang.Object|java.lang.Object)",0,1,1,"INF%",0.0,0.004201680672268907,0.004201680672268907,"INF%"
"public static synchronized org.elasticsearch.river.mongodb.MongoDBRiverDefinition org.elasticsearch.river.mongodb.MongoDBRiverDefinition.parseSettings(java.lang.String|java.lang.String|org.elasticsearch.river.RiverSettings|org.elasticsearch.script.ScriptService)",0,2,2,"INF%",0.0,0.008403361344537815,0.008403361344537815,"INF%"
"public boolean org.bson.BasicBSONObject.getBoolean(java.lang.String)",0,3,3,"INF%",0.0,0.012605042016806723,0.012605042016806723,"INF%"
"public static final java.lang.String org.elasticsearch.river.mongodb.MongoDBRiverDefinition.SOCKET_TIMEOUT",0,1,1,"INF%",0.0,0.004201680672268907,0.004201680672268907,"INF%"
"public static final org.elasticsearch.common.unit.TimeValue org.elasticsearch.river.mongodb.MongoDBRiverDefinition.DEFAULT_FLUSH_INTERVAL",0,1,1,"INF%",0.0,0.004201680672268907,0.004201680672268907,"INF%"
"public static final java.lang.String org.elasticsearch.river.mongodb.MongoDBRiverDefinition.DROP_COLLECTION_FIELD",0,1,1,"INF%",0.0,0.004201680672268907,0.004201680672268907,"INF%"
"public void com.mongodb.Mongo.dropDatabase(java.lang.String)",0,2,2,"INF%",0.0,0.008403361344537815,0.008403361344537815,"INF%"
"randoop.operation.ArrayElementSet@73b63df2",0,1,1,"INF%",0.0,0.004201680672268907,0.004201680672268907,"INF%"
"public com.mongodb.AggregationOutput com.mongodb.DBCollection.aggregate(com.mongodb.DBObject|com.mongodb.DBObject[])",0,1,1,"INF%",0.0,0.004201680672268907,0.004201680672268907,"INF%"
"public com.mongodb.DB com.mongodb.Mongo.getDB(java.lang.String)",0,19,19,"INF%",0.0,0.07983193277310924,0.07983193277310924,"INF%"
"public static int com.mongodb.Mongo.getMajorVersion()",0,1,1,"INF%",0.0,0.004201680672268907,0.004201680672268907,"INF%"
"public void com.mongodb.DB.setWriteConcern(com.mongodb.WriteConcern)",0,1,1,"INF%",0.0,0.004201680672268907,0.004201680672268907,"INF%"
"public boolean java.util.HashMap.replace(java.lang.Object|java.lang.Object|java.lang.Object)",0,4,4,"INF%",0.0,0.01680672268907563,0.01680672268907563,"INF%"
"public java.lang.Object java.util.HashMap.replace(java.lang.Object|java.lang.Object)",0,1,1,"INF%",0.0,0.004201680672268907,0.004201680672268907,"INF%"
"public java.lang.String com.mongodb.Mongo.getVersion()",0,63,63,"INF%",0.0,0.2647058823529412,0.2647058823529412,"INF%"
"com.mongodb.BasicDBObject()",0,92,92,"INF%",0.0,0.3865546218487395,0.3865546218487395,"INF%"
"com.mongodb.BasicDBObject(java.util.Map)",0,109,109,"INF%",0.0,0.4579831932773109,0.4579831932773109,"INF%"
"com.mongodb.BasicDBObject(int)",0,81,81,"INF%",0.0,0.3403361344537815,0.3403361344537815,"INF%"
