Methods called,Number of times(Original),Number of times(Modified),Modified - Original,Percentage(Gain/Loss),Number of times(Original-Normalized),Number of times(Modified-Normalized),Modified - Original,Percentage(Gain/Loss)
"public io.swagger.oas.models.media.Schema io.swagger.oas.models.media.Schema.discriminator(io.swagger.oas.models.media.Discriminator)",1390,1022,-368,"-26.47%",0.09893238434163701,0.0754689115344853,-0.023463472807151706,"-23.72%"
"public java.lang.Object io.swagger.oas.models.media.Schema.getDefault()",1760,1050,-710,"-40.34%",0.12526690391459075,0.07753655294638902,-0.04773035096820173,"-38.1%"
"public java.lang.Boolean io.swagger.oas.models.media.Schema.getNullable()",1568,1551,-17,"-1.08%",0.11160142348754448,0.11453256535223748,0.002931141864692996,"2.63%"
"public io.swagger.oas.models.media.Schema io.swagger.oas.models.media.Schema.format(java.lang.String)",1057,1608,551,"52.13%",0.07523131672597864,0.11874169251218432,0.043510375786205674,"57.84%"
"java.lang.String[30]",1,0,-1,"-INF%",7.117437722419929e-05,0.0,-7.117437722419929e-05,"-INF%"
"public java.util.Map io.swagger.oas.models.media.Schema.getProperties()",3533,2589,-944,"-26.72%",0.2514590747330961,0.19118298626495348,-0.06027608846814261,"-23.97%"
"public static java.util.Optional io.swagger.jaxrs2.OperationParser.getInfo(io.swagger.oas.annotations.info.Info)",1,1,0,"0.0%",7.117437722419929e-05,7.38443361394181e-05,2.66995891521882e-06,"3.75%"
"public void io.swagger.oas.models.media.Schema.addEnumItemObject(java.lang.Object)",4468,631,-3837,"-85.88%",0.3180071174377224,0.04659577610397282,-0.2714113413337496,"-85.35%"
"public void io.swagger.oas.models.media.Schema.setUniqueItems(java.lang.Boolean)",1368,873,-495,"-36.18%",0.09736654804270463,0.06446610544971201,-0.032900442592992615,"-33.79%"
"public io.swagger.oas.models.media.Schema io.swagger.oas.models.media.Schema.additionalProperties(io.swagger.oas.models.media.Schema)",2785,2202,-583,"-20.93%",0.198220640569395,0.16260522817899867,-0.03561541239039634,"-17.97%"
"public void io.swagger.oas.models.media.Schema.setMinimum(java.math.BigDecimal)",1482,1186,-296,"-19.97%",0.10548042704626334,0.08757938266134987,-0.017901044384913467,"-16.97%"
"public java.lang.String io.swagger.oas.models.media.Schema.getPattern()",796,701,-95,"-11.93%",0.056654804270462635,0.051764879633732094,-0.00488992463673054,"-8.63%"
"public io.swagger.oas.models.media.Schema io.swagger.oas.models.media.Schema.maxLength(java.lang.Integer)",3375,1289,-2086,"-61.81%",0.2402135231316726,0.09518534928370993,-0.14502817384796268,"-60.37%"
"public java.lang.Boolean io.swagger.oas.models.media.Schema.getReadOnly()",1061,2469,1408,"132.7%",0.07551601423487544,0.1823216659282233,0.10680565169334785,"141.43%"
"public java.lang.String io.swagger.oas.models.media.Schema.getType()",1017,1237,220,"21.63%",0.07238434163701067,0.09134544380446019,0.01896110216744952,"26.2%"
"public void io.swagger.oas.models.media.Schema.setDiscriminator(io.swagger.oas.models.media.Discriminator)",633,640,7,"1.11%",0.04505338078291815,0.04726037512922759,0.0022069943463094363,"4.9%"
"public io.swagger.oas.models.media.Schema io.swagger.oas.models.media.Schema.title(java.lang.String)",7615,3177,-4438,"-58.28%",0.5419928825622776,0.2346034559149313,-0.3073894266473463,"-56.71%"
"public io.swagger.oas.models.media.Schema io.swagger.oas.models.media.Schema.type(java.lang.String)",3875,1013,-2862,"-73.86%",0.27580071174377224,0.07480431250923054,-0.2009963992345417,"-72.88%"
"public void io.swagger.oas.models.media.Schema.setEnum(java.util.List)",176,730,554,"314.77%",0.012526690391459075,0.05390636538177522,0.04137967499031615,"330.33%"
"public void io.swagger.oas.models.media.Schema.setMaximum(java.math.BigDecimal)",684,2794,2110,"308.48%",0.048683274021352314,0.20632107517353418,0.15763780115218187,"323.8%"
"public static java.util.Optional io.swagger.jaxrs2.OperationParser.getExternalDocumentation(io.swagger.oas.annotations.ExternalDocumentation)",1,1,0,"0.0%",7.117437722419929e-05,7.38443361394181e-05,2.66995891521882e-06,"3.75%"
"public io.swagger.oas.models.media.Schema io.swagger.oas.models.media.Schema.deprecated(java.lang.Boolean)",2585,2558,-27,"-1.04%",0.18398576512455517,0.18889381184463153,0.004908046720076359,"2.67%"
"public void io.swagger.oas.models.media.Schema.setProperties(java.util.Map)",1667,995,-672,"-40.31%",0.11864768683274021,0.07347511445872101,-0.0451725723740192,"-38.07%"
"public static java.util.Optional io.swagger.jaxrs2.OperationParser.getParameter(io.swagger.oas.annotations.Parameter|io.swagger.oas.models.Components)",23,1,-22,"-95.65%",0.0016370106761565836,7.38443361394181e-05,-0.0015631663400171654,"-95.49%"
"public void io.swagger.oas.models.media.Schema.setMultipleOf(java.math.BigDecimal)",8832,1534,-7298,"-82.63%",0.6286120996441281,0.11327721163786737,-0.5153348880062607,"-81.98%"
"public java.lang.Integer io.swagger.oas.models.media.Schema.getMinProperties()",947,1237,290,"30.62%",0.06740213523131673,0.09134544380446019,0.02394330857314346,"35.52%"
"public void io.swagger.oas.models.media.Schema.setMinItems(java.lang.Integer)",654,732,78,"11.93%",0.046548042704626334,0.05405405405405406,0.007506011349427723,"16.13%"
"public void io.swagger.oas.models.media.Schema.setRequired(java.util.List)",1756,4506,2750,"156.61%",0.12498220640569395,0.33274257864421797,0.207760372238524,"166.23%"
"public io.swagger.oas.models.media.Schema io.swagger.oas.models.media.Schema.writeOnly(java.lang.Boolean)",2114,4511,2397,"113.39%",0.1504626334519573,0.33311180032491505,0.18264916687295776,"121.39%"
"public java.lang.String io.swagger.oas.models.media.Schema.getFormat()",549,831,282,"51.37%",0.03907473309608541,0.06136464333185645,0.022289910235771038,"57.04%"
"public static final java.lang.String io.swagger.jaxrs2.OperationParser.COMMA",1,1,0,"0.0%",7.117437722419929e-05,7.38443361394181e-05,2.66995891521882e-06,"3.75%"
"public void io.swagger.oas.models.media.Schema.setPattern(java.lang.String)",33169,620,-32549,"-98.13%",2.360782918149466,0.04578348840643923,-2.3149994297430267,"-98.06%"
"public java.lang.Boolean io.swagger.oas.models.media.Schema.getUniqueItems()",804,2652,1848,"229.85%",0.05722419928825623,0.1958351794417368,0.13861098015348058,"242.22%"
"public void io.swagger.oas.models.media.Schema.addExtension(java.lang.String|java.lang.Object)",4342,13912,9570,"220.41%",0.30903914590747333,1.0273224043715847,0.7182832584641115,"232.42%"
"public java.lang.String io.swagger.oas.models.media.Schema.getDescription()",611,1094,483,"79.05%",0.043487544483985764,0.08078570373652341,0.03729815925253765,"85.77%"
"public io.swagger.oas.models.media.Schema io.swagger.oas.models.media.Schema.not(io.swagger.oas.models.media.Schema)",965,27892,26927,"2790.36%",0.06868327402135231,2.05966622360065,1.9909829495792977,"2898.79%"
"public static java.util.Optional io.swagger.jaxrs2.OperationParser.getServers(io.swagger.oas.annotations.servers.Server[])",130,3843,3713,"2856.15%",0.009252669039145907,0.28378378378378377,0.27453111474463787,"2967.05%"
"io.swagger.oas.annotations.responses.ApiResponse[0]",1,28,27,"2700.0%",7.117437722419929e-05,0.002067641411903707,0.001996467034679508,"2805.04%"
"io.swagger.oas.annotations.responses.ApiResponse[1]",1,3,2,"200.0%",7.117437722419929e-05,0.00022153300841825432,0.00015035863119405504,"211.25%"
"io.swagger.oas.annotations.links.Link[1]",6,1,-5,"-83.33%",0.00042704626334519574,7.38443361394181e-05,-0.00035320192720577763,"-82.71%"
