Classes of objects created,Number of objects created(Original),Number of objects created(Modified),Modified - Original,Percentage(Gain/Loss),Number of unique objects manipulated(Original),Number of unique objects manipulated(Modified),Modified - Original,Percentage(Gain/Loss),Number of objects created(Original-Normalized),Number of objects created(Modified-Normalized),Modified - Original,Percentage(Gain/Loss),Number of unique objects manipulated(Original-Normalized),Number of unique objects manipulated(Modified-Normalized),Modified - Original,Percentage(Gain/Loss)
class java.util.ArrayList,3114,4275,1161,"37.28%",48,53,5,"10.42%",0.18074177259272156,0.31007470805831583,0.12933293546559427,"71.56%",0.0027860003482500437,0.0038442010589685937,0.00105820071071855,"37.98%"
class java.lang.Character,3,0,-3,"-INF%",1,0,-1,"-INF%",0.00017412502176562773,0.0,-0.00017412502176562773,"-INF%",5.804167392187591e-05,0.0,-5.804167392187591e-05,"-INF%"
class java.lang.Float,1,0,-1,"-INF%",1,0,-1,"-INF%",5.804167392187591e-05,0.0,-5.804167392187591e-05,"-INF%",5.804167392187591e-05,0.0,-5.804167392187591e-05,"-INF%"
class java.lang.String,2617,2936,319,"12.19%",159,78,-81,"-50.94%",0.15189506065354924,0.21295423224776963,0.06105917159422039,"40.2%",0.009228626153578268,0.005657503445274534,-0.0035711227083037346,"-38.7%"
class [Lio.swagger.oas.annotations.servers.Server;,21,25,4,"19.05%",2,2,0,"0.0%",0.001218875152359394,0.0018133023863059403,0.0005944272339465462,"48.77%",0.00011608334784375181,0.00014506419090447523,2.8980843060723416e-05,"24.97%"
class [Lio.swagger.oas.annotations.media.Content;,198,209,11,"5.56%",2,2,0,"0.0%",0.01149225143653143,0.015159207949517662,0.0036669565129862323,"31.91%",0.00011608334784375181,0.00014506419090447523,2.8980843060723416e-05,"24.97%"
class [Lio.swagger.oas.annotations.links.LinkParameter;,68,62,-6,"-8.82%",2,2,0,"0.0%",0.003946833826687562,0.0044969899180387326,0.000550156091351171,"13.94%",0.00011608334784375181,0.00014506419090447523,2.8980843060723416e-05,"24.97%"
class java.lang.Boolean,5811,10942,5131,"88.3%",2,2,0,"0.0%",0.3372801671600209,0.793646188438384,0.45636602127836307,"135.31%",0.00011608334784375181,0.00014506419090447523,2.8980843060723416e-05,"24.97%"
class java.lang.Short,10,0,-10,"-INF%",1,0,-1,"-INF%",0.0005804167392187591,0.0,-0.0005804167392187591,"-INF%",5.804167392187591e-05,0.0,-5.804167392187591e-05,"-INF%"
class java.util.Optional,2041,6820,4779,"234.15%",18,275,257,"1427.78%",0.11846305647454873,0.49466889098426053,0.3762058345097118,"317.57%",0.0010447501305937664,0.019946326249365345,0.01890157611877158,"1809.2%"
class java.util.LinkedHashMap,218,314,96,"44.04%",11,11,0,"0.0%",0.012653084914968948,0.02277507797200261,0.010121993057033664,"80.0%",0.0006384584131406349,0.0007978530499746138,0.00015939463683397887,"24.97%"
class java.util.HashMap,468,622,154,"32.91%",9,7,-2,"-22.22%",0.027163503395437924,0.0451149633712918,0.017951459975853873,"66.09%",0.0005223750652968832,0.0005077246681656633,-1.4650397131219894e-05,"-2.8%"
class [Lio.swagger.oas.annotations.links.Link;,11,30,19,"172.73%",2,2,0,"0.0%",0.0006384584131406349,0.0021759628635671284,0.0015375044504264935,"240.82%",0.00011608334784375181,0.00014506419090447523,2.8980843060723416e-05,"24.97%"
class [Ljava.lang.String;,2881,3520,639,"22.18%",24,17,-7,"-29.17%",0.1672180625689245,0.2553129759918764,0.08809491342295192,"52.68%",0.0013930001741250218,0.0012330456226880395,-0.00015995455143698236,"-11.48%"
class io.swagger.jaxrs2.OperationParser,1,8,7,"700.0%",1,1,0,"0.0%",5.804167392187591e-05,0.0005802567636179009,0.000522215089696025,"899.72%",5.804167392187591e-05,7.253209545223762e-05,1.4490421530361708e-05,"24.97%"
class [Lio.swagger.oas.annotations.Parameter;,7,89,82,"1171.43%",2,2,0,"0.0%",0.00040629171745313133,0.006455356495249148,0.006049064777796017,"1488.85%",0.00011608334784375181,0.00014506419090447523,2.8980843060723416e-05,"24.97%"
class [Lio.swagger.oas.annotations.responses.ApiResponse;,3,64,61,"2033.33%",2,2,0,"0.0%",0.00017412502176562773,0.004642054108943207,0.00446792908717758,"2565.93%",0.00011608334784375181,0.00014506419090447523,2.8980843060723416e-05,"24.97%"
class java.lang.Class,353,358,5,"1.42%",9,9,0,"0.0%",0.020488710894422196,0.025966490171901065,0.005477779277478868,"26.74%",0.0005223750652968832,0.0006527888590701386,0.00013041379377325536,"24.97%"
class io.swagger.oas.models.media.Schema,167862,190321,22459,"13.38%",16315,15574,-741,"-4.54%",9.742991467873933,13.804380938565314,4.061389470691381,"41.69%",0.9469499100354054,1.1296148545731486,0.18266494453774318,"19.29%"
class java.util.LinkedHashSet,0,3947,3947,"INF%",0,7,7,"INF%",0.0,0.28628418074998185,0.28628418074998185,"INF%",0.0,0.0005077246681656633,0.0005077246681656633,"INF%"
class java.lang.Integer,0,2,2,"INF%",0,1,1,"INF%",0.0,0.00014506419090447523,0.00014506419090447523,"INF%",0.0,7.253209545223762e-05,7.253209545223762e-05,"INF%"
class [Lio.swagger.oas.models.tags.Tag;,0,818,818,"INF%",0,1,1,"INF%",0.0,0.05933125407993037,0.05933125407993037,"INF%",0.0,7.253209545223762e-05,7.253209545223762e-05,"INF%"
