Classes of objects created,Number of objects created(Original),Number of objects created(Modified),Modified - Original,Percentage(Gain/Loss),Number of unique objects manipulated(Original),Number of unique objects manipulated(Modified),Modified - Original,Percentage(Gain/Loss),Number of objects created(Original-Normalized),Number of objects created(Modified-Normalized),Modified - Original,Percentage(Gain/Loss),Number of unique objects manipulated(Original-Normalized),Number of unique objects manipulated(Modified-Normalized),Modified - Original,Percentage(Gain/Loss)
class java.util.ArrayList,8384,1789,-6595,"-78.66%",52,37,-15,"-28.85%",0.594399149237859,0.1318446458840003,-0.46255450335385867,"-77.82%",0.003686635944700461,0.002726803743827843,-0.0009598322008726179,"-26.04%"
class java.lang.Integer,2,0,-2,"-INF%",2,0,-2,"-INF%",0.00014179369018078695,0.0,-0.00014179369018078695,"-INF%",0.00014179369018078695,0.0,-0.00014179369018078695,"-INF%"
class [Lio.swagger.oas.annotations.servers.Server;,9,47,38,"422.22%",2,2,0,"0.0%",0.0006380716058135413,0.003463777728646179,0.0028257061228326376,"442.85%",0.00014179369018078695,0.00014739479696366717,5.601106782880216e-06,"3.95%"
class [Lio.swagger.oas.annotations.links.Link;,7,33,26,"371.43%",2,2,0,"0.0%",0.0004962779156327543,0.0024320141499005084,0.001935736234267754,"390.05%",0.00014179369018078695,0.00014739479696366717,5.601106782880216e-06,"3.95%"
class java.lang.String,1399,2772,1373,"98.14%",158,66,-92,"-58.23%",0.09918468628146047,0.20428918859164272,0.10510450231018224,"105.97%",0.01120170152428217,0.004864028299801017,-0.006337673224481153,"-56.58%"
class [Lio.swagger.oas.annotations.media.Content;,129,118,-11,"-8.53%",2,2,0,"0.0%",0.00914569301666076,0.008696293020856364,-0.00044939999580439517,"-4.91%",0.00014179369018078695,0.00014739479696366717,5.601106782880216e-06,"3.95%"
class [Ljava.lang.reflect.AnnotatedElement;,425,0,-425,"-INF%",2,0,-2,"-INF%",0.03013115916341723,0.0,-0.03013115916341723,"-INF%",0.00014179369018078695,0.0,-0.00014179369018078695,"-INF%"
class java.lang.Boolean,9797,8288,-1509,"-15.4%",2,2,0,"0.0%",0.6945763913505849,0.6108040386174368,-0.08377235273314809,"-12.06%",0.00014179369018078695,0.00014739479696366717,5.601106782880216e-06,"3.95%"
class java.util.Optional,6737,4825,-1912,"-28.38%",9,135,126,"1400.0%",0.47763204537398085,0.3555899476748471,-0.12204209769913377,"-25.55%",0.0006380716058135413,0.009949148795047534,0.009311077189233994,"1459.25%"
class [Lio.swagger.oas.annotations.links.LinkParameter;,3,114,111,"3700.0%",2,2,0,"0.0%",0.00021269053527118043,0.00840150342692903,0.008188812891657848,"3850.11%",0.00014179369018078695,0.00014739479696366717,5.601106782880216e-06,"3.95%"
class java.util.LinkedHashMap,302,2347,2045,"677.15%",9,47,38,"422.22%",0.021410847217298832,0.17296779423686343,0.1515569470195646,"707.85%",0.0006380716058135413,0.003463777728646179,0.0028257061228326376,"442.85%"
class java.util.HashMap,1508,773,-735,"-48.74%",53,5,-48,"-90.57%",0.10691244239631337,0.056968089026457364,-0.049944353369856004,"-46.72%",0.0037575327897908543,0.000368486992409168,-0.003389045797381686,"-90.19%"
class [Lio.swagger.oas.annotations.responses.ApiResponse;,134,26,-108,"-80.6%",2,2,0,"0.0%",0.009500177242112726,0.0019161323605276733,-0.007584044881585053,"-79.83%",0.00014179369018078695,0.00014739479696366717,5.601106782880216e-06,"3.95%"
class [Ljava.lang.String;,7421,1052,-6369,"-85.82%",18,13,-5,"-27.78%",0.52612548741581,0.07752966320288894,-0.44859582421292105,"-85.26%",0.0012761432116270826,0.0009580661802638367,-0.00031807703136324593,"-24.92%"
class io.swagger.jaxrs2.OperationParser,1400,10,-1390,"-99.29%",1,1,0,"0.0%",0.09925558312655088,0.000736973984818336,-0.09851860914173254,"-99.26%",7.089684509039348e-05,7.369739848183359e-05,2.800553391440108e-06,"3.95%"
class [Lio.swagger.oas.annotations.Parameter;,27,117,90,"333.33%",2,2,0,"0.0%",0.0019142148174406239,0.00862259562237453,0.006708380804933907,"350.45%",0.00014179369018078695,0.00014739479696366717,5.601106782880216e-06,"3.95%"
class java.lang.Class,1219,255,-964,"-79.08%",7,12,5,"71.43%",0.08642325416518964,0.018792836612867566,-0.06763041755232208,"-78.25%",0.0004962779156327543,0.0008843687817820031,0.0003880908661492488,"78.2%"
class io.swagger.oas.models.media.Schema,140729,218395,77666,"55.19%",14520,13202,-1318,"-9.08%",9.977242112725984,16.095143341440046,6.117901228714063,"61.32%",1.0294221907125134,0.9729530547571671,-0.056469135955346306,"-5.49%"
class java.lang.Double,0,1,1,"INF%",0,1,1,"INF%",0.0,7.369739848183359e-05,7.369739848183359e-05,"INF%",0.0,7.369739848183359e-05,7.369739848183359e-05,"INF%"
