Methods called,Number of times(Original),Number of times(Modified),Modified - Original,Percentage(Gain/Loss),Number of times(Original-Normalized),Number of times(Modified-Normalized),Modified - Original,Percentage(Gain/Loss)
"public retrofit.client.Request retrofit.RequestBuilder.build() throws java.io.UnsupportedEncodingException",26,77,51,"196.15%",0.02944507361268403,0.09210526315789473,0.0626601895452107,"212.8%"
"public java.lang.String retrofit.RequestBuilder.apiUrl",16,22,6,"37.5%",0.01812004530011325,0.02631578947368421,0.008195744173570958,"45.23%"
"public retrofit.RequestBuilder retrofit.SerializedObjectSupporter.deserializeObjectRequestBuilder19() throws java.io.IOException",51,61,10,"19.61%",0.057757644394110984,0.0729665071770335,0.015208862782922515,"26.33%"
"public retrofit.RequestBuilder retrofit.SerializedObjectSupporter.deserializeObjectRequestBuilder15() throws java.io.IOException",210,61,-149,"-70.95%",0.23782559456398641,0.0729665071770335,-0.16485908738695293,"-69.32%"
"retrofit.client.Header[0]",95,248,153,"161.05%",0.10758776896942242,0.2966507177033493,0.18906294873392687,"175.73%"
"public retrofit.RequestBuilder retrofit.SerializedObjectSupporter.deserializeObjectRequestBuilder18() throws java.io.IOException",81,115,34,"41.98%",0.09173272933182333,0.1375598086124402,0.045827079280616856,"49.96%"
"public retrofit.RequestBuilder retrofit.SerializedObjectSupporter.deserializeObjectRequestBuilder17() throws java.io.IOException",153,86,-67,"-43.79%",0.17327293318233294,0.10287081339712918,-0.07040211978520376,"-40.63%"
"public java.lang.String retrofit.client.Request.getMethod()",35,23,-12,"-34.29%",0.039637599093997736,0.02751196172248804,-0.012125637371509696,"-30.59%"
"public retrofit.RequestBuilder retrofit.SerializedObjectSupporter.deserializeObjectRequestBuilder11() throws java.io.IOException",27,147,120,"444.44%",0.030577576443941108,0.17583732057416268,0.14525974413022158,"475.05%"
"public retrofit.RequestBuilder retrofit.SerializedObjectSupporter.deserializeObjectRequestBuilder14() throws java.io.IOException",58,99,41,"70.69%",0.06568516421291053,0.11842105263157894,0.052735888418668414,"80.29%"
"public retrofit.RequestBuilder retrofit.SerializedObjectSupporter.deserializeObjectRequestBuilder13() throws java.io.IOException",125,153,28,"22.4%",0.14156285390713477,0.18301435406698566,0.041451500159850885,"29.28%"
"public void retrofit.RequestBuilder.setargs(java.lang.Object[])",56,27,-29,"-51.79%",0.06342015855039637,0.03229665071770335,-0.03112350783269302,"-49.08%"
"public final retrofit.converter.Converter retrofit.RequestBuilder.converter",70,196,126,"180.0%",0.07927519818799547,0.23444976076555024,0.15517456257755477,"195.74%"
"public retrofit.RequestBuilder retrofit.SerializedObjectSupporter.deserializeObjectRequestBuilder16() throws java.io.IOException",244,340,96,"39.34%",0.27633069082672707,0.40669856459330145,0.13036787376657438,"47.18%"
"retrofit.RequestBuilder(retrofit.converter.Converter)",105,29,-76,"-72.38%",0.11891279728199321,0.034688995215311005,-0.0842238020666822,"-70.83%"
"public retrofit.RequestBuilder retrofit.SerializedObjectSupporter.deserializeObjectRequestBuilder10() throws java.io.IOException",71,36,-35,"-49.3%",0.08040770101925254,0.0430622009569378,-0.03734550006231474,"-46.45%"
"public retrofit.RequestBuilder retrofit.SerializedObjectSupporter.deserializeObjectRequestBuilder12() throws java.io.IOException",104,207,103,"99.04%",0.11778029445073612,0.24760765550239233,0.1298273610516562,"110.23%"
"public java.lang.String retrofit.RequestBuilder.buildRelativeUrl() throws java.io.UnsupportedEncodingException",18,19,1,"5.56%",0.020385050962627407,0.022727272727272728,0.0023422217646453213,"11.49%"
"public java.lang.String retrofit.SerializedObjectSupporter.deserializeObjectString2() throws java.io.IOException",67,156,89,"132.84%",0.07587768969422423,0.18660287081339713,0.1107251811191729,"145.93%"
"public retrofit.converter.Converter retrofit.RequestBuilder.getconverter()",41,25,-16,"-39.02%",0.0464326160815402,0.029904306220095694,-0.016528309861444507,"-35.6%"
"public java.lang.String retrofit.SerializedObjectSupporter.deserializeObjectString1() throws java.io.IOException",28,28,0,"0.0%",0.031710079275198186,0.03349282296650718,0.0017827436913089925,"5.62%"
"public retrofit.RequestBuilder retrofit.SerializedObjectSupporter.deserializeObjectRequestBuilder8() throws java.io.IOException",230,52,-178,"-77.39%",0.26047565118912797,0.06220095693779904,-0.19827469425132893,"-76.12%"
"public static boolean java.util.Collections.addAll(java.util.Collection|java.lang.Object[])",95,248,153,"161.05%",0.10758776896942242,0.2966507177033493,0.18906294873392687,"175.73%"
"public retrofit.RequestBuilder retrofit.SerializedObjectSupporter.deserializeObjectRequestBuilder26() throws java.io.IOException",47,29,-18,"-38.3%",0.053227633069082674,0.034688995215311005,-0.018538637853771668,"-34.83%"
"public retrofit.RequestBuilder retrofit.SerializedObjectSupporter.deserializeObjectRequestBuilder29() throws java.io.IOException",69,38,-31,"-44.93%",0.07814269535673839,0.045454545454545456,-0.03268814990219293,"-41.83%"
"public java.util.ArrayList retrofit.SerializedObjectSupporter.deserializeObjectList3() throws java.io.IOException",175,37,-138,"-78.86%",0.19818799546998866,0.04425837320574163,-0.15392962226424703,"-77.67%"
"public retrofit.RequestBuilder retrofit.SerializedObjectSupporter.deserializeObjectRequestBuilder25() throws java.io.IOException",88,78,-10,"-11.36%",0.09966024915062288,0.09330143540669857,-0.006358813743924316,"-6.38%"
"public retrofit.RequestBuilder retrofit.SerializedObjectSupporter.deserializeObjectRequestBuilder24() throws java.io.IOException",143,79,-64,"-44.76%",0.16194790486976218,0.09449760765550239,-0.0674502972142598,"-41.65%"
"public java.util.ArrayList retrofit.SerializedObjectSupporter.deserializeObjectList1() throws java.io.IOException",48,25,-23,"-47.92%",0.05436013590033975,0.029904306220095694,-0.024455829680244057,"-44.99%"
"public retrofit.mime.TypedOutput retrofit.RequestBuilder.buildBody()",40,77,37,"92.5%",0.045300113250283124,0.09210526315789473,0.04680514990761161,"103.32%"
"public retrofit.RequestBuilder retrofit.SerializedObjectSupporter.deserializeObjectRequestBuilder27() throws java.io.IOException",115,46,-69,"-60.0%",0.13023782559456398,0.05502392344497608,-0.0752139021495879,"-57.75%"
"public void retrofit.RequestBuilder.setapiUrl(java.lang.String)",71,14,-57,"-80.28%",0.08040770101925254,0.01674641148325359,-0.06366128953599895,"-79.17%"
"public retrofit.RequestBuilder retrofit.SerializedObjectSupporter.deserializeObjectRequestBuilder21() throws java.io.IOException",101,68,-33,"-32.67%",0.1143827859569649,0.08133971291866028,-0.033043073038304616,"-28.89%"
"public retrofit.RequestBuilder retrofit.SerializedObjectSupporter.deserializeObjectRequestBuilder20() throws java.io.IOException",26,384,358,"1376.92%",0.02944507361268403,0.45933014354066987,0.4298850699279858,"1459.96%"
"public retrofit.RequestBuilder retrofit.SerializedObjectSupporter.deserializeObjectRequestBuilder1() throws java.io.IOException",144,208,64,"44.44%",0.16308040770101925,0.24880382775119617,0.08572342005017691,"52.57%"
"retrofit.SerializedObjectSupporter()",1114,1368,254,"22.8%",1.261608154020385,1.6363636363636365,0.3747554823432515,"29.7%"
"public retrofit.RequestBuilder retrofit.SerializedObjectSupporter.deserializeObjectRequestBuilder23() throws java.io.IOException",92,59,-33,"-35.87%",0.10419026047565119,0.07057416267942583,-0.03361609779622536,"-32.26%"
"public retrofit.RequestBuilder retrofit.SerializedObjectSupporter.deserializeObjectRequestBuilder3() throws java.io.IOException",197,192,-5,"-2.54%",0.22310305775764439,0.22966507177033493,0.006562014012690548,"2.94%"
"public retrofit.RequestBuilder retrofit.SerializedObjectSupporter.deserializeObjectRequestBuilder5() throws java.io.IOException",1203,639,-564,"-46.88%",1.362400906002265,0.7643540669856459,-0.5980468390166191,"-43.9%"
"public retrofit.RequestBuilder retrofit.SerializedObjectSupporter.deserializeObjectRequestBuilder2() throws java.io.IOException",183,113,-70,"-38.25%",0.2072480181200453,0.13516746411483255,-0.07208055400521277,"-34.78%"
"public retrofit.RequestBuilder retrofit.SerializedObjectSupporter.deserializeObjectRequestBuilder7() throws java.io.IOException",392,34,-358,"-91.33%",0.44394110985277463,0.04066985645933014,-0.4032712533934445,"-90.84%"
"public java.util.Collections retrofit.SerializedObjectSupporter.deserializeObjectList4() throws java.io.IOException",25,19,-6,"-24.0%",0.028312570781426953,0.022727272727272728,-0.005585298054154225,"-19.73%"
"public retrofit.RequestBuilder retrofit.SerializedObjectSupporter.deserializeObjectRequestBuilder4() throws java.io.IOException",34,221,187,"550.0%",0.03850509626274066,0.26435406698564595,0.2258489707229053,"586.54%"
"public retrofit.RequestBuilder retrofit.SerializedObjectSupporter.deserializeObjectRequestBuilder9() throws java.io.IOException",62,87,25,"40.32%",0.07021517553793885,0.10406698564593302,0.033851810107994165,"48.21%"
"public java.util.ArrayList retrofit.SerializedObjectSupporter.deserializeObjectList2() throws java.io.IOException",160,125,-35,"-21.88%",0.1812004530011325,0.14952153110047847,-0.03167892190065402,"-17.48%"
"public retrofit.RequestBuilder retrofit.SerializedObjectSupporter.deserializeObjectRequestBuilder6() throws java.io.IOException",95,79,-16,"-16.84%",0.10758776896942242,0.09449760765550239,-0.013090161313920032,"-12.17%"
"public retrofit.converter.GsonConverter retrofit.SerializedObjectSupporter.deserializeObjectConverter8() throws java.io.IOException",81,66,-15,"-18.52%",0.09173272933182333,0.07894736842105263,-0.012785360910770704,"-13.94%"
"public retrofit.RequestBuilder retrofit.RequestBuilder.args(java.lang.Object[])",24,138,114,"475.0%",0.027180067950169876,0.16507177033492823,0.13789170238475834,"507.33%"
"public retrofit.converter.GsonConverter retrofit.SerializedObjectSupporter.deserializeObjectConverter6() throws java.io.IOException",57,54,-3,"-5.26%",0.06455266138165346,0.0645933014354067,4.064005375324642e-05,"0.06%"
"public retrofit.converter.GsonConverter retrofit.SerializedObjectSupporter.deserializeObjectConverter9() throws java.io.IOException",209,25,-184,"-88.04%",0.23669309173272934,0.029904306220095694,-0.20678878551263366,"-87.37%"
"public retrofit.converter.GsonConverter retrofit.SerializedObjectSupporter.deserializeObjectConverter4() throws java.io.IOException",61,51,-10,"-16.39%",0.06908267270668177,0.061004784688995214,-0.008077888017686552,"-11.69%"
"public java.lang.Object[] retrofit.RequestBuilder.getargs()",57,61,4,"7.02%",0.06455266138165346,0.0729665071770335,0.008413845795380043,"13.03%"
"public retrofit.converter.GsonConverter retrofit.SerializedObjectSupporter.deserializeObjectConverter7() throws java.io.IOException",51,123,72,"141.18%",0.057757644394110984,0.1471291866028708,0.08937154220875981,"154.74%"
"public retrofit.converter.GsonConverter retrofit.SerializedObjectSupporter.deserializeObjectConverter2() throws java.io.IOException",53,201,148,"279.25%",0.06002265005662514,0.24043062200956938,0.18040797195294425,"300.57%"
"public retrofit.converter.GsonConverter retrofit.SerializedObjectSupporter.deserializeObjectConverter5() throws java.io.IOException",60,46,-14,"-23.33%",0.06795016987542468,0.05502392344497608,-0.012926246430448603,"-19.02%"
"java.util.ArrayList()",95,248,153,"161.05%",0.10758776896942242,0.2966507177033493,0.18906294873392687,"175.73%"
"public retrofit.converter.GsonConverter retrofit.SerializedObjectSupporter.deserializeObjectConverter3() throws java.io.IOException",29,212,183,"631.03%",0.03284258210645526,0.2535885167464115,0.2207459346399562,"672.13%"
"public retrofit.RequestBuilder retrofit.SerializedObjectSupporter.deserializeObjectRequestBuilder33() throws java.io.IOException",72,56,-16,"-22.22%",0.08154020385050963,0.06698564593301436,-0.01455455791749527,"-17.85%"
"public retrofit.converter.GsonConverter retrofit.SerializedObjectSupporter.deserializeObjectConverter1() throws java.io.IOException",269,98,-171,"-63.57%",0.304643261608154,0.11722488038277512,-0.1874183812253789,"-61.52%"
"public retrofit.RequestBuilder retrofit.RequestBuilder.headers(java.util.List)",26,46,20,"76.92%",0.02944507361268403,0.05502392344497608,0.02557884983229205,"86.87%"
"public retrofit.RequestBuilder retrofit.SerializedObjectSupporter.deserializeObjectRequestBuilder32() throws java.io.IOException",144,461,317,"220.14%",0.16308040770101925,0.5514354066985646,0.38835499899754533,"238.14%"
"public retrofit.RequestBuilder retrofit.SerializedObjectSupporter.deserializeObjectRequestBuilder31() throws java.io.IOException",72,642,570,"791.67%",0.08154020385050963,0.7679425837320574,0.6864023798815477,"841.8%"
"public final native java.lang.Class java.lang.Object.getClass()",33,24,-9,"-27.27%",0.03737259343148358,0.028708133971291867,-0.008664459460191714,"-23.18%"
"public retrofit.converter.GsonConverter retrofit.SerializedObjectSupporter.deserializeObjectConverter10() throws java.io.IOException",68,162,94,"138.24%",0.07701019252548132,0.1937799043062201,0.11676971178073879,"151.63%"
"public retrofit.RequestBuilder retrofit.SerializedObjectSupporter.deserializeObjectRequestBuilder30() throws java.io.IOException",101,88,-13,"-12.87%",0.1143827859569649,0.10526315789473684,-0.00911962806222806,"-7.97%"
"java.lang.Object[3]",2,83,81,"4050.0%",0.0022650056625141564,0.09928229665071771,0.09701729098820355,"4283.31%"
"java.lang.Object[5]",2,0,-2,"-INF%",0.0022650056625141564,0.0,-0.0022650056625141564,"-INF%"
"public retrofit.SerializedObjectSupporter retrofit.RequestBuilder.serializedObjectSupporter",43,44,1,"2.33%",0.04869762174405436,0.05263157894736842,0.003933957203314055,"8.08%"
"public retrofit.RequestBuilder retrofit.RequestBuilder.apiUrl(java.lang.String)",55,20,-35,"-63.64%",0.0622876557191393,0.023923444976076555,-0.038364210743062746,"-61.59%"
"public java.lang.Object[] retrofit.RequestBuilder.args",29,67,38,"131.03%",0.03284258210645526,0.08014354066985646,0.0473009585634012,"144.02%"
"public java.lang.String retrofit.client.Request.getUrl()",31,21,-10,"-32.26%",0.035107587768969425,0.025119617224880382,-0.009987970544089043,"-28.45%"
"public java.lang.String retrofit.RequestBuilder.getapiUrl()",35,31,-4,"-11.43%",0.039637599093997736,0.03708133971291866,-0.0025562593810790762,"-6.45%"
"public java.util.List retrofit.RequestBuilder.headers",60,73,13,"21.67%",0.06795016987542468,0.08732057416267942,0.01937040428725474,"28.51%"
"public java.util.List retrofit.RequestBuilder.getheaders()",58,66,8,"13.79%",0.06568516421291053,0.07894736842105263,0.0132622042081421,"20.19%"
"retrofit.client.Request(java.lang.String| java.lang.String| java.util.List| retrofit.mime.TypedOutput)",197,537,340,"172.59%",0.22310305775764439,0.6423444976076556,0.41924143985001117,"187.91%"
