Classes of objects created,Number of objects created(Original),Number of objects created(Modified),Modified - Original,Percentage(Gain/Loss),Number of unique objects manipulated(Original),Number of unique objects manipulated(Modified),Modified - Original,Percentage(Gain/Loss),Number of objects created(Original-Normalized),Number of objects created(Modified-Normalized),Modified - Original,Percentage(Gain/Loss),Number of unique objects manipulated(Original-Normalized),Number of unique objects manipulated(Modified-Normalized),Modified - Original,Percentage(Gain/Loss)
class java.lang.Boolean,4763,4845,82,"1.72%",1,1,0,"0.0%",0.8395910453023092,1.3098134630981346,0.4702224177958254,"56.01%",0.00017627357659086903,0.0002703433360367667,9.406975944589767e-05,"53.37%"
class retrofit.client.Request,15011,11956,-3055,"-20.35%",4,4,0,"0.0%",2.646042658205535,3.2322249256555824,0.5861822674500474,"22.15%",0.0007050943063634761,0.0010813733441470668,0.0003762790377835907,"53.37%"
class [Lretrofit.client.Header;,4763,4845,82,"1.72%",1,1,0,"0.0%",0.8395910453023092,1.3098134630981346,0.4702224177958254,"56.01%",0.00017627357659086903,0.0002703433360367667,9.406975944589767e-05,"53.37%"
class java.util.Collections$UnmodifiableRandomAccessList,2176,10086,7910,"363.51%",1,1,0,"0.0%",0.383571302661731,2.7266828872668287,2.3431115846050976,"610.87%",0.00017627357659086903,0.0002703433360367667,9.406975944589767e-05,"53.37%"
class [Ljava.lang.Object;,7136,2585,-4551,"-63.78%",3813,1455,-2358,"-61.84%",1.2578882425524414,0.6988375236550419,-0.5590507188973994,"-44.44%",0.6721311475409836,0.3933495539334955,-0.27878159360748805,"-41.48%"
class java.lang.Class,389,234,-155,"-39.85%",6,4,-2,"-33.33%",0.06857042129384805,0.06326034063260341,-0.005310080661244637,"-7.74%",0.0010576414595452142,0.0010813733441470668,2.3731884601852632e-05,"2.24%"
class java.util.Collections$EmptyList,6569,12,-6557,"-99.82%",1,1,0,"0.0%",1.1579411246254188,0.0032441200324412004,-1.1546970045929776,"-99.72%",0.00017627357659086903,0.0002703433360367667,9.406975944589767e-05,"53.37%"
class retrofit.RequestBuilder,20022,4328,-15694,"-78.38%",5151,1374,-3777,"-73.33%",3.5293495505023795,1.1700459583671263,-2.3593035921352534,"-66.85%",0.9079851930195664,0.37145174371451745,-0.5365334493050489,"-59.09%"
class java.lang.String,16011,7162,-8849,"-55.27%",2,2,0,"0.0%",2.822316234796404,1.936198972695323,-0.8861172621010809,"-31.4%",0.00035254715318173806,0.0005406866720735334,0.00018813951889179534,"53.37%"
class java.util.ArrayList,6121,4906,-1215,"-19.85%",1,1,0,"0.0%",1.0789705623127093,1.3263044065963774,0.24733384428366811,"22.92%",0.00017627357659086903,0.0002703433360367667,9.406975944589767e-05,"53.37%"
