Classes of objects created,Number of objects created(Original),Number of objects created(Modified),Modified - Original,Percentage(Gain/Loss),Number of unique objects manipulated(Original),Number of unique objects manipulated(Modified),Modified - Original,Percentage(Gain/Loss),Number of objects created(Original-Normalized),Number of objects created(Modified-Normalized),Modified - Original,Percentage(Gain/Loss),Number of unique objects manipulated(Original-Normalized),Number of unique objects manipulated(Modified-Normalized),Modified - Original,Percentage(Gain/Loss)
class java.lang.Integer,9,8,-1,"-11.11%",3,3,0,"0.0%",0.00510783200908059,0.004833836858006042,-0.0002739951510745478,"-5.36%",0.00170261066969353,0.0018126888217522659,0.00011007815205873583,"6.47%"
class com.thinkaurelius.titan.graphdb.database.serialize.kryo.KryoSerializer$2,6,0,-6,"-INF%",5,0,-5,"-INF%",0.00340522133938706,0.0,-0.00340522133938706,"-INF%",0.0028376844494892167,0.0,-0.0028376844494892167,"-INF%"
class com.google.common.cache.LocalCache$LocalManualCache,6,5,-1,"-16.67%",1,1,0,"0.0%",0.00340522133938706,0.0030211480362537764,-0.00038407330313328363,"-11.28%",0.0005675368898978433,0.0006042296072507553,3.669271735291194e-05,"6.47%"
class java.util.HashMap,6,1,-5,"-83.33%",2,1,-1,"-50.0%",0.00340522133938706,0.0006042296072507553,-0.0028009917321363048,"-82.26%",0.0011350737797956867,0.0006042296072507553,-0.0005308441725449314,"-46.77%"
class com.thinkaurelius.titan.graphdb.database.serialize.kryo.KryoDataOutput,1,0,-1,"-INF%",1,0,-1,"-INF%",0.0005675368898978433,0.0,-0.0005675368898978433,"-INF%",0.0005675368898978433,0.0,-0.0005675368898978433,"-INF%"
class com.thinkaurelius.titan.graphdb.database.serialize.SerializedObjectSupporter,1749,1646,-103,"-5.89%",1,1,0,"0.0%",0.9926220204313281,0.9945619335347432,0.0019399131034151251,"0.2%",0.0005675368898978433,0.0006042296072507553,3.669271735291194e-05,"6.47%"
class com.thinkaurelius.titan.graphdb.database.serialize.SerializerInitialization,6,5,-1,"-16.67%",4,5,1,"25.0%",0.00340522133938706,0.0030211480362537764,-0.00038407330313328363,"-11.28%",0.0022701475595913734,0.0030211480362537764,0.0007510004766624031,"33.08%"
class com.esotericsoftware.kryo.Kryo,1,1,0,"0.0%",1,1,0,"0.0%",0.0005675368898978433,0.0006042296072507553,3.669271735291194e-05,"6.47%",0.0005675368898978433,0.0006042296072507553,3.669271735291194e-05,"6.47%"
class java.lang.Boolean,7,5,-2,"-28.57%",1,1,0,"0.0%",0.003972758229284903,0.0030211480362537764,-0.000951610193031127,"-23.95%",0.0005675368898978433,0.0006042296072507553,3.669271735291194e-05,"6.47%"
class java.lang.Class,3,7,4,"133.33%",1,1,0,"0.0%",0.00170261066969353,0.004229607250755287,0.002526996581061757,"148.42%",0.0005675368898978433,0.0006042296072507553,3.669271735291194e-05,"6.47%"
class com.thinkaurelius.titan.graphdb.database.serialize.kryo.KryoSerializer,14772,14984,212,"1.44%",14772,14984,212,"1.44%",8.383654937570942,9.053776435045318,0.6701214974743763,"7.99%",8.383654937570942,9.053776435045318,0.6701214974743763,"7.99%"
class com.thinkaurelius.titan.graphdb.database.serialize.kryo.KryoSerializer$1,1,3,2,"200.0%",1,1,0,"0.0%",0.0005675368898978433,0.0018126888217522659,0.0012451519318544225,"219.4%",0.0005675368898978433,0.0006042296072507553,3.669271735291194e-05,"6.47%"
class com.thinkaurelius.titan.graphdb.database.serialize.kryo.KryoSerializer$TypeRegistration,5,37,32,"640.0%",2,2,0,"0.0%",0.0028376844494892167,0.022356495468277945,0.019518811018788728,"687.84%",0.0011350737797956867,0.0012084592145015106,7.338543470582388e-05,"6.47%"
