Methods called,Number of times(Original),Number of times(Modified),Modified - Original,Percentage(Gain/Loss),Number of times(Original-Normalized),Number of times(Modified-Normalized),Modified - Original,Percentage(Gain/Loss)
"public int com.badlogic.gdx.backends.lwjgl3.Lwjgl3ApplicationConfiguration.getaudioDeviceBufferCount()",3211,1529,-1682,"-52.38%",0.16483572895277207,0.06469493103156469,-0.10014079792120738,"-60.75%"
"public void com.badlogic.gdx.backends.lwjgl3.Lwjgl3ApplicationConfiguration.setBackBufferConfig(int|int|int|int|int|int|int)",3554,2739,-815,"-22.93%",0.1824435318275154,0.11589235846661589,-0.06655117336089952,"-36.48%"
"public int com.badlogic.gdx.backends.lwjgl3.Lwjgl3ApplicationConfiguration.getgles30ContextMinorVersion()",1616,731,-885,"-54.76%",0.08295687885010267,0.03093001607853093,-0.05202686277157174,"-62.72%"
"public boolean com.badlogic.gdx.backends.lwjgl3.Lwjgl3ApplicationConfiguration.getvSyncEnabled()",1673,838,-835,"-49.91%",0.0858829568788501,0.035457391893035456,-0.050425564985814644,"-58.71%"
"public int com.badlogic.gdx.backends.lwjgl3.Lwjgl3ApplicationConfiguration.gles30ContextMinorVersion",1009,858,-151,"-14.97%",0.05179671457905544,0.036303630363036306,-0.015493084216019137,"-29.91%"
"public void com.badlogic.gdx.backends.lwjgl3.Lwjgl3ApplicationConfiguration.useOpenGL3(boolean|int|int)",1440,975,-465,"-32.29%",0.07392197125256673,0.041254125412541254,-0.03266784584002548,"-44.19%"
"public void com.badlogic.gdx.backends.lwjgl3.Lwjgl3ApplicationConfiguration.setDecorated(boolean)",1434,791,-643,"-44.84%",0.07361396303901438,0.03346873148853347,-0.04014523155048091,"-54.53%"
"public void com.badlogic.gdx.backends.lwjgl3.Lwjgl3ApplicationConfiguration.setwindowMinWidth(int)",1194,1553,359,"30.07%",0.061293634496919915,0.06571041719556571,0.004416782698645795,"7.21%"
"public void com.badlogic.gdx.backends.lwjgl3.Lwjgl3ApplicationConfiguration.setwindowDecorated(boolean)",969,783,-186,"-19.2%",0.049743326488706364,0.03313023610053313,-0.016613090388173234,"-33.4%"
"public int com.badlogic.gdx.backends.lwjgl3.Lwjgl3ApplicationConfiguration.stencil",1254,2478,1224,"97.61%",0.06437371663244353,0.10484894643310484,0.040475229800661316,"62.88%"
"public int com.badlogic.gdx.backends.lwjgl3.Lwjgl3ApplicationConfiguration.getaudioDeviceSimultaneousSources()",814,894,80,"9.83%",0.041786447638603695,0.037826859609037825,-0.003959588029565871,"-9.48%"
"public void com.badlogic.gdx.backends.lwjgl3.Lwjgl3ApplicationConfiguration.setwindowY(int)",3064,1362,-1702,"-55.55%",0.15728952772073923,0.05762883980705763,-0.0996606879136816,"-63.36%"
"public void com.badlogic.gdx.backends.lwjgl3.Lwjgl3ApplicationConfiguration.setwindowX(int)",1410,1599,189,"13.4%",0.07238193018480493,0.06765676567656766,-0.004725164508237276,"-6.53%"
"public void com.badlogic.gdx.backends.lwjgl3.Lwjgl3ApplicationConfiguration.setTitle(java.lang.String)",6006,1043,-4963,"-82.63%",0.3083162217659138,0.04413133621054413,-0.2641848855553697,"-85.69%"
"public void com.badlogic.gdx.backends.lwjgl3.Lwjgl3ApplicationConfiguration.setpreferencesFileType(com.badlogic.gdx.Files$FileType)",3155,2724,-431,"-13.66%",0.16196098562628336,0.11525767961411526,-0.0467033060121681,"-28.84%"
"public void com.badlogic.gdx.backends.lwjgl3.Lwjgl3ApplicationConfiguration.setpreferencesDirectory(java.lang.String)",1426,831,-595,"-41.73%",0.07320328542094456,0.03516120842853516,-0.038042076992409406,"-51.97%"
"public final native java.lang.Class java.lang.Object.getClass()",331,253,-78,"-23.56%",0.016991786447638605,0.010704916645510706,-0.006286869802127899,"-37.0%"
"public com.badlogic.gdx.backends.lwjgl3.Lwjgl3WindowListener com.badlogic.gdx.backends.lwjgl3.Lwjgl3ApplicationConfiguration.windowListener",1840,685,-1155,"-62.77%",0.0944558521560575,0.028983667597528982,-0.06547218455852852,"-69.32%"
"public int com.badlogic.gdx.backends.lwjgl3.Lwjgl3ApplicationConfiguration.getaudioDeviceBufferSize()",2519,1534,-985,"-39.1%",0.12931211498973305,0.06490649064906491,-0.06440562434066814,"-49.81%"
"public int com.badlogic.gdx.backends.lwjgl3.Lwjgl3ApplicationConfiguration.getwindowHeight()",964,727,-237,"-24.59%",0.04948665297741273,0.030760768384530762,-0.01872588459288197,"-37.84%"
"public static com.badlogic.gdx.backends.lwjgl3.Lwjgl3ApplicationConfiguration com.badlogic.gdx.backends.lwjgl3.Lwjgl3ApplicationConfiguration.copy(com.badlogic.gdx.backends.lwjgl3.Lwjgl3ApplicationConfiguration)",3113,13086,9973,"320.37%",0.15980492813141683,0.5536938309215537,0.39388890279013683,"246.48%"
"public boolean com.badlogic.gdx.backends.lwjgl3.Lwjgl3ApplicationConfiguration.windowResizable",1745,666,-1079,"-61.83%",0.08957905544147844,0.02817974105102818,-0.061399314390450266,"-68.54%"
"public void com.badlogic.gdx.backends.lwjgl3.Lwjgl3ApplicationConfiguration.setuseGL30(boolean)",2010,1513,-497,"-24.73%",0.10318275154004107,0.06401794025556402,-0.03916481128447705,"-37.96%"
"public void com.badlogic.gdx.backends.lwjgl3.Lwjgl3ApplicationConfiguration.setaudioDeviceSimultaneousSources(int)",1389,3605,2216,"159.54%",0.07130390143737167,0.15253448421765253,0.08123058278028086,"113.92%"
"public void com.badlogic.gdx.backends.lwjgl3.Lwjgl3ApplicationConfiguration.setsamples(int)",1449,1703,254,"17.53%",0.07438398357289527,0.07205720572057206,-0.002326777852323214,"-3.13%"
"public int com.badlogic.gdx.backends.lwjgl3.Lwjgl3ApplicationConfiguration.getsamples()",3363,1621,-1742,"-51.8%",0.17263860369609857,0.06858762799356859,-0.10405097570252998,"-60.27%"
"public boolean com.badlogic.gdx.backends.lwjgl3.Lwjgl3ApplicationConfiguration.getuseGL30()",1655,1550,-105,"-6.34%",0.08495893223819302,0.06558348142506558,-0.019375450813127443,"-22.81%"
"public int com.badlogic.gdx.backends.lwjgl3.Lwjgl3ApplicationConfiguration.getwindowWidth()",2139,612,-1527,"-71.39%",0.10980492813141683,0.025894897182025894,-0.08391003094939094,"-76.42%"
"public int com.badlogic.gdx.backends.lwjgl3.Lwjgl3ApplicationConfiguration.windowMinWidth",2185,1179,-1006,"-46.04%",0.11216632443531828,0.049885757806549885,-0.062280566628768394,"-55.53%"
"public java.lang.String com.badlogic.gdx.backends.lwjgl3.Lwjgl3ApplicationConfiguration.preferencesDirectory",1727,750,-977,"-56.57%",0.08865503080082135,0.031733942625031736,-0.056921088175789614,"-64.21%"
"public void com.badlogic.gdx.backends.lwjgl3.Lwjgl3ApplicationConfiguration.setvSyncEnabled(boolean)",2563,1042,-1521,"-59.34%",0.13157084188911705,0.04408902428704409,-0.08748181760207296,"-66.49%"
"public boolean com.badlogic.gdx.backends.lwjgl3.Lwjgl3ApplicationConfiguration.getwindowResizable()",1362,1748,386,"28.34%",0.06991786447638604,0.07396124227807396,0.004043377801687925,"5.78%"
"public boolean com.badlogic.gdx.backends.lwjgl3.Lwjgl3ApplicationConfiguration.getwindowDecorated()",1456,727,-729,"-50.07%",0.07474332648870637,0.030760768384530762,-0.043982558104175604,"-58.84%"
"public void com.badlogic.gdx.backends.lwjgl3.Lwjgl3ApplicationConfiguration.setdepth(int)",1092,919,-173,"-15.84%",0.05605749486652977,0.038884657696538885,-0.017172837169990886,"-30.63%"
"public int com.badlogic.gdx.backends.lwjgl3.Lwjgl3ApplicationConfiguration.getdepth()",1206,894,-312,"-25.87%",0.06190965092402464,0.037826859609037825,-0.024082791314986814,"-38.9%"
"public boolean com.badlogic.gdx.backends.lwjgl3.Lwjgl3ApplicationConfiguration.disableAudio",1256,1016,-240,"-19.11%",0.06447638603696099,0.04298891427604299,-0.021487471760917996,"-33.33%"
"public void com.badlogic.gdx.backends.lwjgl3.Lwjgl3ApplicationConfiguration.setInitialBackgroundColor(com.badlogic.gdx.graphics.Color)",2769,1646,-1123,"-40.56%",0.14214579055441479,0.06964542608106965,-0.07250036447334514,"-51.0%"
"public boolean com.badlogic.gdx.backends.lwjgl3.Lwjgl3ApplicationConfiguration.vSyncEnabled",1471,771,-700,"-47.59%",0.07551334702258727,0.03262249301853262,-0.04289085400405465,"-56.8%"
"public com.badlogic.gdx.Files$FileType com.badlogic.gdx.backends.lwjgl3.Lwjgl3ApplicationConfiguration.getpreferencesFileType()",2988,2492,-496,"-16.6%",0.15338809034907597,0.10544131336210544,-0.04794677698697053,"-31.26%"
"public void com.badlogic.gdx.backends.lwjgl3.Lwjgl3ApplicationConfiguration.setwindowWidth(int)",2190,1066,-1124,"-51.32%",0.11242299794661191,0.045104510451045104,-0.0673184874955668,"-59.88%"
"public com.badlogic.gdx.backends.lwjgl3.Lwjgl3ApplicationConfiguration$HdpiMode com.badlogic.gdx.backends.lwjgl3.Lwjgl3ApplicationConfiguration.hdpiMode",1291,970,-321,"-24.86%",0.06627310061601643,0.04104256579504104,-0.02523053482097539,"-38.07%"
"public void com.badlogic.gdx.backends.lwjgl3.Lwjgl3ApplicationConfiguration.setdisableAudio(boolean)",1975,832,-1143,"-57.87%",0.10138603696098562,0.0352035203520352,-0.06618251660895041,"-65.28%"
"public void com.badlogic.gdx.backends.lwjgl3.Lwjgl3ApplicationConfiguration.useVsync(boolean)",751,767,16,"2.13%",0.0385523613963039,0.032453245324532455,-0.006099116071771445,"-15.82%"
"public void com.badlogic.gdx.backends.lwjgl3.Lwjgl3ApplicationConfiguration.setFullscreenMode(com.badlogic.gdx.Graphics$DisplayMode)",1451,1821,370,"25.5%",0.07448665297741273,0.07705001269357704,0.0025633597161643096,"3.44%"
"public void com.badlogic.gdx.backends.lwjgl3.Lwjgl3ApplicationConfiguration.setgles30ContextMajorVersion(int)",1603,683,-920,"-57.39%",0.08228952772073922,0.0288990437505289,-0.05339048397021032,"-64.88%"
"public void com.badlogic.gdx.backends.lwjgl3.Lwjgl3ApplicationConfiguration.setaudioDeviceBufferCount(int)",1026,742,-284,"-27.68%",0.0526694045174538,0.031395447237031394,-0.021273957280422404,"-40.39%"
"public void com.badlogic.gdx.backends.lwjgl3.Lwjgl3ApplicationConfiguration.setWindowPosition(int|int)",1315,5607,4292,"326.39%",0.06750513347022587,0.23724295506473725,0.1697378215945114,"251.44%"
"public void com.badlogic.gdx.backends.lwjgl3.Lwjgl3ApplicationConfiguration.disableAudio(boolean)",1531,834,-697,"-45.53%",0.07859342915811088,0.03528814419903529,-0.04330528495907559,"-55.1%"
"public int com.badlogic.gdx.backends.lwjgl3.Lwjgl3ApplicationConfiguration.windowMinHeight",1703,936,-767,"-45.04%",0.08742299794661192,0.039603960396039604,-0.04781903755057231,"-54.7%"
"public int com.badlogic.gdx.backends.lwjgl3.Lwjgl3ApplicationConfiguration.audioDeviceBufferCount",1425,737,-688,"-48.28%",0.07315195071868583,0.031183887619531184,-0.04196806309915464,"-57.37%"
"public int com.badlogic.gdx.backends.lwjgl3.Lwjgl3ApplicationConfiguration.getwindowY()",2152,2940,788,"36.62%",0.11047227926078029,0.1243970550901244,0.013924775829344108,"12.6%"
"public int com.badlogic.gdx.backends.lwjgl3.Lwjgl3ApplicationConfiguration.getwindowX()",1391,787,-604,"-43.42%",0.07140657084188912,0.0332994837945333,-0.03810708704735582,"-53.37%"
"public int com.badlogic.gdx.backends.lwjgl3.Lwjgl3ApplicationConfiguration.depth",1089,805,-284,"-26.08%",0.055903490759753593,0.03406109841753406,-0.021842392342219533,"-39.07%"
"public int com.badlogic.gdx.backends.lwjgl3.Lwjgl3ApplicationConfiguration.r",2539,691,-1848,"-72.78%",0.1303388090349076,0.029237539138529237,-0.10110126989637837,"-77.57%"
"public int com.badlogic.gdx.backends.lwjgl3.Lwjgl3ApplicationConfiguration.g",1022,759,-263,"-25.73%",0.05246406570841889,0.032114749936532114,-0.020349315771886776,"-38.79%"
"public int com.badlogic.gdx.backends.lwjgl3.Lwjgl3ApplicationConfiguration.b",1012,1789,777,"76.78%",0.05195071868583162,0.07569603114157569,0.023745312455744072,"45.71%"
"public int com.badlogic.gdx.backends.lwjgl3.Lwjgl3ApplicationConfiguration.a",3857,941,-2916,"-75.6%",0.19799794661190964,0.039815520013539815,-0.15818242659836984,"-79.89%"
"public int com.badlogic.gdx.backends.lwjgl3.Lwjgl3ApplicationConfiguration.gles30ContextMajorVersion",1363,2043,680,"49.89%",0.06996919917864476,0.08644325971058645,0.016474060531941684,"23.54%"
"public int com.badlogic.gdx.backends.lwjgl3.Lwjgl3ApplicationConfiguration.windowWidth",732,748,16,"2.19%",0.03757700205338809,0.03164931877803165,-0.005927683275356442,"-15.77%"
"public static com.badlogic.gdx.Graphics$DisplayMode[] com.badlogic.gdx.backends.lwjgl3.Lwjgl3ApplicationConfiguration.getDisplayModes()",1,0,-1,"-INF%",5.13347022587269e-05,0.0,-5.13347022587269e-05,"-INF%"
"public void com.badlogic.gdx.backends.lwjgl3.Lwjgl3ApplicationConfiguration.setAudioConfig(int|int|int)",1469,873,-596,"-40.57%",0.07541067761806981,0.03693830921553694,-0.038472368402532875,"-51.02%"
"Logical",84,327,243,"289.29%",0.00431211498973306,0.013835998984513835,0.009523883994780775,"220.86%"
"public void com.badlogic.gdx.backends.lwjgl3.Lwjgl3ApplicationConfiguration.setWindowSizeLimits(int|int|int|int)",1343,658,-685,"-51.01%",0.06894250513347022,0.02784124566302784,-0.04110125947044238,"-59.62%"
"public int com.badlogic.gdx.backends.lwjgl3.Lwjgl3ApplicationConfiguration.windowX",3939,722,-3217,"-81.67%",0.20220739219712525,0.030549208767030548,-0.1716581834300947,"-84.89%"
"public void com.badlogic.gdx.backends.lwjgl3.Lwjgl3ApplicationConfiguration.setResizable(boolean)",3283,1048,-2235,"-68.08%",0.1685318275154004,0.04434289582804434,-0.12418893168735606,"-73.69%"
"public int com.badlogic.gdx.backends.lwjgl3.Lwjgl3ApplicationConfiguration.windowY",1095,1141,46,"4.2%",0.056211498973305955,0.04827790471354828,-0.007933594259757676,"-14.11%"
"com.badlogic.gdx.backends.lwjgl3.Lwjgl3ApplicationConfiguration()",33863,28267,-5596,"-16.53%",1.738347022587269,1.1960311415756961,-0.5423158810115729,"-31.2%"
"public boolean com.badlogic.gdx.backends.lwjgl3.Lwjgl3ApplicationConfiguration.windowDecorated",1031,690,-341,"-33.07%",0.052926078028747436,0.029195227215029197,-0.02373085081371824,"-44.84%"
"public void com.badlogic.gdx.backends.lwjgl3.Lwjgl3ApplicationConfiguration.setgles30ContextMinorVersion(int)",1010,711,-299,"-29.6%",0.05184804928131417,0.030083777608530083,-0.021764271672784084,"-41.98%"
"public com.badlogic.gdx.backends.lwjgl3.Lwjgl3Graphics$Lwjgl3DisplayMode com.badlogic.gdx.backends.lwjgl3.Lwjgl3ApplicationConfiguration.fullscreenMode",1020,565,-455,"-44.61%",0.052361396303901436,0.023906236777523907,-0.02845515952637753,"-54.34%"
"public java.lang.String com.badlogic.gdx.backends.lwjgl3.Lwjgl3ApplicationConfiguration.getpreferencesDirectory()",1386,1060,-326,"-23.52%",0.07114989733059549,0.04485063891004485,-0.026299258420550635,"-36.96%"
"public int com.badlogic.gdx.backends.lwjgl3.Lwjgl3ApplicationConfiguration.windowMaxWidth",6312,704,-5608,"-88.85%",0.3240246406570842,0.02978759414402979,-0.2942370465130544,"-90.81%"
"public void com.badlogic.gdx.backends.lwjgl3.Lwjgl3ApplicationConfiguration.setaudioDeviceBufferSize(int)",1917,896,-1021,"-53.26%",0.09840862422997947,0.03791148345603791,-0.060497140773941555,"-61.48%"
"public int com.badlogic.gdx.backends.lwjgl3.Lwjgl3ApplicationConfiguration.samples",814,1357,543,"66.71%",0.041786447638603695,0.05741728018955742,0.015630832550953724,"37.41%"
"public boolean com.badlogic.gdx.backends.lwjgl3.Lwjgl3ApplicationConfiguration.useGL30",1138,1034,-104,"-9.14%",0.05841889117043121,0.04375052889904375,-0.014668362271387458,"-25.11%"
"public void com.badlogic.gdx.backends.lwjgl3.Lwjgl3ApplicationConfiguration.setWindowListener(com.badlogic.gdx.backends.lwjgl3.Lwjgl3WindowListener)",2388,903,-1485,"-62.19%",0.12258726899383983,0.03820766692053821,-0.08437960207330161,"-68.83%"
"public int com.badlogic.gdx.backends.lwjgl3.Lwjgl3ApplicationConfiguration.getgles30ContextMajorVersion()",4266,1183,-3083,"-72.27%",0.21899383983572895,0.05005500550055005,-0.1689388343351789,"-77.14%"
"public static final com.badlogic.gdx.graphics.Color com.badlogic.gdx.graphics.Color.GREEN",0,31,31,"INF%",0.0,0.0013116696285013117,0.0013116696285013117,"INF%"
"public static final com.badlogic.gdx.graphics.Color com.badlogic.gdx.graphics.Color.PURPLE",0,12,12,"INF%",0.0,0.0005077430820005078,0.0005077430820005078,"INF%"
"public static final com.badlogic.gdx.graphics.Color com.badlogic.gdx.graphics.Color.WHITE",0,25,25,"INF%",0.0,0.0010577980875010578,0.0010577980875010578,"INF%"
"public static final com.badlogic.gdx.graphics.Color com.badlogic.gdx.graphics.Color.DARK_GRAY",0,10,10,"INF%",0.0,0.0004231192350004231,0.0004231192350004231,"INF%"
"public static int com.badlogic.gdx.graphics.Color.argb8888(float|float|float|float)",0,258,258,"INF%",0.0,0.010916476263010916,0.010916476263010916,"INF%"
"public static int com.badlogic.gdx.graphics.Color.argb8888(com.badlogic.gdx.graphics.Color)",0,609,609,"INF%",0.0,0.025767961411525767,0.025767961411525767,"INF%"
"public static int com.badlogic.gdx.graphics.Color.alpha(float)",0,197,197,"INF%",0.0,0.008335448929508335,0.008335448929508335,"INF%"
"public static final com.badlogic.gdx.graphics.Color com.badlogic.gdx.graphics.Color.BROWN",0,6,6,"INF%",0.0,0.0002538715410002539,0.0002538715410002539,"INF%"
"public static final com.badlogic.gdx.graphics.Color com.badlogic.gdx.graphics.Color.MAGENTA",0,599,599,"INF%",0.0,0.025344842176525346,0.025344842176525346,"INF%"
"public static void com.badlogic.gdx.graphics.Color.rgba4444ToColor(com.badlogic.gdx.graphics.Color|int)",0,667,667,"INF%",0.0,0.028222052974528223,0.028222052974528223,"INF%"
"Internal",0,1407,1407,"INF%",0.0,0.059532876364559534,0.059532876364559534,"INF%"
"public static final com.badlogic.gdx.graphics.Color com.badlogic.gdx.graphics.Color.FIREBRICK",0,6,6,"INF%",0.0,0.0002538715410002539,0.0002538715410002539,"INF%"
"public static final com.badlogic.gdx.graphics.Color com.badlogic.gdx.graphics.Color.VIOLET",0,37,37,"INF%",0.0,0.0015655411695015655,0.0015655411695015655,"INF%"
"public static float com.badlogic.gdx.graphics.Color.toFloatBits(int|int|int|int)",0,252,252,"INF%",0.0,0.010662604722010662,0.010662604722010662,"INF%"
"public static float com.badlogic.gdx.graphics.Color.toFloatBits(float|float|float|float)",0,251,251,"INF%",0.0,0.01062029279851062,0.01062029279851062,"INF%"
"public float com.badlogic.gdx.graphics.Color.toFloatBits()",0,857,857,"INF%",0.0,0.03626131843953626,0.03626131843953626,"INF%"
"public float com.badlogic.gdx.graphics.Color.g",0,740,740,"INF%",0.0,0.03131082339003131,0.03131082339003131,"INF%"
"public float com.badlogic.gdx.graphics.Color.a",0,1002,1002,"INF%",0.0,0.042396547347042395,0.042396547347042395,"INF%"
"public static void com.badlogic.gdx.graphics.Color.rgba8888ToColor(com.badlogic.gdx.graphics.Color|int)",0,1139,1139,"INF%",0.0,0.04819328086654819,0.04819328086654819,"INF%"
"public com.badlogic.gdx.graphics.Color com.badlogic.gdx.graphics.Color.sub(com.badlogic.gdx.graphics.Color)",0,1817,1817,"INF%",0.0,0.07688076499957688,0.07688076499957688,"INF%"
"public com.badlogic.gdx.graphics.Color com.badlogic.gdx.graphics.Color.sub(float|float|float|float)",0,674,674,"INF%",0.0,0.028518236439028517,0.028518236439028517,"INF%"
"public float com.badlogic.gdx.graphics.Color.b",0,420,420,"INF%",0.0,0.01777100787001777,0.01777100787001777,"INF%"
"public static void com.badlogic.gdx.graphics.Color.rgb888ToColor(com.badlogic.gdx.graphics.Color|int)",0,1550,1550,"INF%",0.0,0.06558348142506558,0.06558348142506558,"INF%"
"public static final com.badlogic.gdx.graphics.Color com.badlogic.gdx.graphics.Color.TEAL",0,306,306,"INF%",0.0,0.012947448591012947,0.012947448591012947,"INF%"
"public static final com.badlogic.gdx.graphics.Color com.badlogic.gdx.graphics.Color.RED",0,182,182,"INF%",0.0,0.007700770077007701,0.007700770077007701,"INF%"
"public float com.badlogic.gdx.graphics.Color.r",0,840,840,"INF%",0.0,0.03554201574003554,0.03554201574003554,"INF%"
"public static final com.badlogic.gdx.graphics.Color com.badlogic.gdx.graphics.Color.ROYAL",0,33,33,"INF%",0.0,0.0013962934755013963,0.0013962934755013963,"INF%"
"public com.badlogic.gdx.graphics.Color com.badlogic.gdx.graphics.Color.premultiplyAlpha()",0,1143,1143,"INF%",0.0,0.04836252856054836,0.04836252856054836,"INF%"
"public static final com.badlogic.gdx.graphics.Color com.badlogic.gdx.graphics.Color.BLUE",0,1567,1567,"INF%",0.0,0.0663027841245663,0.0663027841245663,"INF%"
"public static int com.badlogic.gdx.graphics.Color.rgba4444(float|float|float|float)",0,272,272,"INF%",0.0,0.011508843192011509,0.011508843192011509,"INF%"
"public static int com.badlogic.gdx.graphics.Color.rgba4444(com.badlogic.gdx.graphics.Color)",0,743,743,"INF%",0.0,0.03143775916053144,0.03143775916053144,"INF%"
"public static final com.badlogic.gdx.graphics.Color com.badlogic.gdx.graphics.Color.GOLD",0,132,132,"INF%",0.0,0.005585173902005585,0.005585173902005585,"INF%"
"public com.badlogic.gdx.graphics.Color com.badlogic.gdx.graphics.Color.add(float|float|float|float)",0,4494,4494,"INF%",0.0,0.19014978420919015,0.19014978420919015,"INF%"
"public com.badlogic.gdx.graphics.Color com.badlogic.gdx.graphics.Color.add(com.badlogic.gdx.graphics.Color)",0,864,864,"INF%",0.0,0.03655750190403656,0.03655750190403656,"INF%"
"public static final com.badlogic.gdx.graphics.Color com.badlogic.gdx.graphics.Color.GRAY",0,70,70,"INF%",0.0,0.0029618346450029616,0.0029618346450029616,"INF%"
"Classpath",0,37,37,"INF%",0.0,0.0015655411695015655,0.0015655411695015655,"INF%"
"public static int com.badlogic.gdx.graphics.Color.luminanceAlpha(float|float)",0,270,270,"INF%",0.0,0.011424219345011425,0.011424219345011425,"INF%"
"External",0,1,1,"INF%",0.0,4.231192350004231e-05,4.231192350004231e-05,"INF%"
"public static final com.badlogic.gdx.graphics.Color com.badlogic.gdx.graphics.Color.GOLDENROD",0,9,9,"INF%",0.0,0.0003808073115003808,0.0003808073115003808,"INF%"
"public static final com.badlogic.gdx.graphics.Color com.badlogic.gdx.graphics.Color.LIGHT_GRAY",0,61,61,"INF%",0.0,0.002581027333502581,0.002581027333502581,"INF%"
"Local",0,348,348,"INF%",0.0,0.014724549378014725,0.014724549378014725,"INF%"
"com.badlogic.gdx.graphics.Color(int)",0,16222,16222,"INF%",0.0,0.6863840230176864,0.6863840230176864,"INF%"
"com.badlogic.gdx.graphics.Color(com.badlogic.gdx.graphics.Color)",0,6340,6340,"INF%",0.0,0.26825759499026824,0.26825759499026824,"INF%"
"com.badlogic.gdx.graphics.Color(float| float| float| float)",0,3234,3234,"INF%",0.0,0.13683676059913683,0.13683676059913683,"INF%"
"com.badlogic.gdx.graphics.Color()",0,205,205,"INF%",0.0,0.008673944317508673,0.008673944317508673,"INF%"
"public com.badlogic.gdx.graphics.Color com.badlogic.gdx.graphics.Color.set(float|float|float|float)",0,1031,1031,"INF%",0.0,0.04362359312854362,0.04362359312854362,"INF%"
"public com.badlogic.gdx.graphics.Color com.badlogic.gdx.graphics.Color.set(int)",0,1399,1399,"INF%",0.0,0.05919438097655919,0.05919438097655919,"INF%"
"public com.badlogic.gdx.graphics.Color com.badlogic.gdx.graphics.Color.set(com.badlogic.gdx.graphics.Color)",0,1645,1645,"INF%",0.0,0.0696031141575696,0.0696031141575696,"INF%"
"public java.lang.String com.badlogic.gdx.graphics.Color.toString()",0,622,622,"INF%",0.0,0.02631801641702632,0.02631801641702632,"INF%"
