Methods called,Number of times(Original),Number of times(Modified),Modified - Original,Percentage(Gain/Loss),Number of times(Original-Normalized),Number of times(Modified-Normalized),Modified - Original,Percentage(Gain/Loss)
"Logical",35,522,487,"1391.43%",0.0017797213464863216,0.021034816247582206,0.019255094901095886,"1081.92%"
"public void com.badlogic.gdx.backends.lwjgl3.Lwjgl3ApplicationConfiguration.setHdpiMode(com.badlogic.gdx.backends.lwjgl3.Lwjgl3ApplicationConfiguration$HdpiMode)",2427,1105,-1322,"-54.47%",0.12341096308349435,0.04452772404900064,-0.07888323903449371,"-63.92%"
"public com.badlogic.gdx.graphics.Color com.badlogic.gdx.backends.lwjgl3.Lwjgl3ApplicationConfiguration.initialBackgroundColor",3779,1730,-2049,"-54.22%",0.19215905623919455,0.06971308833010961,-0.12244596790908494,"-63.72%"
"public int com.badlogic.gdx.backends.lwjgl3.Lwjgl3ApplicationConfiguration.audioDeviceSimultaneousSources",729,860,131,"17.97%",0.03706905318824367,0.03465506125080593,-0.002413991937437736,"-6.51%"
"public void com.badlogic.gdx.backends.lwjgl3.Lwjgl3ApplicationConfiguration.setwindowHeight(int)",911,1627,716,"78.59%",0.04632360418997254,0.06556254029658284,0.019238936106610302,"41.53%"
"public static com.badlogic.gdx.Graphics$Monitor com.badlogic.gdx.backends.lwjgl3.Lwjgl3ApplicationConfiguration.getPrimaryMonitor()",1,1,0,"0.0%",5.0849181328180614e-05,4.029658284977434e-05,-1.0552598478406274e-05,"-20.75%"
"public int com.badlogic.gdx.backends.lwjgl3.Lwjgl3ApplicationConfiguration.audioDeviceBufferSize",1158,765,-393,"-33.94%",0.058883351978033155,0.03082688588007737,-0.028056466097955784,"-47.65%"
"public java.lang.String com.badlogic.gdx.backends.lwjgl3.Lwjgl3ApplicationConfiguration.title",1056,1261,205,"19.41%",0.05369673548255873,0.05081399097356544,-0.0028827445089932915,"-5.37%"
"public void com.badlogic.gdx.backends.lwjgl3.Lwjgl3ApplicationConfiguration.setInitialVisible(boolean)",1171,1907,736,"62.85%",0.0595443913352995,0.07684558349451967,0.01730119215922017,"29.06%"
"public int com.badlogic.gdx.backends.lwjgl3.Lwjgl3ApplicationConfiguration.windowHeight",2107,755,-1352,"-64.17%",0.10713922505847656,0.030423920051579626,-0.07671530500689694,"-71.6%"
"public com.badlogic.gdx.Files$FileType com.badlogic.gdx.backends.lwjgl3.Lwjgl3ApplicationConfiguration.preferencesFileType",2460,1338,-1122,"-45.61%",0.12508898606732433,0.05391682785299807,-0.07117215821432626,"-56.9%"
"public void com.badlogic.gdx.backends.lwjgl3.Lwjgl3ApplicationConfiguration.setPreferencesConfig(java.lang.String|com.badlogic.gdx.Files$FileType)",1937,5047,3110,"160.56%",0.09849486423268586,0.20337685364281108,0.10488198941012522,"106.48%"
"public void com.badlogic.gdx.backends.lwjgl3.Lwjgl3ApplicationConfiguration.setwindowResizable(boolean)",1196,1334,138,"11.54%",0.06081562086850402,0.053755641521598965,-0.007059979346905054,"-11.61%"
"public boolean com.badlogic.gdx.backends.lwjgl3.Lwjgl3ApplicationConfiguration.getdisableAudio()",9803,990,-8813,"-89.9%",0.49847452456015456,0.0398936170212766,-0.458580907538878,"-92.0%"
"public void com.badlogic.gdx.backends.lwjgl3.Lwjgl3ApplicationConfiguration.setWindowedMode(int|int)",1774,2177,403,"22.72%",0.09020644767619242,0.08772566086395873,-0.002480786812233682,"-2.75%"
"public int com.badlogic.gdx.backends.lwjgl3.Lwjgl3ApplicationConfiguration.getaudioDeviceBufferCount()",4263,1422,-2841,"-66.64%",0.21677006000203397,0.05730174081237911,-0.15946831918965487,"-73.57%"
"public void com.badlogic.gdx.backends.lwjgl3.Lwjgl3ApplicationConfiguration.setBackBufferConfig(int|int|int|int|int|int|int)",1603,2049,446,"27.82%",0.08151123766907353,0.08256769825918762,0.0010564605901140917,"1.3%"
"public int com.badlogic.gdx.backends.lwjgl3.Lwjgl3ApplicationConfiguration.getgles30ContextMinorVersion()",1820,1093,-727,"-39.95%",0.09254551001728872,0.04404416505480335,-0.04850134496248537,"-52.41%"
"public boolean com.badlogic.gdx.backends.lwjgl3.Lwjgl3ApplicationConfiguration.getvSyncEnabled()",1786,1480,-306,"-17.13%",0.09081663785213058,0.05963894261766602,-0.031177695234464557,"-34.33%"
"public int com.badlogic.gdx.backends.lwjgl3.Lwjgl3ApplicationConfiguration.gles30ContextMinorVersion",1603,1214,-389,"-24.27%",0.08151123766907353,0.04892005157962605,-0.032591186089447485,"-39.98%"
"public void com.badlogic.gdx.backends.lwjgl3.Lwjgl3ApplicationConfiguration.useOpenGL3(boolean|int|int)",2746,1122,-1624,"-59.14%",0.13963185192718397,0.04521276595744681,-0.09441908596973717,"-67.62%"
"public void com.badlogic.gdx.backends.lwjgl3.Lwjgl3ApplicationConfiguration.setDecorated(boolean)",1698,3058,1360,"80.09%",0.08634190989525069,0.12322695035460993,0.03688504045935924,"42.72%"
"public void com.badlogic.gdx.backends.lwjgl3.Lwjgl3ApplicationConfiguration.setwindowDecorated(boolean)",2616,1098,-1518,"-58.03%",0.1330214583545205,0.044245647969052226,-0.08877581038546828,"-66.74%"
"public int com.badlogic.gdx.backends.lwjgl3.Lwjgl3ApplicationConfiguration.stencil",842,928,86,"10.21%",0.04281501067832808,0.037395228884590584,-0.005419781793737498,"-12.66%"
"public int com.badlogic.gdx.backends.lwjgl3.Lwjgl3ApplicationConfiguration.getaudioDeviceSimultaneousSources()",3296,798,-2498,"-75.79%",0.16759890165768332,0.032156673114119926,-0.1354422285435634,"-80.81%"
"public void com.badlogic.gdx.backends.lwjgl3.Lwjgl3ApplicationConfiguration.setwindowY(int)",2532,1821,-711,"-28.08%",0.12875012712295333,0.07338007736943908,-0.055370049753514256,"-43.01%"
"public void com.badlogic.gdx.backends.lwjgl3.Lwjgl3ApplicationConfiguration.setwindowX(int)",1199,3121,1922,"160.3%",0.06096816841248856,0.1257656350741457,0.06479746666165714,"106.28%"
"public void com.badlogic.gdx.backends.lwjgl3.Lwjgl3ApplicationConfiguration.setTitle(java.lang.String)",1800,776,-1024,"-56.89%",0.0915285263907251,0.03127014829142489,-0.060258378099300215,"-65.84%"
"public void com.badlogic.gdx.backends.lwjgl3.Lwjgl3ApplicationConfiguration.setpreferencesFileType(com.badlogic.gdx.Files$FileType)",1841,11519,9678,"525.69%",0.09361334282518051,0.4641763378465506,0.3705629950213701,"395.84%"
"public void com.badlogic.gdx.backends.lwjgl3.Lwjgl3ApplicationConfiguration.setpreferencesDirectory(java.lang.String)",3289,1445,-1844,"-56.07%",0.16724295738838604,0.05822856221792392,-0.10901439517046213,"-65.18%"
"public final native java.lang.Class java.lang.Object.getClass()",350,291,-59,"-16.86%",0.017797213464863217,0.011726305609284332,-0.006070907855578884,"-34.11%"
"public com.badlogic.gdx.backends.lwjgl3.Lwjgl3WindowListener com.badlogic.gdx.backends.lwjgl3.Lwjgl3ApplicationConfiguration.windowListener",1852,856,-996,"-53.78%",0.0941726838197905,0.034493874919406836,-0.05967880890038367,"-63.37%"
"public int com.badlogic.gdx.backends.lwjgl3.Lwjgl3ApplicationConfiguration.getaudioDeviceBufferSize()",2054,4927,2873,"139.87%",0.10444421844808299,0.19854126370083816,0.09409704525275517,"90.09%"
"public int com.badlogic.gdx.backends.lwjgl3.Lwjgl3ApplicationConfiguration.getwindowHeight()",1401,906,-495,"-35.33%",0.07123970304078105,0.036508704061895554,-0.03473099897888549,"-48.75%"
"public static com.badlogic.gdx.backends.lwjgl3.Lwjgl3ApplicationConfiguration com.badlogic.gdx.backends.lwjgl3.Lwjgl3ApplicationConfiguration.copy(com.badlogic.gdx.backends.lwjgl3.Lwjgl3ApplicationConfiguration)",1998,8483,6485,"324.57%",0.10159666429370487,0.3418359123146357,0.24023924802093086,"236.46%"
"public static com.badlogic.gdx.Graphics$Monitor[] com.badlogic.gdx.backends.lwjgl3.Lwjgl3ApplicationConfiguration.getMonitors()",1,0,-1,"-INF%",5.0849181328180614e-05,0.0,-5.0849181328180614e-05,"-INF%"
"public boolean com.badlogic.gdx.backends.lwjgl3.Lwjgl3ApplicationConfiguration.windowResizable",1136,708,-428,"-37.68%",0.05776466998881318,0.02852998065764023,-0.02923468933117295,"-50.61%"
"public void com.badlogic.gdx.backends.lwjgl3.Lwjgl3ApplicationConfiguration.setuseGL30(boolean)",2041,1002,-1039,"-50.91%",0.10378317909081664,0.04037717601547389,-0.06340600307534275,"-61.09%"
"public void com.badlogic.gdx.backends.lwjgl3.Lwjgl3ApplicationConfiguration.setaudioDeviceSimultaneousSources(int)",2690,1168,-1522,"-56.58%",0.13678429777280585,0.047066408768536426,-0.08971788900426941,"-65.59%"
"public void com.badlogic.gdx.backends.lwjgl3.Lwjgl3ApplicationConfiguration.setsamples(int)",2915,1575,-1340,"-45.97%",0.1482253635716465,0.06346711798839458,-0.08475824558325193,"-57.18%"
"public int com.badlogic.gdx.backends.lwjgl3.Lwjgl3ApplicationConfiguration.getsamples()",3042,765,-2277,"-74.85%",0.15468320960032544,0.03082688588007737,-0.12385632372024807,"-80.07%"
"public boolean com.badlogic.gdx.backends.lwjgl3.Lwjgl3ApplicationConfiguration.getuseGL30()",4007,683,-3324,"-82.95%",0.20375266958201974,0.027522566086395875,-0.17623010349562385,"-86.49%"
"public int com.badlogic.gdx.backends.lwjgl3.Lwjgl3ApplicationConfiguration.getwindowWidth()",4452,674,-3778,"-84.86%",0.2263805552730601,0.027159896840747905,-0.1992206584323122,"-88.0%"
"public java.lang.String com.badlogic.gdx.backends.lwjgl3.Lwjgl3ApplicationConfiguration.preferencesDirectory",1264,1028,-236,"-18.67%",0.06427336519882029,0.04142488716956802,-0.022848478029252273,"-35.55%"
"public void com.badlogic.gdx.backends.lwjgl3.Lwjgl3ApplicationConfiguration.setvSyncEnabled(boolean)",6481,1462,-5019,"-77.44%",0.3295535441879386,0.05891360412637008,-0.2706399400615685,"-82.12%"
"public boolean com.badlogic.gdx.backends.lwjgl3.Lwjgl3ApplicationConfiguration.getwindowResizable()",1449,867,-582,"-40.17%",0.07368046374453371,0.034937137330754355,-0.03874332641377936,"-52.58%"
"public boolean com.badlogic.gdx.backends.lwjgl3.Lwjgl3ApplicationConfiguration.getwindowDecorated()",5090,1066,-4024,"-79.06%",0.2588223329604393,0.04295615731785945,-0.21586617564257987,"-83.4%"
