Methods called,Number of times(Original),Number of times(Modified),Modified - Original,Percentage(Gain/Loss),Number of times(Original-Normalized),Number of times(Modified-Normalized),Modified - Original,Percentage(Gain/Loss)
"public void com.badlogic.gdx.backends.lwjgl3.Lwjgl3WindowConfiguration.setWindowListener(com.badlogic.gdx.backends.lwjgl3.Lwjgl3WindowListener)",28215,84467,56252,"199.37%",0.8766233766233766,2.768774379650572,1.8921510030271953,"215.85%"
"public void com.badlogic.gdx.backends.lwjgl3.Lwjgl3WindowConfiguration.setTitle(java.lang.String)",33723,31746,-1977,"-5.86%",1.0477536817249735,1.040613629658767,-0.007140052066206604,"-0.68%"
"public void com.badlogic.gdx.backends.lwjgl3.Lwjgl3WindowConfiguration.setWindowSizeLimits(int|int|int|int)",35449,62734,27285,"76.97%",1.1013794817622569,2.056380502835415,0.9550010210731581,"86.71%"
"com.badlogic.gdx.backends.lwjgl3.Lwjgl3Application(com.badlogic.gdx.ApplicationListener| com.badlogic.gdx.backends.lwjgl3.Lwjgl3ApplicationConfiguration)",1,1,0,"0.0%",3.106940905983968e-05,3.277936211361327e-05,1.7099530537735888e-06,"5.5%"
"public void com.badlogic.gdx.backends.lwjgl3.Lwjgl3WindowConfiguration.setDecorated(boolean)",66416,26761,-39655,"-59.71%",2.0635058721183124,0.8772085095224047,-1.1862973625959077,"-57.49%"
"public static final int com.badlogic.gdx.Application.LOG_INFO",1,1,0,"0.0%",3.106940905983968e-05,3.277936211361327e-05,1.7099530537735888e-06,"5.5%"
"com.badlogic.gdx.backends.lwjgl3.Lwjgl3WindowConfiguration()",32180,30502,-1678,"-5.21%",0.999813583545641,0.999836103189432,2.2519643790963606e-05,"0.0%"
"public void com.badlogic.gdx.backends.lwjgl3.Lwjgl3WindowConfiguration.setResizable(boolean)",31795,35314,3519,"11.07%",0.9878518610576027,1.157570393680139,0.16971853262253622,"17.18%"
"public static final int com.badlogic.gdx.Application.LOG_ERROR",1,1,0,"0.0%",3.106940905983968e-05,3.277936211361327e-05,1.7099530537735888e-06,"5.5%"
"public static final int com.badlogic.gdx.Application.LOG_DEBUG",1,1,0,"0.0%",3.106940905983968e-05,3.277936211361327e-05,1.7099530537735888e-06,"5.5%"
"public static final int com.badlogic.gdx.Application.LOG_NONE",1,1,0,"0.0%",3.106940905983968e-05,3.277936211361327e-05,1.7099530537735888e-06,"5.5%"
"public void com.badlogic.gdx.backends.lwjgl3.Lwjgl3WindowConfiguration.setFullscreenMode(com.badlogic.gdx.Graphics$DisplayMode)",42313,39374,-2939,"-6.95%",1.3146399055489966,1.2906546038614088,-0.023985301687587723,"-1.82%"
"public void com.badlogic.gdx.backends.lwjgl3.Lwjgl3WindowConfiguration.setWindowPosition(int|int)",55776,26490,-29286,"-52.51%",1.7329273597216182,0.8683253023896155,-0.8646020573320027,"-49.89%"
"public void com.badlogic.gdx.backends.lwjgl3.Lwjgl3WindowConfiguration.setInitialBackgroundColor(com.badlogic.gdx.graphics.Color)",35441,36656,1215,"3.43%",1.1011309264897782,1.201560297636608,0.10042937114682982,"9.12%"
"public final native java.lang.Class java.lang.Object.getClass()",5990,5693,-297,"-4.96%",0.1861057602684397,0.18661290851280035,0.0005071482443606556,"0.27%"
"java.lang.Object()",1,0,-1,"-INF%",3.106940905983968e-05,0.0,-3.106940905983968e-05,"-INF%"
"public void com.badlogic.gdx.backends.lwjgl3.Lwjgl3WindowConfiguration.setWindowedMode(int|int)",38784,40163,1379,"3.56%",1.2049959609768222,1.3165175205690498,0.11152155959222765,"9.25%"
