Classes of objects created,Number of objects created(Original),Number of objects created(Modified),Modified - Original,Percentage(Gain/Loss),Number of unique objects manipulated(Original),Number of unique objects manipulated(Modified),Modified - Original,Percentage(Gain/Loss),Number of objects created(Original-Normalized),Number of objects created(Modified-Normalized),Modified - Original,Percentage(Gain/Loss),Number of unique objects manipulated(Original-Normalized),Number of unique objects manipulated(Modified-Normalized),Modified - Original,Percentage(Gain/Loss)
class java.lang.Object,1,0,-1,"-INF%",1,0,-1,"-INF%",3.106940905983968e-05,0.0,-3.106940905983968e-05,"-INF%",3.106940905983968e-05,0.0,-3.106940905983968e-05,"-INF%"
class java.lang.Integer,4,4,0,"0.0%",4,4,0,"0.0%",0.00012427763623935873,0.00013111744845445308,6.839812215094355e-06,"5.5%",0.00012427763623935873,0.00013111744845445308,6.839812215094355e-06,"5.5%"
class com.badlogic.gdx.backends.lwjgl3.Lwjgl3WindowConfiguration,32180,30502,-1678,"-5.21%",20965,19865,-1100,"-5.25%",0.999813583545641,0.999836103189432,2.2519643790963606e-05,"0.0%",0.6513701609395389,0.6511620283869276,-0.00020813255261131758,"-0.03%"
class java.lang.Class,5990,5693,-297,"-4.96%",2,1,-1,"-50.0%",0.1861057602684397,0.18661290851280035,0.0005071482443606556,"0.27%",6.213881811967936e-05,3.277936211361327e-05,-2.9359456006066093e-05,"-47.25%"
