Classes of objects created,Number of objects created(Original),Number of objects created(Modified),Modified - Original,Percentage(Gain/Loss),Number of unique objects manipulated(Original),Number of unique objects manipulated(Modified),Modified - Original,Percentage(Gain/Loss),Number of objects created(Original-Normalized),Number of objects created(Modified-Normalized),Modified - Original,Percentage(Gain/Loss),Number of unique objects manipulated(Original-Normalized),Number of unique objects manipulated(Modified-Normalized),Modified - Original,Percentage(Gain/Loss)
class java.lang.Boolean,7929,1681,-6248,"-78.8%",2,2,0,"0.0%",1.5614415124064593,0.8782654127481714,-0.683176099658288,"-43.75%",0.00039385584875935406,0.0010449320794148381,0.0006510762306554841,"165.31%"
class java.lang.Integer,7792,1065,-6727,"-86.33%",2,2,0,"0.0%",1.5344623867664435,0.5564263322884012,-0.9780360544780423,"-63.74%",0.00039385584875935406,0.0010449320794148381,0.0006510762306554841,"165.31%"
class org.antlr.v4.codegen.target.Python2Target$PythonStringRenderer,142,54,-88,"-61.97%",1,1,0,"0.0%",0.027963765261914138,0.02821316614420063,0.0002494008822864907,"0.89%",0.00019692792437967703,0.0005224660397074191,0.00032553811532774204,"165.31%"
class [Ljava.lang.String;,6212,1559,-4653,"-74.9%",10,6,-4,"-40.0%",1.2233162662465538,0.8145245559038663,-0.40879171034268746,"-33.42%",0.0019692792437967705,0.003134796238244514,0.0011655169944477435,"59.18%"
class java.util.LinkedHashSet,3742,41,-3701,"-98.9%",6,2,-4,"-66.67%",0.7369042930287515,0.021421107628004178,-0.7154831854007473,"-97.09%",0.0011815675462780622,0.0010449320794148381,-0.00013663546686322405,"-11.56%"
class org.stringtemplate.v4.STGroupFile,1342,1300,-42,"-3.13%",1137,1146,9,"0.79%",0.2642772745175266,0.6792058516196448,0.41492857710211817,"157.01%",0.2239070500196928,0.5987460815047022,0.3748390314850094,"167.41%"
class org.antlr.v4.codegen.target.Python2Target,11906,3263,-8643,"-72.59%",2648,2114,-534,"-20.17%",2.344623867664435,1.7048066875653083,-0.6398171800991266,"-27.29%",0.5214651437573848,1.1044932079414838,0.5830280641840989,"111.81%"
class [I,319,80,-239,"-74.92%",12,13,1,"8.33%",0.06282000787711697,0.04179728317659352,-0.02102272470052345,"-33.47%",0.0023631350925561244,0.006792058516196447,0.004428923423640322,"187.42%"
class java.util.HashSet,1583,2639,1056,"66.71%",5,5,0,"0.0%",0.31173690429302875,1.378787878787879,1.0670509744948502,"342.29%",0.0009846396218983853,0.002612330198537095,0.0016276905766387099,"165.31%"
class java.lang.Class,177,64,-113,"-63.84%",7,4,-3,"-42.86%",0.034856242615202836,0.03343782654127482,-0.0014184160739280152,"-4.07%",0.0013784954706577393,0.0020898641588296763,0.000711368688171937,"51.6%"
class java.lang.String,19689,7356,-12333,"-62.64%",431,306,-125,"-29.0%",3.877313903111461,3.843260188087774,-0.03405371502368704,"-0.88%",0.08487593540764081,0.15987460815047022,0.07499867274282941,"88.36%"
