Methods called,Number of times(Original),Number of times(Modified),Modified - Original,Percentage(Gain/Loss),Number of times(Original-Normalized),Number of times(Modified-Normalized),Modified - Original,Percentage(Gain/Loss)
"public java.lang.String org.antlr.v4.codegen.Target.getTokenTypeAsTargetLabel(org.antlr.v4.tool.Grammar|int)",118,117,-1,"-0.85%",0.05225863596102746,0.055293005671077505,0.0030343697100500486,"5.81%"
"public java.lang.String org.antlr.v4.codegen.Target.getLoopCounter(org.antlr.v4.tool.ast.GrammarAST)",121,104,-17,"-14.05%",0.05358724534986714,0.04914933837429111,-0.004437906975576028,"-8.28%"
"public java.lang.String org.antlr.v4.codegen.Target.getImplicitTokenLabel(java.lang.String)",129,107,-22,"-17.05%",0.05713020372010629,0.05056710775047259,-0.006563095969633705,"-11.49%"
"public java.lang.String org.antlr.v4.codegen.Target.getListLabel(java.lang.String)",677,709,32,"4.73%",0.29982285208148807,0.33506616257088845,0.03524331048940038,"11.75%"
"public java.lang.String org.antlr.v4.codegen.Target.getLanguage()",772,1134,362,"46.89%",0.34189548272807796,0.5359168241965974,0.1940213414685194,"56.75%"
"int[2]",2,2,0,"0.0%",0.0008857395925597874,0.000945179584120983,5.943999156119556e-05,"6.71%"
"public java.lang.String org.antlr.v4.codegen.Target.getAltLabelContextStructName(java.lang.String)",708,553,-155,"-21.89%",0.31355181576616475,0.2613421550094518,-0.05220966075671296,"-16.65%"
"int[3]",4,5,1,"25.0%",0.001771479185119575,0.0023629489603024575,0.0005914697751828826,"33.39%"
"int[4]",3,4,1,"33.33%",0.001328609388839681,0.001890359168241966,0.000561749779402285,"42.28%"
"int[5]",3,6,3,"100.0%",0.001328609388839681,0.002835538752362949,0.001506929363523268,"113.42%"
"public boolean org.antlr.v4.codegen.Target.grammarSymbolCausesIssueInGeneratedCode(org.antlr.v4.tool.ast.GrammarAST)",123,115,-8,"-6.5%",0.05447298494242692,0.05434782608695652,-0.00012515885547040306,"-0.23%"
"public boolean org.antlr.v4.codegen.target.Python3Target.wantsBaseListener()",674,2080,1406,"208.61%",0.29849424269264835,0.9829867674858223,0.6844925247931739,"229.32%"
"int[0]",145,93,-52,"-35.86%",0.06421612046058459,0.04395085066162571,-0.020265269798958874,"-31.56%"
"int[1]",4,10,6,"150.0%",0.001771479185119575,0.004725897920604915,0.00295441873548534,"166.78%"
"public int org.antlr.v4.codegen.target.Python3Target.getSerializedATNSegmentLimit()",731,420,-311,"-42.54%",0.3237378210806023,0.19848771266540643,-0.12525010841519585,"-38.69%"
"public final native java.lang.Class java.lang.Object.getClass()",123,119,-4,"-3.25%",0.05447298494242692,0.05623818525519849,0.001765200312771567,"3.24%"
"int[6]",5,5,0,"0.0%",0.0022143489813994687,0.0023629489603024575,0.00014859997890298874,"6.71%"
"public org.stringtemplate.v4.STGroup org.antlr.v4.codegen.Target.getTemplates()",591,900,309,"52.28%",0.26173604960141716,0.42533081285444235,0.1635947632530252,"62.5%"
"public java.lang.String org.antlr.v4.codegen.Target.getTargetStringLiteralFromANTLRStringLiteral(org.antlr.v4.codegen.CodeGenerator|java.lang.String|boolean)",613,898,285,"46.49%",0.27147918511957486,0.42438563327032136,0.1529064481507465,"56.32%"
"public java.lang.String org.antlr.v4.codegen.Target.getImplicitRuleLabel(java.lang.String)",648,1146,498,"76.85%",0.2869796279893711,0.5415879017013232,0.2546082737119521,"88.72%"
"public java.lang.String org.antlr.v4.codegen.Target.getLoopLabel(org.antlr.v4.tool.ast.GrammarAST)",113,103,-10,"-8.85%",0.05004428697962799,0.048676748582230624,-0.0013675383973973665,"-2.73%"
"public java.util.Set org.antlr.v4.codegen.target.Python3Target.getBadWords()",2108,696,-1412,"-66.98%",0.933569530558016,0.32892249527410206,-0.604647035283914,"-64.77%"
"public boolean org.antlr.v4.codegen.target.Python3Target.supportsOverloadedMethods()",1444,752,-692,"-47.92%",0.6395039858281665,0.3553875236294896,-0.28411646219867687,"-44.43%"
"public java.lang.String org.antlr.v4.codegen.Target.encodeIntAsCharEscape(int)",940,1132,192,"20.43%",0.4162976085031001,0.5349716446124764,0.11867403610937627,"28.51%"
"public java.lang.String org.antlr.v4.codegen.Target.getRuleFunctionContextStructName(org.antlr.v4.tool.Rule)",130,127,-3,"-2.31%",0.05757307351638618,0.06001890359168242,0.0024458300752962375,"4.25%"
"public java.lang.String org.antlr.v4.codegen.Target.getRuleFunctionContextStructName(org.antlr.v4.codegen.model.RuleFunction)",125,112,-13,"-10.4%",0.05535872453498671,0.052930056710775046,-0.0024286678242116666,"-4.39%"
"public org.antlr.v4.codegen.CodeGenerator org.antlr.v4.codegen.Target.getCodeGenerator()",1482,1004,-478,"-32.25%",0.6563330380868024,0.47448015122873344,-0.181852886858069,"-27.71%"
"public java.lang.String org.antlr.v4.codegen.Target.getElementListName(java.lang.String)",118,108,-10,"-8.47%",0.05225863596102746,0.05103969754253308,-0.0012189384184943738,"-2.33%"
