Methods called,Number of times(Original),Number of times(Modified),Modified - Original,Percentage(Gain/Loss),Number of times(Original-Normalized),Number of times(Modified-Normalized),Modified - Original,Percentage(Gain/Loss)
"public java.lang.String org.antlr.v4.codegen.Target.getTokenTypeAsTargetLabel(org.antlr.v4.tool.Grammar|int)",608,130,-478,"-78.62%",0.03335893778119171,0.031870556508948274,-0.001488381272243433,"-4.46%"
"public java.lang.String org.antlr.v4.codegen.Target.language",5086,777,-4309,"-84.72%",0.2790519038735872,0.1904878646727139,-0.0885640392008733,"-31.74%"
"org.antlr.v4.codegen.target.Python3Target$PythonStringRenderer()",385,96,-289,"-75.06%",0.02112366948315593,0.02353518019122334,0.002411510708067409,"11.42%"
"public void org.antlr.v4.codegen.Target.genListenerFile(org.antlr.v4.tool.Grammar|org.stringtemplate.v4.ST)",586,137,-449,"-76.62%",0.032151870953582795,0.03358666339789164,0.001434792444308844,"4.46%"
"public java.lang.String org.antlr.v4.codegen.Target.getLanguage()",17565,1065,-16500,"-93.94%",0.9637331284977505,0.2610934052463839,-0.7026397232513666,"-72.91%"
"public org.stringtemplate.v4.STGroup org.antlr.v4.codegen.target.Python3Target.loadTemplates()",1086,862,-224,"-20.63%",0.05958520794469439,0.21132630546702624,0.15174109752233184,"254.66%"
"public java.lang.String org.antlr.v4.codegen.Target.getAltLabelContextStructName(java.lang.String)",625,933,308,"49.28%",0.0342916712388895,0.22873253248345182,0.19444086124456234,"567.02%"
"public java.lang.String org.antlr.v4.codegen.target.Python3Target$PythonStringRenderer.toString(java.lang.Object|java.lang.String|java.util.Locale)",1975,390,-1585,"-80.25%",0.10836168111489082,0.09561166952684481,-0.012750011588046006,"-11.77%"
"public boolean org.antlr.v4.codegen.target.Python3Target.wantsBaseListener()",4058,449,-3609,"-88.94%",0.22264896301986173,0.11007599901936749,-0.11257296400049424,"-50.56%"
"public int org.antlr.v4.codegen.target.Python3Target.getSerializedATNSegmentLimit()",6152,1856,-4296,"-69.83%",0.33753977833863713,0.4550134836969846,0.11747370535834745,"34.8%"
"public static java.lang.String[] org.antlr.v4.codegen.target.Python3Target.python3Keywords",38,17,-21,"-55.26%",0.0020849336113244817,0.004167688158862467,0.002082754547537985,"99.9%"
"public java.lang.String org.antlr.v4.codegen.Target.getTargetStringLiteralFromANTLRStringLiteral(org.antlr.v4.codegen.CodeGenerator|java.lang.String|boolean)",9089,2709,-6380,"-70.19%",0.49868319982442666,0.6641333660210836,0.16545016619665698,"33.18%"
"public java.lang.String org.antlr.v4.codegen.Target.getImplicitRuleLabel(java.lang.String)",715,259,-456,"-63.78%",0.039229671897289584,0.06349595489090464,0.02426628299361505,"61.86%"
"public org.stringtemplate.v4.STGroup org.antlr.v4.codegen.Target.templates",13271,1030,-12241,"-92.24%",0.728135630418084,0.25251287080166707,-0.475622759616417,"-65.32%"
