Methods called,Number of times(Original),Number of times(Modified),Modified - Original,Percentage(Gain/Loss),Number of times(Original-Normalized),Number of times(Modified-Normalized),Modified - Original,Percentage(Gain/Loss)
"public java.lang.String org.antlr.v4.codegen.Target.getTokenTypeAsTargetLabel(org.antlr.v4.tool.Grammar|int)",172,62,-110,"-63.95%",0.03387160299330445,0.03239289446185998,-0.001478708531444474,"-4.37%"
"public java.lang.String org.antlr.v4.codegen.Target.language",772,185,-587,"-76.04%",0.15202835762111067,0.09665621734587251,-0.05537214027523815,"-36.42%"
"org.antlr.v4.codegen.target.Python2Target$PythonStringRenderer()",142,54,-88,"-61.97%",0.027963765261914138,0.02821316614420063,0.0002494008822864907,"0.89%"
"public void org.antlr.v4.codegen.Target.genListenerFile(org.antlr.v4.tool.Grammar|org.stringtemplate.v4.ST)",170,68,-102,"-60.0%",0.03347774714454509,0.035527690700104496,0.0020499435555594026,"6.12%"
"public java.lang.String org.antlr.v4.codegen.Target.getLanguage()",1461,1294,-167,"-11.43%",0.2877116975187082,0.6760710553814002,0.38835935786269205,"134.98%"
"public java.lang.String org.antlr.v4.codegen.Target.getAltLabelContextStructName(java.lang.String)",1778,399,-1379,"-77.56%",0.3501378495470658,0.2084639498432602,-0.1416738997038056,"-40.46%"
"public boolean org.antlr.v4.codegen.target.Python2Target.wantsBaseVisitor()",2227,738,-1489,"-66.86%",0.43855848759354077,0.38557993730407525,-0.05297855028946552,"-12.08%"
"public java.util.Set org.antlr.v4.codegen.target.Python2Target.badWords",1169,274,-895,"-76.56%",0.23020874359984245,0.14315569487983282,-0.08705304872000963,"-37.81%"
"org.antlr.v4.codegen.target.Python2Target()",9616,137,-9479,"-98.58%",1.8936589208349743,0.07157784743991641,-1.8220810733950579,"-96.22%"
"org.antlr.v4.codegen.target.Python2Target(org.antlr.v4.codegen.CodeGenerator)",2290,3126,836,"36.51%",0.4509649468294604,1.6332288401253918,1.1822638932959313,"262.16%"
"public java.lang.String org.antlr.v4.codegen.Target.getTargetStringLiteralFromANTLRStringLiteral(org.antlr.v4.codegen.CodeGenerator|java.lang.String|boolean)",3960,545,-3415,"-86.24%",0.7798345805435211,0.28474399164054337,-0.4950905889029777,"-63.49%"
"public java.lang.String org.antlr.v4.codegen.Target.getImplicitRuleLabel(java.lang.String)",835,820,-15,"-1.8%",0.16443481685703032,0.4284221525600836,0.26398733570305327,"160.54%"
"public static boolean java.util.Collections.addAll(java.util.Collection|java.lang.Object[])",2736,39,-2697,"-98.57%",0.5387948011027964,0.02037617554858934,-0.518418625554207,"-96.22%"
"public org.stringtemplate.v4.STGroup org.antlr.v4.codegen.Target.templates",1002,300,-702,"-70.06%",0.19732178022843638,0.15673981191222572,-0.040581968316210665,"-20.57%"
"int[6]",1,3,2,"200.0%",0.00019692792437967703,0.001567398119122257,0.00137047019474258,"695.92%"
"int[5]",4,4,0,"0.0%",0.0007877116975187081,0.0020898641588296763,0.0013021524613109682,"165.31%"
"public java.lang.String org.antlr.v4.codegen.Target.getRuleFunctionContextStructName(org.antlr.v4.tool.Rule)",159,61,-98,"-61.64%",0.03131153997636865,0.03187042842215256,0.0005588884457839102,"1.78%"
"public java.lang.String org.antlr.v4.codegen.Target.getRuleFunctionContextStructName(org.antlr.v4.codegen.model.RuleFunction)",164,63,-101,"-61.59%",0.032296179598267034,0.032915360501567396,0.000619180903300362,"1.92%"
"public java.lang.String org.antlr.v4.codegen.Target.getElementListName(java.lang.String)",191,74,-117,"-61.26%",0.03761323355651831,0.038662486938349006,0.001049253381830692,"2.79%"
"public java.lang.String org.antlr.v4.codegen.Target.getTargetStringLiteralFromString(java.lang.String|boolean)",2297,1331,-966,"-42.05%",0.45234344230011814,0.6954022988505747,0.24305885655045656,"53.73%"
"public java.lang.String org.antlr.v4.codegen.Target.getTargetStringLiteralFromString(java.lang.String)",3526,293,-3233,"-91.69%",0.6943678613627412,0.15308254963427378,-0.5412853117284674,"-77.95%"
"public java.lang.String[] org.antlr.v4.codegen.Target.getTokenTypesAsTargetLabels(org.antlr.v4.tool.Grammar|int[])",1219,260,-959,"-78.67%",0.2400551398188263,0.13584117032392895,-0.10421396949489736,"-43.41%"
"public int org.antlr.v4.codegen.Target.getInlineTestSetWordSize()",7034,755,-6279,"-89.27%",1.3851910200866482,0.3944618599791014,-0.9907291601075467,"-71.52%"
"public java.lang.String org.antlr.v4.codegen.Target.getElementName(java.lang.String)",157,68,-89,"-56.69%",0.030917684127609295,0.035527690700104496,0.0046100065724952,"14.91%"
"public void org.antlr.v4.codegen.Target.genRecognizerHeaderFile(org.antlr.v4.tool.Grammar|org.stringtemplate.v4.ST|java.lang.String)",770,235,-535,"-69.48%",0.15163450177235133,0.12277951933124347,-0.02885498244110786,"-19.03%"
"public static java.lang.String org.stringtemplate.v4.StringRenderer.escapeHTML(java.lang.String)",113,50,-63,"-55.75%",0.022252855454903506,0.02612330198537095,0.003870446530467444,"17.39%"
"public java.lang.String org.antlr.v4.codegen.Target.getLoopCounter(org.antlr.v4.tool.ast.GrammarAST)",168,70,-98,"-58.33%",0.03308389129578574,0.03657262277951933,0.0034887314837335898,"10.55%"
"public org.stringtemplate.v4.STGroup org.antlr.v4.codegen.target.Python2Target.loadTemplates()",876,378,-498,"-56.85%",0.17250886175659708,0.1974921630094044,0.024983301252807316,"14.48%"
"public java.util.Set org.antlr.v4.codegen.target.Python2Target.getBadWords()",1420,515,-905,"-63.73%",0.2796376526191414,0.2690700104493208,-0.010567642169820646,"-3.78%"
"public java.lang.String org.antlr.v4.codegen.Target.getImplicitTokenLabel(java.lang.String)",160,61,-99,"-61.88%",0.03150846790074833,0.03187042842215256,0.00036196052140423374,"1.15%"
"public java.lang.String org.antlr.v4.codegen.Target.getListLabel(java.lang.String)",325,415,90,"27.69%",0.06400157542339503,0.2168234064785789,0.15282183105518388,"238.78%"
"public boolean org.antlr.v4.codegen.target.Python2Target.wantsBaseListener()",735,495,-240,"-32.65%",0.14474202441906261,0.25862068965517243,0.11387866523610982,"78.68%"
"int[4]",2,3,1,"50.0%",0.00039385584875935406,0.001567398119122257,0.001173542270362903,"297.96%"
"int[3]",1,0,-1,"-INF%",0.00019692792437967703,0.0,-0.00019692792437967703,"-INF%"
"int[2]",2,2,0,"0.0%",0.00039385584875935406,0.0010449320794148381,0.0006510762306554841,"165.31%"
"int[1]",1,0,-1,"-INF%",0.00019692792437967703,0.0,-0.00019692792437967703,"-INF%"
"public boolean org.antlr.v4.codegen.Target.grammarSymbolCausesIssueInGeneratedCode(org.antlr.v4.tool.ast.GrammarAST)",169,72,-97,"-57.4%",0.03328081922016542,0.03761755485893417,0.0043367356387687545,"13.03%"
"int[0]",308,68,-240,"-77.92%",0.060653800708940525,0.035527690700104496,-0.02512611000883603,"-41.43%"
"public final native java.lang.Class java.lang.Object.getClass()",183,67,-116,"-63.39%",0.036037810161480895,0.03500522466039707,-0.0010325855010838228,"-2.87%"
"public java.lang.String[] org.antlr.v4.codegen.Target.targetCharValueEscape",1708,252,-1456,"-85.25%",0.33635289484048836,0.13166144200626959,-0.20469145283421877,"-60.86%"
"public java.lang.String org.antlr.v4.codegen.target.Python2Target$PythonStringRenderer.toString(java.lang.Object|java.lang.String|java.util.Locale)",460,147,-313,"-68.04%",0.09058684521465143,0.0768025078369906,-0.01378433737766084,"-15.22%"
"java.util.LinkedHashSet()",2736,39,-2697,"-98.57%",0.5387948011027964,0.02037617554858934,-0.518418625554207,"-96.22%"
"public org.antlr.v4.codegen.CodeGenerator org.antlr.v4.codegen.Target.gen",2534,230,-2304,"-90.92%",0.4990153603781016,0.12016718913270637,-0.37884817124539527,"-75.92%"
"public boolean org.antlr.v4.codegen.target.Python2Target.visibleGrammarSymbolCausesIssueInGeneratedCode(org.antlr.v4.tool.ast.GrammarAST)",160,62,-98,"-61.25%",0.03150846790074833,0.03239289446185998,0.0008844265611116509,"2.81%"
"public int org.antlr.v4.codegen.Target.getSerializedATNSegmentLimit()",758,310,-448,"-59.1%",0.1492713666797952,0.1619644723092999,0.01269310562950468,"8.5%"
"public org.stringtemplate.v4.STGroup org.antlr.v4.codegen.Target.getTemplates()",376,783,407,"108.24%",0.07404489956675857,0.4090909090909091,0.33504600952415053,"452.49%"
"public void org.antlr.v4.codegen.target.Python2Target.addBadWords()",1468,629,-839,"-57.15%",0.2890901929893659,0.3286311389759666,0.039540945986600684,"13.68%"
