Classes of objects created,Number of objects created(Original),Number of objects created(Modified),Modified - Original,Percentage(Gain/Loss),Number of unique objects manipulated(Original),Number of unique objects manipulated(Modified),Modified - Original,Percentage(Gain/Loss),Number of objects created(Original-Normalized),Number of objects created(Modified-Normalized),Modified - Original,Percentage(Gain/Loss),Number of unique objects manipulated(Original-Normalized),Number of unique objects manipulated(Modified-Normalized),Modified - Original,Percentage(Gain/Loss)
class java.lang.Boolean,31820,1350,-30470,"-95.76%",2,2,0,"0.0%",1.7302882001087547,0.8328192473781616,-0.8974689527305931,"-51.87%",0.0001087547580206634,0.0012338062924120913,0.001125051534391428,"1034.48%"
class org.stringtemplate.v4.STGroupFile,596,1774,1178,"197.65%",530,1411,881,"166.23%",0.03240891789015769,1.094386181369525,1.0619772634793674,"3276.81%",0.028820010875475803,0.8704503392967304,0.8416303284212546,"2920.3%"
class java.lang.Integer,51737,610,-51127,"-98.82%",2,2,0,"0.0%",2.8133224578575313,0.3763109191856878,-2.4370115386718436,"-86.62%",0.0001087547580206634,0.0012338062924120913,0.001125051534391428,"1034.48%"
class org.antlr.v4.codegen.target.Python3Target$PythonStringRenderer,392,37,-355,"-90.56%",1,1,0,"0.0%",0.021315932572050028,0.02282541640962369,0.0015094838375736622,"7.08%",5.43773790103317e-05,0.0006169031462060457,0.000562525767195714,"1034.48%"
class [Ljava.lang.String;,32982,1373,-31609,"-95.84%",9,11,2,"22.22%",1.7934747145187602,0.8470080197409007,-0.9464666947778595,"-52.77%",0.0004893964110929853,0.006785934608266502,0.006296538197173516,"1286.59%"
class org.antlr.v4.codegen.target.Python3Target,43961,2711,-41250,"-93.83%",1922,1565,-357,"-18.57%",2.390483958673192,1.6724244293645898,-0.7180595293086023,"-30.04%",0.10451332245785754,0.9654534238124615,0.860940101354604,"823.76%"
class [I,6188,136,-6052,"-97.8%",6,6,0,"0.0%",0.33648722131593256,0.08389882788402221,-0.25258839343191036,"-75.07%",0.0003262642740619902,0.003701418877236274,0.0033751546031742835,"1034.48%"
class java.util.HashSet,11305,513,-10792,"-95.46%",7,3,-4,"-57.14%",0.6147362697117998,0.31647131400370143,-0.2982649557080984,"-48.52%",0.0003806416530723219,0.001850709438618137,0.001470067785545815,"386.21%"
class java.lang.Class,582,128,-454,"-78.01%",7,7,0,"0.0%",0.03164763458401305,0.07896360271437385,0.0473159681303608,"149.51%",0.0003806416530723219,0.00431832202344232,0.0039376803703699975,"1034.48%"
class java.util.LinkedHashSet,4938,443,-4495,"-91.03%",12,3,-9,"-75.0%",0.26851549755301796,0.2732880937692782,0.00477259621626025,"1.78%",0.0006525285481239804,0.001850709438618137,0.0011981808904941564,"183.62%"
class java.lang.String,51911,5215,-46696,"-89.95%",532,256,-276,"-51.88%",2.822784121805329,3.217149907464528,0.3943657856591991,"13.97%",0.028928765633496466,0.1579272054287477,0.12899843979525122,"445.92%"
