Methods called,Number of times(Original),Number of times(Modified),Modified - Original,Percentage(Gain/Loss),Number of times(Original-Normalized),Number of times(Modified-Normalized),Modified - Original,Percentage(Gain/Loss)
"org.elasticsearch.index.mapper.object.ObjectMapper$TypeParser()",5,5,0,"0.0%",0.0002833342777809259,0.0003081854043392505,2.485112655832458e-05,"8.77%"
"org.elasticsearch.index.mapper.object.ObjectMapper$Defaults()",1,1,0,"0.0%",5.6666855556185186e-05,6.16370808678501e-05,4.970225311664916e-06,"8.77%"
"public boolean org.elasticsearch.index.mapper.object.ObjectMapper$Nested.isIncludeInParent()",67718,61617,-6101,"-9.01%",3.8373661245537485,3.7978920118343193,-0.03947411271942913,"-1.03%"
"public static final java.lang.String org.elasticsearch.index.mapper.object.ObjectMapper.CONTENT_TYPE",1,1,0,"0.0%",5.6666855556185186e-05,6.16370808678501e-05,4.970225311664916e-06,"8.77%"
"public org.elasticsearch.index.mapper.Mapper$Builder org.elasticsearch.index.mapper.object.ObjectMapper$TypeParser.parse(java.lang.String|java.util.Map|org.elasticsearch.index.mapper.Mapper$TypeParser$ParserContext) throws org.elasticsearch.index.mapper.MapperParsingException",4,4,0,"0.0%",0.00022666742222474074,0.0002465483234714004,1.9880901246659664e-05,"8.77%"
"public static org.elasticsearch.index.mapper.object.ObjectMapper$Nested org.elasticsearch.index.mapper.object.ObjectMapper$Nested.newNested(boolean|boolean)",8206,5399,-2807,"-34.21%",0.4650082166940556,0.3327785996055227,-0.13222961708853292,"-28.44%"
"org.elasticsearch.index.query.support.NestedInnerQueryParseSupport(org.elasticsearch.common.xcontent.XContentParser| org.elasticsearch.search.internal.SearchContext)",1,1,0,"0.0%",5.6666855556185186e-05,6.16370808678501e-05,4.970225311664916e-06,"8.77%"
"org.elasticsearch.index.query.support.NestedInnerQueryParseSupport(org.elasticsearch.index.query.QueryShardContext)",1,1,0,"0.0%",5.6666855556185186e-05,6.16370808678501e-05,4.970225311664916e-06,"8.77%"
"public static final org.elasticsearch.index.mapper.ContentPath$Type org.elasticsearch.index.mapper.object.ObjectMapper$Defaults.PATH_TYPE",1,1,0,"0.0%",5.6666855556185186e-05,6.16370808678501e-05,4.970225311664916e-06,"8.77%"
"public boolean org.elasticsearch.index.mapper.object.ObjectMapper$Nested.isIncludeInRoot()",70598,59996,-10602,"-15.02%",4.000566668555562,3.6979783037475347,-0.3025883648080274,"-7.56%"
"TRUE",1,1,0,"0.0%",5.6666855556185186e-05,6.16370808678501e-05,4.970225311664916e-06,"8.77%"
"public static final org.elasticsearch.index.mapper.object.ObjectMapper$Dynamic org.elasticsearch.index.mapper.object.ObjectMapper$Defaults.DYNAMIC",1,1,0,"0.0%",5.6666855556185186e-05,6.16370808678501e-05,4.970225311664916e-06,"8.77%"
"STRICT",1,1,0,"0.0%",5.6666855556185186e-05,6.16370808678501e-05,4.970225311664916e-06,"8.77%"
"FALSE",1,1,0,"0.0%",5.6666855556185186e-05,6.16370808678501e-05,4.970225311664916e-06,"8.77%"
"public static final java.lang.String org.elasticsearch.index.mapper.object.ObjectMapper.NESTED_CONTENT_TYPE",1,1,0,"0.0%",5.6666855556185186e-05,6.16370808678501e-05,4.970225311664916e-06,"8.77%"
"public static final org.elasticsearch.common.xcontent.ToXContent$Params org.elasticsearch.common.xcontent.ToXContent.EMPTY_PARAMS",1,1,0,"0.0%",5.6666855556185186e-05,6.16370808678501e-05,4.970225311664916e-06,"8.77%"
"public boolean org.elasticsearch.index.mapper.object.ObjectMapper$Nested.isNested()",63798,67071,3273,"5.13%",3.6152320507735025,4.134060650887574,0.5188286001140714,"14.35%"
"public final native java.lang.Class java.lang.Object.getClass()",8830,8154,-676,"-7.66%",0.5003683345611152,0.5025887573964497,0.0022204228353345234,"0.44%"
"java.lang.Object()",1,1,0,"0.0%",5.6666855556185186e-05,6.16370808678501e-05,4.970225311664916e-06,"8.77%"
"public static final boolean org.elasticsearch.index.mapper.object.ObjectMapper$Defaults.ENABLED",1,1,0,"0.0%",5.6666855556185186e-05,6.16370808678501e-05,4.970225311664916e-06,"8.77%"
"public static final org.elasticsearch.index.mapper.object.ObjectMapper$Nested org.elasticsearch.index.mapper.object.ObjectMapper$Defaults.NESTED",3382,7366,3984,"117.8%",0.1916473054910183,0.4540187376725838,0.26237143218156556,"136.9%"
"public static final org.elasticsearch.index.mapper.object.ObjectMapper$Nested org.elasticsearch.index.mapper.object.ObjectMapper$Nested.NO",6041,3441,-2600,"-43.04%",0.3423244744149147,0.21209319526627218,-0.13023127914864252,"-38.04%"
