Classes of objects created,Number of objects created(Original),Number of objects created(Modified),Modified - Original,Percentage(Gain/Loss),Number of unique objects manipulated(Original),Number of unique objects manipulated(Modified),Modified - Original,Percentage(Gain/Loss),Number of objects created(Original-Normalized),Number of objects created(Modified-Normalized),Modified - Original,Percentage(Gain/Loss),Number of unique objects manipulated(Original-Normalized),Number of unique objects manipulated(Modified-Normalized),Modified - Original,Percentage(Gain/Loss)
class java.lang.String,2,2,0,"0.0%",2,2,0,"0.0%",0.00011333371111237037,0.0001232741617357002,9.940450623329832e-06,"8.77%",0.00011333371111237037,0.0001232741617357002,9.940450623329832e-06,"8.77%"
class org.elasticsearch.common.xcontent.ToXContent$1,1,1,0,"0.0%",1,1,0,"0.0%",5.6666855556185186e-05,6.16370808678501e-05,4.970225311664916e-06,"8.77%",5.6666855556185186e-05,6.16370808678501e-05,4.970225311664916e-06,"8.77%"
class java.lang.Object,1,1,0,"0.0%",1,1,0,"0.0%",5.6666855556185186e-05,6.16370808678501e-05,4.970225311664916e-06,"8.77%",5.6666855556185186e-05,6.16370808678501e-05,4.970225311664916e-06,"8.77%"
class org.elasticsearch.index.mapper.object.ObjectMapper$Defaults,1,1,0,"0.0%",1,1,0,"0.0%",5.6666855556185186e-05,6.16370808678501e-05,4.970225311664916e-06,"8.77%",5.6666855556185186e-05,6.16370808678501e-05,4.970225311664916e-06,"8.77%"
class java.lang.Boolean,202115,188685,-13430,"-6.64%",2,2,0,"0.0%",11.45322151073837,11.629992603550296,0.1767710928119257,"1.54%",0.00011333371111237037,0.0001232741617357002,9.940450623329832e-06,"8.77%"
class org.elasticsearch.index.mapper.ContentPath$Type,1,1,0,"0.0%",1,1,0,"0.0%",5.6666855556185186e-05,6.16370808678501e-05,4.970225311664916e-06,"8.77%",5.6666855556185186e-05,6.16370808678501e-05,4.970225311664916e-06,"8.77%"
class java.lang.Class,8830,8154,-676,"-7.66%",7,6,-1,"-14.29%",0.5003683345611152,0.5025887573964497,0.0022204228353345234,"0.44%",0.0003966679888932963,0.0003698224852071006,-2.684550368619573e-05,"-6.77%"
class org.elasticsearch.index.mapper.object.ObjectMapper$TypeParser,5,5,0,"0.0%",1,1,0,"0.0%",0.0002833342777809259,0.0003081854043392505,2.485112655832458e-05,"8.77%",5.6666855556185186e-05,6.16370808678501e-05,4.970225311664916e-06,"8.77%"
class org.elasticsearch.index.mapper.object.ObjectMapper$Dynamic,3,3,0,"0.0%",3,3,0,"0.0%",0.00017000056666855557,0.0001849112426035503,1.4910675934994721e-05,"8.77%",0.00017000056666855557,0.0001849112426035503,1.4910675934994721e-05,"8.77%"
class org.elasticsearch.index.mapper.object.ObjectMapper$Nested,17629,16206,-1423,"-8.07%",5,5,0,"0.0%",0.9989799965999887,0.9988905325443787,-8.946405561005566e-05,"-0.01%",0.0002833342777809259,0.0003081854043392505,2.485112655832458e-05,"8.77%"
