Classes of objects created,Number of objects created(Original),Number of objects created(Modified),Modified - Original,Percentage(Gain/Loss),Number of unique objects manipulated(Original),Number of unique objects manipulated(Modified),Modified - Original,Percentage(Gain/Loss),Number of objects created(Original-Normalized),Number of objects created(Modified-Normalized),Modified - Original,Percentage(Gain/Loss),Number of unique objects manipulated(Original-Normalized),Number of unique objects manipulated(Modified-Normalized),Modified - Original,Percentage(Gain/Loss)
class java.lang.String,2,2,0,"0.0%",2,2,0,"0.0%",8.258320257659592e-05,8.192356531356245e-05,-6.596372630334753e-07,"-0.8%",8.258320257659592e-05,8.192356531356245e-05,-6.596372630334753e-07,"-0.8%"
class org.elasticsearch.index.mapper.object.ObjectMapper$Nested,3663,3661,-2,"-0.05%",5,5,0,"0.0%",0.15125113551903543,0.14996108630647606,-0.0012900492125593743,"-0.85%",0.0002064580064414898,0.0002048089132839061,-1.6490931575836951e-06,"-0.8%"
class java.lang.Object,1,1,0,"0.0%",1,1,0,"0.0%",4.129160128829796e-05,4.0961782656781225e-05,-3.2981863151673767e-07,"-0.8%",4.129160128829796e-05,4.0961782656781225e-05,-3.2981863151673767e-07,"-0.8%"
class org.elasticsearch.index.query.support.NestedInnerQueryParseSupport,20539,20735,196,"0.95%",5,5,0,"0.0%",0.8480881988603518,0.8493425633883587,0.0012543645280068683,"0.15%",0.0002064580064414898,0.0002048089132839061,-1.6490931575836951e-06,"-0.8%"
class org.elasticsearch.index.mapper.object.ObjectMapper$TypeParser,4,5,1,"25.0%",1,1,0,"0.0%",0.00016516640515319185,0.0002048089132839061,3.964250813071426e-05,"24.0%",4.129160128829796e-05,4.0961782656781225e-05,-3.2981863151673767e-07,"-0.8%"
class org.elasticsearch.common.xcontent.ToXContent$1,1,1,0,"0.0%",1,1,0,"0.0%",4.129160128829796e-05,4.0961782656781225e-05,-3.2981863151673767e-07,"-0.8%",4.129160128829796e-05,4.0961782656781225e-05,-3.2981863151673767e-07,"-0.8%"
class java.lang.Boolean,124690,112890,-11800,"-9.46%",2,2,0,"0.0%",5.148649764637873,4.6241756441240325,-0.5244741205138403,"-10.19%",8.258320257659592e-05,8.192356531356245e-05,-6.596372630334753e-07,"-0.8%"
class java.lang.Class,2671,2695,24,"0.9%",7,6,-1,"-14.29%",0.11028986704104385,0.11039200426002539,0.00010213721898154338,"0.09%",0.00028904120901808574,0.0002457706959406873,-4.327051307739842e-05,"-14.97%"
class org.elasticsearch.index.mapper.object.ObjectMapper$Defaults,1,1,0,"0.0%",1,1,0,"0.0%",4.129160128829796e-05,4.0961782656781225e-05,-3.2981863151673767e-07,"-0.8%",4.129160128829796e-05,4.0961782656781225e-05,-3.2981863151673767e-07,"-0.8%"
class org.elasticsearch.index.mapper.ContentPath$Type,1,1,0,"0.0%",1,1,0,"0.0%",4.129160128829796e-05,4.0961782656781225e-05,-3.2981863151673767e-07,"-0.8%",4.129160128829796e-05,4.0961782656781225e-05,-3.2981863151673767e-07,"-0.8%"
class org.elasticsearch.index.mapper.object.ObjectMapper$Dynamic,3,3,0,"0.0%",3,3,0,"0.0%",0.0001238748038648939,0.00012288534797034366,-9.894558945502333e-07,"-0.8%",0.0001238748038648939,0.00012288534797034366,-9.894558945502333e-07,"-0.8%"
